nct	group_norm	leaf_group	classification	distinguishing_basis	would_change_selection	source_file
NCT01658878	cohort 1 hcv infected	1	BASIS_EXISTS	title/construct;title/cohort-qualifier;assessment_criteria;timeFrame;populationDescription	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01658878	cohort 1 uninfected hcc	1	BASIS_EXISTS	title/construct;title/cohort-qualifier;assessment_criteria;timeFrame;populationDescription	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01668017	part 1: pimasertib 30 mg in hcc	1	BASIS_EXISTS	title/construct;populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT01668017	part 1: pimasertib 30 mg in solid tumor	1	BASIS_EXISTS	title/construct;populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT01668017	part 1: pimasertib 45 mg in hcc	1	BASIS_EXISTS	title/construct;populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT01668017	part 1: pimasertib 45 mg in solid tumor	1	BASIS_EXISTS	title/construct;populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT01668017	part 1: pimasertib 60 mg in solid tumor	1	BASIS_EXISTS	title/construct;populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT01670877	crossover: neratinib + fulvestrant + trastuzumab	1	BASIS_EXISTS	title/cohort-qualifier;timeFrame;populationDescription	CHANGES	LEAF-QC-group1.tsv
NCT01670877	crossover: neratinib + trastuzumab	1	BASIS_EXISTS	title/cohort-qualifier;timeFrame;populationDescription	CHANGES	LEAF-QC-group1.tsv
NCT01670877	part ii: neratinib + fulvestrant (er+, fulvestrant-naive)	1	BASIS_EXISTS	title/cohort-qualifier;timeFrame;populationDescription	CHANGES	LEAF-QC-group1.tsv
NCT01674062	pertuzumab (cohort 3)	1	BASIS_EXISTS	title(other wording)	CONDITIONAL	LEAF-QC-group1.tsv
NCT01674062	pertuzumab + trastuzumab (cohorts 1 and 2)	1	BASIS_EXISTS	title(other wording)	CONDITIONAL	LEAF-QC-group1.tsv
NCT01677741	part 1 (dose escalation): dabrafenib treatment (3.75 mg/kg)	1	BASIS_EXISTS	title(other wording)	CONDITIONAL	LEAF-QC-group1.tsv
NCT01696032	stage 1: guadecitabine+carboplatin 30 mg/m2	1	BASIS_EXISTS	title/construct;unitOfMeasure	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01696032	stage 1: guadecitabine+carboplatin 45 mg/m2	1	BASIS_EXISTS	title/construct;unitOfMeasure	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01696032	stage 2: crossover treatment choice to guadecitabine+carboplatin 30 mg/m2	1	BASIS_EXISTS	title/construct;unitOfMeasure	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01696032	stage 2: guadecitabine+carboplatin 30 mg/m2	1	BASIS_EXISTS	title/construct;unitOfMeasure	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01696032	stage 2: treatment choice	1	BASIS_EXISTS	title/construct;unitOfMeasure	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01698918	everolimus+exemestane (second-line treatment)	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01703091	placebo + docetaxel	1	BASIS_EXISTS	title/construct;timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01703091	ramucirumab + docetaxel	1	BASIS_EXISTS	title/construct;timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01708161	byl 200mg + amg 12mg/kg	1	BASIS_EXISTS	title/construct;unitOfMeasure	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01708161	byl 350mg + amg 12mg/kg	1	BASIS_EXISTS	title/construct;unitOfMeasure	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01709162	chemotherapy	1	BASIS_EXISTS	title/construct	CHANGES	LEAF-QC-group1.tsv
NCT01709162	ipilimumab, 3 mg/kg	1	BASIS_EXISTS	title/construct	CHANGES	LEAF-QC-group1.tsv
NCT01721603	dabrafenib + trametinib + gamma knife radiosurgery	1	BASIS_EXISTS	title/construct;assessment_criteria	CONDITIONAL	LEAF-QC-group1.tsv
NCT01728623	lenvatinib (arm 1)	1	BASIS_EXISTS	title/construct;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01728623	lenvatinib (arm 2)	1	BASIS_EXISTS	title/construct;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01728623	lenvatinib (arm 3)	1	BASIS_EXISTS	title/construct;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01732913	idelalisib + rituximab	1	BASIS_EXISTS	title(other wording)	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01732913	placebo + rituximab	1	BASIS_EXISTS	title(other wording)	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01743469	hepatocellular carcinoma cohort	1	BASIS_EXISTS	assessment_criteria;timeFrame;populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT01743560	everolimus and exemestane	1	BASIS_EXISTS	title/construct;unitOfMeasure	CONDITIONAL	LEAF-QC-group1.tsv
NCT01746225	a: nab-paclitaxel 150 mg/m2 days 1,15	1	BASIS_EXISTS	title/construct;assessment_criteria	CHANGES	LEAF-QC-group1.tsv
NCT01746225	b: nab-paclitaxel 100 mg/m2 days 1,8,15	1	BASIS_EXISTS	title/construct;assessment_criteria	CHANGES	LEAF-QC-group1.tsv
NCT01746225	c: nab-paclitaxel 75 mg/m2 days 1,8,15,22	1	BASIS_EXISTS	title/construct;assessment_criteria	CHANGES	LEAF-QC-group1.tsv
NCT01755975	dose level -1	1	BASIS_EXISTS	title(other wording)	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01755975	dose level 1	1	BASIS_EXISTS	title(other wording)	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01755975	dose level 2	1	BASIS_EXISTS	title(other wording)	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01755975	dose level 3	1	BASIS_EXISTS	title(other wording)	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01755975	dose level 4	1	BASIS_EXISTS	title(other wording)	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01770353	expansion phase: cohort 3	1	BASIS_EXISTS	title/cohort-qualifier;assessment_criteria;populationDescription	CHANGES	LEAF-QC-group1.tsv
NCT01774344	placebo	1	BASIS_EXISTS	title/construct;assessment_criteria	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01774344	regorafenib 160 mg (bay73-4506)	1	BASIS_EXISTS	title/construct;assessment_criteria	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01774721	dacomitinib	1	BASIS_EXISTS	title/construct;paramType;unitOfMeasure	CONDITIONAL	LEAF-QC-group1.tsv
NCT01774721	gefitinib	1	BASIS_EXISTS	title/construct;paramType;unitOfMeasure	CONDITIONAL	LEAF-QC-group1.tsv
NCT01774786	pertuzumab + trastuzumab + chemotherapy	1	BASIS_EXISTS	timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01774786	placebo + trastuzumab + chemotherapy	1	BASIS_EXISTS	timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01776840	ibrutinib + bendamustine and rituximab (br) (treatment b)	1	BASIS_EXISTS	populationDescription	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01776840	placebo + bendamustine and rituximab (br) (treatment a)	1	BASIS_EXISTS	populationDescription	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01794520	phase 2 expansion: venetoclax 800 mg/dexamethasone 20 or 40 mg	1	BASIS_EXISTS	title(other wording)	CONDITIONAL	LEAF-QC-group1.tsv
NCT01797120	fulvestrant & everolimus	1	BASIS_EXISTS	title/construct;assessment_criteria	CHANGES	LEAF-QC-group1.tsv
NCT01797120	fulvestrant & placebo	1	BASIS_EXISTS	title/construct;assessment_criteria	CHANGES	LEAF-QC-group1.tsv
NCT01798485	docetaxel	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01798485	ganetespib and docetaxel	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01801358	phase ii (dose expansion)	1	BASIS_EXISTS	title/construct	CONDITIONAL	LEAF-QC-group1.tsv
NCT01816594	trastuzumab + bkm120 + paclitaxel	1	BASIS_EXISTS	timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01816594	trastuzumab + bkm120 pbo + paclitaxel	1	BASIS_EXISTS	timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01818752	bortezomib, melphalan, prednisone	1	BASIS_EXISTS	title(other wording)	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01818752	carfilzomib, melphalan, prednisone	1	BASIS_EXISTS	title(other wording)	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01829711	moxetumomab pasudotox 40 μg/kg	1	BASIS_EXISTS	title/construct;paramType;unitOfMeasure;populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT01832727	phase 2 300 mg 2/7 schedule	1	BASIS_EXISTS	title/construct;paramType;unitOfMeasure	CONDITIONAL	LEAF-QC-group1.tsv
NCT01833546	evofosfamide 240 mg	1	BASIS_EXISTS	title/construct	CONDITIONAL	LEAF-QC-group1.tsv
NCT01833546	evofosfamide 340 mg	1	BASIS_EXISTS	title/construct	CONDITIONAL	LEAF-QC-group1.tsv
NCT01833546	evofosfamide 340 mg + gemcitabine	1	BASIS_EXISTS	title/construct	CONDITIONAL	LEAF-QC-group1.tsv
NCT01833546	evofosfamide 480 mg	1	BASIS_EXISTS	title/construct	CONDITIONAL	LEAF-QC-group1.tsv
NCT01852292	buparlisib + paclitaxel	1	BASIS_EXISTS	title/construct;paramType	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01852292	buparlisib matching placebo + paclitaxel	1	BASIS_EXISTS	title/construct;paramType	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01858389	dacomitinib, 45/60 mg, with t790m mutation	1	BASIS_EXISTS	title/construct;unitOfMeasure;timeFrame;populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT01873833	treatment (chemotherapy, lapatinib ditosylate, trastuzumab)	1	BASIS_EXISTS	title/construct;timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01891344	part 1: non-tbrca loh	1	BASIS_EXISTS	title/cohort-qualifier;assessment_criteria;unitOfMeasure;populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT01891344	part 1: non-tbrca loh unknown	1	BASIS_EXISTS	title/cohort-qualifier;assessment_criteria;unitOfMeasure;populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT01891344	part 1: non-tbrca loh+	1	BASIS_EXISTS	title/cohort-qualifier;assessment_criteria;unitOfMeasure;populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT01891344	part 1: tbrca	1	BASIS_EXISTS	title/cohort-qualifier;assessment_criteria;unitOfMeasure;populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT01905943	g mono: previously untreated fit	1	BASIS_EXISTS	title/construct;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01905943	g mono: previously untreated unfit	1	BASIS_EXISTS	title/construct;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01905943	g mono: relapsed/refractory	1	BASIS_EXISTS	title/construct;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01905943	g-benda: previously untreated fit	1	BASIS_EXISTS	title/construct;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01905943	g-benda: previously untreated unfit	1	BASIS_EXISTS	title/construct;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01905943	g-benda: relapsed/refractory	1	BASIS_EXISTS	title/construct;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01905943	g-clb: previously untreated fit	1	BASIS_EXISTS	title/construct;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01905943	g-clb: previously untreated unfit	1	BASIS_EXISTS	title/construct;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01905943	g-clb: relapsed/refractory	1	BASIS_EXISTS	title/construct;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01905943	g-fc: previously untreated fit	1	BASIS_EXISTS	title/construct;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01905943	g-fc: previously untreated unfit	1	BASIS_EXISTS	title/construct;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01905943	g-fc: relapsed/refractory	1	BASIS_EXISTS	title/construct;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT01911273	bsc alone	1	BASIS_EXISTS	title/construct;assessment_criteria;timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01911273	pf-03446962 plus bsc	1	BASIS_EXISTS	title/construct;assessment_criteria;timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01915498	phase 1 dose escalation: enasidenib 100 mg	1	BASIS_EXISTS	timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01915498	phase 1 dose escalation: enasidenib 150 mg	1	BASIS_EXISTS	timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01915498	phase 1 dose escalation: enasidenib 200 mg	1	BASIS_EXISTS	timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01915498	phase 1 dose escalation: enasidenib 300 mg	1	BASIS_EXISTS	timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01915498	phase 1 dose escalation: enasidenib 450 mg	1	BASIS_EXISTS	timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01915498	phase 1 dose escalation: enasidenib 50 mg	1	BASIS_EXISTS	timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01915498	phase 1 dose escalation: enasidenib 60 mg	1	BASIS_EXISTS	timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01915498	phase 1 dose escalation: enasidenib 650 mg	1	BASIS_EXISTS	timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01915498	phase 1 dose escalation: enasidenib 75 mg	1	BASIS_EXISTS	timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01915498	phase 1 dose expansion arm 1: enasidenib 100 mg qd	1	BASIS_EXISTS	populationDescription	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01915498	phase 1 dose expansion arm 2: enasidenib 100 mg qd	1	BASIS_EXISTS	populationDescription	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01915498	phase 1 dose expansion arm 3: enasidenib 100 mg qd	1	BASIS_EXISTS	populationDescription	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01915498	phase 1 dose expansion arm 4: enasidenib 100 mg qd	1	BASIS_EXISTS	populationDescription	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01938001	rituximab + lenalidomide (r^2)	1	BASIS_EXISTS	timeFrame	CHANGES	LEAF-QC-group1.tsv
NCT01938001	rituximab + placebo	1	BASIS_EXISTS	timeFrame	CHANGES	LEAF-QC-group1.tsv
NCT01943461	expansion cohort: avelumab 10 mg/kg	1	BASIS_EXISTS	title(other wording)	CONDITIONAL	LEAF-QC-group1.tsv
NCT01951586	denosumab	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01951586	placebo	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01958021	placebo + letrozole	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01958021	ribociclib + letrozole	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01980888	idelalisib+bendamustine+rituximab	1	BASIS_EXISTS	title(other wording)	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01980888	placebo+bendamustine+rituximab	1	BASIS_EXISTS	title(other wording)	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT01985763	genistein	1	BASIS_EXISTS	title/construct;assessment_criteria;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT02001974	group 1	1	BASIS_EXISTS	title/construct;paramType;unitOfMeasure	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02001974	group 2	1	BASIS_EXISTS	title/construct;paramType;unitOfMeasure	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02001974	group 3	1	BASIS_EXISTS	title/construct;paramType;unitOfMeasure	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02004522	duvelisib	1	BASIS_EXISTS	assessment_criteria;timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02004522	ofatumumab	1	BASIS_EXISTS	assessment_criteria;timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02005471	bendamustine + rituximab main study	1	BASIS_EXISTS	title/construct;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT02005471	venetoclax + rituximab main study	1	BASIS_EXISTS	title/construct;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT02011113	pomalidomide plus dexamethasone	1	BASIS_EXISTS	timeFrame;populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT02014441	talimogene laherparepvec	1	BASIS_EXISTS	title/construct;unitOfMeasure	CONDITIONAL	LEAF-QC-group1.tsv
NCT02020577	afatinib 30mg+cetuximab 250 mg/m2	1	BASIS_EXISTS	title/construct;assessment_criteria	CONDITIONAL	LEAF-QC-group1.tsv
NCT02020577	afatinib 40mg+cetuximab 250 mg/m2	1	BASIS_EXISTS	title/construct;assessment_criteria	CONDITIONAL	LEAF-QC-group1.tsv
NCT02020577	all patients	1	BASIS_EXISTS	title/construct;assessment_criteria	CONDITIONAL	LEAF-QC-group1.tsv
NCT02027428	bsc: induction + maintenance	1	BASIS_EXISTS	timeFrame;populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT02027428	nab-paclitaxel + bsc: induction + maintenance	1	BASIS_EXISTS	timeFrame;populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT02078648	sl-701 + gm-csf + imiquimod	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02078648	sl-701 + poly-iclc + bevacizumab	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02082977	part 1:gsk2816126 1200 mg twice-weekly	1	BASIS_EXISTS	populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT02082977	part 1:gsk2816126 1800 mg twice-weekly	1	BASIS_EXISTS	populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT02107703	abemaciclib + fulvestrant	1	BASIS_EXISTS	title/construct;assessment_criteria	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02107703	placebo + fulvestrant	1	BASIS_EXISTS	title/construct;assessment_criteria	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02108964	egf816 100 mg (phase i part)	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02108964	egf816 150 mg (phase i part)	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02108964	egf816 200 mg (phase i part)	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02108964	egf816 225 mg (phase i part)	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02108964	egf816 300 mg (phase i part)	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02108964	egf816 350 mg (phase i part)	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02108964	egf816 75 mg (phase i part)	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02123823	everolimus 10 mg + exemestane 25 mg - phase ii	1	BASIS_EXISTS	title/construct;timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02123823	xentuzumab (bi 836845) 1000 mg + everolimus 10 mg + exemestane 25 mg - phase ii	1	BASIS_EXISTS	title/construct;timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02124772	part a - tmt 0.0125 mg/kg/day	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02124772	part a - tmt 0.025 mg/kg/day	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02124772	part a - tmt 0.032 mg/kg/day	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02124772	part a - tmt 0.04 mg/kg/day	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02124772	part b - braf v600 mutant solid tumor	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02124772	part b - lgg fusion	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02124772	part b - neuroblastoma	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02124772	part b - nf-1 with pn	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02124772	part c - tmt 0.025 mg/kg/day + 100% drb rp2d	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02124772	part c - tmt 0.025 mg/kg/day + 50% drb rp2d	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02124772	part c - tmt 0.032 mg/kg/day + 100% drb rp2d	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02124772	part d - lch	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02124772	part d - lgg	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02128958	cf102	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02128958	placebo tablets of cf102	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02151981	chemotherapy	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02151981	osimertinib 80mg	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02152956	cohort 0-a	1	BASIS_EXISTS	title(other wording)	CHANGES	LEAF-QC-group1.tsv
NCT02152956	cohort 0-b	1	BASIS_EXISTS	title(other wording)	CHANGES	LEAF-QC-group1.tsv
NCT02152956	cohort 0-c	1	BASIS_EXISTS	title(other wording)	CHANGES	LEAF-QC-group1.tsv
NCT02152956	cohort 0-d	1	BASIS_EXISTS	title(other wording)	CHANGES	LEAF-QC-group1.tsv
NCT02152956	cohort 1	1	BASIS_EXISTS	title(other wording)	CHANGES	LEAF-QC-group1.tsv
NCT02152956	cohort 2	1	BASIS_EXISTS	title(other wording)	CHANGES	LEAF-QC-group1.tsv
NCT02152956	cohort 2a	1	BASIS_EXISTS	title(other wording)	CHANGES	LEAF-QC-group1.tsv
NCT02152956	cohort 3	1	BASIS_EXISTS	title(other wording)	CHANGES	LEAF-QC-group1.tsv
NCT02152956	cohort 6	1	BASIS_EXISTS	title(other wording)	CHANGES	LEAF-QC-group1.tsv
NCT02152956	cohort 7	1	BASIS_EXISTS	title(other wording)	CHANGES	LEAF-QC-group1.tsv
NCT02152956	cohort 8	1	BASIS_EXISTS	title(other wording)	CHANGES	LEAF-QC-group1.tsv
NCT02152956	mtd expansion	1	BASIS_EXISTS	title(other wording)	CHANGES	LEAF-QC-group1.tsv
NCT02152956	mtd expansion with ruxolitinib	1	BASIS_EXISTS	title(other wording)	CHANGES	LEAF-QC-group1.tsv
NCT02178956	napabucasin + paclitaxel	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02178956	placebo + paclitaxel	1	BASIS_EXISTS	title/construct	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02196688	control arm	1	BASIS_EXISTS	title/construct;timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02196688	treatment arm	1	BASIS_EXISTS	title/construct;timeFrame	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02212015	pazopanib + paclitaxel	1	BASIS_EXISTS	populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT02227108	moxetumomab pasudotox 40 microgram per kilogram (mcg/kg)	1	BASIS_EXISTS	title/construct;assessment_criteria;paramType;unitOfMeasure	CONDITIONAL	LEAF-QC-group1.tsv
NCT02242942	obinutuzumab + chlorambucil	1	BASIS_EXISTS	title(other wording)	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02242942	obinutuzumab + venetoclax	1	BASIS_EXISTS	title(other wording)	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02246127	sequence a, drug: everolimus first	1	BASIS_EXISTS	title/construct;assessment_criteria;timeFrame;populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT02246127	sequence b, drug: stz - 5fu first	1	BASIS_EXISTS	title/construct;assessment_criteria;timeFrame;populationDescription	CONDITIONAL	LEAF-QC-group1.tsv
NCT02246621	abemaciclib + nsai	1	BASIS_EXISTS	title/construct;assessment_criteria	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02246621	placebo + nsai	1	BASIS_EXISTS	title/construct;assessment_criteria	NO_CHANGE_SAME_PICK	LEAF-QC-group1.tsv
NCT02247349	bms 1000mg	1	BASIS_EXISTS	title/construct;paramType;unitOfMeasure;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT02247349	bms 1000mg + nivo 360mg	1	BASIS_EXISTS	title/construct;paramType;unitOfMeasure;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT02247349	bms 160mg	1	BASIS_EXISTS	title/construct;paramType;unitOfMeasure;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT02247349	bms 400mg	1	BASIS_EXISTS	title/construct;paramType;unitOfMeasure;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT02247349	bms 400mg + nivo 360mg	1	BASIS_EXISTS	title/construct;paramType;unitOfMeasure;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT02247349	bms 70mg	1	BASIS_EXISTS	title/construct;paramType;unitOfMeasure;timeFrame	CONDITIONAL	LEAF-QC-group1.tsv
NCT02253992	trt a - melanoma pd1/pd-l1 naive	1	BASIS_EXISTS	title/construct;unitOfMeasure	CONDITIONAL	LEAF-QC-group1.tsv
