job2_artifact	job2_key	job2_value_summary	corrected_b_disposition	corrected_b_key	reason
SELECTED-cohort-response-measurements.tsv	NCT00753675||arm b vandetanib 100mg + gemcitab||om1	type=SECONDARY;denom=57;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00753675||arm b vandetanib 100mg + gemcitab	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00753675||arm c placebo+ gemcitabine||om1	type=SECONDARY;denom=52;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00753675||arm c placebo+ gemcitabine	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00753688||pazopanib||om2	type=SECONDARY;denom=246;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00753688||pazopanib	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00753688||placebo||om2	type=SECONDARY;denom=123;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00753688||placebo	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00753714||placebo to match zd6474 (vandetanib),gemcitabine||om2	type=SECONDARY;denom=63;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00753714||placebo to match zd6474 (vandetanib),gemcitabine	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00753714||zd6474 ( (vandetanib),gemcitabine||om2	type=SECONDARY;denom=61;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00753714||zd6474 ( (vandetanib),gemcitabine	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00754325||fulvestrant||om5	type=SECONDARY;denom=37;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00754325||fulvestrant	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00754325||fulvestrant and dasatinib||om5	type=SECONDARY;denom=31;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00754325||fulvestrant and dasatinib	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00754650||bevacizumab 15 mg/kg||om1	type=SECONDARY;denom=2;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00754650||bevacizumab 15 mg/kg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00756509||nilotinib||om0	type=PRIMARY;denom=41;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00756509||nilotinib	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00760929||placebo||om2	type=SECONDARY;denom=57;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00760929||placebo	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00760929||r1507 (16mg/kg iv)||om2	type=SECONDARY;denom=57;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00760929||r1507 (16mg/kg iv)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00760929||r1507 (9mg/kg iv)||om2	type=SECONDARY;denom=57;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00760929||r1507 (9mg/kg iv)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00761280||chemotherapy||om5	type=SECONDARY;denom=13;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00761280||chemotherapy	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00761280||trabedersen 10 μm||om5	type=SECONDARY;denom=14;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00761280||trabedersen 10 μm	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00765102||romidepsin + bortezomib||om0	type=PRIMARY;denom=0;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00765102||romidepsin + bortezomib	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00767520||exemestane + dasatinib||om1	type=SECONDARY;denom=49;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00767520||exemestane + dasatinib	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00767520||exemestane + placebo||om1	type=SECONDARY;denom=49;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00767520||exemestane + placebo	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00768144||sunitinib||om0	type=PRIMARY;denom=36;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00768144||sunitinib	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00768664||dacomitinib 45 mg||om0	type=PRIMARY;denom=63;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00768664||dacomitinib 45 mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00769067||dacomitinib||om7	type=SECONDARY;denom=94;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00769067||dacomitinib	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00769067||erlotinib||om7	type=SECONDARY;denom=94;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00769067||erlotinib	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00769704||gm-csf||om0	type=PRIMARY;denom=141;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00769704||gm-csf	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00769704||talimogene laherparepvec||om0	type=PRIMARY;denom=295;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00769704||talimogene laherparepvec	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00770588||gefitinib||om2	type=SECONDARY;denom=148;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00770588||gefitinib	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00770588||placebo||om2	type=SECONDARY;denom=148;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00770588||placebo	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00773383||r1507||om2	type=SECONDARY;denom=0;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00773383||r1507	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00773747||placebo + bortezomib||om4	type=SECONDARY;denom=320;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00773747||placebo + bortezomib	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00773747||vorinostat + bortezomib||om4	type=SECONDARY;denom=315;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00773747||vorinostat + bortezomib	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00777049||er+ and/or pgr+ (arm i)||om0	type=PRIMARY;denom=33;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00777049||er+ and/or pgr+ (arm i)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00777049||er- and pgr- (arm ii)||om0	type=PRIMARY;denom=21;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00777049||er- and pgr- (arm ii)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00777179||placebo||om4	type=SECONDARY;denom=42;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00777179||placebo	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00777179||vandetanib||om4	type=SECONDARY;denom=75;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00777179||vandetanib	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00777335||panobinostat intra-venous (i.v.)||om0	type=PRIMARY;denom=2;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00777335||panobinostat intra-venous (i.v.)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00777335||panobinostat oral||om0	type=PRIMARY;denom=2;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00777335||panobinostat oral	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00778102||bevacizumab + folfoxiri||om10	type=SECONDARY;denom=41;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00778102||bevacizumab + folfoxiri	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00778102||bevacizumab + mfolfox-6||om10	type=SECONDARY;denom=39;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00778102||bevacizumab + mfolfox-6	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00778817||chemotherapy and monoclonal antibody therapy||om3	type=SECONDARY;denom=20;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00778817||chemotherapy and monoclonal antibody therapy	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00784303||dtc cohort||om0	type=PRIMARY;denom=58;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00784303||dtc cohort	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00784303||mtc cohort||om0	type=PRIMARY;denom=59;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00784303||mtc cohort	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00785538||10 mg/kg||om9	type=SECONDARY;denom=6;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00785538||10 mg/kg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00785538||15 mg/kg||om9	type=SECONDARY;denom=2;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00785538||15 mg/kg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00785538||3 mg/kg||om9	type=SECONDARY;denom=7;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00785538||3 mg/kg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00785538||6 mg/kg||om9	type=SECONDARY;denom=9;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00785538||6 mg/kg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00786643||stratum 1||om1	type=SECONDARY;denom=20;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00786643||stratum 1	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00786643||stratum 2||om1	type=SECONDARY;denom=0;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00786643||stratum 2	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00786994||a - oleogel-s10 once daily||om0	type=PRIMARY;denom=47;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00786994||a - oleogel-s10 once daily	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00786994||b - oleogel-s10 twice daily||om0	type=PRIMARY;denom=39;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00786994||b - oleogel-s10 twice daily	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00786994||c/d - placebo once or twice daily||om0	type=PRIMARY;denom=46;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00786994||c/d - placebo once or twice daily	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00788775||cns metastatic cohort||om3	type=SECONDARY;denom=8;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00788775||cns metastatic cohort	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00788775||no cns metastastic cohort||om3	type=SECONDARY;denom=11;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00788775||no cns metastastic cohort	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00789373||pemetrexed + cisplatin followed by maintenance pemetrexed||om9	type=SECONDARY;denom=359;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00789373||pemetrexed + cisplatin followed by maintenance pemetrexed	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00789373||pemetrexed + cisplatin followed by placebo||om8	type=SECONDARY;denom=180;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00789373||pemetrexed + cisplatin followed by placebo	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00789373||pemetrexed plus cisplatin followed by maintenance pemetrexed||om8	type=SECONDARY;denom=359;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00789373||pemetrexed plus cisplatin followed by maintenance pemetrexed	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00790400||everolimus (core and/or extension period)||om0	type=PRIMARY;denom=112;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00790400||everolimus (core and/or extension period)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00790400||everolimus randomized (core period)||om0	type=PRIMARY;denom=79;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00790400||everolimus randomized (core period)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00790400||placebo randomized (core period)||om0	type=PRIMARY;denom=39;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00790400||placebo randomized (core period)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00792467||itt population||om0	type=PRIMARY;denom=24;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00792467||itt population	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00792467||pp population||om0	type=PRIMARY;denom=16;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00792467||pp population	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00793871||sutent (sunitinib malate)||om2	type=SECONDARY;denom=58;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00793871||sutent (sunitinib malate)	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00796757||bevacizumab + interferon||om1	type=SECONDARY;denom=139;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00796757||bevacizumab + interferon	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00798096||overall study||om0	type=PRIMARY;denom=18;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00798096||overall study	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00800202||bevacizumab+erlotinib||om6	type=SECONDARY;denom=24;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00800202||bevacizumab+erlotinib	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00800202||bevacizumab+paclitaxel+carboplatin||om6	type=SECONDARY;denom=67;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00800202||bevacizumab+paclitaxel+carboplatin	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804856||phase i schedule a. volasertib 150 mg+ldac||om3	type=SECONDARY;denom=4;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804856||phase i schedule a. volasertib 150 mg+ldac	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804856||phase i schedule a. volasertib 200 mg+ldac||om3	type=SECONDARY;denom=3;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804856||phase i schedule a. volasertib 200 mg+ldac	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804856||phase i schedule a. volasertib 250 mg+ldac||om3	type=SECONDARY;denom=5;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804856||phase i schedule a. volasertib 250 mg+ldac	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804856||phase i schedule a. volasertib 300 mg+ldac||om3	type=SECONDARY;denom=9;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804856||phase i schedule a. volasertib 300 mg+ldac	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804856||phase i schedule a. volasertib 350 mg+ldac||om3	type=SECONDARY;denom=8;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804856||phase i schedule a. volasertib 350 mg+ldac	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804856||phase i schedule a. volasertib 400 mg+ldac||om3	type=SECONDARY;denom=3;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804856||phase i schedule a. volasertib 400 mg+ldac	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804856||phase i schedule b. volasertib 150 mg||om3	type=SECONDARY;denom=11;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804856||phase i schedule b. volasertib 150 mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804856||phase i schedule b. volasertib 200 mg||om3	type=SECONDARY;denom=2;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804856||phase i schedule b. volasertib 200 mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804856||phase i schedule b. volasertib 350 mg||om3	type=SECONDARY;denom=5;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804856||phase i schedule b. volasertib 350 mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804856||phase i schedule b. volasertib 400 mg||om3	type=SECONDARY;denom=6;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804856||phase i schedule b. volasertib 400 mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804856||phase i schedule b. volasertib 450 mg||om3	type=SECONDARY;denom=23;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804856||phase i schedule b. volasertib 450 mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804856||phase i schedule b. volasertib 500 mg||om3	type=SECONDARY;denom=5;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804856||phase i schedule b. volasertib 500 mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804856||phase i schedule b. volasertib 550 mg||om3	type=SECONDARY;denom=4;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804856||phase i schedule b. volasertib 550 mg	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804856||phase ii schedule a. volasertib 350 mg+ldac||om1	type=PRIMARY;denom=42;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804856||phase ii schedule a. volasertib 350 mg+ldac	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804856||phase ii schedule c. ldac||om1	type=PRIMARY;denom=45;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804856||phase ii schedule c. ldac	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804856||total phase i combined. schedule a||om3	type=SECONDARY;denom=32;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804856||total phase i combined. schedule a	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804856||total phase i combined. schedule b||om3	type=SECONDARY;denom=56;resolved_by=f	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804856||total phase i combined. schedule b	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
SELECTED-cohort-response-measurements.tsv	NCT00804856||total phase ii combined. schedule a and c||om3	type=SECONDARY;denom=87;resolved_by=a-d	RETAINED_AS_ONE_MEMBER_OF_A_RELATED_SET__SELECTION_WITHDRAWN	NCT00804856||total phase ii combined. schedule a and c	job2's single selected record per cohort is not adopted; all competing records are retained and the choice is left unresolved.
