nct	canonical_payload	results_group_id	n_distinct_titles	titles
NCT00405587	ctg_results_bor_1999_2009.txt	OG001	5	dose escalation: mbp formulation - 240 mg|dose escalation: mbp formulation -240 mg|dose escalation: mbp formulation and extension: brafv600e- pos|dose escalation: original formulation - 400 mg|extension: brafv600e- positive crc
NCT00405587	ctg_results_bor_1999_2009.txt	OG002	3	dose escalation: mbp formulation - 360 mg|dose escalation: mbp formulation -320 mg|dose escalation: original formulation - 800 mg
NCT00405587	ctg_results_bor_1999_2009.txt	OG003	3	dose escalation: mbp formulation - 720 mg|dose escalation: mbp formulation -360 mg|dose escalation: original formulation - 1600 mg
NCT00405587	ctg_results_bor_1999_2009.txt	OG004	2	dose escalation: mbp formulation - 960 mg|dose escalation: mbp formulation -720 mg
NCT00405587	ctg_results_bor_1999_2009.txt	OG005	2	dose escalation: mbp formulation - 1120 mg|dose escalation: mbp formulation -1120 mg
NCT00121719	ctg_results_bor_1999_2009.txt	OG000	5	lenvatinib|lenvatinib 0.2 - 6.4 mg|lenvatinib 0.2 mg|lenvatinib fed 25 mg|lenvatinib fed state 25 mg
NCT00121719	ctg_results_bor_1999_2009.txt	OG001	4	lenvatinib 0.4 mg|lenvatinib 12 - 20 mg|lenvatinib fasted 25 mg|lenvatinib fasted state 25 mg
NCT00121719	ctg_results_bor_1999_2009.txt	OG002	2	lenvatinib 0.8 mg|lenvatinib 25 mg
NCT00121719	ctg_results_bor_1999_2009.txt	OG003	2	lenvatinib 1.6 mg|lenvatinib 32 mg
NCT00121719	ctg_results_bor_1999_2009.txt	OG010	2	lenvatinib (mtd cohort) 25 mg|lenvatinib fasted/fed 25 mg
NCT00121719	ctg_results_bor_1999_2009.txt	OG011	2	lenvatinib 32 mg|lenvatinib fed/fasted 25 mg
NCT00548093	ctg_results_bor_1999_2009.txt	OG000	2	pf-00299804 (adenocarcinoma histology)|pf-00299804 (non-adenocarcinoma histology)
NCT00451178	ctg_results_bor_1999_2009.txt	OG000	2	high biomarker expression (r-chop and enzastaurin)|r-chop and enzastaurin
NCT00451178	ctg_results_bor_1999_2009.txt	OG001	2	high biomarker expression (r-chop)|r-chop
NCT00844649	ctg_results_bor_1999_2009.txt	OG000	2	albumin-bound paclitaxel (abi-007)/gemcitabine|albumin-bound paclitaxel (abi-007)/gemcitabine (gem)
NCT00844649	ctg_results_bor_1999_2009.txt	OG001	2	gemcitabine|gemcitabine (gem)
NCT00383292	ctg_results_bor_1999_2009.txt	OG000	2	tasisulam|tasisulam dose target 420 μg/ml cmax
NCT00003656	ctg_results_bor_1999_2009.txt	OG000	2	all subjects|phase 1 group
NCT00748189	ctg_results_bor_1999_2009.txt	OG000	2	chlorambucil|study omb110911: ofatumumab + chlorambucil
NCT00748189	ctg_results_bor_1999_2009.txt	OG001	2	ofatumumab + chlorambucil|study leua1001: chlorambucil
NCT00313781	ctg_results_bor_1999_2009.txt	OG001	2	docetaxel+prednisone|docetaxel+prednisone+cp-751,871 crossover
NCT00668148	ctg_results_bor_1999_2009.txt	OG000	2	entire study population|ewing's sarcoma/pnet
NCT00462761	ctg_results_bor_1999_2009.txt	OG000	3	quizartinib|quizartinib 12 mg id|quizartinib 12-135 mg id
NCT00462761	ctg_results_bor_1999_2009.txt	OG001	2	quizartinib 18 mg id|quizartinib 200-450 mg id
NCT00462761	ctg_results_bor_1999_2009.txt	OG002	2	quizartinib 200-300 mg cd|quizartinib 27 mg id
NCT00462761	ctg_results_bor_1999_2009.txt	OG003	2	quizartinib 40 mg id|total
NCT00117637	ctg_results_bor_1999_2009.txt	OG000	4	first sorafenib (nexavar, bay43-9006) 400 mg then 600 mg|first sorafenib (nexavar, bay43-9006) 400 mg then 600mg|sorafenib 400 mg in period 1|sorafenib 600 mg (as dose escalation after 400 mg)
NCT00117637	ctg_results_bor_1999_2009.txt	OG001	3	first interferon then sorafenib (nexavar, bay43-9006) 400 mg|interferon therapy in period 1|sorafenib 400 mg (after interferon therapy)
NCT00112840	ctg_results_bor_1999_2009.txt	OG000	3	phase 1, dose level 1|phase i, dose level 1|phase ii
NCT00112840	ctg_results_bor_1999_2009.txt	OG001	3	phase 1 , dose level 2|phase 1, dose level 2|phase i, dose level 2
NCT00410904	ctg_results_bor_1999_2009.txt	OG000	2	arm i|arm i - cohort a, no prior bevacizumab (avastin)
NCT00652366	ctg_results_bor_1999_2009.txt	OG000	2	g+e standard dose: rash grade < 2|g+e: rash ≥ grade 2
NCT00652366	ctg_results_bor_1999_2009.txt	OG001	2	g+e escalating dose: rash grade < 2|g+e standard dose: rash grade < 2
NCT00511238	ctg_results_bor_1999_2009.txt	OG000	5	carfilzomib (a0)|carfilzomib (a0) for (orr)|carfilzomib (a1)|carfilzomib (a1) - safety population|carfilzomib (a1) for (orr)
NCT00511238	ctg_results_bor_1999_2009.txt	OG001	3	carfilzomib (a1)|carfilzomib (a1) - response-evaluable population|carfilzomib (a1) for (cbr)
NCT00603941	ctg_results_bor_1999_2009.txt	OG000	2	all patients|cohort 1; 0.15 mg cs-7017
NCT00978731	ctg_results_bor_1999_2009.txt	OG000	3	all participants|chronic myelogenous leukemia (cml): qd dosing at study entry|participants with chronic myelogenous leukemia (cml)
NCT00978731	ctg_results_bor_1999_2009.txt	OG001	2	cml: bid dosing at study entry|participants with cml: bid dosing at study entry
NCT00106353	ctg_results_bor_1999_2009.txt	OG000	4	high-grade glioma: part 2|part 1|part 2|temsirolimus 10 mg/m^2: part 1
NCT00106353	ctg_results_bor_1999_2009.txt	OG001	3	neuroblastoma: part 2|part 2|temsirolimus 25 mg/m^2: part 1
NCT00106353	ctg_results_bor_1999_2009.txt	OG002	2	rhabdomyosarcoma: part 2|temsirolimus 75 mg/m^2: part 1
NCT00996892	ctg_results_bor_1999_2009.txt	OG000	6	all participants - stages 1, 1a, 1b|s1 c1: 20 mg cobimetinib + 80 mg pictilisib|s1a ca: 100 mg cobimetinib + 130 mg pictilisib|s1b cax: 40 mg cobimetinib + 130 mg pictilisib|s2 egfr t790m nsclc: 40 mg cobimetinib + 100 mg pictilisib|s2a egfr t790m nsclc: 125 mg cobimetinib + 180 mg pictilisib
NCT00996892	ctg_results_bor_1999_2009.txt	OG001	5	s1 c2: 20 mg cobimetinib + 100 mg pictilisib|s1a cb: 100 mg cobimetinib + 180 mg pictilisib|s1b cbx: 40 mg cobimetinib + 180 mg pictilisib|s2 kras nsclc: 40 mg cobimetinib + 100 mg pictilisib|s2a kras nsclc: 125 mg cobimetinib + 180 mg pictilisib
NCT00996892	ctg_results_bor_1999_2009.txt	OG002	5	s1 c3: 40 mg cobimetinib + 80 mg pictilisib|s1a cc: 125 mg cobimetinib + 130 mg pictilisib|s1b ccx: 60 mg cobimetinib + 130 mg pictilisib|s2 kras crc: 40 mg cobimetinib + 100 mg pictilisib|s2a kras crc: 125 mg cobimetinib + 180 mg pictilisib
NCT00996892	ctg_results_bor_1999_2009.txt	OG003	6	s1 c4/s2 expansion: 40 mg cobimetinib + 100 mg pictilisib|s1 c4: 40 mg cobimetinib + 100 mg pictilisib|s1a cd: 125 mg cobimetinib + 180 mg pictilisib|s1b cdx: 60 mg cobimetinib + 180 mg pictilisib|s2 pancreatic: 40 mg cobimetinib + 100 mg pictilisib|s2a pancreatic: 125 mg cobimetinib + 180 mg pictilisib
NCT00996892	ctg_results_bor_1999_2009.txt	OG004	3	s1 c5: 40 mg cobimetinib + 130 mg pictilisib|s1a ce: 125 mg cobimetinib + 245 mg pictilisib|s2a endometrioid: 125 mg cobimetinib + 180 mg pictilisib
NCT00996892	ctg_results_bor_1999_2009.txt	OG005	2	s1 c6: 60 mg cobimetinib + 100 mg pictilisib|s1a cf: 150 mg cobimetinib + 180 mg pictilisib
NCT00996892	ctg_results_bor_1999_2009.txt	OG006	2	s1 c6a: 80 mg cobimetinib + 100 mg pictilisib|s1a cg: 150 mg cobimetinib + 245 mg pictilisib
NCT00996892	ctg_results_bor_1999_2009.txt	OG010	2	s1a cd/s2a expension: 125 mg cobimetinib + 180 mg pictilisib|s1a cd: 125 mg cobimetinib + 180 mg pictilisib
NCT00123474	ctg_results_bor_1999_2009.txt	OG000	5	100 mg qd|100mg qd|dasatinib 100 mg qd|dasatinib qd|qd dasatinib
NCT00123474	ctg_results_bor_1999_2009.txt	OG001	5	140mg qd|bid dasatinib|dasatinib 140 mg qd|dasatinib bid|other treatment groups
NCT00123474	ctg_results_bor_1999_2009.txt	OG002	5	50mg bid|dasatinib 100 mg total daily dose|dasatinib 50 mg bid|total|total daily dose 100 mg
NCT00123474	ctg_results_bor_1999_2009.txt	OG003	4	70mg bid|dasatinib 140 mg total daily dose|dasatinib 70 mg bid|total daily dose 140 mg
NCT00323882	ctg_results_bor_1999_2009.txt	OG000	2	ipilimumab monotherapy 10 mg/kg|ipilimumab monotherapy 3 mg/kg
NCT00323882	ctg_results_bor_1999_2009.txt	OG001	2	ipilimumab 10 mg/kg + xrt combination (prior chemotherapy)|ipilimumab monotherapy 5 mg/kg
NCT00323882	ctg_results_bor_1999_2009.txt	OG002	2	ipilimumab 10 mg/kg + xrt combination (chemotherapy naive)|ipilimumab monotherapy 10 mg/kg
NCT00323882	ctg_results_bor_1999_2009.txt	OG004	2	ipilimumab 10 mg/kg + xrt combination|ipilimumab 10 mg/kg + xrt combination (prior chemotherapy)
NCT00323882	ctg_results_bor_1999_2009.txt	OG005	2	all treated participants|ipilimumab 10 mg/kg + xrt combination (chemotherapy naive)
NCT00263588	ctg_results_bor_1999_2009.txt	OG000	2	cohort a|cohorts a and b
NCT00950742	ctg_results_bor_1999_2009.txt	OG000	2	afatinib|afatinib 20mg + herceptin
NCT00906698	ctg_results_bor_1999_2009.txt	OG000	5	afatinib 20mg with vinorelbine i.v|afatinib 40mg with vinorelbine i.v|in presence of afatinib|in presence of vinorelbine i.v|in presence of vinorelbine per os
NCT00906698	ctg_results_bor_1999_2009.txt	OG001	5	afatinib 40mg with vinorelbine i.v|afatinib 40mg with vinorelbine per os|in absence of afatinib|in absence of vinorelbine i.v|in absence of vinorelbine per os
NCT00390299	ctg_results_bor_1999_2009.txt	OG000	2	arm a (resection cavity administration)|arm a (resection cavity) - dose level 1
NCT00390299	ctg_results_bor_1999_2009.txt	OG001	2	arm a (resection cavity) - dose level 2|arm b (intratumoral and resection cavity administration)
NCT00101647	ctg_results_bor_1999_2009.txt	OG000	5	day 1|imatinib-intolerant|imatinib-resistant|participants achieving mahr|study day 1
NCT00101647	ctg_results_bor_1999_2009.txt	OG001	5	day 8|imatinib-resistant|participants achieving mcyr|study day 8|total
NCT00549848	ctg_results_bor_1999_2009.txt	OG000	2	peg 3500 units/m^2|totxvi peg 3500
NCT00549848	ctg_results_bor_1999_2009.txt	OG001	2	peg 2500 units/m^2|totxvi peg 2500
NCT00549848	ctg_results_bor_1999_2009.txt	OG002	2	totvi not randomized|totxvi not randomized
NCT00306891	ctg_results_bor_1999_2009.txt	OG000	3	arm 1 - cediranib 45 mg fed|arm 3 - cediranib 45 mg fixed dose|cediranib 45 mg fed
NCT00306891	ctg_results_bor_1999_2009.txt	OG001	3	arm 2 - cediranib 45 mg fasted|arm 4 - cediranib 30-90 mg dose escalation|cediranib 45 mg fasted
NCT00363051	ctg_results_bor_1999_2009.txt	OG000	2	stratum 1: everolimus 10 mg|stratum 2: everolimus 10 mg + octreotide depot
NCT00729586	ctg_results_bor_1999_2009.txt	OG000	2	arm 1: temsirolimus|receptor analysis
NCT02490475	ctg_results_bor_1999_2009.txt	OG000	4	docetaxel 60 alone|docetaxel 60 plus (+) pertuzumab 1050|entire study population|pertuzumab 1050
NCT02490475	ctg_results_bor_1999_2009.txt	OG001	3	docetaxel 60 + pertuzumab 1050|docetaxel 75 + pertuzumab 1050|pertuzumab 840
NCT02490475	ctg_results_bor_1999_2009.txt	OG002	3	docetaxel 75 + pertuzumab 420|docetaxel 75 alone|pertuzumab 420
NCT02490475	ctg_results_bor_1999_2009.txt	OG003	3	docetaxel 100 + pertuzumab 420|docetaxel 75 + pertuzumab 420|docetaxel 75+ pertuzumab 420
NCT00830869	ctg_results_bor_1999_2009.txt	OG000	2	part 1: ixazomib 0.125 mg/m^2|part 2: ixazomib 1.76 mg/m^2-tpec
NCT00700258	ctg_results_bor_1999_2009.txt	OG000	2	mcl - temsirolimus|mrcc - temsirolimus
NCT00700258	ctg_results_bor_1999_2009.txt	OG003	2	gist - sunitinib|mcl - temsirolimus
NCT00243074	ctg_results_bor_1999_2009.txt	OG000	2	azd2171|azd2171 (cediranib maleate)
NCT00635778	ctg_results_bor_1999_2009.txt	OG000	2	dalotuzumab 2.5 mg/kg / dalotuzumab 2.5 mg/kg|pooled participants who received dalotuzumab
NCT00830518	ctg_results_bor_1999_2009.txt	OG000	2	alisertib 50 mg (acute myeloid leukemia)|alisertib 50 mg (myelodysplastic syndrome)
NCT00567879	ctg_results_bor_1999_2009.txt	OG003	2	expansion: i.v. arm -20mg/m^2|oral arm - schedule a 20mg
NCT00567879	ctg_results_bor_1999_2009.txt	OG004	2	oral arm - schedule a 20mg|oral arm - schedule b 15 mg
NCT00567879	ctg_results_bor_1999_2009.txt	OG005	2	oral arm - schedule b 15 mg|oral arm - schedule b 20mg
NCT00356811	ctg_results_bor_1999_2009.txt	OG000	2	lapatinib plus paclitaxel|overall study arm
NCT00885755	ctg_results_bor_1999_2009.txt	OG000	2	group a: trastuzumab+taxane /capcetabine (6 weeks)|group a: trastuzumab+taxane /capecitabine (6 weeks)
NCT00602043	ctg_results_bor_1999_2009.txt	OG000	3	diagnostic (fes)|diagnostic (fes): average fes suvmean >1.5, no negative sites|diagnostic fes: average fes suvmean >1.5, no negative sites
NCT00669578	ctg_results_bor_1999_2009.txt	OG000	2	phase i|phase ii
NCT00669578	ctg_results_bor_1999_2009.txt	OG001	2	phase i|phase ii
NCT00954174	ctg_results_bor_1999_2009.txt	OG000	3	regimen i - uterine and non-uterine subjects|regimen i - uterine carcinsarcoma subjects|regimen i- uterine carcinsarcoma subjects
NCT00954174	ctg_results_bor_1999_2009.txt	OG001	3	regimen ii - all uterine and non-uterine subjects|regimen ii - uterine and non-uterine subjects|regimen ii - uterine carcinsarcoma subjects
NCT01001221	ctg_results_bor_1999_2009.txt	OG000	2	cabazitaxel + gemcitabine dose level 0|cabazitaxel + gemcitabine mtd
NCT00666926	ctg_results_bor_1999_2009.txt	OG000	2	pf-00562271 125 mg bid|pf-00562271 5 mg bid
NCT00666926	ctg_results_bor_1999_2009.txt	OG007	2	pf-00562271 75 mg bid|pf-00562271 80 mg bid
NCT00666926	ctg_results_bor_1999_2009.txt	OG008	2	pf-00562271 100 mg bid|pf-00562271 80 mg bid
NCT00666926	ctg_results_bor_1999_2009.txt	OG009	2	pf-00562271 100 mg bid|pf-00562271 105 mg bid
NCT00666926	ctg_results_bor_1999_2009.txt	OG010	2	pf-00562271 105 mg bid|pf-00562271 125 mg bid
NCT00666926	ctg_results_bor_1999_2009.txt	OG011	3	pf-00562271 125 mg bid|pf-00562271 125 mg qd|pf-00562271 150 mg bid
NCT00666926	ctg_results_bor_1999_2009.txt	OG012	3	pf-00562271 125 mg qd|pf-00562271 150 mg bid|pf-00562271 175 mg qd
NCT00666926	ctg_results_bor_1999_2009.txt	OG013	3	pf-00562271 125 mg qd|pf-00562271 175 mg qd|pf-00562271 225 mg qd
NCT00666926	ctg_results_bor_1999_2009.txt	OG014	2	pf-00562271 175 mg qd|pf-00562271 225 mg qd
NCT00666926	ctg_results_bor_1999_2009.txt	OG015	2	pf-00562271 225 mg qd|pf-00562271 75 mg bid (expansion cohort)
NCT00436852	ctg_results_bor_1999_2009.txt	OG000	2	all eligible patients|disease evaluable by i-mibg scintigraphy (abt-751)
NCT00667251	ctg_results_bor_1999_2009.txt	OG000	2	lapatinib (ltax/l)|lapatinib (ltax/l) - all participants
NCT00667251	ctg_results_bor_1999_2009.txt	OG002	2	crossed over to trastuzumab (ttax/t) after ia results|lapatinib (ltax/l) - crossed over to trastuzumab (ttax/t) after ia results
NCT00576472	ctg_results_bor_1999_2009.txt	OG000	6	mph (methylphenidate)|overall|patients|patients with all|placebo|siblings
NCT00576472	ctg_results_bor_1999_2009.txt	OG001	5	low dose|mild treatment intensity|patients with brain tumors|placebo|siblings
NCT00576472	ctg_results_bor_1999_2009.txt	OG002	3	moderate dose|moderate treatment intensity|mph versus placebo
NCT00094653	ctg_results_bor_1999_2009.txt	OG001	2	gp100|ipilimumab monotherapy
NCT00274742	ctg_results_bor_1999_2009.txt	OG000	2	blinatumomab 5 μg/m2/d|blinatumomab ≤ 5 μg/m2/d
NCT00274742	ctg_results_bor_1999_2009.txt	OG003	2	blinatumomab 60 μg/m2/d|blinatumomab 60 μg/m2/d flat
NCT00274742	ctg_results_bor_1999_2009.txt	OG004	2	blinatumomab 60 μg/m2/d step|blinatumomab 90 μg/m2/d
NCT00750815	ctg_results_bor_1999_2009.txt	OG000	3	a. phase i dose escalation|all participants|high-risk myeloma
NCT00726661	ctg_results_bor_1999_2009.txt	OG000	2	chemotherapy cohort|hormonal therapy cohort
NCT00555906	ctg_results_bor_1999_2009.txt	OG000	4	palbociclib + bortezomib + dexamethasone (phase1:schedule a)|palbociclib 100mg+bortezomib+dexamethasone(phase1:schedule a)|palbociclib 100mg+bortezomib+dexamethasone(phase2:schedule b)|palbociclib 100mg+bortezomib+dexamethasone(phase2:scheduleb)
NCT00555906	ctg_results_bor_1999_2009.txt	OG001	2	palbociclib + bortezomib + dexamethasone (phase1:scheduleb)|palbociclib 75mg+bortezomib+dexamethasone(phase1:schedule a)
NCT00820755	ctg_results_bor_1999_2009.txt	OG000	2	cetuximab 250 mg/m^2 q1w + platinum-based doublet chemotherapy|cetuximab 500 mg/m^2 every 2 weeks
NCT00227617	ctg_results_bor_1999_2009.txt	OG000	2	carcinoid|combined neuroendocrine tumors
NCT00913835	ctg_results_bor_1999_2009.txt	OG000	2	liposomal doxorubicin: optional olaratumab monotherapy|olaratumab and liposomal doxorubicin
NCT00913835	ctg_results_bor_1999_2009.txt	OG001	2	liposomal doxorubicin|liposomal doxorubicin: optional olaratumab monotherapy
NCT00913835	ctg_results_bor_1999_2009.txt	OG002	2	liposomal doxorubicin: optional olaratumab monotherapy|liposomal doxorubicin: optional olaratumab treatment
NCT00471497	ctg_results_bor_1999_2009.txt	OG000	2	imatinib 400 mg qd|nilotinb 300 mg bid
NCT00471497	ctg_results_bor_1999_2009.txt	OG001	2	nilotinb 300 mg bid|nilotinib 400 mg bid
NCT00928642	ctg_results_bor_1999_2009.txt	OG000	4	oral imatinib plus gemcitabine|oral imatinib plus iv gemcitabine|oral imatinib puls iv gemcitabine|treatment
NCT00998296	ctg_results_bor_1999_2009.txt	OG000	3	nintedanib 150 mg +afatinib 30 mg - continuously|nintedanib 150 mg +afatinib 30 mg- continuously|nsclc
NCT00998296	ctg_results_bor_1999_2009.txt	OG001	4	nintedanib 150 mg +afatinib 40 mg - continuously|nintedanib 150 mg +afatinib 40 mg - intermittently|nintedanib 150 mg +afatinib 40 mg- intermittently|pancreatic adenocarcinoma
NCT00411450	ctg_results_bor_1999_2009.txt	OG000	2	panitumumab plus folfiri|wild-type kras
NCT00696072	ctg_results_bor_1999_2009.txt	OG000	2	crossed over from letrozole to letrozole + dasatinib|dasatinib plus letrozole
NCT00441337	ctg_results_bor_1999_2009.txt	OG000	2	0.3 mg/kg nivolumab|1 mg/kg nivolumab
NCT00441337	ctg_results_bor_1999_2009.txt	OG001	2	1 mg/kg nivolumab|3 mg/kg nivolumab
NCT00441337	ctg_results_bor_1999_2009.txt	OG002	2	10 mg/kg nivolumab|3 mg/kg nivolumab
NCT00553254	ctg_results_bor_1999_2009.txt	OG000	3	pf-00299804 - phase 1 all participants|pf-00299804 30 mg - phase 1|pf-00299804 45 mg - phase 2
NCT00553254	ctg_results_bor_1999_2009.txt	OG001	3	pf-00299804 45 mg|pf-00299804 45 mg - phase 1|pf-00299804 45 mg - phase 2
NCT00618982	ctg_results_bor_1999_2009.txt	OG000	2	sorafenib (nexavar, bay43-9006)|sorafenib (nexavar, bay43-9006)_400 mg
NCT00150462	ctg_results_bor_1999_2009.txt	OG009	2	cfz 20/27 mg/m2|cfz 20/27 mg/m2 (±dex)
NCT00148798	ctg_results_bor_1999_2009.txt	OG000	2	cetuximab concentration at end of infusion week 1|cetuximab plus chemotherapy
NCT00148798	ctg_results_bor_1999_2009.txt	OG001	2	cetuximab concentration before infusion week 7|chemotherapy alone
NCT00305448	ctg_results_bor_1999_2009.txt	OG000	2	fulvestrant|fulvestrant 250 mg
NCT00596648	ctg_results_bor_1999_2009.txt	OG000	2	phase 1 - cohort 1|phase 2 - arm 1, cabozantinib alone
NCT00596648	ctg_results_bor_1999_2009.txt	OG001	2	phase 1 - cohort 2a|phase 2 - arm 2, cabozantinib + erlotinib
NCT00730158	ctg_results_bor_1999_2009.txt	OG000	2	arm a - irinotecan + kd018|arm a - irinotecan+ kd018
NCT00959946	ctg_results_bor_1999_2009.txt	OG000	3	bosutinib + capecitabine 625 mg/m^2|bosutinib 200 mg + capecitabine 625 mg/m^2 (part 1)|bosutinib 300 mg + capecitabine 1000 mg/m^2 (part 2): er+
NCT00959946	ctg_results_bor_1999_2009.txt	OG001	3	bosutinib + capecitabine 750 mg/m^2|bosutinib 200 mg + capecitabine 750 mg/m^2 (part 1)|bosutinib 300 mg + capecitabine 1000 mg/m^2 (part 2): er-
NCT00959946	ctg_results_bor_1999_2009.txt	OG002	2	bosutinib + capecitabine 1000 mg/m^2|bosutinib 200 mg + capecitabine 1000 mg/m^2 (part 1)
NCT00324259	ctg_results_bor_1999_2009.txt	OG000	2	arm 1 (6 mg estradiol)|arm 1 (6 mg estradiol) and arm 2 (30 mg estradiol)
NCT00423735	ctg_results_bor_1999_2009.txt	OG000	2	stable disease|stage 1: dasatinib 200mg/day
NCT00423735	ctg_results_bor_1999_2009.txt	OG001	2	progressive disease|stage 1b: dasatinib up to 400mg/day
NCT00879684	ctg_results_bor_1999_2009.txt	OG000	3	cvx-060 (stage 1 and 2)|cvx-060 (stage 1)|cvx-060 0.3 mg/kg (stage 1)
NCT00879684	ctg_results_bor_1999_2009.txt	OG005	2	cvx-060 15 mg/kg (stage 1 and 2)|cvx-060 15 mg/kg (stage 1)
NCT01004250	ctg_results_bor_1999_2009.txt	OG000	2	study treament|study treatment
NCT00532948	ctg_results_bor_1999_2009.txt	OG000	2	capecitabine (overall)|capecitabine 500 mg/m^2
NCT00866281	ctg_results_bor_1999_2009.txt	OG000	2	aml subjects|cohort 1: midostaurin (30 milligrams/meters^2)
NCT00866281	ctg_results_bor_1999_2009.txt	OG001	2	cohort 2: midostaurin (60 mg/m^2)|mllr-all subjects
NCT00893464	ctg_results_bor_1999_2009.txt	OG000	2	all participants|ixazomib 0.125 mg/m^2
NCT00893464	ctg_results_bor_1999_2009.txt	OG005	2	ixazomib 1.76 mg/m^2|ixazomib1.76 mg/m^2
NCT00893464	ctg_results_bor_1999_2009.txt	OG007	2	ixazomib 3.11 mg/m2|ixazomib 3.11 mg/m^2
NCT00086957	ctg_results_bor_1999_2009.txt	OG000	3	dose level 2 - docetaxel 60 mg/m^2|phase i|phase i: dose level 1 - docetaxel 75 mg/m^2
NCT00838539	ctg_results_bor_1999_2009.txt	OG000	6	mtd ner with tems|mtd tems with ner|n120 + t15|neratinib 120 mg|neratinib 120 mg + temsirolimus|temsirolimus 15 mg
NCT00838539	ctg_results_bor_1999_2009.txt	OG001	4	n120 + t25|neratinib 160 mg|neratinib 160 mg + temsirolimus|temsirolimus 25 mg
NCT00838539	ctg_results_bor_1999_2009.txt	OG002	4	n120 + t50|neratinib 200 mg|neratinib 200 mg + temsirolimus|temsirolimus 50 mg
NCT00838539	ctg_results_bor_1999_2009.txt	OG003	4	n120 + t75|neratinib 240 mg|neratinib 240 mg + temsirolimus|temsirolums 75 mg
NCT01022853	ctg_results_bor_1999_2009.txt	OG000	2	100 mg volasertib + 200 mg nintedanib|volasertib in combination with nintedanib
NCT01117623	ctg_results_bor_1999_2009.txt	OG000	4	escalation cohort: regorafenib (stivarga, bay73-4506) 20 mg|hcc expansion cohort, regorafenib 100 mg|hcc expansion cohort: regorafenib 100 mg|regorafenib, 20 mg, 40 mg, 100 mg, 120 mg, 140 mg
NCT01117623	ctg_results_bor_1999_2009.txt	OG001	3	escalation cohort: regorafenib (stivarga, bay73-4506) 40 mg|nsclc expansion cohort, regorafenib 100 mg|nsclc expansion cohort: regorafenib 100 mg
NCT00957580	ctg_results_bor_1999_2009.txt	OG000	4	pimasertib 75 mg (all regimens [part 1])|pimasertib 8 mg (all regimens [part 1])|regimen 1 (part 1)|regimen 1 (part 2)
NCT00957580	ctg_results_bor_1999_2009.txt	OG001	3	pimasertib 15 mg (all regimens [part 1])|regimen 2 (part 1)|regimen 2 (part 2)
NCT00957580	ctg_results_bor_1999_2009.txt	OG002	2	pimasertib 23 mg (all regimens [part 1])|regimen 3 (part 1)
NCT00957580	ctg_results_bor_1999_2009.txt	OG007	2	pimasertib 75 mg (all regimens [part 1])|pimasertib 90 mg (all regimens [part 1])
NCT00482703	ctg_results_bor_1999_2009.txt	OG001	2	dasatinib 100 mg qd starting dose - imatinib-resistant|dasatinib 50 mg bid starting dose cohort
NCT00126594	ctg_results_bor_1999_2009.txt	OG000	2	sorafenib tosylate|sorafenib tosylate or sorafenib plus interferon
NCT00815295	ctg_results_bor_1999_2009.txt	OG000	3	phase 1|phase 2|subjects who received treatment at the mtd (phase 1 and 2)
NCT00447057	ctg_results_bor_1999_2009.txt	OG000	2	pemetrexed (nonsquamous and squamous)|pemetrexed (nonsquamous)
NCT00447057	ctg_results_bor_1999_2009.txt	OG001	2	pemetrexed + erlotinib (nonsquamous and squamous)|pemetrexed + erlotinib (nonsquamous)
NCT00874029	ctg_results_bor_1999_2009.txt	OG000	7	change in uterine volume|change of menstrual blood flow(mbf) @ 12 months post treatment|device related adverse events|full analysis set - month 12 health status change|full analysis set - symptom severity|overall, satisfaction with uterine fibroid treatment|surgical reintervention 12 months post treatment
NCT00874029	ctg_results_bor_1999_2009.txt	OG001	4	change in fibroid volume|full analysis set - health related quality of life (hrql)|how effective was this treatment in eliminating symptoms|procedural
NCT00461708	ctg_results_bor_1999_2009.txt	OG000	2	erlotinib, gemcitabine: rash grade 0|erlotinib, gemcitabine: rash grade < 2
NCT00461708	ctg_results_bor_1999_2009.txt	OG001	2	erlotinib, gemcitabine: rash grade 1|erlotinib, gemcitabine: rash grade ≥ 2
NCT00339144	ctg_results_bor_1999_2009.txt	OG000	2	dasatinib (total)|dasatinib 100 mg
NCT00824265	ctg_results_bor_1999_2009.txt	OG000	2	ofatumumab + fludarabine + cyclophosphamide_ itt subjects|ofatumumab+fludarabine+cyclophosphamide_anti-cll therapies
NCT00824265	ctg_results_bor_1999_2009.txt	OG001	2	fludarabine + cyclophosphamide_ itt subjects|fludarabine+cyclophosphamide_anti-cll therapies
NCT01434602	ctg_results_bor_2010_2013.txt	OG000	7	all participants|phase 1 dose level 1 sorafenib 400mg twice daily + everolimus 5mg daily|phase 2 group a dose level -1 sorafenib 400mg twice daily 7 days on 7 off + everolimus 5mg daily|phase 2 group a dose level -1 sorafenib 400mg twice daily 7 days on, 7 off + everolimus 5mg daily|phase 2 group b dose level -1 sorafenib 400mg twice daily 7 days on, 7 off + everolimus 5mg daily|phase 2 group c dose level -1 sorafenib 400mg twice daily 7 days on, 7 off + everolimus 5mg daily|phase i dose level i sorafenib 400mg twice daily + everolimus 5mg daily
