nct	om_title	group_title	evaluable_n	era	family	n_arms_registered	n_results_groups_in_om	arm_set_type_state	registry_arm_types_in_record_verbatim	arm_link_state	arm_link_relation	arm_link_source	arm_link_source_locator	n_candidate_arms	candidate_arm_indices	candidate_arm_labels	candidate_arm_types_verbatim	bound_arm_index	bound_arm_label	bound_arm_registered_type_verbatim	downgraded_candidate_arm_index	downgraded_candidate_arm_label	downgraded_candidate_registered_type_verbatim	contrary_description_locator	contrary_description_evidence_excerpt	comparator_role	comparator_role_basis	comparator_role_identity_assumption	group_text_comparator_wording_unverified	source_join_verification	registry_type_statement	registry_type_statement_assumption	contested_flags	leaf_claim_state	leaf_claim_arm_label	leaf_claim_locator	leaf_claim_verification	leaf_claim_verification_before_downgrade	leaf_narrative_transformed_excerpt_not_parsed	leaf_excerpt_transform	leaf_excerpt_original_chars	leaf_excerpt_at_400_char_cap	sole_arm_multi_results_group_flag	v1_arm_link_state	v1_arm_link_evidence_code	v1_confirmed_registry_arm_label	v1_control_status	job3_control_status	disposition_vs_v1	group_description_transformed_excerpt	group_description_transform	group_description_original_chars
NCT02829723	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	Phase I: BLZ945 1200 mg 4d on/10d Off QD + PDR001 400 mg Q4W	2	2014_2017	bor	2	25	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 88; candidate protocolSection.armsInterventionsModule.armGroups[1].label	1	1	BLZ945 + PDR001	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 + PDR001	LEAF-OUT/LEAF-QD-group2.tsv:line 88	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 + PDR001	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 1200 mg once per day administered for 4 days and suspended for 10 days in combination with PDR001 400 mg every 4 weeks	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	125
NCT02829723	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	5	2014_2017	bor	2	25	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 89; candidate protocolSection.armsInterventionsModule.armGroups[1].label	1	1	BLZ945 + PDR001	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 + PDR001	LEAF-OUT/LEAF-QD-group2.tsv:line 89	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 + PDR001	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 600 mg twice per day once weekly in combination with PDR001 400 mg every 4 weeks	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	87
NCT02829723	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	Phase I: BLZ945 800 mg Q1W BID + PDR001 400 mg Q4W	3	2014_2017	bor	2	25	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 90; candidate protocolSection.armsInterventionsModule.armGroups[1].label	1	1	BLZ945 + PDR001	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 + PDR001	LEAF-OUT/LEAF-QD-group2.tsv:line 90	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 + PDR001	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 800 mg twice per day once weekly in combination with PDR001 400 mg every 4 weeks	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	87
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	Phase I: BLZ945 600 mg 4d on/10d Off QD	1	2014_2017	bor	2	27	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 91; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	BLZ945 single agent	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 single agent	LEAF-OUT/LEAF-QD-group2.tsv:line 91	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 single agent	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 600 mg once per day administered for 4 days and suspended for 10 days	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	76
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	Phase I: BLZ945 1200 mg 4d on/10d Off QD	1	2014_2017	bor	2	27	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 92; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	BLZ945 single agent	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 single agent	LEAF-OUT/LEAF-QD-group2.tsv:line 92	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 single agent	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 1200 mg once per day administered for 4 days and suspended for 10 days	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	77
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	Phase I: BLZ945 600 mg Q1W BID	3	2014_2017	bor	2	27	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 93; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	BLZ945 single agent	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 single agent	LEAF-OUT/LEAF-QD-group2.tsv:line 93	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 single agent	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 600 mg twice per day once weekly	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	39
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	Phase I: BLZ945 600 mg 4d on/10d Off BID	2	2014_2017	bor	2	27	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 94; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	BLZ945 single agent	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 single agent	LEAF-OUT/LEAF-QD-group2.tsv:line 94	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 single agent	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 600 mg twice per day administered for 4 days and suspended for 10 days	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	77
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	1	2014_2017	bor	2	27	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 95; candidate protocolSection.armsInterventionsModule.armGroups[1].label	1	1	BLZ945 + PDR001	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 + PDR001	LEAF-OUT/LEAF-QD-group2.tsv:line 95	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 + PDR001	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 300 mg once per day administered for 4 days and suspended for 10 days in combination with PDR001 400 mg every 4 weeks	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	124
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	Phase I: BLZ945 450 mg 4d on/10d Off QD + PDR001 400 mg Q4W	2	2014_2017	bor	2	27	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 96; candidate protocolSection.armsInterventionsModule.armGroups[1].label	1	1	BLZ945 + PDR001	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 + PDR001	LEAF-OUT/LEAF-QD-group2.tsv:line 96	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 + PDR001	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 450 mg once per day administered for 4 days and suspended for 10 days in combination with PDR001 400 mg every 4 weeks	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	124
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	Phase I: BLZ945 800 mg Q1W BID + PDR001 400 mg Q4W	1	2014_2017	bor	2	27	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 97; candidate protocolSection.armsInterventionsModule.armGroups[1].label	1	1	BLZ945 + PDR001	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 + PDR001	LEAF-OUT/LEAF-QD-group2.tsv:line 97	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 + PDR001	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 800 mg twice per day once weekly in combination with PDR001 400 mg every 4 weeks	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	87
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	Phase II: BLZ945 1200 mg 4d on/10d Off QD	10	2014_2017	bor	2	27	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 98; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	BLZ945 single agent	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 single agent	LEAF-OUT/LEAF-QD-group2.tsv:line 98	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 single agent	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 1200 mg once per day administered for 4 days and suspended for 10 days	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	77
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	Phase II: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	6	2014_2017	bor	2	27	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 99; candidate protocolSection.armsInterventionsModule.armGroups[1].label	1	1	BLZ945 + PDR001	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 + PDR001	LEAF-OUT/LEAF-QD-group2.tsv:line 99	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 + PDR001	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 700 mg once per day administered for 4 days and suspended for 10 days in combination with PDR001 400 mg every 4 weeks	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	124
NCT02829723	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	Phase I: BLZ945 1200 mg 4d on/10d Off QD	1	2014_2017	bor	2	27	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS	DELIVERED_LEAF:LEAF-QD-group2.tsv	LEAF-OUT/LEAF-QD-group2.tsv:line 100; candidate protocolSection.armsInterventionsModule.armGroups[0].label	1	0	BLZ945 single agent	EXPERIMENTAL									UNKNOWN_IN_THIS_CACHE	no source-field-matched arm link and no comparator wording in the group record			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		LEAF_LABEL_RESOLVES_UNIQUELY	BLZ945 single agent	LEAF-OUT/LEAF-QD-group2.tsv:line 100	RETAINED_UNVERIFIED_WITH_LOCATOR		armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_leaf_claim_locator	220	NO	NO	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	BLZ945 single agent	NOT_CONTROL_CONFIRMED	UNKNOWN	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN	BLZ945 1200 mg once per day administered for 4 days and suspended for 10 days	NEWLINE_TO_SPACE;CUT_AT_400_CHARS;TSV_WRITE_NORMALISES_TAB_AND_NEWLINE;ORIGINAL_RETRIEVABLE_ONLY_VIA_the cached source record	77
