nct	om_title	group_title	v2_arm_link_state	v3_arm_link_state	v2_comparator_role	v3_comparator_role	v2_registry_type_statement	v3_registry_type_statement	v2_registry_type_statement_assumption	v3_registry_type_statement_assumption	v3_comparator_role_identity_assumption	v3_group_text_comparator_wording_unverified	v3_source_join_verification	v2_bound_arm_index	v3_bound_arm_index	v3_downgraded_candidate_arm_index	vocabulary_only_changed_columns	substantively_changed_columns	row_disposition
NCT02124772	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	Part A - TMT 0.04 mg/kg/Day	SOURCE_CONFIRMED	SOURCE_FIELD_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	3	3		arm_link_state;arm_link_relation	registry_type_statement_assumption	SUBSTANTIVE
NCT02124772	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	Part B - BRAF V600 Mutant Solid Tumor	SOURCE_CONFIRMED	SOURCE_FIELD_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	7	7		arm_link_state;arm_link_relation	registry_type_statement_assumption	SUBSTANTIVE
NCT02124772	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	Part B - LGG Fusion	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	5	5		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02124772	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	Part B - NF-1 With PN	SOURCE_CONFIRMED	SOURCE_FIELD_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	6	6		arm_link_state;arm_link_relation	registry_type_statement_assumption	SUBSTANTIVE
NCT02124772	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	Part B - Neuroblastoma	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	4	4		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02124772	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	Part C - TMT 0.025 mg/kg/Day + 100% DRB RP2D	SOURCE_CONFIRMED	SOURCE_FIELD_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	9	9		arm_link_state;arm_link_relation	registry_type_statement_assumption	SUBSTANTIVE
NCT02124772	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	Part C - TMT 0.025 mg/kg/Day + 50% DRB RP2D	SOURCE_CONFIRMED	SOURCE_FIELD_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	8	8		arm_link_state;arm_link_relation	registry_type_statement_assumption	SUBSTANTIVE
NCT02124772	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	Part C - TMT 0.032 mg/kg/Day + 100% DRB RP2D	SOURCE_CONFIRMED	SOURCE_FIELD_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	10	10		arm_link_state;arm_link_relation	registry_type_statement_assumption	SUBSTANTIVE
NCT02124772	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	Part D - LCH	SOURCE_CONFIRMED	SOURCE_FIELD_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	12	12		arm_link_state;arm_link_relation	registry_type_statement_assumption	SUBSTANTIVE
NCT02124772	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	Part D - LGG	SOURCE_CONFIRMED	SOURCE_FIELD_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	11	11		arm_link_state;arm_link_relation	registry_type_statement_assumption	SUBSTANTIVE
NCT02150967	Retrospective Analysis of Post-second-line Antineoplastic Treatment Outcomes on BOR	Cohort 1: FGFR2 Fusion/Rearrangements	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02204982	Overall Response Rate (ORR)	Duvelisib + Rituximab	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	0	0		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02204982	Overall Response Rate (ORR)	Placebo + Rituximab	LABEL_MATCH	LABEL_MATCH	COMPARATOR_PROPOSED_BY_LABEL_MATCHED_ARM_TYPE	COMPARATOR_PROPOSED_BY_LABEL_FIELD_MATCHED_ARM_TYPE	BOUND_ARM_REGISTERED_TYPE_IS_PLACEBO_COMPARATOR	BOUND_ARM_REGISTERED_TYPE_IS_PLACEBO_COMPARATOR	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED	GROUP_TEXT_PLACEBO_OR_SHAM_WORDING	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	1	1		arm_link_relation;comparator_role;registry_type_statement_assumption;disposition_vs_v1		VOCABULARY_ONLY
NCT02212015	Response Rate (RR)	Pazopanib + Paclitaxel	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	0	0		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02212015	Response Rate (RR), Subgroup 2 Analysis	Pazopanib + Paclitaxel	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	0	0		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02212015	Response Rate (RR), Subgroup1 Analysis	Pazopanib + Paclitaxel	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	0	0		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02259582	To Compare the Investigator-assessed (RECIST) v1.1 Response Rate in the Treatment Arms.	Demcizumab/Demcizumab Arm (Arm 3)	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE				disposition_vs_v1		VOCABULARY_ONLY
NCT02259582	To Compare the Investigator-assessed (RECIST) v1.1 Response Rate in the Treatment Arms.	Demcizumab/Placebo Arm (Arm 2)	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		GROUP_TEXT_PLACEBO_OR_SHAM_WORDING;GROUP_TITLE_TREATMENT_SEQUENCE_CONTAINING_A_PLACEBO_TOKEN	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE				disposition_vs_v1		VOCABULARY_ONLY
NCT02259582	To Compare the Investigator-assessed (RECIST) v1.1 Response Rate in the Treatment Arms.	Placebo/Placebo Arm (Arm 1)	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED		GROUP_TEXT_PLACEBO_OR_SHAM_WORDING;GROUP_TITLE_TREATMENT_SEQUENCE_CONTAINING_A_PLACEBO_TOKEN	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE				disposition_vs_v1		VOCABULARY_ONLY
NCT02263508	Phase 1b: Best Overall Response (BOR)	Phase 1b: Talimogene Laherparepvec + Pembrolizumab	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	0	0		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02263508	Phase 3: Best Overall Response Assessed Using Modified RECIST 1.1	Phase 3: Placebo + Pembrolizumab	SOURCE_CONFIRMED	SOURCE_FIELD_MATCH	COMPARATOR_SUPPORTED_BY_SOURCE_CONFIRMED_ARM_TYPE	COMPARATOR_TYPE_INFERRED_VIA_SOURCE_FIELD_MATCH	BOUND_ARM_REGISTERED_TYPE_IS_PLACEBO_COMPARATOR	BOUND_ARM_REGISTERED_TYPE_IS_PLACEBO_COMPARATOR		ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED	ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED	GROUP_TEXT_PLACEBO_OR_SHAM_WORDING	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	1	1		arm_link_state;arm_link_relation;comparator_role;disposition_vs_v1	registry_type_statement_assumption	SUBSTANTIVE
NCT02263508	Phase 3: Best Overall Response Assessed Using Modified RECIST 1.1	Phase 3: Talimogene Laherparepvec + Pembrolizumab	SOURCE_CONFIRMED	SOURCE_FIELD_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	2	2		arm_link_state;arm_link_relation	registry_type_statement_assumption	SUBSTANTIVE
NCT02263508	Phase 3: Best Overall Response Assessed Using Modified irRC-RECIST	Phase 3: Placebo + Pembrolizumab	SOURCE_CONFIRMED	SOURCE_FIELD_MATCH	COMPARATOR_SUPPORTED_BY_SOURCE_CONFIRMED_ARM_TYPE	COMPARATOR_TYPE_INFERRED_VIA_SOURCE_FIELD_MATCH	BOUND_ARM_REGISTERED_TYPE_IS_PLACEBO_COMPARATOR	BOUND_ARM_REGISTERED_TYPE_IS_PLACEBO_COMPARATOR		ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED	ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED	GROUP_TEXT_PLACEBO_OR_SHAM_WORDING	NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	1	1		arm_link_state;arm_link_relation;comparator_role;disposition_vs_v1	registry_type_statement_assumption	SUBSTANTIVE
NCT02263508	Phase 3: Best Overall Response Assessed Using Modified irRC-RECIST	Phase 3: Talimogene Laherparepvec + Pembrolizumab	SOURCE_CONFIRMED	SOURCE_FIELD_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	2	2		arm_link_state;arm_link_relation	registry_type_statement_assumption	SUBSTANTIVE
NCT02271945	Number of Participants With Best Overall Response	MEDI-551 12 mg/kg and MEDI0680 10 mg/kg	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	1	1		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02271945	Number of Participants With Best Overall Response	MEDI-551 12 mg/kg and MEDI0680 2.5 mg/kg	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	0	0		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02277093	Overall Response Rate (ORR)	Pacritinib	SOURCE_CONFIRMED	SOURCE_FIELD_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		ASSUMES_TWO_AGREEING_SOURCE_FIELD_MATCHES_ARE_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	0	0		arm_link_state;arm_link_relation	registry_type_statement_assumption	SUBSTANTIVE
NCT02336165	Number of Subjects With Best Overall Response	Cohort A	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	0	0		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02336165	Number of Subjects With Best Overall Response	Cohort B	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	1	1		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02336165	Number of Subjects With Best Overall Response	Cohort B2	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	2	2		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02336165	Number of Subjects With Best Overall Response	Cohort B3	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	3	3		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02336165	Number of Subjects With Best Overall Response	Cohort C	LABEL_MATCH	LABEL_MATCH	NOT_ESTABLISHED_IN_THIS_CACHE	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	ASSUMES_LABEL_FIELD_CORRESPONDENCE_IS_ARM_IDENTITY_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE	4	4		arm_link_relation;registry_type_statement_assumption		VOCABULARY_ONLY
NCT02347917	Best Overall Response	MPM or NSCLC: BBI608 + Pem + CDDP (Phase 1 Part)	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02347917	Best Overall Response	MPM: BBI608 + Pem + CDDP (Phase 2 Part Including Participants With MPM in Phase 1 Part)	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
NCT02347917	Best Overall Response	MPM: BBI608 + Pem + CDDP (Phase 2 Part)	PROPOSED	PROPOSED	UNKNOWN_IN_THIS_CACHE	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED			NOT_ESTABLISHED_REGISTRY_JOIN_FIELDS_ABSENT_FROM_THIS_CACHE						IDENTICAL
