nct_id	payload_shard	om_index	om_title	group_id	group_title	class_index	class_title	category_index	category_title	category_value_raw	category_value_is_integer	category_value_int	producer_label_assigned	producer_kept	reported_denominator_participants	denominator_units_available	source_pointer
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG001	BI 836826 3 Milligram	0		5	Not evaluable	0	yes	0	NONE	no	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[5] :: groups[OG001]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG002	BI 836826 9 Milligram	0		0	Complete remission	0	yes	0	CR	yes	6	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[0] :: groups[OG002]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG002	BI 836826 9 Milligram	0		1	Complete remission with incomplete marrow recovery	0	yes	0	CR	yes	6	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[1] :: groups[OG002]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG002	BI 836826 9 Milligram	0		2	Partial remission	4	yes	4	PR	yes	6	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[2] :: groups[OG002]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG002	BI 836826 9 Milligram	0		3	Stable disease	2	yes	2	SD	yes	6	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[3] :: groups[OG002]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG002	BI 836826 9 Milligram	0		4	Progressive disease	0	yes	0	PD	yes	6	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[4] :: groups[OG002]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG002	BI 836826 9 Milligram	0		5	Not evaluable	0	yes	0	NONE	no	6	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[5] :: groups[OG002]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG003	BI 836826 25 Milligram	0		0	Complete remission	0	yes	0	CR	yes	6	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[0] :: groups[OG003]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG003	BI 836826 25 Milligram	0		1	Complete remission with incomplete marrow recovery	0	yes	0	CR	yes	6	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[1] :: groups[OG003]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG003	BI 836826 25 Milligram	0		2	Partial remission	1	yes	1	PR	yes	6	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[2] :: groups[OG003]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG003	BI 836826 25 Milligram	0		3	Stable disease	4	yes	4	SD	yes	6	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[3] :: groups[OG003]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG003	BI 836826 25 Milligram	0		4	Progressive disease	0	yes	0	PD	yes	6	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[4] :: groups[OG003]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG003	BI 836826 25 Milligram	0		5	Not evaluable	1	yes	1	NONE	no	6	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[5] :: groups[OG003]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG004	BI 836826 50 Milligram	0		0	Complete remission	0	yes	0	CR	yes	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[0] :: groups[OG004]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG004	BI 836826 50 Milligram	0		1	Complete remission with incomplete marrow recovery	0	yes	0	CR	yes	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[1] :: groups[OG004]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG004	BI 836826 50 Milligram	0		2	Partial remission	0	yes	0	PR	yes	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[2] :: groups[OG004]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG004	BI 836826 50 Milligram	0		3	Stable disease	3	yes	3	SD	yes	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[3] :: groups[OG004]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG004	BI 836826 50 Milligram	0		4	Progressive disease	0	yes	0	PD	yes	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[4] :: groups[OG004]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG004	BI 836826 50 Milligram	0		5	Not evaluable	0	yes	0	NONE	no	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[5] :: groups[OG004]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG005	BI 836826 100 Milligram	0		0	Complete remission	0	yes	0	CR	yes	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[0] :: groups[OG005]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG005	BI 836826 100 Milligram	0		1	Complete remission with incomplete marrow recovery	0	yes	0	CR	yes	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[1] :: groups[OG005]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG005	BI 836826 100 Milligram	0		2	Partial remission	0	yes	0	PR	yes	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[2] :: groups[OG005]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG005	BI 836826 100 Milligram	0		3	Stable disease	3	yes	3	SD	yes	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[3] :: groups[OG005]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG005	BI 836826 100 Milligram	0		4	Progressive disease	0	yes	0	PD	yes	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[4] :: groups[OG005]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG005	BI 836826 100 Milligram	0		5	Not evaluable	0	yes	0	NONE	no	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[5] :: groups[OG005]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG006	BI 836826 200 Milligram	0		0	Complete remission	0	yes	0	CR	yes	6	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[0] :: groups[OG006]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG006	BI 836826 200 Milligram	0		1	Complete remission with incomplete marrow recovery	0	yes	0	CR	yes	6	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[1] :: groups[OG006]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG006	BI 836826 200 Milligram	0		2	Partial remission	4	yes	4	PR	yes	6	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[2] :: groups[OG006]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG006	BI 836826 200 Milligram	0		3	Stable disease	2	yes	2	SD	yes	6	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[3] :: groups[OG006]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG006	BI 836826 200 Milligram	0		4	Progressive disease	0	yes	0	PD	yes	6	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[4] :: groups[OG006]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG006	BI 836826 200 Milligram	0		5	Not evaluable	0	yes	0	NONE	no	6	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[5] :: groups[OG006]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG007	BI 836826 400 Milligram	0		0	Complete remission	0	yes	0	CR	yes	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[0] :: groups[OG007]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG007	BI 836826 400 Milligram	0		1	Complete remission with incomplete marrow recovery	0	yes	0	CR	yes	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[1] :: groups[OG007]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG007	BI 836826 400 Milligram	0		2	Partial remission	2	yes	2	PR	yes	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[2] :: groups[OG007]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG007	BI 836826 400 Milligram	0		3	Stable disease	1	yes	1	SD	yes	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[3] :: groups[OG007]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG007	BI 836826 400 Milligram	0		4	Progressive disease	0	yes	0	PD	yes	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[4] :: groups[OG007]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG007	BI 836826 400 Milligram	0		5	Not evaluable	0	yes	0	NONE	no	3	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[5] :: groups[OG007]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG008	BI 836826 800 Milligram	0		0	Complete remission	0	yes	0	CR	yes	4	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[0] :: groups[OG008]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG008	BI 836826 800 Milligram	0		1	Complete remission with incomplete marrow recovery	0	yes	0	CR	yes	4	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[1] :: groups[OG008]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG008	BI 836826 800 Milligram	0		2	Partial remission	2	yes	2	PR	yes	4	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[2] :: groups[OG008]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG008	BI 836826 800 Milligram	0		3	Stable disease	2	yes	2	SD	yes	4	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[3] :: groups[OG008]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG008	BI 836826 800 Milligram	0		4	Progressive disease	0	yes	0	PD	yes	4	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[4] :: groups[OG008]
NCT01296932	ctg_results_bor_2010_2013	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	OG008	BI 836826 800 Milligram	0		5	Not evaluable	0	yes	0	NONE	no	4	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: classes[0] :: categories[5] :: groups[OG008]
NCT01124734	ctg_results_bor_2010_2013	0	Clinical Response to High-Dose Interleukin-2 (H-D IL-2) Followed by Low Dose Temozolomide	OG000	Course 1 Cycle 1	0		0	Stable Disease	17	yes	17	SD	yes	17	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01124734] :: outcomeMeasures[0] :: classes[0] :: categories[0] :: groups[OG000]
NCT01124734	ctg_results_bor_2010_2013	0	Clinical Response to High-Dose Interleukin-2 (H-D IL-2) Followed by Low Dose Temozolomide	OG000	Course 1 Cycle 1	0		1	Partial Response	0	yes	0	PR	yes	17	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01124734] :: outcomeMeasures[0] :: classes[0] :: categories[1] :: groups[OG000]
NCT01124734	ctg_results_bor_2010_2013	0	Clinical Response to High-Dose Interleukin-2 (H-D IL-2) Followed by Low Dose Temozolomide	OG000	Course 1 Cycle 1	0		2	Progressive Disease	0	yes	0	PD	yes	17	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01124734] :: outcomeMeasures[0] :: classes[0] :: categories[2] :: groups[OG000]
NCT01124734	ctg_results_bor_2010_2013	0	Clinical Response to High-Dose Interleukin-2 (H-D IL-2) Followed by Low Dose Temozolomide	OG000	Course 1 Cycle 1	0		3	Minor Response	0	yes	0	NONE	no	17	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01124734] :: outcomeMeasures[0] :: classes[0] :: categories[3] :: groups[OG000]
NCT01124734	ctg_results_bor_2010_2013	0	Clinical Response to High-Dose Interleukin-2 (H-D IL-2) Followed by Low Dose Temozolomide	OG000	Course 1 Cycle 1	0		4	Complete Response	0	yes	0	CR	yes	17	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01124734] :: outcomeMeasures[0] :: classes[0] :: categories[4] :: groups[OG000]
NCT01124734	ctg_results_bor_2010_2013	0	Clinical Response to High-Dose Interleukin-2 (H-D IL-2) Followed by Low Dose Temozolomide	OG001	Course 1 Cycle 2	0		0	Stable Disease	4	yes	4	SD	yes	17	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01124734] :: outcomeMeasures[0] :: classes[0] :: categories[0] :: groups[OG001]
NCT01124734	ctg_results_bor_2010_2013	0	Clinical Response to High-Dose Interleukin-2 (H-D IL-2) Followed by Low Dose Temozolomide	OG001	Course 1 Cycle 2	0		1	Partial Response	1	yes	1	PR	yes	17	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01124734] :: outcomeMeasures[0] :: classes[0] :: categories[1] :: groups[OG001]
NCT01124734	ctg_results_bor_2010_2013	0	Clinical Response to High-Dose Interleukin-2 (H-D IL-2) Followed by Low Dose Temozolomide	OG001	Course 1 Cycle 2	0		2	Progressive Disease	9	yes	9	PD	yes	17	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01124734] :: outcomeMeasures[0] :: classes[0] :: categories[2] :: groups[OG001]
NCT01124734	ctg_results_bor_2010_2013	0	Clinical Response to High-Dose Interleukin-2 (H-D IL-2) Followed by Low Dose Temozolomide	OG001	Course 1 Cycle 2	0		3	Minor Response	1	yes	1	NONE	no	17	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01124734] :: outcomeMeasures[0] :: classes[0] :: categories[3] :: groups[OG001]
NCT01124734	ctg_results_bor_2010_2013	0	Clinical Response to High-Dose Interleukin-2 (H-D IL-2) Followed by Low Dose Temozolomide	OG001	Course 1 Cycle 2	0		4	Complete Response	2	yes	2	CR	yes	17	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01124734] :: outcomeMeasures[0] :: classes[0] :: categories[4] :: groups[OG001]
NCT02472964	ctg_results_bor_2010_2013	0	Primary Endpoint : Compare Best Overall Response Rate (ORR) (According to Response Evaluation Criteria in Solid Tumor [RECIST] 1.1 Criteria) at Week 24 of MYL-1401O Plus Taxane Versus Herceptin® Plus Taxane in the ITT1 Population	OG000	Herceptin© + Taxane	0		0	Complete Response	0	yes	0	CR	yes	228	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT02472964] :: outcomeMeasures[0] :: classes[0] :: categories[0] :: groups[OG000]
NCT02472964	ctg_results_bor_2010_2013	0	Primary Endpoint : Compare Best Overall Response Rate (ORR) (According to Response Evaluation Criteria in Solid Tumor [RECIST] 1.1 Criteria) at Week 24 of MYL-1401O Plus Taxane Versus Herceptin® Plus Taxane in the ITT1 Population	OG000	Herceptin© + Taxane	0		1	Partial Response	146	yes	146	PR	yes	228	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT02472964] :: outcomeMeasures[0] :: classes[0] :: categories[1] :: groups[OG000]
NCT02472964	ctg_results_bor_2010_2013	0	Primary Endpoint : Compare Best Overall Response Rate (ORR) (According to Response Evaluation Criteria in Solid Tumor [RECIST] 1.1 Criteria) at Week 24 of MYL-1401O Plus Taxane Versus Herceptin® Plus Taxane in the ITT1 Population	OG000	Herceptin© + Taxane	0		2	Stable Disease	49	yes	49	SD	yes	228	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT02472964] :: outcomeMeasures[0] :: classes[0] :: categories[2] :: groups[OG000]
NCT02472964	ctg_results_bor_2010_2013	0	Primary Endpoint : Compare Best Overall Response Rate (ORR) (According to Response Evaluation Criteria in Solid Tumor [RECIST] 1.1 Criteria) at Week 24 of MYL-1401O Plus Taxane Versus Herceptin® Plus Taxane in the ITT1 Population	OG000	Herceptin© + Taxane	0		3	Progressive Disease	20	yes	20	PD	yes	228	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT02472964] :: outcomeMeasures[0] :: classes[0] :: categories[3] :: groups[OG000]
NCT02472964	ctg_results_bor_2010_2013	0	Primary Endpoint : Compare Best Overall Response Rate (ORR) (According to Response Evaluation Criteria in Solid Tumor [RECIST] 1.1 Criteria) at Week 24 of MYL-1401O Plus Taxane Versus Herceptin® Plus Taxane in the ITT1 Population	OG000	Herceptin© + Taxane	0		4	Not Evaluable	13	yes	13	NONE	no	228	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT02472964] :: outcomeMeasures[0] :: classes[0] :: categories[4] :: groups[OG000]
NCT02472964	ctg_results_bor_2010_2013	0	Primary Endpoint : Compare Best Overall Response Rate (ORR) (According to Response Evaluation Criteria in Solid Tumor [RECIST] 1.1 Criteria) at Week 24 of MYL-1401O Plus Taxane Versus Herceptin® Plus Taxane in the ITT1 Population	OG001	MYL-1401O Trastuzumab + Taxane	0		0	Complete Response	3	yes	3	CR	yes	230	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT02472964] :: outcomeMeasures[0] :: classes[0] :: categories[0] :: groups[OG001]
NCT02472964	ctg_results_bor_2010_2013	0	Primary Endpoint : Compare Best Overall Response Rate (ORR) (According to Response Evaluation Criteria in Solid Tumor [RECIST] 1.1 Criteria) at Week 24 of MYL-1401O Plus Taxane Versus Herceptin® Plus Taxane in the ITT1 Population	OG001	MYL-1401O Trastuzumab + Taxane	0		1	Partial Response	157	yes	157	PR	yes	230	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT02472964] :: outcomeMeasures[0] :: classes[0] :: categories[1] :: groups[OG001]
NCT02472964	ctg_results_bor_2010_2013	0	Primary Endpoint : Compare Best Overall Response Rate (ORR) (According to Response Evaluation Criteria in Solid Tumor [RECIST] 1.1 Criteria) at Week 24 of MYL-1401O Plus Taxane Versus Herceptin® Plus Taxane in the ITT1 Population	OG001	MYL-1401O Trastuzumab + Taxane	0		2	Stable Disease	48	yes	48	SD	yes	230	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT02472964] :: outcomeMeasures[0] :: classes[0] :: categories[2] :: groups[OG001]
NCT02472964	ctg_results_bor_2010_2013	0	Primary Endpoint : Compare Best Overall Response Rate (ORR) (According to Response Evaluation Criteria in Solid Tumor [RECIST] 1.1 Criteria) at Week 24 of MYL-1401O Plus Taxane Versus Herceptin® Plus Taxane in the ITT1 Population	OG001	MYL-1401O Trastuzumab + Taxane	0		3	Progressive Disease	9	yes	9	PD	yes	230	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT02472964] :: outcomeMeasures[0] :: classes[0] :: categories[3] :: groups[OG001]
NCT02472964	ctg_results_bor_2010_2013	0	Primary Endpoint : Compare Best Overall Response Rate (ORR) (According to Response Evaluation Criteria in Solid Tumor [RECIST] 1.1 Criteria) at Week 24 of MYL-1401O Plus Taxane Versus Herceptin® Plus Taxane in the ITT1 Population	OG001	MYL-1401O Trastuzumab + Taxane	0		4	Not Evaluable	13	yes	13	NONE	no	230	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT02472964] :: outcomeMeasures[0] :: classes[0] :: categories[4] :: groups[OG001]
NCT01562028	ctg_results_bor_2010_2013	3	Objective Response	OG000	T790M Positive	0		0	Complete Response	3	yes	3	CR	yes	37	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01562028] :: outcomeMeasures[3] :: classes[0] :: categories[0] :: groups[OG000]
NCT01562028	ctg_results_bor_2010_2013	3	Objective Response	OG000	T790M Positive	0		1	Partial Response	24	yes	24	PR	yes	37	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01562028] :: outcomeMeasures[3] :: classes[0] :: categories[1] :: groups[OG000]
NCT01562028	ctg_results_bor_2010_2013	3	Objective Response	OG000	T790M Positive	0		2	Stable Disease	8	yes	8	SD	yes	37	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01562028] :: outcomeMeasures[3] :: classes[0] :: categories[2] :: groups[OG000]
NCT01562028	ctg_results_bor_2010_2013	3	Objective Response	OG000	T790M Positive	0		3	Progressive Disease	1	yes	1	PD	yes	37	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01562028] :: outcomeMeasures[3] :: classes[0] :: categories[3] :: groups[OG000]
NCT01562028	ctg_results_bor_2010_2013	3	Objective Response	OG000	T790M Positive	0		4	Non-Evaluable	1	yes	1	NONE	no	37	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01562028] :: outcomeMeasures[3] :: classes[0] :: categories[4] :: groups[OG000]
NCT01562028	ctg_results_bor_2010_2013	3	Objective Response	OG001	T790M Negative	0		0	Complete Response	3	yes	3	CR	yes	72	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01562028] :: outcomeMeasures[3] :: classes[0] :: categories[0] :: groups[OG001]
NCT01562028	ctg_results_bor_2010_2013	3	Objective Response	OG001	T790M Negative	0		1	Partial Response	54	yes	54	PR	yes	72	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01562028] :: outcomeMeasures[3] :: classes[0] :: categories[1] :: groups[OG001]
NCT01562028	ctg_results_bor_2010_2013	3	Objective Response	OG001	T790M Negative	0		2	Stable Disease	9	yes	9	SD	yes	72	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01562028] :: outcomeMeasures[3] :: classes[0] :: categories[2] :: groups[OG001]
NCT01562028	ctg_results_bor_2010_2013	3	Objective Response	OG001	T790M Negative	0		3	Progressive Disease	3	yes	3	PD	yes	72	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01562028] :: outcomeMeasures[3] :: classes[0] :: categories[3] :: groups[OG001]
NCT01562028	ctg_results_bor_2010_2013	3	Objective Response	OG001	T790M Negative	0		4	Non-Evaluable	3	yes	3	NONE	no	72	Participants	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01562028] :: outcomeMeasures[3] :: classes[0] :: categories[4] :: groups[OG001]
