nct	om_title	group_title	evaluable_n	era	family	n_arms_registered	n_results_groups_in_om	arm_set_type_state	registry_arm_types_in_record	arm_link_state	arm_link_evidence_code	arm_link_source	confirmed_registry_arm_label	confirmed_registry_arm_type	candidate_registry_arm_labels	candidate_registry_arm_types	candidate_evidence	control_status	control_basis	contested_flag	sole_arm_multi_results_group_flag	job3_arm_match_quality	job3_registry_arm_label	job3_registry_arm_type	job3_control_status	disposition_vs_job3	group_description
NCT02819843	Best Response	Intralesional TALIMOGENE LAHERPAREPVEC Without Radiotherapy	9	2014_2017	bor	2	2	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	LABEL_IN_THIS_PRODUCER	Intralesional TALIMOGENE LAHERPAREPVEC without radiotherapy	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Intralesional TALIMOGENE LAHERPAREPVEC without radiotherapy' type=EXPERIMENTAL		NO	NORMALIZED	Intralesional TALIMOGENE LAHERPAREPVEC without radiotherapy	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Patients will receive Talimogene Laherparepvec alone, as described above, without radiotherapy.  TALIMOGENE LAHERPAREPVEC (TVEC)
NCT02819843	Best Response	Intralesional TALIMOGENE LAHERPAREPVEC With Radiotherapy	10	2014_2017	bor	2	2	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	LABEL_IN_THIS_PRODUCER	Intralesional TALIMOGENE LAHERPAREPVEC with radiotherapy	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Intralesional TALIMOGENE LAHERPAREPVEC with radiotherapy' type=EXPERIMENTAL		NO	NORMALIZED	Intralesional TALIMOGENE LAHERPAREPVEC with radiotherapy	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Patients will receive 3 radiotherapy treatments (one treatment every 3-5 days) during weeks 3 and 4. The first treatment will occur 6 (+/- 2) hours after the Talimogene Laherparepvec administration at week 3.Talimogene Laherparepvec will be administered at weeks 0, 3, 5, 7, 9, 11, 13 and 15. The first dose of Talimogene Laherparepvec will be 10\^6 plaque forming units (PFU)/mL, followed three week
NCT02150967	Retrospective Analysis of Post-second-line Antineoplastic Treatment Outcomes on BOR	Cohort 1: FGFR2 Fusion/Rearrangements	55	2014_2017	bor	1	1	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group1.tsv	BGJ398 (infigratinib)	EXPERIMENTAL			n_arms_registered=1 (cardinality) + group description drug name vs armGroups[0].label	NOT_CONTROL_CONFIRMED	confirmed arm 'BGJ398 (infigratinib)' type=EXPERIMENTAL		NO	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	UNCHANGED_CLASS	Infigratinib 125 mg once daily (3 wk on/1 wk off treatment)
NCT02395172	Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by an Independent Endpoint Review Committee (IERC) in Full Analysis Set Population	Avelumab	338	2014_2017	bor	2	2	MIXED_ARM_TYPES	EXPERIMENTAL | ACTIVE_COMPARATOR	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	Avelumab	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Avelumab' type=EXPERIMENTAL		NO	EXACT	Avelumab	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Participants received 10 milligrams per kilogram (mg/kg) of avelumab as a 1-hour intravenous infusion once every 2 weeks until confirmed disease progression, significant clinical deterioration, unacceptable toxicity, or any criterion for withdrawal from the study or Investigational Medicinal Product (IMP) as defined in the study protocol was fulfilled.
NCT02395172	Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by an Independent Endpoint Review Committee (IERC) in Full Analysis Set Population	Docetaxel	284	2014_2017	bor	2	2	MIXED_ARM_TYPES	EXPERIMENTAL | ACTIVE_COMPARATOR	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	Docetaxel	ACTIVE_COMPARATOR				CONTROL_ACTIVE_COMPARATOR_CONFIRMED	confirmed arm 'Docetaxel' type=ACTIVE_COMPARATOR		NO	EXACT	Docetaxel	ACTIVE_COMPARATOR	CONTROL_ACTIVE_COMPARATOR	UNCHANGED_CLASS	Participants received 75 mg per square meter (m\^2) (per label) of docetaxel by intravenous infusion once every 3 weeks until confirmed disease progression, significant clinical deterioration, unacceptable toxicity, or any criterion for withdrawal from the study or Investigational Medicinal Product (IMP) as defined in the study protocol was fulfilled.
NCT02395172	Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Independent Endpoint Review Committee (IERC) in PD-L1+ Full Analysis Set Population	Avelumab	229	2014_2017	bor	2	2	MIXED_ARM_TYPES	EXPERIMENTAL | ACTIVE_COMPARATOR	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	Avelumab	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Avelumab' type=EXPERIMENTAL		NO	EXACT	Avelumab	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Participants received 10 milligrams per kilogram (mg/kg) of avelumab as a 1-hour intravenous infusion once every 2 weeks until confirmed disease progression, significant clinical deterioration, unacceptable toxicity, or any criterion for withdrawal from the study or Investigational Medicinal Product (IMP) as defined in the study protocol was fulfilled.
NCT02395172	Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Independent Endpoint Review Committee (IERC) in PD-L1+ Full Analysis Set Population	Docetaxel	192	2014_2017	bor	2	2	MIXED_ARM_TYPES	EXPERIMENTAL | ACTIVE_COMPARATOR	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	Docetaxel	ACTIVE_COMPARATOR				CONTROL_ACTIVE_COMPARATOR_CONFIRMED	confirmed arm 'Docetaxel' type=ACTIVE_COMPARATOR		NO	EXACT	Docetaxel	ACTIVE_COMPARATOR	CONTROL_ACTIVE_COMPARATOR	UNCHANGED_CLASS	Participants received 75 mg per square meter (m\^2) (per label) of docetaxel by intravenous infusion once every 3 weeks until confirmed disease progression, significant clinical deterioration, unacceptable toxicity, or any criterion for withdrawal from the study or Investigational Medicinal Product (IMP) as defined in the study protocol was fulfilled.
NCT02644278	Part A: Number of Participants With Best Overall Response Evaluated by Response Criteria Evaluation (RECIST 1.1)	VX-984 120 mg + PLD 40 mg/m^2	2	2014_2017	bor	4	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	VX-984 120 mg + PLD 40 mg/m^2	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'VX-984 120 mg + PLD 40 mg/m^2' type=EXPERIMENTAL		NO	EXACT	VX-984 120 mg + PLD 40 mg/m^2	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Participants received VX-984 orally 120 milligram (mg) once daily alone on Days -14 to -12 of a 14-day Lead-in Period, followed by VX-984 120 mg in combination with pegylated liposomal doxorubicin (PLD) 40 milligram per square meter (mg/m\^2) administered intravenous infusion, with PLD administered on Day 1 and VX-984 administered on Day 2 to Day 4 for up to six 28-day cycle or until disease progr
NCT02644278	Part A: Number of Participants With Best Overall Response Evaluated by Response Criteria Evaluation (RECIST 1.1)	VX-984 240 mg + PLD 40 mg/m^2	3	2014_2017	bor	4	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	VX-984 240 mg + PLD 40 mg/m^2	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'VX-984 240 mg + PLD 40 mg/m^2' type=EXPERIMENTAL		NO	EXACT	VX-984 240 mg + PLD 40 mg/m^2	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Participants received VX-984 orally 240 mg orally once daily alone on Days -14 to -12 of a 14-day Lead-in Period, followed by VX-984 240 mg in combination with PLD 40 mg/m\^2 administered intravenous infusion, with PLD administered on Day 1 and VX-984 administered on Day 2 to Day 4 for up to six 28-day cycle or until disease progression unacceptable toxicities, withdrawal of consent, or until expo
NCT02644278	Part A: Number of Participants With Best Overall Response Evaluated by Response Criteria Evaluation (RECIST 1.1)	VX-984 480 mg + PLD 40 mg/m^2	4	2014_2017	bor	4	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	VX-984 480 mg + PLD 40 mg/m^2	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'VX-984 480 mg + PLD 40 mg/m^2' type=EXPERIMENTAL		NO	EXACT	VX-984 480 mg + PLD 40 mg/m^2	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Participants received VX-984 orally 480 mg orally once daily alone on Days -14 to -12 of a 14-day Lead-in Period, followed by VX-984 480 mg in combination with PLD 40 mg/m\^2 administered intravenous infusion, with PLD administered on Day 1 and VX-984 administered on Day 2 to Day 4 for up to six 28-day cycle or until disease progression unacceptable toxicities, withdrawal of consent, or until expo
NCT02644278	Part A: Number of Participants With Best Overall Response Evaluated by Response Criteria Evaluation (RECIST 1.1)	VX-984 720 mg + PLD 40 mg/m^2	2	2014_2017	bor	4	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	VX-984 720 mg + PLD 40 mg/m^2	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'VX-984 720 mg + PLD 40 mg/m^2' type=EXPERIMENTAL		NO	EXACT	VX-984 720 mg + PLD 40 mg/m^2	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Participants received VX-984 orally 720 mg orally once daily alone on Days -14 to -12 of a 14-day Lead-in Period, followed by VX-984 720 mg in combination with PLD 40 mg/m\^2 administered intravenous infusion, with PLD administered on Day 1 and VX-984 administered on Day 2 to Day 4 for up to six 28-day cycle or until disease progression unacceptable toxicities, withdrawal of consent, or until expo
NCT02041429	Best Response [Phase I]	Phase I Dose Level 0: Paclitaxel + Ruxolitiniib 10 mg	3	2014_2017	bor	4	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	Phase I Dose Level 0: Paclitaxel + Ruxolitiniib 10 mg	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Phase I Dose Level 0: Paclitaxel + Ruxolitiniib 10 mg' type=EXPERIMENTAL		NO	EXACT	Phase I Dose Level 0: Paclitaxel + Ruxolitiniib 10 mg	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Paclitaxel 80 mg/m2 IV weekly + Ruxolitinib 10 mg orally twice daily for 4 cycles  1 cycle = 21 days Participants with stable disease or better will have the opportunity to continue on single agent 10 mg Ruxolitinib until disease progression, unacceptable toxicity or patient withdrawal.
NCT02041429	Best Response [Phase I]	Phase I Dose Level 1: Paclitaxel + Ruxolitiniib 15 mg	3	2014_2017	bor	4	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	Phase I Dose Level 1: Paclitaxel + Ruxolitiniib 15 mg	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Phase I Dose Level 1: Paclitaxel + Ruxolitiniib 15 mg' type=EXPERIMENTAL		NO	EXACT	Phase I Dose Level 1: Paclitaxel + Ruxolitiniib 15 mg	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Paclitaxel 80 mg/m2 IV weekly + Ruxolitinib 15 mg orally twice daily for 4 cycles  1 cycle = 21 days Participants with stable disease or better will have the opportunity to continue on single agent 15 mg Ruxolitinib until disease progression, unacceptable toxicity or patient withdrawal.
NCT02041429	Best Response [Phase I]	Phase I Dose Level 2: Paclitaxel + Ruxolitiniib 20 mg	7	2014_2017	bor	4	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	Phase I Dose Level 2: Paclitaxel + Ruxolitiniib 20 mg	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Phase I Dose Level 2: Paclitaxel + Ruxolitiniib 20 mg' type=EXPERIMENTAL		NO	EXACT	Phase I Dose Level 2: Paclitaxel + Ruxolitiniib 20 mg	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Paclitaxel 80 mg/m2 IV weekly + Ruxolitinib 20 mg orally twice daily for 4 cycles  1 cycle = 21 days Participants with stable disease or better will have the opportunity to continue on single agent 20 mg Ruxolitinib until disease progression, unacceptable toxicity or patient withdrawal
NCT02041429	Best Response [Phase I]	Phase I Dose Level 3: Paclitaxel + Ruxolitiniib 25 mg	6	2014_2017	bor	4	4	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	Phase I Dose Level 3: Paclitaxel + Ruxolitiniib 25 mg	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Phase I Dose Level 3: Paclitaxel + Ruxolitiniib 25 mg' type=EXPERIMENTAL		NO	EXACT	Phase I Dose Level 3: Paclitaxel + Ruxolitiniib 25 mg	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Paclitaxel 80 mg/m2 IV weekly + Ruxolitinib 25 mg orally twice daily for 4 cycles  1 cycle = 21 days Participants with stable disease or better will have the opportunity to continue on single agent 20 mg Ruxolitinib until disease progression, unacceptable toxicity or patient withdrawal.
NCT02625623	Best Overall Response (BOR)	Physician Choice Chemotherapy + Best Supportive Care (BSC)	129	2014_2017	bor	2	2	MIXED_ARM_TYPES	EXPERIMENTAL | ACTIVE_COMPARATOR	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	LABEL_IN_THIS_PRODUCER	Physician choice chemotherapy+Best Supportive Care (BSC)	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Physician choice chemotherapy+Best Supportive Care (BSC)' type=EXPERIMENTAL		NO	NORMALIZED	Physician choice chemotherapy+Best Supportive Care (BSC)	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Participants received BSC plus physician's choice chemotherapy. Chemotherapy comprised of one of the following: intravenous (IV) infusion of paclitaxel at a dose of 80 milligrams per meter square (mg/m\^2) on Days 1, 8 and 15 of a 4-week treatment cycle until progressive disease or unacceptable toxicity OR irinotecan at a dose of 150 mg/m\^2 on Days 1 and 15 of a 4-week treatment cycle until progr
NCT02625623	Best Overall Response (BOR)	Avelumab + BSC	128	2014_2017	bor	2	2	MIXED_ARM_TYPES	EXPERIMENTAL | ACTIVE_COMPARATOR	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	LABEL_IN_THIS_PRODUCER	Avelumab+BSC	ACTIVE_COMPARATOR				CONTROL_ACTIVE_COMPARATOR_CONFIRMED	confirmed arm 'Avelumab+BSC' type=ACTIVE_COMPARATOR		NO	NORMALIZED	Avelumab+BSC	ACTIVE_COMPARATOR	CONTROL_ACTIVE_COMPARATOR	UNCHANGED_CLASS	Participants received avelumab as a 1-hour intravenous (IV) infusion at 10 milligram per kilogram (mg/kg) once every 2-week treatment cycle until progressive disease or unacceptable toxicity along with BSC. BSC was defined as treatment administered with the intent to maximize quality of life without a specific antineoplastic regimen and was based on investigator's discretion.
NCT02263508	Phase 1b: Best Overall Response (BOR)	Phase 1b: Talimogene Laherparepvec + Pembrolizumab	20	2014_2017	bor	3	1	MIXED_ARM_TYPES	EXPERIMENTAL | PLACEBO_COMPARATOR | EXPERIMENTAL	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	Phase 1b: Talimogene Laherparepvec + Pembrolizumab	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Phase 1b: Talimogene Laherparepvec + Pembrolizumab' type=EXPERIMENTAL		NO	EXACT	Phase 1b: Talimogene Laherparepvec + Pembrolizumab	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Participants received talimogene laherparepvec at an initial dose of up to 4 mL 10⁶ plaque-forming units (PFU)/mL by intralesional injection on day 1 of week 1. Subsequent doses of talimogene laherparepvec at up to 4 mL of 10⁸ PFU/mL began 3 weeks after the first dose and were administered every 2 weeks until disappearance of injectable lesions, complete response (CR), confirmed disease progressio
NCT02263508	Phase 3: Best Overall Response Assessed Using Modified RECIST 1.1	Phase 3: Placebo + Pembrolizumab	293	2014_2017	bor	3	2	MIXED_ARM_TYPES	EXPERIMENTAL | PLACEBO_COMPARATOR | EXPERIMENTAL	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	LABEL_IN_THIS_PRODUCER	Phase 3 : Placebo + Pembrolizumab	PLACEBO_COMPARATOR				CONTROL_PLACEBO_CONFIRMED	confirmed arm 'Phase 3 : Placebo + Pembrolizumab' type=PLACEBO_COMPARATOR		NO	NORMALIZED	Phase 3 : Placebo + Pembrolizumab	PLACEBO_COMPARATOR	CONTROL_PLACEBO	UNCHANGED_CLASS	Participants received up to 4 mL placebo to talimogene laherparepvec by intralesional injection on day 1 of week 0. Subsequent doses of placebo (up to 4 mL) began 3 weeks after the first dose and were administered every 2 weeks until the fifth injection (week 9), and then synchronously with pembrolizumab thereafter every 3 weeks until disappearance of injectable lesions, complete response per modi
NCT02263508	Phase 3: Best Overall Response Assessed Using Modified RECIST 1.1	Phase 3: Talimogene Laherparepvec + Pembrolizumab	302	2014_2017	bor	3	2	MIXED_ARM_TYPES	EXPERIMENTAL | PLACEBO_COMPARATOR | EXPERIMENTAL	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	Phase 3: Talimogene Laherparepvec + Pembrolizumab	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Phase 3: Talimogene Laherparepvec + Pembrolizumab' type=EXPERIMENTAL		NO	EXACT	Phase 3: Talimogene Laherparepvec + Pembrolizumab	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Participants received talimogene laherparepvec at an initial dose of up to 4 mL 10⁶ PFU/mL by intralesional injection on day 1. Subsequent doses of talimogene laherparepvec at 10⁸ PFU/mL (up to 4 mL) began 3 weeks after the first dose and were administered every 2 weeks until the fifth injection of talimogene laherparepvec (week 9), and then synchronously with pembrolizumab thereafter every 3 week
NCT02263508	Phase 3: Best Overall Response Assessed Using Modified irRC-RECIST	Phase 3: Placebo + Pembrolizumab	251	2014_2017	bor	3	2	MIXED_ARM_TYPES	EXPERIMENTAL | PLACEBO_COMPARATOR | EXPERIMENTAL	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	LABEL_IN_THIS_PRODUCER	Phase 3 : Placebo + Pembrolizumab	PLACEBO_COMPARATOR				CONTROL_PLACEBO_CONFIRMED	confirmed arm 'Phase 3 : Placebo + Pembrolizumab' type=PLACEBO_COMPARATOR		NO	NORMALIZED	Phase 3 : Placebo + Pembrolizumab	PLACEBO_COMPARATOR	CONTROL_PLACEBO	UNCHANGED_CLASS	Participants received up to 4 mL placebo to talimogene laherparepvec by intralesional injection on day 1 of week 0. Subsequent doses of placebo (up to 4 mL) began 3 weeks after the first dose and were administered every 2 weeks until the fifth injection (week 9), and then synchronously with pembrolizumab thereafter every 3 weeks until disappearance of injectable lesions, complete response per modi
NCT02263508	Phase 3: Best Overall Response Assessed Using Modified irRC-RECIST	Phase 3: Talimogene Laherparepvec + Pembrolizumab	286	2014_2017	bor	3	2	MIXED_ARM_TYPES	EXPERIMENTAL | PLACEBO_COMPARATOR | EXPERIMENTAL	CONFIRMED	LABEL_BYTE_EXACT	LABEL_IN_THIS_PRODUCER	Phase 3: Talimogene Laherparepvec + Pembrolizumab	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'Phase 3: Talimogene Laherparepvec + Pembrolizumab' type=EXPERIMENTAL		NO	EXACT	Phase 3: Talimogene Laherparepvec + Pembrolizumab	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Participants received talimogene laherparepvec at an initial dose of up to 4 mL 10⁶ PFU/mL by intralesional injection on day 1. Subsequent doses of talimogene laherparepvec at 10⁸ PFU/mL (up to 4 mL) began 3 weeks after the first dose and were administered every 2 weeks until the fifth injection of talimogene laherparepvec (week 9), and then synchronously with pembrolizumab thereafter every 3 week
NCT03088540	Best Overall Response (BOR) Per IRC	Cemiplimab	317	2014_2017	bor	2	2	MIXED_ARM_TYPES	ACTIVE_COMPARATOR | EXPERIMENTAL	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	LABEL_IN_THIS_PRODUCER	cemiplimab	EXPERIMENTAL				NOT_CONTROL_CONFIRMED	confirmed arm 'cemiplimab' type=EXPERIMENTAL		NO	NORMALIZED	cemiplimab	EXPERIMENTAL	NOT_CONTROL	UNCHANGED_CLASS	Participants received cemiplimab monotherapy
NCT03088540	Best Overall Response (BOR) Per IRC	Chemotherapy	307	2014_2017	bor	2	2	MIXED_ARM_TYPES	ACTIVE_COMPARATOR | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Standard-of-care chemotherapy	ACTIVE_COMPARATOR			complement of the record's own bijection: the sibling group 'Cemiplimab' matches armGroups[1] and only armGroups[0] 'Standard-of-care chemotherapy' remains; its description lists platinum doublets, matching the group description 'platinum-based doublet chemotherapy'	CONTROL_ACTIVE_COMPARATOR_CONFIRMED	confirmed arm 'Standard-of-care chemotherapy' type=ACTIVE_COMPARATOR		NO	CONTAINMENT	Standard-of-care chemotherapy	ACTIVE_COMPARATOR	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:UNKNOWN->CONTROL_SUPPORTED	Participants received platinum-based doublet chemotherapy
NCT02895360	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	Phase 1- in the FAP	19	2014_2017	bor	2	5	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase 1	EXPERIMENTAL			armGroups[].label 'Phase 1'/'Phase 2a' matched by the group-title phase prefix, corroborated by armGroups[].description (Phase 1='Fixed 3+3 dose escalation ... advanced solid tumors'; Phase 2a='BAL101553 at MTD ...') against the group description	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase 1' type=EXPERIMENTAL		NO	CONTAINMENT	Phase 1	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	All dose cohorts (30 mg/m², 45 mg/m², 70 mg/m² and 90 mg/m²) of BAL101553 in patients with advanced solid tumors  BAL101553 48-hour infusion on day 1, 8, and 15 of each 28-day cycle; oral capsule daily for one week during Cycle 2
NCT02895360	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	Phase 2a - Patients With Ovarian Cancer in the FAP	11	2014_2017	bor	2	5	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase 2a	EXPERIMENTAL			armGroups[].label 'Phase 1'/'Phase 2a' matched by the group-title phase prefix, corroborated by armGroups[].description (Phase 1='Fixed 3+3 dose escalation ... advanced solid tumors'; Phase 2a='BAL101553 at MTD ...') against the group description	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase 2a' type=EXPERIMENTAL		NO	CONTAINMENT	Phase 2a	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	BAL101553 at 70 mg/m² (MTD)  BAL101553 48-hour infusion on day 1, 8, and 15 of each 28-day cycle
NCT02895360	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	Phase 2a - Patients With Ovarian Cancer in the EEP	8	2014_2017	bor	2	5	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase 2a	EXPERIMENTAL			armGroups[].label 'Phase 1'/'Phase 2a' matched by the group-title phase prefix, corroborated by armGroups[].description (Phase 1='Fixed 3+3 dose escalation ... advanced solid tumors'; Phase 2a='BAL101553 at MTD ...') against the group description	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase 2a' type=EXPERIMENTAL		NO	CONTAINMENT	Phase 2a	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	BAL101553 at 70 mg/m² (MTD)  BAL101553 48-hour infusion on day 1, 8, and 15 of each 28-day cycle
NCT02895360	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	Phase 2a - Patients With Recurrent Glioblastoma in the FAP	12	2014_2017	bor	2	5	ALL_ARMS_NON_CONTROL_TYPED	EXPERIMENTAL | EXPERIMENTAL	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	DELIVERED_LEAF:LEAF-QD-group2.tsv	Phase 2a	EXPERIMENTAL			armGroups[].label 'Phase 1'/'Phase 2a' matched by the group-title phase prefix, corroborated by armGroups[].description (Phase 1='Fixed 3+3 dose escalation ... advanced solid tumors'; Phase 2a='BAL101553 at MTD ...') against the group description	NOT_CONTROL_CONFIRMED	confirmed arm 'Phase 2a' type=EXPERIMENTAL		NO	CONTAINMENT	Phase 2a	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY	CHANGED_CLASS:UNKNOWN->NOT_CONTROL	BAL101553 at 70 mg/m² (MTD)  BAL101553 48-hour infusion on day 1, 8, and 15 of each 28-day cycle
