nct	group_norm	n_competing_at_step_f	competing_om_indices	selected_om_index_by_rule_f	classification	basis_tier	distinguishing_fields	would_change_selection	would_change_to_om	competing_measure_metadata	source_payload
NCT00668148	ewing's sarcoma/pnet	2	2|6	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om2:Percentage of Participants With Complete Response (CR) or Partial Response (PR)  | tf=Baseline to measured PD (up to 105.4 weeks) | pop=Enrolled participants who received any quanti | NUMBER/percentage of participant || om6:Percentage of Participants With Best Overall Response [Clinical Benefit Rate (CB | tf=Baseline through study completion (up to 105. | pop=Enrolled participants who received any quanti | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00668148	leiomyosarcoma	2	2|6	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om2:Percentage of Participants With Complete Response (CR) or Partial Response (PR)  | tf=Baseline to measured PD (up to 105.4 weeks) | pop=Enrolled participants who received any quanti | NUMBER/percentage of participant || om6:Percentage of Participants With Best Overall Response [Clinical Benefit Rate (CB | tf=Baseline through study completion (up to 105. | pop=Enrolled participants who received any quanti | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00668148	rhabdomyosarcoma	2	2|6	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om2:Percentage of Participants With Complete Response (CR) or Partial Response (PR)  | tf=Baseline to measured PD (up to 105.4 weeks) | pop=Enrolled participants who received any quanti | NUMBER/percentage of participant || om6:Percentage of Participants With Best Overall Response [Clinical Benefit Rate (CB | tf=Baseline through study completion (up to 105. | pop=Enrolled participants who received any quanti | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00668148	synovial sarcoma	2	2|6	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om2:Percentage of Participants With Complete Response (CR) or Partial Response (PR)  | tf=Baseline to measured PD (up to 105.4 weeks) | pop=Enrolled participants who received any quanti | NUMBER/percentage of participant || om6:Percentage of Participants With Best Overall Response [Clinical Benefit Rate (CB | tf=Baseline through study completion (up to 105. | pop=Enrolled participants who received any quanti | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00668148	total	2	2|6	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om2:Percentage of Participants With Complete Response (CR) or Partial Response (PR)  | tf=Baseline to measured PD (up to 105.4 weeks) | pop=Enrolled participants who received any quanti | NUMBER/percentage of participant || om6:Percentage of Participants With Best Overall Response [Clinical Benefit Rate (CB | tf=Baseline through study completion (up to 105. | pop=Enrolled participants who received any quanti | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00676663	exemestane 25 mg + entinostat 5 mg	2	1|2	1	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om1:Objective Response Rate (ORR) | tf=From date of randomization to discontinuation | pop=Full Analysis Set included all randomized par | NUMBER/percentage of participant || om2:Clinical Benefit Rate (CBR) | tf=From date of randomization to discontinuation | pop=Full Analysis Set included all randomized par | NUMBER/percentage of participant	ctg_placebo_onc_1999_2009.txt
NCT00676663	exemestane 25 mg + placebo	2	1|2	1	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;timeFrame	no (smallest index already the ORR-concept measure)		om1:Objective Response Rate (ORR) | tf=From date of randomization to discontinuation | pop=Full Analysis Set included all randomized par | NUMBER/percentage of participant || om2:Clinical Benefit Rate (CBR) | tf=From date of randomization to discontinuation | pop=Full Analysis Set included all randomized par | NUMBER/percentage of participant	ctg_placebo_onc_1999_2009.txt
NCT00689936	lenalidomide and dexamethasone rd18	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om3:Percentage of Participants With an Objective Response Based on IRAC Review | tf=Disease response was assessed every 28 days u | pop=ITT population includes all participants who  | NUMBER/percentage of participant || om4:Percentage of Participants With an Objective Response Based on Investigator Asse | tf=Disease response was assessed every 28 days u | pop=ITT population includes all participants who  | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00689936	lenalidomide and low-dose dexamethasone (rd)	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om3:Percentage of Participants With an Objective Response Based on IRAC Review | tf=Disease response was assessed every 28 days u | pop=ITT population includes all participants who  | NUMBER/percentage of participant || om4:Percentage of Participants With an Objective Response Based on Investigator Asse | tf=Disease response was assessed every 28 days u | pop=ITT population includes all participants who  | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00689936	melphalan + prednisone + thalidomide (mpt)	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om3:Percentage of Participants With an Objective Response Based on IRAC Review | tf=Disease response was assessed every 28 days u | pop=ITT population includes all participants who  | NUMBER/percentage of participant || om4:Percentage of Participants With an Objective Response Based on Investigator Asse | tf=Disease response was assessed every 28 days u | pop=ITT population includes all participants who  | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00705016	cetuximab+5-fu+cisplatin	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om2:Best Overall Response (BOR) Rate | tf=Evaluations will be performed every 6 weeks u | pop=ITT population included all participants who  | NUMBER/percentage of participant || om3:Disease Control Rate | tf=Evaluations will be performed every 6 weeks u | pop=ITT population included all participants who  | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00705016	cilengitide 2000 mg once weekly+cetuximab+5-fu+cisplatin	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om2:Best Overall Response (BOR) Rate | tf=Evaluations will be performed every 6 weeks u | pop=ITT population included all participants who  | NUMBER/percentage of participant || om3:Disease Control Rate | tf=Evaluations will be performed every 6 weeks u | pop=ITT population included all participants who  | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00705016	cilengitide 2000 mg twice weekly+cetuximab+5-fu+cisplatin	2	2|3	2	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om2:Best Overall Response (BOR) Rate | tf=Evaluations will be performed every 6 weeks u | pop=ITT population included all participants who  | NUMBER/percentage of participant || om3:Disease Control Rate | tf=Evaluations will be performed every 6 weeks u | pop=ITT population included all participants who  | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00721513	tpfchemotherapy + concomitant cetuximab & rt	2	1|2	1	BASIS_EXISTS	C_ASSESSMENT_CRITERIA	assessment_criteria	indeterminate (basis exists; no preregistered direction for this field)		om1:Objective Response Rate | tf=up to 2 years | pop= | COUNT_OF_PARTICIPANTS/Participants || om2:Best Overall Response Rate | tf=up to 2 years | pop= | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_1999_2009.txt
NCT00728949	imc-a12 (cixutumumab)	2	1|3	1	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;populationDescription	no (smallest index already the ORR-concept measure)		om1:Percentage of Participants With Complete Response (CR) and Partial Response (PR) | tf=Randomization to PD up to 35.1 Months | pop=Intent-to-treat (ITT) population: All randomi | NUMBER/percentage of participant || om3:Percentage of Participants With Complete Response (CR) and Partial Response (PR) | tf=Randomization to PD up to 35.1 Months | pop=Intent-to-treat (ITT) population: All randomi | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00728949	imc-a12 (cixutumumab) + antiestrogen therapy	2	1|3	1	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;populationDescription	no (smallest index already the ORR-concept measure)		om1:Percentage of Participants With Complete Response (CR) and Partial Response (PR) | tf=Randomization to PD up to 35.1 Months | pop=Intent-to-treat (ITT) population: All randomi | NUMBER/percentage of participant || om3:Percentage of Participants With Complete Response (CR) and Partial Response (PR) | tf=Randomization to PD up to 35.1 Months | pop=Intent-to-treat (ITT) population: All randomi | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00753675	arm a vandetanib 300 mg	2	1|2	1	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om1:Objective Tumor Response Rate (CR+PR), | tf=up to 1032 days | pop=ITT | NUMBER/Participants || om2:Disease Control Rate (CR+PR+SD) | tf=up to 1032 days | pop=ITT | NUMBER/Partecipants	ctg_placebo_onc_1999_2009.txt
NCT00753675	arm b vandetanib 100mg + gemcitab	2	1|2	1	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om1:Objective Tumor Response Rate (CR+PR), | tf=up to 1032 days | pop=ITT | NUMBER/Participants || om2:Disease Control Rate (CR+PR+SD) | tf=up to 1032 days | pop=ITT | NUMBER/Partecipants	ctg_placebo_onc_1999_2009.txt
NCT00753675	arm c placebo+ gemcitabine	2	1|2	1	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria;paramType/unitOfMeasure	no (smallest index already the ORR-concept measure)		om1:Objective Tumor Response Rate (CR+PR), | tf=up to 1032 days | pop=ITT | NUMBER/Participants || om2:Disease Control Rate (CR+PR+SD) | tf=up to 1032 days | pop=ITT | NUMBER/Partecipants	ctg_placebo_onc_1999_2009.txt
NCT00789373	pemetrexed + cisplatin followed by placebo	2	8|9	8	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om8:Percentage of Participants With Objective Tumor Response (Response Rate) During  | tf=Baseline to date of measured progressive dise | pop=All randomized participants | NUMBER/percentage of participant || om9:Percentage of Participants With Independently-Assessed Objective Tumor Response  | tf=Date of randomization to date of measured PD  | pop=All randomized participants | NUMBER/percentage of participant	ctg_placebo_onc_1999_2009.txt
NCT00804856	phase i schedule a. volasertib 150 mg+ldac	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om3:Best Overall Response | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants || om4:Phase I: Number of Patients With Objective Response: Complete Remission or Compl | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_1999_2009.txt
NCT00804856	phase i schedule a. volasertib 200 mg+ldac	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om3:Best Overall Response | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants || om4:Phase I: Number of Patients With Objective Response: Complete Remission or Compl | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_1999_2009.txt
NCT00804856	phase i schedule a. volasertib 250 mg+ldac	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om3:Best Overall Response | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants || om4:Phase I: Number of Patients With Objective Response: Complete Remission or Compl | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_1999_2009.txt
NCT00804856	phase i schedule a. volasertib 300 mg+ldac	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om3:Best Overall Response | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants || om4:Phase I: Number of Patients With Objective Response: Complete Remission or Compl | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_1999_2009.txt
NCT00804856	phase i schedule a. volasertib 350 mg+ldac	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om3:Best Overall Response | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants || om4:Phase I: Number of Patients With Objective Response: Complete Remission or Compl | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_1999_2009.txt
NCT00804856	phase i schedule a. volasertib 400 mg+ldac	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om3:Best Overall Response | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants || om4:Phase I: Number of Patients With Objective Response: Complete Remission or Compl | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_1999_2009.txt
NCT00804856	phase i schedule b. volasertib 150 mg	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om3:Best Overall Response | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants || om4:Phase I: Number of Patients With Objective Response: Complete Remission or Compl | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_1999_2009.txt
NCT00804856	phase i schedule b. volasertib 200 mg	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om3:Best Overall Response | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants || om4:Phase I: Number of Patients With Objective Response: Complete Remission or Compl | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_1999_2009.txt
NCT00804856	phase i schedule b. volasertib 350 mg	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om3:Best Overall Response | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants || om4:Phase I: Number of Patients With Objective Response: Complete Remission or Compl | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_1999_2009.txt
NCT00804856	phase i schedule b. volasertib 400 mg	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om3:Best Overall Response | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants || om4:Phase I: Number of Patients With Objective Response: Complete Remission or Compl | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_1999_2009.txt
NCT00804856	phase i schedule b. volasertib 450 mg	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om3:Best Overall Response | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants || om4:Phase I: Number of Patients With Objective Response: Complete Remission or Compl | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_1999_2009.txt
NCT00804856	phase i schedule b. volasertib 500 mg	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om3:Best Overall Response | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants || om4:Phase I: Number of Patients With Objective Response: Complete Remission or Compl | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_1999_2009.txt
NCT00804856	phase i schedule b. volasertib 550 mg	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om3:Best Overall Response | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants || om4:Phase I: Number of Patients With Objective Response: Complete Remission or Compl | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_1999_2009.txt
NCT00804856	total phase i combined. schedule a	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om3:Best Overall Response | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants || om4:Phase I: Number of Patients With Objective Response: Complete Remission or Compl | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_1999_2009.txt
NCT00804856	total phase i combined. schedule b	2	3|4	3	BASIS_EXISTS	B_TIMEFRAME	timeFrame;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om3:Best Overall Response | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants || om4:Phase I: Number of Patients With Objective Response: Complete Remission or Compl | tf=The best overall response recorded during the | pop=Treated Set-phase I part: Treated Set was def | COUNT_OF_PARTICIPANTS/Participants	ctg_results_bor_1999_2009.txt
NCT00806156	mitt population	2	1|17	1	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria	no (smallest index already the ORR-concept measure)		om1:Secondary: Best Overall Response by Gynecologic Cancer Intergroup (GCIG) Criteri | tf=Every 6 weeks (± 5 days) from Cycle 1, Day 1  | pop=Received at least one dose of study treatment | NUMBER/Percentage of Patients || om17:Secondary: Clinical Benefit Rate: MITT Population | tf=Every 6 weeks (± 5 days) from Cycle 1, Day 1  | pop=Received at least one dose of study treatment | NUMBER/Percentage of Patients	ctg_results_bor_1999_2009.txt
NCT00806156	nktr-102 q14d	2	1|17	1	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria	no (smallest index already the ORR-concept measure)		om1:Secondary: Best Overall Response by Gynecologic Cancer Intergroup (GCIG) Criteri | tf=Every 6 weeks (± 5 days) from Cycle 1, Day 1  | pop=Received at least one dose of study treatment | NUMBER/Percentage of Patients || om17:Secondary: Clinical Benefit Rate: MITT Population | tf=Every 6 weeks (± 5 days) from Cycle 1, Day 1  | pop=Received at least one dose of study treatment | NUMBER/Percentage of Patients	ctg_results_bor_1999_2009.txt
NCT00806156	platinum-refractory population	2	3|19	3	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria	no (smallest index already the ORR-concept measure)		om3:Secondary: Best Overall Response by GCIG Criteria: Platinum-Refractory Populatio | tf=Every 6 weeks (± 5 days) from Cycle 1, Day 1  | pop=Received at least one dose of study treatment | NUMBER/Percentage of Patients || om19:Secondary: Clinical Benefit Rate: Platinum-Refractory Population | tf=Every 6 weeks (± 5 days) from Cycle 1, Day 1  | pop=Received at least one dose of study treatment | NUMBER/Percentage of Patients	ctg_results_bor_1999_2009.txt
NCT00806156	prior pld population	2	4|20	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title;assessment_criteria	no (smallest index already the ORR-concept measure)		om4:Secondary: Best Overall Response by GCIG Criteria: Prior PLD Therapy Population | tf=Every 6 weeks (± 5 days) from Cycle 1, Day 1  | pop=Received at least one dose of study treatment | NUMBER/Percentage of Patients || om20:Secondary: Clinical Benefit Rate: Prior PLD Therapy Population | tf=Every 6 weeks (± 5 days) from Cycle 1, Day 1  | pop=Received at least one dose of study treatment | NUMBER/Percentage of Patients	ctg_results_bor_1999_2009.txt
NCT00827359	treatment	2	2|3	2	BASIS_EXISTS	B_TIMEFRAME	timeFrame;assessment_criteria;populationDescription	indeterminate (basis exists; no preregistered direction for this field)		om2:Best Overall Response Rate | tf=Evaluated while on treatment. Up to 36 months | pop= | NUMBER/percentage of participant || om3:Best Overall Response by PI3K-AKT-MTOR Mutation | tf=Evaluated while on treatment. Up to 36 months | pop=Participants were classified as either "mutat | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00838539	neratinib 120 mg + temsirolimus	2	4|6	4	BASIS_EXISTS	D_POPULATION	populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om4:Best Overall Response | tf=From first dose date to progression/death or  | pop=Subjects who completed at least 1 tumor asses | COUNT_OF_PARTICIPANTS/Participants || om6:Objective Response Rate | tf=From first dose date to progression/death or  | pop=Subjects who completed at least 1 tumor asses | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00838539	neratinib 160 mg + temsirolimus	2	4|6	4	BASIS_EXISTS	D_POPULATION	populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om4:Best Overall Response | tf=From first dose date to progression/death or  | pop=Subjects who completed at least 1 tumor asses | COUNT_OF_PARTICIPANTS/Participants || om6:Objective Response Rate | tf=From first dose date to progression/death or  | pop=Subjects who completed at least 1 tumor asses | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00838539	neratinib 200 mg + temsirolimus	2	4|6	4	BASIS_EXISTS	D_POPULATION	populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om4:Best Overall Response | tf=From first dose date to progression/death or  | pop=Subjects who completed at least 1 tumor asses | COUNT_OF_PARTICIPANTS/Participants || om6:Objective Response Rate | tf=From first dose date to progression/death or  | pop=Subjects who completed at least 1 tumor asses | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00838539	neratinib 240 mg + temsirolimus	2	4|6	4	BASIS_EXISTS	D_POPULATION	populationDescription;paramType/unitOfMeasure	indeterminate (basis exists; no preregistered direction for this field)		om4:Best Overall Response | tf=From first dose date to progression/death or  | pop=Subjects who completed at least 1 tumor asses | COUNT_OF_PARTICIPANTS/Participants || om6:Objective Response Rate | tf=From first dose date to progression/death or  | pop=Subjects who completed at least 1 tumor asses | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00839332	phase 2: gemcitabine	2	7|8	7	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om7:Phase 2: Overall Response Rate | tf=Phase 2: Baseline to measured progressive dis | pop=Phase 2 participants who were randomized. | NUMBER/percentage of participant || om8:Phase 2: Clinical Benefit Rate | tf=Phase 2: Baseline to measured progressive dis | pop=Phase 2 participants who were randomized. | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00839332	phase 2: ly2603618 + gemcitabine	2	7|8	7	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om7:Phase 2: Overall Response Rate | tf=Phase 2: Baseline to measured progressive dis | pop=Phase 2 participants who were randomized. | NUMBER/percentage of participant || om8:Phase 2: Clinical Benefit Rate | tf=Phase 2: Baseline to measured progressive dis | pop=Phase 2 participants who were randomized. | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00876395	everolimus + paclitaxel + trastuzumab	2	4|6	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om4:Overall Response Rate (ORR) - Full Population | tf=up to about 23 months | pop=The Full Analysis Set (FAS) consists of all r | NUMBER/Percentage of participant || om6:Clinical Benefit Rate (CBR) Equal to or Greater Than 24 Weeks - Full Population | tf=up to about 23 months | pop=The Full Analysis Set (FAS) consists of all r | NUMBER/Percentage of participant	ctg_placebo_onc_1999_2009.txt
NCT00876395	placebo + paclitaxel + trastuzumab	2	4|6	4	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om4:Overall Response Rate (ORR) - Full Population | tf=up to about 23 months | pop=The Full Analysis Set (FAS) consists of all r | NUMBER/Percentage of participant || om6:Clinical Benefit Rate (CBR) Equal to or Greater Than 24 Weeks - Full Population | tf=up to about 23 months | pop=The Full Analysis Set (FAS) consists of all r | NUMBER/Percentage of participant	ctg_placebo_onc_1999_2009.txt
NCT00883779	erlotinib	2	5|6	5	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	yes (under an endpoint-concept preference for ORR over DCR/CBR/other)	6	om5:Non-Progression Rate: Percentage of Participants With a Confirmed Best Overall R | tf=Randomization until PD or death (assessed at  | pop=FAS population. | NUMBER/percentage of participant || om6:Objective Response Rate: Percentage of Participants With a Confirmed Best Overal | tf=Randomization until PD or death (assessed at  | pop=FAS population. | NUMBER/percentage of participant	ctg_placebo_onc_1999_2009.txt
NCT00883779	placebo	2	5|6	5	BASIS_EXISTS	E_TITLE_SUBSTANTIVE	title	yes (under an endpoint-concept preference for ORR over DCR/CBR/other)	6	om5:Non-Progression Rate: Percentage of Participants With a Confirmed Best Overall R | tf=Randomization until PD or death (assessed at  | pop=FAS population. | NUMBER/percentage of participant || om6:Objective Response Rate: Percentage of Participants With a Confirmed Best Overal | tf=Randomization until PD or death (assessed at  | pop=FAS population. | NUMBER/percentage of participant	ctg_placebo_onc_1999_2009.txt
NCT00885755	group a: trastuzumab+taxane /capecitabine (6 weeks)	2	11|12	11	BASIS_EXISTS	B_TIMEFRAME	timeFrame	indeterminate (basis exists; no preregistered direction for this field)		om11:Part I: Percentage of Participants With a Best Overall Response (BOR) of Complet | tf=End of first 2 Cycles (Weeks 3 and 6), every  | pop=PP population; n = number of participants wit | NUMBER/percentage of participant || om12:Part II: Percentage of Participants With a Best Overall Response of CR, PR, SD o | tf=End of first 2 Cycles (Weeks 3 and 6), every  | pop=PP population; n = number of participants wit | NUMBER/percentage of participant	ctg_results_bor_1999_2009.txt
NCT00886782	bms-863233 100 mg	2	15|16	15	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om15:Objective Response Rate (ORR) | tf=From first dose up to 14 months | pop=All treated participants | NUMBER/Perentage of participants || om16:Disease Control Rate (DCR) | tf=From first dose up to 14 months | pop=All treated participants | NUMBER/Perentage of participants	ctg_results_bor_1999_2009.txt
NCT00886782	bms-863233 25 mg	2	15|16	15	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om15:Objective Response Rate (ORR) | tf=From first dose up to 14 months | pop=All treated participants | NUMBER/Perentage of participants || om16:Disease Control Rate (DCR) | tf=From first dose up to 14 months | pop=All treated participants | NUMBER/Perentage of participants	ctg_results_bor_1999_2009.txt
NCT00886782	bms-863233 50 mg	2	15|16	15	BASIS_EXISTS	A_DIFFERENT_ENDPOINT	title	no (smallest index already the ORR-concept measure)		om15:Objective Response Rate (ORR) | tf=From first dose up to 14 months | pop=All treated participants | NUMBER/Perentage of participants || om16:Disease Control Rate (DCR) | tf=From first dose up to 14 months | pop=All treated participants | NUMBER/Perentage of participants	ctg_results_bor_1999_2009.txt
