nct	group_norm	payload	results_group_id	om_type	participants_denom	n_competing	om_indices	constructs	assessment_criteria	classification	distinguishing_fields	selected_om_index	selected_title	would_change_selection	alternative_if_construct_rule_added	competing_titles	competing_timeframes	competing_population_descriptions	competing_paramtypes	competing_units	notes
NCT03779113	dose expansion stage: cll-post btk	ctg_results_bor_2018_2021	OG002	PRIMARY	7	2	4;5	CR_RATE;CBR	none;none	BASIS_EXISTS	construct=CR_RATE|CBR	4	Dose Expansion Stage: Complete Response Rate	UNDETERMINED(no ORR-type candidate)		Dose Expansion Stage: Complete Response Rate ||| Dose Expansion Stage: Clinical Benefit Rate (CBR)	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months	The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment. ||| The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment.	NUMBER;NUMBER	percentage of patients;percentage of patients	
NCT03779113	dose expansion stage: fl	ctg_results_bor_2018_2021	OG003	PRIMARY	2	2	4;5	CR_RATE;CBR	none;none	BASIS_EXISTS	construct=CR_RATE|CBR	4	Dose Expansion Stage: Complete Response Rate	UNDETERMINED(no ORR-type candidate)		Dose Expansion Stage: Complete Response Rate ||| Dose Expansion Stage: Clinical Benefit Rate (CBR)	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months	The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment. ||| The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment.	NUMBER;NUMBER	percentage of patients;percentage of patients	
NCT03779113	dose expansion stage: mzl	ctg_results_bor_2018_2021	OG004	PRIMARY	1	2	4;5	CR_RATE;CBR	none;none	BASIS_EXISTS	construct=CR_RATE|CBR	4	Dose Expansion Stage: Complete Response Rate	UNDETERMINED(no ORR-type candidate)		Dose Expansion Stage: Complete Response Rate ||| Dose Expansion Stage: Clinical Benefit Rate (CBR)	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months	The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment. ||| The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment.	NUMBER;NUMBER	percentage of patients;percentage of patients	
NCT03779113	dose expansion stage: lpl/wm	ctg_results_bor_2018_2021	OG005	PRIMARY	1	2	4;5	CR_RATE;CBR	none;none	BASIS_EXISTS	construct=CR_RATE|CBR	4	Dose Expansion Stage: Complete Response Rate	UNDETERMINED(no ORR-type candidate)		Dose Expansion Stage: Complete Response Rate ||| Dose Expansion Stage: Clinical Benefit Rate (CBR)	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months	The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment. ||| The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment.	NUMBER;NUMBER	percentage of patients;percentage of patients	
NCT03779113	dose expansion stage: mcl	ctg_results_bor_2018_2021	OG006	PRIMARY	1	2	4;5	CR_RATE;CBR	none;none	BASIS_EXISTS	construct=CR_RATE|CBR	4	Dose Expansion Stage: Complete Response Rate	UNDETERMINED(no ORR-type candidate)		Dose Expansion Stage: Complete Response Rate ||| Dose Expansion Stage: Clinical Benefit Rate (CBR)	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months	The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment. ||| The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment.	NUMBER;NUMBER	percentage of patients;percentage of patients	
NCT03779113	dose expansion stage: ptcl	ctg_results_bor_2018_2021	OG007	PRIMARY	8	2	4;5	CR_RATE;CBR	none;none	BASIS_EXISTS	construct=CR_RATE|CBR	4	Dose Expansion Stage: Complete Response Rate	UNDETERMINED(no ORR-type candidate)		Dose Expansion Stage: Complete Response Rate ||| Dose Expansion Stage: Clinical Benefit Rate (CBR)	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months	The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment. ||| The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment.	NUMBER;NUMBER	percentage of patients;percentage of patients	
NCT03779113	dose escalation stage: hmpl-523 100 mg qd	ctg_results_bor_2018_2021	OG000	SECONDARY	4	3	20;21;22	ORR;CR_RATE;CBR	none;none;none	BASIS_EXISTS	construct=ORR|CR_RATE|CBR	20	Dose Escalation Stage: Objective Response Rate	NO		Dose Escalation Stage: Objective Response Rate ||| Dose Escalation Stage: Complete Response Rate ||| Dose Escalation Stage: Clinical Benefit Rate	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months	The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment. ||| The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment. ||| The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment.	NUMBER;NUMBER;NUMBER	percentage of patients;percentage of patients;percentage of patients	
NCT03779113	dose escalation stage: hmpl-523 200 mg qd	ctg_results_bor_2018_2021	OG001	SECONDARY	3	3	20;21;22	ORR;CR_RATE;CBR	none;none;none	BASIS_EXISTS	construct=ORR|CR_RATE|CBR	20	Dose Escalation Stage: Objective Response Rate	NO		Dose Escalation Stage: Objective Response Rate ||| Dose Escalation Stage: Complete Response Rate ||| Dose Escalation Stage: Clinical Benefit Rate	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months	The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment. ||| The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment. ||| The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment.	NUMBER;NUMBER;NUMBER	percentage of patients;percentage of patients;percentage of patients	
NCT03779113	dose escalation stage: hmpl-523 400 mg qd	ctg_results_bor_2018_2021	OG002	SECONDARY	2	3	20;21;22	ORR;CR_RATE;CBR	none;none;none	BASIS_EXISTS	construct=ORR|CR_RATE|CBR	20	Dose Escalation Stage: Objective Response Rate	NO		Dose Escalation Stage: Objective Response Rate ||| Dose Escalation Stage: Complete Response Rate ||| Dose Escalation Stage: Clinical Benefit Rate	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months	The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment. ||| The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment. ||| The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment.	NUMBER;NUMBER;NUMBER	percentage of patients;percentage of patients;percentage of patients	
NCT03779113	dose escalation stage: hmpl-523 600 mg qd	ctg_results_bor_2018_2021	OG003	SECONDARY	3	3	20;21;22	ORR;CR_RATE;CBR	none;none;none	BASIS_EXISTS	construct=ORR|CR_RATE|CBR	20	Dose Escalation Stage: Objective Response Rate	NO		Dose Escalation Stage: Objective Response Rate ||| Dose Escalation Stage: Complete Response Rate ||| Dose Escalation Stage: Clinical Benefit Rate	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months	The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment. ||| The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment. ||| The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment.	NUMBER;NUMBER;NUMBER	percentage of patients;percentage of patients;percentage of patients	
NCT03779113	dose escalation stage: hmpl-523 700 mg qd	ctg_results_bor_2018_2021	OG004	SECONDARY	3	3	20;21;22	ORR;CR_RATE;CBR	none;none;none	BASIS_EXISTS	construct=ORR|CR_RATE|CBR	20	Dose Escalation Stage: Objective Response Rate	NO		Dose Escalation Stage: Objective Response Rate ||| Dose Escalation Stage: Complete Response Rate ||| Dose Escalation Stage: Clinical Benefit Rate	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months	The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment. ||| The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment. ||| The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment.	NUMBER;NUMBER;NUMBER	percentage of patients;percentage of patients;percentage of patients	
NCT03779113	dose escalation stage: hmpl-523 800 mg qd	ctg_results_bor_2018_2021	OG005	SECONDARY	4	3	20;21;22	ORR;CR_RATE;CBR	none;none;none	BASIS_EXISTS	construct=ORR|CR_RATE|CBR	20	Dose Escalation Stage: Objective Response Rate	NO		Dose Escalation Stage: Objective Response Rate ||| Dose Escalation Stage: Complete Response Rate ||| Dose Escalation Stage: Clinical Benefit Rate	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months ||| Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-7 days) thereafter until first progression, initiation of new anticancer therapy or death. Approximately 42 months	The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment. ||| The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment. ||| The RES included all patients who received at least 1 dose of HMPL-523, had a baseline tumor measurement, and had at least 1 post-baseline tumor measurement or clinical restaging, unless death occurred before the first post-baseline assessment.	NUMBER;NUMBER;NUMBER	percentage of patients;percentage of patients;percentage of patients	
NCT03713593	lenvatinib + pembrolizumab	ctg_results_bor_2018_2021	OG000	SECONDARY	395	2	2;7	ORR;ORR	RECIST1.1;mRECIST	BASIS_EXISTS	assessmentCriteria=RECIST1.1|mRECIST	2	Objective Response Rate (ORR) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1)	DEPENDS(no preregistered ordering for this field)		Objective Response Rate (ORR) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) ||| Objective Response Rate (ORR) Per Modified Response Evaluation Criteria in Solid Tumors (mRECIST)	Up to approximately 41 months ||| Up to approximately 41 months	The analysis population consisted of all randomized participants. Participants were analyzed in the treatment group to which they were randomized. ||| The analysis population consisted of all randomized participants. Participants were analyzed in the treatment group to which they were randomized.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03713593	lenvatinib + placebo	ctg_results_bor_2018_2021	OG001	SECONDARY	399	2	2;7	ORR;ORR	RECIST1.1;mRECIST	BASIS_EXISTS	assessmentCriteria=RECIST1.1|mRECIST	2	Objective Response Rate (ORR) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1)	DEPENDS(no preregistered ordering for this field)		Objective Response Rate (ORR) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) ||| Objective Response Rate (ORR) Per Modified Response Evaluation Criteria in Solid Tumors (mRECIST)	Up to approximately 41 months ||| Up to approximately 41 months	The analysis population consisted of all randomized participants. Participants were analyzed in the treatment group to which they were randomized. ||| The analysis population consisted of all randomized participants. Participants were analyzed in the treatment group to which they were randomized.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT04082364	trastuzumab and chemotherapy arm	ctg_results_bor_2018_2021	OG001	SECONDARY	8	2	4;5	DCR;ORR	none;RECIST1.1	BASIS_EXISTS	construct=DCR|ORR; assessmentCriteria=none|RECIST1.1; populationDescription; unitOfMeasure=percent of participants|percent of participants with cr+pr	4	Disease Control Rate	YES	om 5: ORR for Cohort B	Disease Control Rate ||| ORR for Cohort B	Throughout the study, an average of 11 months. ||| Throughout the study, an average of 11 months.	All participants in Cohort A and B who received at least one dose of study treatment and had baseline radiographic tumor assessment. ||| All participants in Cohort B who received at least one dose of study treatment and had baseline radiographic tumor assessment.	NUMBER;NUMBER	percent of participants;percent of participants with cr+pr	
NCT04082364	margetuximab, retifanlimab, and chemotherapy arm	ctg_results_bor_2018_2021	OG002	SECONDARY	9	2	4;5	DCR;ORR	none;RECIST1.1	BASIS_EXISTS	construct=DCR|ORR; assessmentCriteria=none|RECIST1.1; populationDescription; unitOfMeasure=percent of participants|percent of participants with cr+pr	4	Disease Control Rate	YES	om 5: ORR for Cohort B	Disease Control Rate ||| ORR for Cohort B	Throughout the study, an average of 11 months. ||| Throughout the study, an average of 11 months.	All participants in Cohort A and B who received at least one dose of study treatment and had baseline radiographic tumor assessment. ||| All participants in Cohort B who received at least one dose of study treatment and had baseline radiographic tumor assessment.	NUMBER;NUMBER	percent of participants;percent of participants with cr+pr	
NCT04082364	margetuximab, tebotelimab and chemotherapy arm	ctg_results_bor_2018_2021	OG003	SECONDARY	6	2	4;5	DCR;ORR	none;RECIST1.1	BASIS_EXISTS	construct=DCR|ORR; assessmentCriteria=none|RECIST1.1; populationDescription; unitOfMeasure=percent of participants|percent of participants with cr+pr	4	Disease Control Rate	YES	om 5: ORR for Cohort B	Disease Control Rate ||| ORR for Cohort B	Throughout the study, an average of 11 months. ||| Throughout the study, an average of 11 months.	All participants in Cohort A and B who received at least one dose of study treatment and had baseline radiographic tumor assessment. ||| All participants in Cohort B who received at least one dose of study treatment and had baseline radiographic tumor assessment.	NUMBER;NUMBER	percent of participants;percent of participants with cr+pr	
NCT04082364	margetuximab and chemotherapy arm	ctg_results_bor_2018_2021	OG004	SECONDARY	10	2	4;5	DCR;ORR	none;RECIST1.1	BASIS_EXISTS	construct=DCR|ORR; assessmentCriteria=none|RECIST1.1; populationDescription; unitOfMeasure=percent of participants|percent of participants with cr+pr	4	Disease Control Rate	YES	om 5: ORR for Cohort B	Disease Control Rate ||| ORR for Cohort B	Throughout the study, an average of 11 months. ||| Throughout the study, an average of 11 months.	All participants in Cohort A and B who received at least one dose of study treatment and had baseline radiographic tumor assessment. ||| All participants in Cohort B who received at least one dose of study treatment and had baseline radiographic tumor assessment.	NUMBER;NUMBER	percent of participants;percent of participants with cr+pr	
NCT03911869	safety lead-in phase: encorafenib 300 mg bid + binimetinib 45 mg bid	ctg_results_bor_2018_2021	OG000	SECONDARY	10	2	9;10	RESPONSE_RATE_UNQUALIFIED;RESPONSE_RATE_UNQUALIFIED	RECIST1.1;RECIST1.1+mRECIST	BASIS_EXISTS	assessmentCriteria=RECIST1.1|RECIST1.1+mRECIST	9	Extracranial Response Rate Based on RECIST v1.1: SLI Phase and Phase 2	DEPENDS(no preregistered ordering for this field)		Extracranial Response Rate Based on RECIST v1.1: SLI Phase and Phase 2 ||| Global Response Rate: SLI Phase and Phase 2	From date of first dose until disease progression, death due to any cause or subsequent therapy initiation, whichever occurred first in SLI Phase (approximately up to 10.4 months) and Phase 2 (approximately up to 8.3 months) ||| From date of first dose until disease progression, death due to any cause or subsequent therapy initiation, whichever occurred first in SLI Phase (approximately up to 10.4 months) and Phase 2 (approximately up to 8.3 months)	The safety set included all participants who received at least 1 dose of any study drug. ||| The safety set included all participants who received at least 1 dose of any study drug.	NUMBER;NUMBER	percentage of participants;percentage of participants	
NCT03829501	alomfilimab 0.8 mg	ctg_results_bor_2018_2021	OG000	SECONDARY	4	3	6;9;11	BOR_DISTRIBUTION;ORR;ORR	RECIST1.1;RECIST1.1+iRECIST;RECIST1.1	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|ORR; assessmentCriteria=RECIST1.1|RECIST1.1+iRECIST|RECIST1.1; timeFrame; populationDescription; unitOfMeasure=participants|percentage of participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER|NUMBER	6	Best Overall Response (BOR) Per RECIST 1.1	YES	om 9: ORR Per iRECIST	Best Overall Response (BOR) Per RECIST 1.1 ||| ORR Per iRECIST ||| Phase 1: ORR Per RECIST 1.1	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively ||| From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively ||| From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 weeks	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received. ||| Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received. The number of participants analyzed is inclusive of those with measurable disease at baseline only for the purpose of evaluating ORR. ||| Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received. Inclusive of participants with measurable disease at baseline only.	COUNT_OF_PARTICIPANTS;NUMBER;NUMBER	participants;percentage of participants;percentage of participants	
NCT03829501	alomfilimab 2.4 mg	ctg_results_bor_2018_2021	OG001	SECONDARY	5	3	6;9;11	BOR_DISTRIBUTION;ORR;ORR	RECIST1.1;RECIST1.1+iRECIST;RECIST1.1	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|ORR; assessmentCriteria=RECIST1.1|RECIST1.1+iRECIST|RECIST1.1; timeFrame; populationDescription; unitOfMeasure=participants|percentage of participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER|NUMBER	6	Best Overall Response (BOR) Per RECIST 1.1	YES	om 9: ORR Per iRECIST	Best Overall Response (BOR) Per RECIST 1.1 ||| ORR Per iRECIST ||| Phase 1: ORR Per RECIST 1.1	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively ||| From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively ||| From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 weeks	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received. ||| Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received. The number of participants analyzed is inclusive of those with measurable disease at baseline only for the purpose of evaluating ORR. ||| Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received. Inclusive of participants with measurable disease at baseline only.	COUNT_OF_PARTICIPANTS;NUMBER;NUMBER	participants;percentage of participants;percentage of participants	
NCT03829501	alomfilimab 24 mg	ctg_results_bor_2018_2021	OG003	SECONDARY	8	3	6;9;11	BOR_DISTRIBUTION;ORR;ORR	RECIST1.1;RECIST1.1+iRECIST;RECIST1.1	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|ORR; assessmentCriteria=RECIST1.1|RECIST1.1+iRECIST|RECIST1.1; timeFrame; populationDescription; unitOfMeasure=participants|percentage of participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER|NUMBER	6	Best Overall Response (BOR) Per RECIST 1.1	YES	om 9: ORR Per iRECIST	Best Overall Response (BOR) Per RECIST 1.1 ||| ORR Per iRECIST ||| Phase 1: ORR Per RECIST 1.1	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively ||| From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively ||| From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 weeks	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received. ||| Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received. The number of participants analyzed is inclusive of those with measurable disease at baseline only for the purpose of evaluating ORR. ||| Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received. Inclusive of participants with measurable disease at baseline only.	COUNT_OF_PARTICIPANTS;NUMBER;NUMBER	participants;percentage of participants;percentage of participants	
NCT03829501	alomfilimab 80 mg	ctg_results_bor_2018_2021	OG004	SECONDARY	7	3	6;9;11	BOR_DISTRIBUTION;ORR;ORR	RECIST1.1;RECIST1.1+iRECIST;RECIST1.1	BASIS_EXISTS	construct=BOR_DISTRIBUTION|ORR|ORR; assessmentCriteria=RECIST1.1|RECIST1.1+iRECIST|RECIST1.1; timeFrame; populationDescription; unitOfMeasure=participants|percentage of participants|percentage of participants; paramType=COUNT_OF_PARTICIPANTS|NUMBER|NUMBER	6	Best Overall Response (BOR) Per RECIST 1.1	YES	om 9: ORR Per iRECIST	Best Overall Response (BOR) Per RECIST 1.1 ||| ORR Per iRECIST ||| Phase 1: ORR Per RECIST 1.1	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively ||| From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively ||| From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 weeks	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received. ||| Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received. The number of participants analyzed is inclusive of those with measurable disease at baseline only for the purpose of evaluating ORR. ||| Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received. Inclusive of participants with measurable disease at baseline only.	COUNT_OF_PARTICIPANTS;NUMBER;NUMBER	participants;percentage of participants;percentage of participants	
