nct	payload	payload_line	om_index	om_title	group_id	group_title	n_arms_registered	job3_arm_match_quality	job3_registry_arm_label	job3_registry_arm_type	job3_control_status	recovered_arm_index	recovered_arm_label	recovered_arm_type	join_field	join_class	control_status_implied	contradiction_flag	note	source_pointer
NCT01325207	ctg_results_bor_2010_2013.txt	163	1	Best Response to IT Trastuzumab: Radiological, Cytological and Clinical in Treatment With Intrathecal Trastuzumab for Patients With Leptomeningeal Metastases in HER2+ Breast Cancer.	OG000	Treatment With Trastuzumab	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	intravenous trastuzumab infusions	EXPERIMENTAL	armGroups cardinality = 1, so the single registered arm is the only armGroupType available	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		CAVEAT: armGroups[0].label/description say INTRAVENOUS trastuzumab while both results groups say INTRATHECAL; arm TYPE is determinate by cardinality but the arm text is not usable as group-level evidence	ctg_results_bor_2010_2013.txt line 163 | NCT01325207 | outcomeMeasures[1] | group OG000
NCT01327612	ctg_results_bor_2010_2013.txt	102	5	Best Overall Response	OG000	20050118: Ganitumab 20 mg/kg	4	NONE			UNKNOWN	2	Ganitumab Monotherapy	EXPERIMENTAL	armGroups[2].interventionNames drug set equals the group's drug set, and armGroups[2].description schedule (Q2W/Q3W/Q4W) is consistent with the group description	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		group titles are prefixed by the parent-protocol number (e.g. '20050118:'), which is what defeated Job 3's label match	ctg_results_bor_2010_2013.txt line 102 | NCT01327612 | outcomeMeasures[5] | group OG000
NCT01327612	ctg_results_bor_2010_2013.txt	102	5	Best Overall Response	OG001	20050171: Conatumumab 0.45 mg/kg	4	NONE			UNKNOWN	0	Conatumumab Monotherapy	EXPERIMENTAL	armGroups[0].interventionNames drug set equals the group's drug set, and armGroups[0].description schedule (Q2W/Q3W/Q4W) is consistent with the group description	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		group titles are prefixed by the parent-protocol number (e.g. '20050118:'), which is what defeated Job 3's label match	ctg_results_bor_2010_2013.txt line 102 | NCT01327612 | outcomeMeasures[5] | group OG001
NCT01327612	ctg_results_bor_2010_2013.txt	102	5	Best Overall Response	OG002	20060295: Conatumumab 3 mg/kg	4	NONE			UNKNOWN	0	Conatumumab Monotherapy	EXPERIMENTAL	armGroups[0].interventionNames drug set equals the group's drug set, and armGroups[0].description schedule (Q2W/Q3W/Q4W) is consistent with the group description	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		group titles are prefixed by the parent-protocol number (e.g. '20050118:'), which is what defeated Job 3's label match	ctg_results_bor_2010_2013.txt line 102 | NCT01327612 | outcomeMeasures[5] | group OG002
NCT01327612	ctg_results_bor_2010_2013.txt	102	5	Best Overall Response	OG003	20060340: Conatumumab 5 mg/kg	4	NONE			UNKNOWN	0	Conatumumab Monotherapy	EXPERIMENTAL	armGroups[0].interventionNames drug set equals the group's drug set, and armGroups[0].description schedule (Q2W/Q3W/Q4W) is consistent with the group description	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		group titles are prefixed by the parent-protocol number (e.g. '20050118:'), which is what defeated Job 3's label match	ctg_results_bor_2010_2013.txt line 102 | NCT01327612 | outcomeMeasures[5] | group OG003
NCT01327612	ctg_results_bor_2010_2013.txt	102	5	Best Overall Response	OG005	20060464: Conatumumab 10 mg/kg + mFOLFOX6 ± Bevacizumab	4	NONE			UNKNOWN	3	Conatumumab + mFOLFOX6 ± Bevacizumab	EXPERIMENTAL	armGroups[3].interventionNames drug set equals the group's drug set, and armGroups[3].description schedule (Q2W/Q3W/Q4W) is consistent with the group description	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		group titles are prefixed by the parent-protocol number (e.g. '20050118:'), which is what defeated Job 3's label match	ctg_results_bor_2010_2013.txt line 102 | NCT01327612 | outcomeMeasures[5] | group OG005
NCT01327612	ctg_results_bor_2010_2013.txt	102	5	Best Overall Response	OG004	20060464: Conatumumab 2 mg/kg + mFOLFOX6 + Bevacizumab	4	NONE			UNKNOWN	3	Conatumumab + mFOLFOX6 ± Bevacizumab	EXPERIMENTAL	armGroups[3].interventionNames drug set equals the group's drug set, and armGroups[3].description schedule (Q2W/Q3W/Q4W) is consistent with the group description	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		group titles are prefixed by the parent-protocol number (e.g. '20050118:'), which is what defeated Job 3's label match	ctg_results_bor_2010_2013.txt line 102 | NCT01327612 | outcomeMeasures[5] | group OG004
NCT01327612	ctg_results_bor_2010_2013.txt	102	5	Best Overall Response	OG006	20070411: Conatumumab 15 mg/kg + Ganitumab 18 mg/kg	4	NONE			UNKNOWN	1	Conatumumab + Ganitumab	EXPERIMENTAL	armGroups[1].interventionNames drug set equals the group's drug set, and armGroups[1].description schedule (Q2W/Q3W/Q4W) is consistent with the group description	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		group titles are prefixed by the parent-protocol number (e.g. '20050118:'), which is what defeated Job 3's label match	ctg_results_bor_2010_2013.txt line 102 | NCT01327612 | outcomeMeasures[5] | group OG006
NCT01403948	ctg_results_bor_2010_2013.txt	44	3	Best Overall Response Based on All Assessment	OG000	BI 836826 1 mg iv (Caucasian Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[3] | group OG000
NCT01403948	ctg_results_bor_2010_2013.txt	44	3	Best Overall Response Based on All Assessment	OG006	BI 836826 100 mg iv (Caucasian Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[3] | group OG006
NCT01403948	ctg_results_bor_2010_2013.txt	44	3	Best Overall Response Based on All Assessment	OG007	BI 836826 100 mg iv (Korean Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[3] | group OG007
NCT01403948	ctg_results_bor_2010_2013.txt	44	3	Best Overall Response Based on All Assessment	OG008	BI 836826 150 mg iv (Caucasian Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[3] | group OG008
NCT01403948	ctg_results_bor_2010_2013.txt	44	3	Best Overall Response Based on All Assessment	OG009	BI 836826 200 mg iv (Caucasian Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[3] | group OG009
NCT01403948	ctg_results_bor_2010_2013.txt	44	3	Best Overall Response Based on All Assessment	OG003	BI 836826 25 mg iv (Caucasian Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[3] | group OG003
NCT01403948	ctg_results_bor_2010_2013.txt	44	3	Best Overall Response Based on All Assessment	OG001	BI 836826 3 mg iv (Caucasian Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[3] | group OG001
NCT01403948	ctg_results_bor_2010_2013.txt	44	3	Best Overall Response Based on All Assessment	OG004	BI 836826 50 mg iv (Caucasian Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[3] | group OG004
NCT01403948	ctg_results_bor_2010_2013.txt	44	3	Best Overall Response Based on All Assessment	OG005	BI 836826 50mg iv (Korean Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[3] | group OG005
NCT01403948	ctg_results_bor_2010_2013.txt	44	3	Best Overall Response Based on All Assessment	OG002	BI 836826 9 mg iv (Caucasian Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[3] | group OG002
NCT01403948	ctg_results_bor_2010_2013.txt	44	4	Best Overall Response Based on Imaging Data	OG000	BI 836826 1 mg iv (Caucasian Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[4] | group OG000
NCT01403948	ctg_results_bor_2010_2013.txt	44	4	Best Overall Response Based on Imaging Data	OG006	BI 836826 100 mg iv (Caucasian Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[4] | group OG006
NCT01403948	ctg_results_bor_2010_2013.txt	44	4	Best Overall Response Based on Imaging Data	OG007	BI 836826 100 mg iv (Korean Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[4] | group OG007
NCT01403948	ctg_results_bor_2010_2013.txt	44	4	Best Overall Response Based on Imaging Data	OG008	BI 836826 150 mg iv (Caucasian Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[4] | group OG008
NCT01403948	ctg_results_bor_2010_2013.txt	44	4	Best Overall Response Based on Imaging Data	OG009	BI 836826 200 mg iv (Caucasian Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[4] | group OG009
NCT01403948	ctg_results_bor_2010_2013.txt	44	4	Best Overall Response Based on Imaging Data	OG003	BI 836826 25 mg iv (Caucasian Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[4] | group OG003
NCT01403948	ctg_results_bor_2010_2013.txt	44	4	Best Overall Response Based on Imaging Data	OG001	BI 836826 3 mg iv (Caucasian Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[4] | group OG001
NCT01403948	ctg_results_bor_2010_2013.txt	44	4	Best Overall Response Based on Imaging Data	OG004	BI 836826 50 mg iv (Caucasian Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[4] | group OG004
NCT01403948	ctg_results_bor_2010_2013.txt	44	4	Best Overall Response Based on Imaging Data	OG005	BI 836826 50mg iv (Korean Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[4] | group OG005
NCT01403948	ctg_results_bor_2010_2013.txt	44	4	Best Overall Response Based on Imaging Data	OG002	BI 836826 9 mg iv (Caucasian Patients)	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Patients with relapsed or refractory NHL	EXPERIMENTAL	armGroups[0].description population phrase 'relapsed or refractory non-Hodgkin lymphoma of B cell origin' recurs verbatim (casefold) in every group description; armGroups[0].interventionNames 'Drug: BI 836826' is the group-title drug; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		20 dose/ethnicity groups collapse onto the single registered arm	ctg_results_bor_2010_2013.txt line 44 | NCT01403948 | outcomeMeasures[4] | group OG002
NCT01562028	ctg_results_bor_2010_2013.txt	367	3	Objective Response	OG001	T790M Negative	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Erlotinib plus bevacizumab	EXPERIMENTAL	armGroups[0].description regimen ('Bevacizumab: 15 mg/kg i.v. on day 1 of each 3-week cycle; Erlotinib: 150 mg p.o., daily') is reproduced in the group description; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		T790M+/- are biomarker subgroups of the one registered arm, not separate arms	ctg_results_bor_2010_2013.txt line 367 | NCT01562028 | outcomeMeasures[3] | group OG001
NCT01562028	ctg_results_bor_2010_2013.txt	367	3	Objective Response	OG000	T790M Positive	1	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	0	Erlotinib plus bevacizumab	EXPERIMENTAL	armGroups[0].description regimen ('Bevacizumab: 15 mg/kg i.v. on day 1 of each 3-week cycle; Erlotinib: 150 mg p.o., daily') is reproduced in the group description; armGroups cardinality = 1	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)		T790M+/- are biomarker subgroups of the one registered arm, not separate arms	ctg_results_bor_2010_2013.txt line 367 | NCT01562028 | outcomeMeasures[3] | group OG000
NCT01648764	ctg_results_bor_1999_2009.txt	140	5	Number of Participants With Best Overall Response (BOR)	OG006	100 mg LY - Arm A Dose Escalation	2	NONE			UNKNOWN	0	LY2334737 - Arm A	EXPERIMENTAL	group_title contains the token 'Arm A' matching armGroups[0].label 'LY2334737 - Arm A', AND armGroups[0].description dosing schedule is reproduced verbatim in the group description	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)			ctg_results_bor_1999_2009.txt line 140 | NCT01648764 | outcomeMeasures[5] | group OG006
NCT01648764	ctg_results_bor_1999_2009.txt	140	5	Number of Participants With Best Overall Response (BOR)	OG000	40 mg LY - Arm A Dose Escalation	2	NONE			UNKNOWN	0	LY2334737 - Arm A	EXPERIMENTAL	group_title contains the token 'Arm A' matching armGroups[0].label 'LY2334737 - Arm A', AND armGroups[0].description dosing schedule is reproduced verbatim in the group description	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)			ctg_results_bor_1999_2009.txt line 140 | NCT01648764 | outcomeMeasures[5] | group OG000
NCT01648764	ctg_results_bor_1999_2009.txt	140	5	Number of Participants With Best Overall Response (BOR)	OG007	40 mg LY - Arm B Dose Escalation	2	NONE			UNKNOWN	1	LY2334737 - Arm B	EXPERIMENTAL	group_title contains the token 'Arm B' matching armGroups[1].label 'LY2334737 - Arm B', AND armGroups[1].description dosing schedule is reproduced verbatim in the group description	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)			ctg_results_bor_1999_2009.txt line 140 | NCT01648764 | outcomeMeasures[5] | group OG007
NCT01648764	ctg_results_bor_1999_2009.txt	140	5	Number of Participants With Best Overall Response (BOR)	OG001	50 mg LY - Arm A Dose Escalation	2	NONE			UNKNOWN	0	LY2334737 - Arm A	EXPERIMENTAL	group_title contains the token 'Arm A' matching armGroups[0].label 'LY2334737 - Arm A', AND armGroups[0].description dosing schedule is reproduced verbatim in the group description	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)			ctg_results_bor_1999_2009.txt line 140 | NCT01648764 | outcomeMeasures[5] | group OG001
NCT01648764	ctg_results_bor_1999_2009.txt	140	5	Number of Participants With Best Overall Response (BOR)	OG008	50 mg LY - Arm B Dose Escalation	2	NONE			UNKNOWN	1	LY2334737 - Arm B	EXPERIMENTAL	group_title contains the token 'Arm B' matching armGroups[1].label 'LY2334737 - Arm B', AND armGroups[1].description dosing schedule is reproduced verbatim in the group description	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)			ctg_results_bor_1999_2009.txt line 140 | NCT01648764 | outcomeMeasures[5] | group OG008
NCT01648764	ctg_results_bor_1999_2009.txt	140	5	Number of Participants With Best Overall Response (BOR)	OG002	60 mg LY - Arm A Dose Escalation	2	NONE			UNKNOWN	0	LY2334737 - Arm A	EXPERIMENTAL	group_title contains the token 'Arm A' matching armGroups[0].label 'LY2334737 - Arm A', AND armGroups[0].description dosing schedule is reproduced verbatim in the group description	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)			ctg_results_bor_1999_2009.txt line 140 | NCT01648764 | outcomeMeasures[5] | group OG002
NCT01648764	ctg_results_bor_1999_2009.txt	140	5	Number of Participants With Best Overall Response (BOR)	OG009	60 mg LY - Arm B Dose Escalation	2	NONE			UNKNOWN	1	LY2334737 - Arm B	EXPERIMENTAL	group_title contains the token 'Arm B' matching armGroups[1].label 'LY2334737 - Arm B', AND armGroups[1].description dosing schedule is reproduced verbatim in the group description	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)			ctg_results_bor_1999_2009.txt line 140 | NCT01648764 | outcomeMeasures[5] | group OG009
NCT01648764	ctg_results_bor_1999_2009.txt	140	5	Number of Participants With Best Overall Response (BOR)	OG003	70 mg LY - Arm A Dose Escalation	2	NONE			UNKNOWN	0	LY2334737 - Arm A	EXPERIMENTAL	group_title contains the token 'Arm A' matching armGroups[0].label 'LY2334737 - Arm A', AND armGroups[0].description dosing schedule is reproduced verbatim in the group description	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)			ctg_results_bor_1999_2009.txt line 140 | NCT01648764 | outcomeMeasures[5] | group OG003
NCT01648764	ctg_results_bor_1999_2009.txt	140	5	Number of Participants With Best Overall Response (BOR)	OG010	70 mg LY - Arm B Dose Escalation	2	NONE			UNKNOWN	1	LY2334737 - Arm B	EXPERIMENTAL	group_title contains the token 'Arm B' matching armGroups[1].label 'LY2334737 - Arm B', AND armGroups[1].description dosing schedule is reproduced verbatim in the group description	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)			ctg_results_bor_1999_2009.txt line 140 | NCT01648764 | outcomeMeasures[5] | group OG010
NCT01648764	ctg_results_bor_1999_2009.txt	140	5	Number of Participants With Best Overall Response (BOR)	OG004	80 mg LY - Arm A Dose Escalation	2	NONE			UNKNOWN	0	LY2334737 - Arm A	EXPERIMENTAL	group_title contains the token 'Arm A' matching armGroups[0].label 'LY2334737 - Arm A', AND armGroups[0].description dosing schedule is reproduced verbatim in the group description	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)			ctg_results_bor_1999_2009.txt line 140 | NCT01648764 | outcomeMeasures[5] | group OG004
NCT01648764	ctg_results_bor_1999_2009.txt	140	5	Number of Participants With Best Overall Response (BOR)	OG011	80 mg LY - Arm B Dose Escalation	2	NONE			UNKNOWN	1	LY2334737 - Arm B	EXPERIMENTAL	group_title contains the token 'Arm B' matching armGroups[1].label 'LY2334737 - Arm B', AND armGroups[1].description dosing schedule is reproduced verbatim in the group description	JOIN_RECOVERABLE	NOT_CONTROL (all joined arms registered EXPERIMENTAL; no comparator arm type registered in this trial)			ctg_results_bor_1999_2009.txt line 140 | NCT01648764 | outcomeMeasures[5] | group OG011
