nct	group_norm	group_title_source	results_group_id	payload	n_candidates	outcome_indices	selected_index	outcome_type	participants_denominator	classification	primary_basis	all_bases	distinguishing_field	values_by_index	titles_by_index	reported_cells_differ	would_change_selection	would_change_to_index
NCT02624986	dlbcl non-bridging: idasanutlin 200 mg + obinutuzumab 1000 mg	DLBCL Non-Bridging: Idasanutlin 200 mg + Obinutuzumab 1000 mg	6:OG002,8:OG002	ctg_results_bor_2014_2017.txt	2	6,8	6	SECONDARY	0	BASIS_EXISTS	MODALITY	MODALITY	title+description (imaging modality)	[6] PET || [8] CT_ALONE	[6] Percentage of Participants With Objective Response at the End of Induction, Determined by the IRC on the Basis… || [8] Percentage of Participants With Objective Response at the End of Induction, Determined by an IRC on the Basis …	False	NOT_DETERMINED	
NCT02624986	fl bridging: idasanutlin 150 mg + obinutuzumab 1000 mg	FL Bridging: Idasanutlin 150 mg + Obinutuzumab 1000 mg	6:OG007,8:OG007	ctg_results_bor_2014_2017.txt	2	6,8	6	SECONDARY	0	BASIS_EXISTS	MODALITY	MODALITY	title+description (imaging modality)	[6] PET || [8] CT_ALONE	[6] Percentage of Participants With Objective Response at the End of Induction, Determined by the IRC on the Basis… || [8] Percentage of Participants With Objective Response at the End of Induction, Determined by an IRC on the Basis …	False	NOT_DETERMINED	
NCT02624986	fl non-bridging: idasanutlin 100 mg + obinutuzumab 1000 mg	FL Non-Bridging: Idasanutlin 100 mg + Obinutuzumab 1000 mg	6:OG005,8:OG005	ctg_results_bor_2014_2017.txt	2	6,8	6	SECONDARY	0	BASIS_EXISTS	MODALITY	MODALITY	title+description (imaging modality)	[6] PET || [8] CT_ALONE	[6] Percentage of Participants With Objective Response at the End of Induction, Determined by the IRC on the Basis… || [8] Percentage of Participants With Objective Response at the End of Induction, Determined by an IRC on the Basis …	False	NOT_DETERMINED	
NCT02624986	fl non-bridging: idasanutlin 150 mg + obinutuzumab 1000 mg	FL Non-Bridging: Idasanutlin 150 mg + Obinutuzumab 1000 mg	6:OG006,8:OG006	ctg_results_bor_2014_2017.txt	2	6,8	6	SECONDARY	0	BASIS_EXISTS	MODALITY	MODALITY	title+description (imaging modality)	[6] PET || [8] CT_ALONE	[6] Percentage of Participants With Objective Response at the End of Induction, Determined by the IRC on the Basis… || [8] Percentage of Participants With Objective Response at the End of Induction, Determined by an IRC on the Basis …	False	NOT_DETERMINED	
NCT02625610	avelumab	Avelumab	2:OG001,3:OG001	ctg_results_bor_2014_2017.txt	2	2,3	2	SECONDARY	249	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|PARAM_UNIT|STRUCTURE	title (endpoint construct named)	[2] BOR || [3] ORR	[2] Best Overall Response (BOR) by Investigator Assessment || [3] Objective Response Rate (ORR) by Investigator Assessment	True	YES	3
NCT02625610	chemotherapy + best supportive care (bsc)	Chemotherapy + Best Supportive Care (BSC)	2:OG000,3:OG000	ctg_results_bor_2014_2017.txt	2	2,3	2	SECONDARY	250	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|PARAM_UNIT|STRUCTURE	title (endpoint construct named)	[2] BOR || [3] ORR	[2] Best Overall Response (BOR) by Investigator Assessment || [3] Objective Response Rate (ORR) by Investigator Assessment	True	YES	3
NCT02626000	talimogene laherparepvec + pembrolizumab	Talimogene Laherparepvec + Pembrolizumab	1:OG000,2:OG000,5:OG000	ctg_results_bor_2014_2017.txt	3	1,2,5	1	SECONDARY	32	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|RESPONSE_DEPTH	title (endpoint construct named)	[1] ORR || [2] ORR || [5] DCR	[1] Objective Response Rate || [2] Complete Response Rate || [5] Disease Control Rate	True	NOT_DETERMINED	
NCT02626455	phase 3: copa+r-b/r-chop	Phase 3: Copa+R-B/R-CHOP	4:OG000,8:OG000	ctg_placebo_onc_2014_2017.txt	2	4,8	4	SECONDARY	262	BASIS_EXISTS	RESPONSE_DEPTH	RESPONSE_DEPTH|TIME_FRAME	title/description (response-depth threshold)	[4] FULL || [8] CR	[4] Phase 3: Objective Tumor Response Rate (ORR)-Independent Central Review || [8] Phase 3: Complete Tumor Response Rate (CRR)-Independent Central Review	True	NOT_DETERMINED	
NCT02626455	phase 3: pbo+r-b/r-chop	Phase 3: Pbo+R-B/R-CHOP	4:OG001,8:OG001	ctg_placebo_onc_2014_2017.txt	2	4,8	4	SECONDARY	262	BASIS_EXISTS	RESPONSE_DEPTH	RESPONSE_DEPTH|TIME_FRAME	title/description (response-depth threshold)	[4] FULL || [8] CR	[4] Phase 3: Objective Tumor Response Rate (ORR)-Independent Central Review || [8] Phase 3: Complete Tumor Response Rate (CRR)-Independent Central Review	True	NOT_DETERMINED	
NCT02631577	atezolizumab-g-lena 15mg	Atezolizumab-G-lena 15mg	3:OG000,4:OG000	ctg_results_bor_2014_2017.txt	2	3,4	3	SECONDARY	0	BASIS_EXISTS	MODALITY	MODALITY	title+description (imaging modality)	[3] PET || [4] CT_ALONE	[3] Percentage of Participants With Objective Response (CR or PR) at EOI as Determined by the IRC and Investigator… || [4] Percentage of Participants With Objective Response (CR or PR) at EOI as Determined by the IRC and Investigator…	False	NOT_DETERMINED	
NCT02631577	atezolizumab-g-lena 20mg	Atezolizumab-G-lena 20mg	3:OG001,4:OG001	ctg_results_bor_2014_2017.txt	2	3,4	3	SECONDARY	32	BASIS_EXISTS	MODALITY	MODALITY|STRUCTURE	title+description (imaging modality)	[3] PET || [4] CT_ALONE	[3] Percentage of Participants With Objective Response (CR or PR) at EOI as Determined by the IRC and Investigator… || [4] Percentage of Participants With Objective Response (CR or PR) at EOI as Determined by the IRC and Investigator…	True	NOT_DETERMINED	
NCT02639182	ags-16c3f	AGS-16C3F	2:OG000,5:OG000	ctg_results_bor_2014_2017.txt	2	2,5	2	SECONDARY	67	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|TIME_FRAME	title (endpoint construct named)	[2] ORR || [5] DCR	[2] Objective Response Rate (ORR) Based on the Investigator's Radiographic Assessment || [5] Disease Control Rate (DCR) Based on the Investigator's Radiographic Assessment	True	NOT_DETERMINED	
NCT02639182	axitinib	Axitinib	2:OG001,5:OG001	ctg_results_bor_2014_2017.txt	2	2,5	2	SECONDARY	66	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|TIME_FRAME	title (endpoint construct named)	[2] ORR || [5] DCR	[2] Objective Response Rate (ORR) Based on the Investigator's Radiographic Assessment || [5] Disease Control Rate (DCR) Based on the Investigator's Radiographic Assessment	True	NOT_DETERMINED	
NCT02651987	midgut net cohort	Midgut NET Cohort	4:OG001,5:OG001,6:OG001	ctg_results_bor_2014_2017.txt	3	4,5,6	4	SECONDARY	51	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|TIME_FRAME|STRUCTURE	title (endpoint construct named)	[4] ORR || [5] DCR || [6] ORR	[4] Objective Response Rate (ORR) || [5] Disease Control Rate (DCR) || [6] Best Overall Response Rate	True	NOT_DETERMINED	
NCT02651987	pannet cohort	PanNET Cohort	4:OG000,5:OG000,6:OG000	ctg_results_bor_2014_2017.txt	3	4,5,6	4	SECONDARY	48	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|TIME_FRAME|STRUCTURE	title (endpoint construct named)	[4] ORR || [5] DCR || [6] ORR	[4] Objective Response Rate (ORR) || [5] Disease Control Rate (DCR) || [6] Best Overall Response Rate	True	NOT_DETERMINED	
NCT02658084	phase 2: t-dm1 + rp2d vinorelbine	Phase 2: T-DM1 + RP2D Vinorelbine	3:OG000,5:OG000	ctg_results_bor_2014_2017.txt	2	3,5	3	SECONDARY	0	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|TIME_FRAME	title (endpoint construct named)	[3] CBR || [5] ORR	[3] Phase 2 - Clinical Benefit Rate (CBR) || [5] Phase 2 - Objective Response Rate (ORR)	False	YES	5
NCT02660034	part b: dose expansion phase - arm 1a	Part B: Dose Expansion Phase - Arm 1a	2:OG000,5:OG000,6:OG000	ctg_results_bor_2014_2017.txt	3	2,5,6	2	PRIMARY	23	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT	title (endpoint construct named)	[2] ORR || [5] DCR || [6] CBR	[2] Part B: Objective Response Rate (ORR) || [5] Part B: Disease Control Rate (DCR) || [6] Part B: Clinical Benefit Rate (CBR)	True	NOT_DETERMINED	
NCT02660034	part b: dose expansion phase - arm 1b	Part B: Dose Expansion Phase - Arm 1b	2:OG001,5:OG001,6:OG001	ctg_results_bor_2014_2017.txt	3	2,5,6	2	PRIMARY	23	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT	title (endpoint construct named)	[2] ORR || [5] DCR || [6] CBR	[2] Part B: Objective Response Rate (ORR) || [5] Part B: Disease Control Rate (DCR) || [6] Part B: Clinical Benefit Rate (CBR)	True	NOT_DETERMINED	
NCT02660034	part b: dose expansion phase - arm 2	Part B: Dose Expansion Phase - Arm 2	2:OG002,5:OG002,6:OG002	ctg_results_bor_2014_2017.txt	3	2,5,6	2	PRIMARY	19	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT	title (endpoint construct named)	[2] ORR || [5] DCR || [6] CBR	[2] Part B: Objective Response Rate (ORR) || [5] Part B: Disease Control Rate (DCR) || [6] Part B: Clinical Benefit Rate (CBR)	True	NOT_DETERMINED	
NCT02660034	part b: dose expansion phase - arm 3	Part B: Dose Expansion Phase - Arm 3	2:OG003,5:OG003,6:OG003	ctg_results_bor_2014_2017.txt	3	2,5,6	2	PRIMARY	20	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT	title (endpoint construct named)	[2] ORR || [5] DCR || [6] CBR	[2] Part B: Objective Response Rate (ORR) || [5] Part B: Disease Control Rate (DCR) || [6] Part B: Clinical Benefit Rate (CBR)	True	NOT_DETERMINED	
NCT02660034	part b: dose expansion phase - arm 4	Part B: Dose Expansion Phase - Arm 4	2:OG004,5:OG004,6:OG004	ctg_results_bor_2014_2017.txt	3	2,5,6	2	PRIMARY	23	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT	title (endpoint construct named)	[2] ORR || [5] DCR || [6] CBR	[2] Part B: Objective Response Rate (ORR) || [5] Part B: Disease Control Rate (DCR) || [6] Part B: Clinical Benefit Rate (CBR)	True	NOT_DETERMINED	
NCT02660034	part b: dose expansion phase - arm 5	Part B: Dose Expansion Phase - Arm 5	2:OG005,5:OG005,6:OG005	ctg_results_bor_2014_2017.txt	3	2,5,6	2	PRIMARY	20	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT	title (endpoint construct named)	[2] ORR || [5] DCR || [6] CBR	[2] Part B: Objective Response Rate (ORR) || [5] Part B: Disease Control Rate (DCR) || [6] Part B: Clinical Benefit Rate (CBR)	True	NOT_DETERMINED	
NCT02660034	part b: dose expansion phase - arm 6	Part B: Dose Expansion Phase - Arm 6	2:OG006,5:OG006,6:OG006	ctg_results_bor_2014_2017.txt	3	2,5,6	2	PRIMARY	21	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT	title (endpoint construct named)	[2] ORR || [5] DCR || [6] CBR	[2] Part B: Objective Response Rate (ORR) || [5] Part B: Disease Control Rate (DCR) || [6] Part B: Clinical Benefit Rate (CBR)	True	NOT_DETERMINED	
NCT02660034	part b: dose expansion phase - arm 7	Part B: Dose Expansion Phase - Arm 7	2:OG007,5:OG007,6:OG007	ctg_results_bor_2014_2017.txt	3	2,5,6	2	PRIMARY	21	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT	title (endpoint construct named)	[2] ORR || [5] DCR || [6] CBR	[2] Part B: Objective Response Rate (ORR) || [5] Part B: Disease Control Rate (DCR) || [6] Part B: Clinical Benefit Rate (CBR)	True	NOT_DETERMINED	
NCT02660034	part b: dose expansion phase - arm 8	Part B: Dose Expansion Phase - Arm 8	2:OG008,5:OG008,6:OG008	ctg_results_bor_2014_2017.txt	3	2,5,6	2	PRIMARY	10	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT	title (endpoint construct named)	[2] ORR || [5] DCR || [6] CBR	[2] Part B: Objective Response Rate (ORR) || [5] Part B: Disease Control Rate (DCR) || [6] Part B: Clinical Benefit Rate (CBR)	True	NOT_DETERMINED	
NCT02667886	x4p-001 200 mg bid with axitinib	X4P-001 200 mg BID With Axitinib	1:OG000,2:OG000,4:OG000	ctg_results_bor_2014_2017.txt	3	1,2,4	1	SECONDARY	3	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|ASSESSMENT_CRITERIA|PARAM_UNIT|POPULATION|TIME_FRAME	title (endpoint construct named)	[1] ORR || [2] ORR || [4] DCR	[1] Parts A and B: Objective Response Rate (ORR), as Assessed Using Response Evaluation Criteria in Solid Tumors (… || [2] Parts A and B: Time to Objective Response, as Assessed Using RECIST v1.1 || [4] Parts A and B: Disease Control Rate (DCR), as Assessed Using RECIST v1.1	True	NOT_DETERMINED	
NCT02667886	x4p-001 400 mg qd with axitinib	X4P-001 400 mg QD With Axitinib	1:OG001,2:OG001,4:OG001	ctg_results_bor_2014_2017.txt	3	1,2,4	1	SECONDARY	59	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|ASSESSMENT_CRITERIA|PARAM_UNIT|POPULATION|TIME_FRAME	title (endpoint construct named)	[1] ORR || [2] ORR || [4] DCR	[1] Parts A and B: Objective Response Rate (ORR), as Assessed Using Response Evaluation Criteria in Solid Tumors (… || [2] Parts A and B: Time to Objective Response, as Assessed Using RECIST v1.1 || [4] Parts A and B: Disease Control Rate (DCR), as Assessed Using RECIST v1.1	True	NOT_DETERMINED	
NCT02675231	150 mg abemaciclib + 8 mg/kg trastuzumab	150 mg Abemaciclib + 8 mg/kg Trastuzumab	4:OG001,6:OG001,7:OG001	ctg_results_bor_2014_2017.txt	3	4,6,7	4	SECONDARY	79	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|ASSESSMENT_CRITERIA|TIME_FRAME	title (endpoint construct named)	[4] ORR || [6] DCR || [7] CBR	[4] Percentage of Participants Achieving Complete Response (CR) or Partial Response (PR): Objective Response Rate … || [6] Percentage of Participants With a Best Overall Response of CR, PR, or Stable Disease (SD): Disease Control Rat… || [7] Percentage of Participants With Best Overall Response of CR, PR, or SD With Duration of SD for at Least 6 Mont…	True	NOT_DETERMINED	
NCT02675231	150 mg abemaciclib + 8 mg/kg trastuzumab + 500 mg fulvestrant	150 mg Abemaciclib + 8 mg/kg Trastuzumab + 500 mg Fulvestrant	4:OG000,6:OG000,7:OG000	ctg_results_bor_2014_2017.txt	3	4,6,7	4	SECONDARY	79	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|ASSESSMENT_CRITERIA|TIME_FRAME	title (endpoint construct named)	[4] ORR || [6] DCR || [7] CBR	[4] Percentage of Participants Achieving Complete Response (CR) or Partial Response (PR): Objective Response Rate … || [6] Percentage of Participants With a Best Overall Response of CR, PR, or Stable Disease (SD): Disease Control Rat… || [7] Percentage of Participants With Best Overall Response of CR, PR, or SD With Duration of SD for at Least 6 Mont…	True	NOT_DETERMINED	
NCT02675231	8 mg/kg trastuzumab + standard of care chemotherapy	8 mg/kg Trastuzumab + Standard of Care Chemotherapy	4:OG002,6:OG002,7:OG002	ctg_results_bor_2014_2017.txt	3	4,6,7	4	SECONDARY	79	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|ASSESSMENT_CRITERIA|TIME_FRAME	title (endpoint construct named)	[4] ORR || [6] DCR || [7] CBR	[4] Percentage of Participants Achieving Complete Response (CR) or Partial Response (PR): Objective Response Rate … || [6] Percentage of Participants With a Best Overall Response of CR, PR, or Stable Disease (SD): Disease Control Rat… || [7] Percentage of Participants With Best Overall Response of CR, PR, or SD With Duration of SD for at Least 6 Mont…	True	NOT_DETERMINED	
NCT02678780	neuroendocrine tumors of gastrointestinal tract	Neuroendocrine Tumors of Gastrointestinal Tract	0:OG001,1:OG001	ctg_results_bor_2014_2017.txt	2	0,1	0	PRIMARY	55	BASIS_EXISTS	PARAM_UNIT	PARAM_UNIT|STRUCTURE	paramType / unitOfMeasure	[0] COUNT_OF_PARTICIPANTS/Participants || [1] NUMBER/percentage of participants with response	[0] Best Response Rate by Response Evaluation Criteria In Solid Tumors (RECIST) v1.1 Upon Central Radiologic Asses… || [1] Overall Response Rate (ORR) by RECIST v 1.1 Upon Central Radiologic Assessment	True	NOT_DETERMINED	
NCT02678780	neuroendocrine tumors of the pancreas	Neuroendocrine Tumors of the Pancreas	0:OG000,1:OG000	ctg_results_bor_2014_2017.txt	2	0,1	0	PRIMARY	52	BASIS_EXISTS	PARAM_UNIT	PARAM_UNIT|STRUCTURE	paramType / unitOfMeasure	[0] COUNT_OF_PARTICIPANTS/Participants || [1] NUMBER/percentage of participants with response	[0] Best Response Rate by Response Evaluation Criteria In Solid Tumors (RECIST) v1.1 Upon Central Radiologic Asses… || [1] Overall Response Rate (ORR) by RECIST v 1.1 Upon Central Radiologic Assessment	True	NOT_DETERMINED	
NCT02711553	8 mg/kg ramucirumab + 25 mg/m2 cisplatin + 1000 mg/m2 gemcitabine	8 mg/kg Ramucirumab + 25 mg/m² Cisplatin + 1000 mg/m² Gemcitabine	2:OG000,3:OG000	ctg_placebo_onc_2014_2017.txt	2	2,3	2	SECONDARY	106	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|ASSESSMENT_CRITERIA	title (endpoint construct named)	[2] ORR || [3] DCR	[2] Percentage of Participants With a Best Overall Response of Complete Response (CR) or Partial Response (PR): Ob… || [3] Percentage of Participants With a Best Overall Response of CR, PR, or Stable Disease (SD): Disease Control Rat…	True	NOT_DETERMINED	
NCT02711553	80 mg merestinib + 25 mg/m2 cisplatin + 1000 mg/m2 gemcitabine	80 mg Merestinib + 25 mg/m² Cisplatin + 1000 mg/m² Gemcitabine	2:OG001,3:OG001	ctg_placebo_onc_2014_2017.txt	2	2,3	2	SECONDARY	102	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|ASSESSMENT_CRITERIA	title (endpoint construct named)	[2] ORR || [3] DCR	[2] Percentage of Participants With a Best Overall Response of Complete Response (CR) or Partial Response (PR): Ob… || [3] Percentage of Participants With a Best Overall Response of CR, PR, or Stable Disease (SD): Disease Control Rat…	True	NOT_DETERMINED	
NCT02711553	pooled placebo	Pooled Placebo	2:OG002,3:OG002	ctg_placebo_onc_2014_2017.txt	2	2,3	2	SECONDARY	101	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|ASSESSMENT_CRITERIA	title (endpoint construct named)	[2] ORR || [3] DCR	[2] Percentage of Participants With a Best Overall Response of Complete Response (CR) or Partial Response (PR): Ob… || [3] Percentage of Participants With a Best Overall Response of CR, PR, or Stable Disease (SD): Disease Control Rat…	True	NOT_DETERMINED	
NCT02712905	group a: incb059872 monotherapy; 3 mg qod	Group A: INCB059872 Monotherapy; 3 mg QOD	3:OG002,4:OG002	ctg_results_bor_2014_2017.txt	2	3,4	3	SECONDARY	0	BASIS_EXISTS	POPULATION	POPULATION|TIME_FRAME	populationDescription	[3] Full Analysis Set. Only participants with AML who received monotherapy were analyzed. The … || [4] Full Analysis Set. Only participants with MDS who received monotherapy were analyzed. The …	[3] ORR for Altering the Natural History of the Disease in Participants With Acute Myeloid Leukemia (AML) Who Rece… || [4] ORR for Altering the Natural History of the Disease in Participants With Myelodysplastic Syndrome (MDS) Who Re…	False	NOT_DETERMINED	
NCT02712905	group b: incb059872 monotherapy; 1 mg qd	Group B: INCB059872 Monotherapy; 1 mg QD	3:OG006,4:OG006	ctg_results_bor_2014_2017.txt	2	3,4	3	SECONDARY	0	BASIS_EXISTS	POPULATION	POPULATION|TIME_FRAME	populationDescription	[3] Full Analysis Set. Only participants with AML who received monotherapy were analyzed. The … || [4] Full Analysis Set. Only participants with MDS who received monotherapy were analyzed. The …	[3] ORR for Altering the Natural History of the Disease in Participants With Acute Myeloid Leukemia (AML) Who Rece… || [4] ORR for Altering the Natural History of the Disease in Participants With Myelodysplastic Syndrome (MDS) Who Re…	False	NOT_DETERMINED	
NCT02712905	group b: incb059872 monotherapy; 2 mg qd	Group B: INCB059872 Monotherapy; 2 mg QD	3:OG008,4:OG008	ctg_results_bor_2014_2017.txt	2	3,4	3	SECONDARY	0	BASIS_EXISTS	POPULATION	POPULATION|TIME_FRAME	populationDescription	[3] Full Analysis Set. Only participants with AML who received monotherapy were analyzed. The … || [4] Full Analysis Set. Only participants with MDS who received monotherapy were analyzed. The …	[3] ORR for Altering the Natural History of the Disease in Participants With Acute Myeloid Leukemia (AML) Who Rece… || [4] ORR for Altering the Natural History of the Disease in Participants With Myelodysplastic Syndrome (MDS) Who Re…	False	NOT_DETERMINED	
NCT02712905	group b: incb059872 monotherapy; 2 mg qod	Group B: INCB059872 Monotherapy; 2 mg QOD	3:OG007,4:OG007	ctg_results_bor_2014_2017.txt	2	3,4	3	SECONDARY	0	BASIS_EXISTS	POPULATION	POPULATION|TIME_FRAME	populationDescription	[3] Full Analysis Set. Only participants with AML who received monotherapy were analyzed. The … || [4] Full Analysis Set. Only participants with MDS who received monotherapy were analyzed. The …	[3] ORR for Altering the Natural History of the Disease in Participants With Acute Myeloid Leukemia (AML) Who Rece… || [4] ORR for Altering the Natural History of the Disease in Participants With Myelodysplastic Syndrome (MDS) Who Re…	False	NOT_DETERMINED	
NCT02712905	group b: incb059872 monotherapy; 3 mg qd	Group B: INCB059872 Monotherapy; 3 mg QD	3:OG010,4:OG010	ctg_results_bor_2014_2017.txt	2	3,4	3	SECONDARY	0	BASIS_EXISTS	POPULATION	POPULATION|TIME_FRAME	populationDescription	[3] Full Analysis Set. Only participants with AML who received monotherapy were analyzed. The … || [4] Full Analysis Set. Only participants with MDS who received monotherapy were analyzed. The …	[3] ORR for Altering the Natural History of the Disease in Participants With Acute Myeloid Leukemia (AML) Who Rece… || [4] ORR for Altering the Natural History of the Disease in Participants With Myelodysplastic Syndrome (MDS) Who Re…	False	NOT_DETERMINED	
NCT02712905	group b: incb059872 monotherapy; 3 mg qod	Group B: INCB059872 Monotherapy; 3 mg QOD	3:OG009,4:OG009	ctg_results_bor_2014_2017.txt	2	3,4	3	SECONDARY	0	BASIS_EXISTS	POPULATION	POPULATION|TIME_FRAME	populationDescription	[3] Full Analysis Set. Only participants with AML who received monotherapy were analyzed. The … || [4] Full Analysis Set. Only participants with MDS who received monotherapy were analyzed. The …	[3] ORR for Altering the Natural History of the Disease in Participants With Acute Myeloid Leukemia (AML) Who Rece… || [4] ORR for Altering the Natural History of the Disease in Participants With Myelodysplastic Syndrome (MDS) Who Re…	False	NOT_DETERMINED	
NCT02712905	group b: incb059872 monotherapy; 4 mg qod	Group B: INCB059872 Monotherapy; 4 mg QOD	3:OG011,4:OG011	ctg_results_bor_2014_2017.txt	2	3,4	3	SECONDARY	0	BASIS_EXISTS	POPULATION	POPULATION|TIME_FRAME	populationDescription	[3] Full Analysis Set. Only participants with AML who received monotherapy were analyzed. The … || [4] Full Analysis Set. Only participants with MDS who received monotherapy were analyzed. The …	[3] ORR for Altering the Natural History of the Disease in Participants With Acute Myeloid Leukemia (AML) Who Rece… || [4] ORR for Altering the Natural History of the Disease in Participants With Myelodysplastic Syndrome (MDS) Who Re…	False	NOT_DETERMINED	
NCT02712905	group e: combination therapy; incb059872 3 mg qod + nivolumab	Group E: Combination Therapy; INCB059872 3 mg QOD + Nivolumab	12:OG005,13:OG005	ctg_results_bor_2014_2017.txt	2	12,13	12	SECONDARY	0	BASIS_EXISTS	POPULATION	POPULATION|TIME_FRAME	populationDescription	[12] Full Analysis Set. Only participants with AML who received combination therapy were analyz… || [13] Full Analysis Set. Only participants with MDS who received combination therapy were analyz…	[12] ORR for Altering the Natural History of the Disease in Participants With AML Who Received Combination Therapy || [13] ORR for Altering the Natural History of the Disease in Participants With MDS Who Received Combination Therapy	False	NOT_DETERMINED	
NCT02718911	cohort b-1: nsclc ly3022855+ durvalumab	Cohort B-1: NSCLC LY3022855+ Durvalumab	1:OG008,2:OG008	ctg_results_bor_2014_2017.txt	2	1,2	1	SECONDARY	19	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|TIME_FRAME	title (endpoint construct named)	[1] ORR || [2] DCR	[1] Percentage of Participants Who Exhibit Complete Response (CR) or Partial Response (PR) [Overall Response Rate … || [2] Percentage of Participants Who Exhibit Stable Disease (SD) or CR or PR [Disease Control Rate (DCR)]	True	NOT_DETERMINED	
NCT02718911	cohort b-1: ovarian ly3022855+ durvalumab	Cohort B-1: OVARIAN LY3022855+ Durvalumab	1:OG009,2:OG009	ctg_results_bor_2014_2017.txt	2	1,2	1	SECONDARY	20	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|TIME_FRAME	title (endpoint construct named)	[1] ORR || [2] DCR	[1] Percentage of Participants Who Exhibit Complete Response (CR) or Partial Response (PR) [Overall Response Rate … || [2] Percentage of Participants Who Exhibit Stable Disease (SD) or CR or PR [Disease Control Rate (DCR)]	True	NOT_DETERMINED	
NCT02718911	cohort d1a: ly3022855 (25 mg,qw)+durvalumab (750mg,q2w)	Cohort D1A: LY3022855 (25 mg,QW)+Durvalumab (750mg,Q2W)	1:OG000,2:OG000	ctg_results_bor_2014_2017.txt	2	1,2	1	SECONDARY	4	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|TIME_FRAME	title (endpoint construct named)	[1] ORR || [2] DCR	[1] Percentage of Participants Who Exhibit Complete Response (CR) or Partial Response (PR) [Overall Response Rate … || [2] Percentage of Participants Who Exhibit Stable Disease (SD) or CR or PR [Disease Control Rate (DCR)]	True	NOT_DETERMINED	
NCT02718911	cohort d2a: ly3022855 (50 mg,qw)+durvalumab (750mg,q2w)	Cohort D2A: LY3022855 (50 mg,QW)+Durvalumab (750mg,Q2W)	1:OG001,2:OG001	ctg_results_bor_2014_2017.txt	2	1,2	1	SECONDARY	3	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|TIME_FRAME	title (endpoint construct named)	[1] ORR || [2] DCR	[1] Percentage of Participants Who Exhibit Complete Response (CR) or Partial Response (PR) [Overall Response Rate … || [2] Percentage of Participants Who Exhibit Stable Disease (SD) or CR or PR [Disease Control Rate (DCR)]	True	NOT_DETERMINED	
NCT02718911	cohort d3a: ly3022855 (75 mg,qw)+durvalumab (750mg,q2w)	Cohort D3A: LY3022855 (75 mg,QW)+Durvalumab (750mg,Q2W)	1:OG002,2:OG002	ctg_results_bor_2014_2017.txt	2	1,2	1	SECONDARY	3	BASIS_EXISTS	ENDPOINT_CONSTRUCT	ENDPOINT_CONSTRUCT|TIME_FRAME	title (endpoint construct named)	[1] ORR || [2] DCR	[1] Percentage of Participants Who Exhibit Complete Response (CR) or Partial Response (PR) [Overall Response Rate … || [2] Percentage of Participants Who Exhibit Stable Disease (SD) or CR or PR [Disease Control Rate (DCR)]	True	NOT_DETERMINED	
