row_type	nct	mechanism_code	mechanism	enrollment_type	enrollment_is_estimated	registered_enrollment	selected_cohorts	sum_selected_denominators	excess	reducible_to_nonoverlapping	nonoverlapping_set	nonoverlapping_sum	group_title	denominator	om_index	om_type	om_title	timeframe	pooled_label	payload	driver_or_note
COHORT	NCT02432846	M1		ACTUAL	NO	88							Sunitinib-only, High-risk	6	5	SECONDARY	Objective Response Rate (ORR) From Start of Sunitinib Treatment and Duration of Response in Each Subgroup.	From start of sunitinib treatment up to 18 months	False	ctg_results_bor_2014_2017	
TRIAL	NCT02451930	M2	NESTED_SUBGROUP - subgroup or restricted-analysis-population cohorts selected alongside the parent cohort that contains them	ACTUAL	NO	71	3	132	61	YES	{'Part A Cohort 1: 600 mg Neci + 200 mg Pembro' 3, 'Part A Cohort 2, Part B and Part C: 800 mg Neci + 200mg Pembro' 68} = 71	71									om1 'Part A Cohort 2, Part B: 800 mg Neci + 200 mg Pembro' 61 is nested inside om2 'Part A Cohort 2, Part B and Part C: 800 mg Neci + 200mg Pembro' 68 (the same patients plus the 7 Part C Japan patients). || om1 popDesc and om2 popDesc both state that Part A cohort 2 patients are analysed together with Part B. Reduced set equals registered enrollment 71 exactly.
COHORT	NCT02451930	M2		ACTUAL	NO	71							Part A Cohort 2, Part B: 800 mg Neci + 200 mg Pembro	61	1	PRIMARY	Percentage of Participants Who Achieve Best Overall Tumor Response of Complete Response (CR) or Partial Response (PR) (Objective Response Rates [ORR]) in Part A and Part B	Baseline to Measured Progressive Disease or Start of New Anti-Cancer Therapy (Up To 16 Months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02451930	M2		ACTUAL	NO	71							Part A Cohort 1: 600 mg Neci + 200 mg Pembro	3	1	PRIMARY	Percentage of Participants Who Achieve Best Overall Tumor Response of Complete Response (CR) or Partial Response (PR) (Objective Response Rates [ORR]) in Part A and Part B	Baseline to Measured Progressive Disease or Start of New Anti-Cancer Therapy (Up To 16 Months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02451930	M2		ACTUAL	NO	71							Part A Cohort 2, Part B and Part C: 800 mg Neci + 200mg Pembro	68	2	SECONDARY	Percentage of Participants Who Achieve Best Overall Tumor Response of Complete Response (CR) or Partial Response (PR) (Objective Response Rates [ORR]) in Part A Cohort 2, Part B and Part C	Baseline to Measured Progressive Disease or Start of New Anti-Cancer Therapy (Up To 40 Months)	False	ctg_results_bor_2014_2017	
TRIAL	NCT02494570	M4	TITLE_VARIANT_DUPLICATE - one patient set reported under different results-group titles in different outcome measures, so the title key counts it more than once	ACTUAL	NO	34	2	62	28	YES	{the single 31-patient efficacy-evaluable set}	31									om0 'Objective Overall Response Rate (ORR)' group 'Nab-Sirolimus' 31 and om5 (POST_HOC) 'Disease Control Rate' group 'Experimental: Nab-Sirolimus' 31 - one single-arm population, two title spellings. || 31 <= 34 registered ACTUAL. Excess 28 is entirely the duplicated 31 minus the 3 enrolled patients outside the efficacy-evaluable set.
COHORT	NCT02494570	M4		ACTUAL	NO	34							Nab-Sirolimus	31	0	PRIMARY	Objective Overall Response Rate (ORR)	through study completion (up to 72 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02494570	M4		ACTUAL	NO	34							Experimental: Nab-Sirolimus	31	5	POST_HOC	Disease Control Rate	through study completion (up to 72 months)	False	ctg_results_bor_2014_2017	
TRIAL	NCT02500121	M5	DOCUMENTED_REALLOCATION - the record states participants were re-randomised or crossed over and analysed under more than one group	ACTUAL	NO	108	3	112	4	YES	{'Control Arm A' 42, 'Experimental Arm B' 43} = 85	85									om3 'Control Arm A' 42 and 'Experimental Arm B' 43; om4 'Crossover' 27, whose group description reads 'Arm A subjects that experienced progressive disease per RECIST 1.1 and opted to participate in the crossover portion of the trial'. || The 27 crossover patients are a subset of the 42 Arm A patients, counted a second time. 85 <= 108 registered; om3 popDesc explains the shortfall (only measurable-disease subjects assessable).
COHORT	NCT02500121	M5		ACTUAL	NO	108							Experimental Arm B	43	3	SECONDARY	Objective Response Rate (ORR) Assessment of Subjects on Maintenance Pembrolizumab vs Placebo	Response assessed every 12 weeks from the date of randomization to the date of documented disease progression or date of death, whichever occurs first, assessed for up to a maximum of 104 weeks (24 months)	False	ctg_placebo_onc_2014_2017	
COHORT	NCT02500121	M5		ACTUAL	NO	108							Control Arm A	42	3	SECONDARY	Objective Response Rate (ORR) Assessment of Subjects on Maintenance Pembrolizumab vs Placebo	Response assessed every 12 weeks from the date of randomization to the date of documented disease progression or date of death, whichever occurs first, assessed for up to a maximum of 104 weeks (24 months)	False	ctg_placebo_onc_2014_2017	
COHORT	NCT02500121	M5		ACTUAL	NO	108							Crossover	27	4	SECONDARY	ORR Assessment of Subjects Receiving Pembrolizumab After Progressing on Placebo	Every 12 weeks from the first treatment on the crossover to the date of documented disease progression, per irRECIST 1.1, assessed for up to a maximum of 104 weeks (24 months)	False	ctg_placebo_onc_2014_2017	
TRIAL	NCT02513472	M1	POOLED_WITH_COMPONENTS - an explicitly pooled/total/combined results cohort selected alongside its own component cohorts	ACTUAL	NO	258	3	334	76	YES	{'Overall: Eribulin Mesylate + Pembrolizumab' 167} OR {Stratum 1 66, Stratum 2 101} = 167	167									om0: 'Overall: Eribulin Mesylate + Pembrolizumab' 167 (pooled_label=True) = 'Stratum 1' 66 + 'Stratum 2' 101. || Selected total 167 + 101 + 66 = 334; excess 76 = 334 - 258. The reduced set 167 <= 258 registered.
COHORT	NCT02513472	M1		ACTUAL	NO	258							Overall: Eribulin Mesylate + Pembrolizumab	167	0	PRIMARY	Objective Response Rate (ORR)	From date of first dose of study drug administration to date of first documentation of disease progression or death, whichever occurred first (up to 3 years 11 months)	True	ctg_results_bor_2014_2017	
COHORT	NCT02513472	M1		ACTUAL	NO	258							Stratum 2: Eribulin Mesylate + Pembrolizumab	101	0	PRIMARY	Objective Response Rate (ORR)	From date of first dose of study drug administration to date of first documentation of disease progression or death, whichever occurred first (up to 3 years 11 months)	False	ctg_results_bor_2014_2017	
COHORT	NCT02513472	M1		ACTUAL	NO	258							Stratum 1: Eribulin Mesylate + Pembrolizumab	66	0	PRIMARY	Objective Response Rate (ORR)	From date of first dose of study drug administration to date of first documentation of disease progression or death, whichever occurred first (up to 3 years 11 months)	False	ctg_results_bor_2014_2017	
TRIAL	NCT02527434	M2	NESTED_SUBGROUP - subgroup or restricted-analysis-population cohorts selected alongside the parent cohort that contains them	ACTUAL	NO	64	8	85	21	YES	{'UBC - Tremelimumab Monotherapy' 32, 'PDAC - Tremelimumab Monotherapy' 20, 'TNBC - Tremelimumab Monotherapy' 12} = 64	64									om0 (monotherapy-phase FAS, 'all treated patients who received at least 1 dose of tremelimumab') 32 + 20 + 12 = 64. om6 reports the retreatment phase for the MEDI and COMBO analysis sets: UBC-COMBO 7, TNBC-COMBO 5, PDAC-COMBO 4, UBC-MEDI 4, PDAC-MEDI 1 = 21. || Every retreatment-phase patient first received tremelimumab monotherapy, so the 21 are re-counted members of the 64. Reduced set equals registered enrollment 64 exactly.
COHORT	NCT02527434	M2		ACTUAL	NO	64							UBC - Tremelimumab Monotherapy	32	0	PRIMARY	Percentage of Patients With Confirmed Overall Response During Tremelimumab Monotherapy Phase	From baseline to 12 months in the tremelimumab monotherapy phase	False	ctg_results_bor_2014_2017	
COHORT	NCT02527434	M2		ACTUAL	NO	64							PDAC - Tremelimumab Monotherapy	20	0	PRIMARY	Percentage of Patients With Confirmed Overall Response During Tremelimumab Monotherapy Phase	From baseline to 12 months in the tremelimumab monotherapy phase	False	ctg_results_bor_2014_2017	
COHORT	NCT02527434	M2		ACTUAL	NO	64							TNBC - Tremelimumab Monotherapy	12	0	PRIMARY	Percentage of Patients With Confirmed Overall Response During Tremelimumab Monotherapy Phase	From baseline to 12 months in the tremelimumab monotherapy phase	False	ctg_results_bor_2014_2017	
COHORT	NCT02527434	M2		ACTUAL	NO	64							UBC - COMBO	7	6	SECONDARY	Percentage of Patients With Confirmed Overall Response During Retreatment Phase	From baseline to 12 months in retreatment phase	False	ctg_results_bor_2014_2017	
COHORT	NCT02527434	M2		ACTUAL	NO	64							TNBC - COMBO	5	6	SECONDARY	Percentage of Patients With Confirmed Overall Response During Retreatment Phase	From baseline to 12 months in retreatment phase	False	ctg_results_bor_2014_2017	
COHORT	NCT02527434	M2		ACTUAL	NO	64							PDAC - COMBO	4	6	SECONDARY	Percentage of Patients With Confirmed Overall Response During Retreatment Phase	From baseline to 12 months in retreatment phase	False	ctg_results_bor_2014_2017	
COHORT	NCT02527434	M2		ACTUAL	NO	64							UBC- MEDI	4	6	SECONDARY	Percentage of Patients With Confirmed Overall Response During Retreatment Phase	From baseline to 12 months in retreatment phase	False	ctg_results_bor_2014_2017	
COHORT	NCT02527434	M2		ACTUAL	NO	64							PDAC - MEDI	1	6	SECONDARY	Percentage of Patients With Confirmed Overall Response During Retreatment Phase	From baseline to 12 months in retreatment phase	False	ctg_results_bor_2014_2017	
TRIAL	NCT02551991	M1	POOLED_WITH_COMPONENTS - an explicitly pooled/total/combined results cohort selected alongside its own component cohorts	ACTUAL	NO	56	6	88	32	YES	the 5 non-pooled cohorts = 25+7+10+7+7 = 56	56									om2: 'Cohort -1: Pooled' 32 = 'Dose Expansion: Cohort -1' 25 + 'Dose Exploration: Cohort -1' 7. || Excess 32 is exactly the pooled row; the remaining 5 rows sum to 56 = registered ACTUAL enrollment.
COHORT	NCT02551991	M1		ACTUAL	NO	56							Cohort -1: Pooled	32	2	SECONDARY	Best Overall Response (BOR)	RECIST assessments performed at baseline (within 28 days before start of study treatment), every 8 weeks after first dose, EoT visit, then every 2 months thereafter (maximum of 278 weeks).	False	ctg_results_bor_2014_2017	
COHORT	NCT02551991	M1		ACTUAL	NO	56							Dose Expansion: Cohort -1	25	2	SECONDARY	Best Overall Response (BOR)	RECIST assessments performed at baseline (within 28 days before start of study treatment), every 8 weeks after first dose, EoT visit, then every 2 months thereafter (maximum of 278 weeks).	False	ctg_results_bor_2014_2017	
COHORT	NCT02551991	M1		ACTUAL	NO	56							Dose Exploration: Cohort -2B	10	2	SECONDARY	Best Overall Response (BOR)	RECIST assessments performed at baseline (within 28 days before start of study treatment), every 8 weeks after first dose, EoT visit, then every 2 months thereafter (maximum of 278 weeks).	False	ctg_results_bor_2014_2017	
COHORT	NCT02551991	M1		ACTUAL	NO	56							Dose Exploration: Cohort -1	7	2	SECONDARY	Best Overall Response (BOR)	RECIST assessments performed at baseline (within 28 days before start of study treatment), every 8 weeks after first dose, EoT visit, then every 2 months thereafter (maximum of 278 weeks).	False	ctg_results_bor_2014_2017	
COHORT	NCT02551991	M1		ACTUAL	NO	56							Dose Exploration: Cohort -3	7	2	SECONDARY	Best Overall Response (BOR)	RECIST assessments performed at baseline (within 28 days before start of study treatment), every 8 weeks after first dose, EoT visit, then every 2 months thereafter (maximum of 278 weeks).	False	ctg_results_bor_2014_2017	
COHORT	NCT02551991	M1		ACTUAL	NO	56							Dose Exploration: Cohort 1	7	2	SECONDARY	Best Overall Response (BOR)	RECIST assessments performed at baseline (within 28 days before start of study treatment), every 8 weeks after first dose, EoT visit, then every 2 months thereafter (maximum of 278 weeks).	False	ctg_results_bor_2014_2017	
TRIAL	NCT02564900	M6	REGISTRY_INCONSISTENCY - cohorts that are mutually exclusive as recorded whose denominators nonetheless exceed the ACTUAL enrollment field, with no overlap mechanism in the record	ACTUAL	NO	292	15	304	12	NO											All 15 rows come from one outcome measure (om0, ITT analysis set) and their group descriptions are mutually exclusive dose-escalation cohorts (0.8 / 1.6 / 3.2 / 5.4 / 6.4 / 8.0 mg/kg) and disease-plus-dose expansion cohorts; denoms sum to 304 against a registered ACTUAL enrollment of 292. || UNRESOLVED. No pooled row, no nested subgroup, no re-treatment or crossover statement anywhere in the cached record; the cache holds only the outcomeMeasuresModule (no participantFlowModule or baselineCharacteristicsModule), so the 12-participant discrepancy between the ITT denominators and the enrollment field cannot be attributed from this record. The 15 cohorts are already non-overlapping as recorded.
COHORT	NCT02564900	M6		ACTUAL	NO	292							Dose Expansion: HER2-positive Breast Cancer, 6.4 mg/kg	67	0	PRIMARY	Objective Response Rate (ORR) Following Treatment With DS-8201a in Participants With Advanced Solid Malignant Tumors (Dose Escalation and Dose Expansion Phases)	From 6 months postdose of last participant up to 3 years 5 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02564900	M6		ACTUAL	NO	292							Dose Expansion: HER2-positive Breast Cancer, 5.4 mg/kg	51	0	PRIMARY	Objective Response Rate (ORR) Following Treatment With DS-8201a in Participants With Advanced Solid Malignant Tumors (Dose Escalation and Dose Expansion Phases)	From 6 months postdose of last participant up to 3 years 5 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02564900	M6		ACTUAL	NO	292							Dose Expansion: HER2-low Expressing Breast Cancer, 6.4 mg/kg	33	0	PRIMARY	Objective Response Rate (ORR) Following Treatment With DS-8201a in Participants With Advanced Solid Malignant Tumors (Dose Escalation and Dose Expansion Phases)	From 6 months postdose of last participant up to 3 years 5 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02564900	M6		ACTUAL	NO	292							Dose Expansion: HER2-overexpressing Gastric or GEJ, 6.4 mg/kg	25	0	PRIMARY	Objective Response Rate (ORR) Following Treatment With DS-8201a in Participants With Advanced Solid Malignant Tumors (Dose Escalation and Dose Expansion Phases)	From 6 months postdose of last participant up to 3 years 5 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02564900	M6		ACTUAL	NO	292							Dose Expansion: HER2-expressing Other Solid Tumors	23	0	PRIMARY	Objective Response Rate (ORR) Following Treatment With DS-8201a in Participants With Advanced Solid Malignant Tumors (Dose Escalation and Dose Expansion Phases)	From 6 months postdose of last participant up to 3 years 5 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02564900	M6		ACTUAL	NO	292							Dose Expansion: HER2-low Expressing Breast Cancer, 5.4 mg/kg	21	0	PRIMARY	Objective Response Rate (ORR) Following Treatment With DS-8201a in Participants With Advanced Solid Malignant Tumors (Dose Escalation and Dose Expansion Phases)	From 6 months postdose of last participant up to 3 years 5 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02564900	M6		ACTUAL	NO	292							Dose Expansion: HER2-expressing Colorectal Tumors	20	0	PRIMARY	Objective Response Rate (ORR) Following Treatment With DS-8201a in Participants With Advanced Solid Malignant Tumors (Dose Escalation and Dose Expansion Phases)	From 6 months postdose of last participant up to 3 years 5 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02564900	M6		ACTUAL	NO	292							Dose Expansion: HER2-overexpressing Gastric or GEJ, 5.4 mg/kg	19	0	PRIMARY	Objective Response Rate (ORR) Following Treatment With DS-8201a in Participants With Advanced Solid Malignant Tumors (Dose Escalation and Dose Expansion Phases)	From 6 months postdose of last participant up to 3 years 5 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02564900	M6		ACTUAL	NO	292							Dose Expansion: HER2-expressing NSCLC Tumors	18	0	PRIMARY	Objective Response Rate (ORR) Following Treatment With DS-8201a in Participants With Advanced Solid Malignant Tumors (Dose Escalation and Dose Expansion Phases)	From 6 months postdose of last participant up to 3 years 5 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02564900	M6		ACTUAL	NO	292							Dose Escalation: Cohort 4, 5.4 mg/kg	6	0	PRIMARY	Objective Response Rate (ORR) Following Treatment With DS-8201a in Participants With Advanced Solid Malignant Tumors (Dose Escalation and Dose Expansion Phases)	From 6 months postdose of last participant up to 3 years 5 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02564900	M6		ACTUAL	NO	292							Dose Escalation: Cohort 5, 6.4 mg/kg	6	0	PRIMARY	Objective Response Rate (ORR) Following Treatment With DS-8201a in Participants With Advanced Solid Malignant Tumors (Dose Escalation and Dose Expansion Phases)	From 6 months postdose of last participant up to 3 years 5 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02564900	M6		ACTUAL	NO	292							Dose Escalation: Cohort 6, 8.0 mg/kg	6	0	PRIMARY	Objective Response Rate (ORR) Following Treatment With DS-8201a in Participants With Advanced Solid Malignant Tumors (Dose Escalation and Dose Expansion Phases)	From 6 months postdose of last participant up to 3 years 5 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02564900	M6		ACTUAL	NO	292							Dose Escalation: Cohort 1, 0.8 mg/kg	3	0	PRIMARY	Objective Response Rate (ORR) Following Treatment With DS-8201a in Participants With Advanced Solid Malignant Tumors (Dose Escalation and Dose Expansion Phases)	From 6 months postdose of last participant up to 3 years 5 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02564900	M6		ACTUAL	NO	292							Dose Escalation: Cohort 2, 1.6 mg/kg	3	0	PRIMARY	Objective Response Rate (ORR) Following Treatment With DS-8201a in Participants With Advanced Solid Malignant Tumors (Dose Escalation and Dose Expansion Phases)	From 6 months postdose of last participant up to 3 years 5 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02564900	M6		ACTUAL	NO	292							Dose Escalation: Cohort 3, 3.2 mg/kg	3	0	PRIMARY	Objective Response Rate (ORR) Following Treatment With DS-8201a in Participants With Advanced Solid Malignant Tumors (Dose Escalation and Dose Expansion Phases)	From 6 months postdose of last participant up to 3 years 5 months	False	ctg_results_bor_2014_2017	
TRIAL	NCT02570308	M4	TITLE_VARIANT_DUPLICATE - one patient set reported under different results-group titles in different outcome measures, so the title key counts it more than once	ACTUAL	NO	146	3	273	127	YES	{'Phase 1 Dose Escalation' 19, 'Phase 2 Dose Expansion' 127} = 146	146									om1 'Objective Response Rate in Phase 2' group 'Phase 2 Dose Expansion: 68 mcg Tebentafusp' 127 and om8 'Minor Response Rate' group 'Phase 2 Dose Expansion' 127 are the same FAS population under two titles; om2 'Phase 1 Dose Escalation' 19. || Excess 127 is exactly the duplicated Phase 2 row. Reduced set equals registered enrollment 146 exactly. om1 timeframe 'Up to 38 months' vs om8 'Up to 49 months' for the same 127 patients.
COHORT	NCT02570308	M4		ACTUAL	NO	146							Phase 2 Dose Expansion: 68 mcg Tebentafusp	127	1	PRIMARY	Objective Response Rate in Phase 2	Up to 38 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02570308	M4		ACTUAL	NO	146							Phase 1 Dose Escalation	19	2	SECONDARY	Objective Response Rate in Phase 1	Up to 49 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02570308	M4		ACTUAL	NO	146							Phase 2 Dose Expansion	127	8	SECONDARY	Minor Response Rate	Up to 49 months	False	ctg_results_bor_2014_2017	
TRIAL	NCT02592707	M1	POOLED_WITH_COMPONENTS - an explicitly pooled/total/combined results cohort selected alongside its own component cohorts	ACTUAL	NO	40	5	80	40	YES	{'All Participants' 40} OR {Part A 15, Part B C1 6, Part B C3 9, Part B C6 10} = 40	40									om19: 'All Participants' 40 (pooled_label=True) = 15 + 6 + 9 + 10. || Excess 40 is exactly the pooled row; reduced set equals registered enrollment 40.
COHORT	NCT02592707	M1		ACTUAL	NO	40							All Participants	40	19	SECONDARY	Overall Response Rate (ORR)	From the start of the first study medication (Cycle 1 Day 1) up to 2 years after the EOCT/death or lost to follow-up, maximum of 59 months.	True	ctg_results_bor_2014_2017	
COHORT	NCT02592707	M1		ACTUAL	NO	40							Part A: 177Lu-IPN01072 4.5 GBq	15	19	SECONDARY	Overall Response Rate (ORR)	From the start of the first study medication (Cycle 1 Day 1) up to 2 years after the EOCT/death or lost to follow-up, maximum of 59 months.	False	ctg_results_bor_2014_2017	
COHORT	NCT02592707	M1		ACTUAL	NO	40							Part B Cohort 6: 177Lu-IPN01072 4.5 GBq	10	19	SECONDARY	Overall Response Rate (ORR)	From the start of the first study medication (Cycle 1 Day 1) up to 2 years after the EOCT/death or lost to follow-up, maximum of 59 months.	False	ctg_results_bor_2014_2017	
COHORT	NCT02592707	M1		ACTUAL	NO	40							Part B Cohort 3: 177Lu-IPN01072 4.5 GBq	9	19	SECONDARY	Overall Response Rate (ORR)	From the start of the first study medication (Cycle 1 Day 1) up to 2 years after the EOCT/death or lost to follow-up, maximum of 59 months.	False	ctg_results_bor_2014_2017	
COHORT	NCT02592707	M1		ACTUAL	NO	40							Part B Cohort 1: 177Lu-IPN01072 6 GBq	6	19	SECONDARY	Overall Response Rate (ORR)	From the start of the first study medication (Cycle 1 Day 1) up to 2 years after the EOCT/death or lost to follow-up, maximum of 59 months.	False	ctg_results_bor_2014_2017	
TRIAL	NCT02599402	M3	CROSSCUT_PARTITIONS - two or more complete partitions of one population on different axes, all selected	ACTUAL	NO	533	9	1640	1107	YES	{'Total' 533} (om10)	533									om10 carries 'Total' 533 (pooled_label=True) plus two overlapping subgroup axes over the same participants: disease subtype (Cutaneous 365 + Ocular/Uveal 64 + Other 62 + Mucosal 32 + Acral 10 = 533) and ECOG performance status (PS0-1 477 + PS2 55 = 532), plus a cross-cutting 'Brain Metastasis' 42. || All nine rows are the same outcome measure and the same intervention text. Excess 1107 = 533 + 532 + 42 - 0. The ECOG axis is one short of 533; the record does not say why.
COHORT	NCT02599402	M3		ACTUAL	NO	533							Total	533	10	SECONDARY	Objective Response Rate (ORR)	Up to approximately 37 months	True	ctg_results_bor_2014_2017	
COHORT	NCT02599402	M3		ACTUAL	NO	533							ECOG PS0-1	477	10	SECONDARY	Objective Response Rate (ORR)	Up to approximately 37 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02599402	M3		ACTUAL	NO	533							Cutaneous	365	10	SECONDARY	Objective Response Rate (ORR)	Up to approximately 37 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02599402	M3		ACTUAL	NO	533							Ocular/Uveal	64	10	SECONDARY	Objective Response Rate (ORR)	Up to approximately 37 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02599402	M3		ACTUAL	NO	533							Other	62	10	SECONDARY	Objective Response Rate (ORR)	Up to approximately 37 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02599402	M3		ACTUAL	NO	533							ECOG PS2	55	10	SECONDARY	Objective Response Rate (ORR)	Up to approximately 37 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02599402	M3		ACTUAL	NO	533							Brain Metastasis	42	10	SECONDARY	Objective Response Rate (ORR)	Up to approximately 37 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02599402	M3		ACTUAL	NO	533							Mucosal	32	10	SECONDARY	Objective Response Rate (ORR)	Up to approximately 37 months	False	ctg_results_bor_2014_2017	
COHORT	NCT02599402	M3		ACTUAL	NO	533							Acral	10	10	SECONDARY	Objective Response Rate (ORR)	Up to approximately 37 months	False	ctg_results_bor_2014_2017	
TRIAL	NCT02606461	M5	DOCUMENTED_REALLOCATION - the record states participants were re-randomised or crossed over and analysed under more than one group	ACTUAL	NO	342	6	429	87	YES	{Phase 3 DB Selinexor 188, Phase 3 DB Placebo 97, Phase 2 DB Selinexor 27, Phase 2 DB Placebo 30} = 342	342									om13 group description: 'Participants in the placebo group who had PD during Phase 3 double-blinded treatment, were entered in open-label and received selinexor' - 'Phase 3 Open Label: Selinexor' 63 is therefore a subset of 'Phase 3 Double-blinded: Placebo' 97. Likewise om15 'Phase 2 Open Label: Selinexor' 24 is a subset of 'Phase 2 Double-blinded: Placebo' 30. || Excess 87 = 63 + 24. The four double-blind rows sum to 342 = registered ACTUAL enrollment exactly.
COHORT	NCT02606461	M5		ACTUAL	NO	342							Phase 3 Double-blinded: Selinexor	188	12	SECONDARY	Phase 3 Double Blind: Overall Response Rate (ORR)	From date of randomization until the documentation of CR or PR (up to 70 months)	False	ctg_placebo_onc_2014_2017	
COHORT	NCT02606461	M5		ACTUAL	NO	342							Phase 3 Double-blinded: Placebo	97	12	SECONDARY	Phase 3 Double Blind: Overall Response Rate (ORR)	From date of randomization until the documentation of CR or PR (up to 70 months)	False	ctg_placebo_onc_2014_2017	
COHORT	NCT02606461	M5		ACTUAL	NO	342							Phase 3 Open Label: Selinexor	63	13	SECONDARY	Phase 3 Open Label: Overall Response Rate (ORR)	From date of randomization in the Phase 3 open label period until the documentation of CR or PR (up to 70 months)	False	ctg_placebo_onc_2014_2017	
COHORT	NCT02606461	M5		ACTUAL	NO	342							Phase 2 Double-blinded: Placebo	30	14	SECONDARY	Phase 2 Double Blind: Overall Response Rate (ORR)	From date of randomization until the documentation of CR or PR (up to 70 months)	False	ctg_placebo_onc_2014_2017	
COHORT	NCT02606461	M5		ACTUAL	NO	342							Phase 2 Double-blinded: Selinexor	27	14	SECONDARY	Phase 2 Double Blind: Overall Response Rate (ORR)	From date of randomization until the documentation of CR or PR (up to 70 months)	False	ctg_placebo_onc_2014_2017	
COHORT	NCT02606461	M5		ACTUAL	NO	342							Phase 2 Open Label: Selinexor	24	15	SECONDARY	Phase 2 Open Label: Overall Response Rate (ORR)	From date of randomization in the Phase 2 open-label period until the documentation of CR or PR (up to 70 months)	False	ctg_placebo_onc_2014_2017	
TRIAL	NCT02616393	M1	POOLED_WITH_COMPONENTS - an explicitly pooled/total/combined results cohort selected alongside its own component cohorts	ACTUAL	NO	36	4	52	16	YES	{'Overall BM' 16, 'Cohort B (LM)' 20} = 36	36									om0: 'Overall BM' 16 (pooled_label=True) = 'Cohort A (BM)' 13 + 'Cohort C (BM-IP)' 3; om0 popDesc 'Subjects with BM only (Cohorts A and C). Subjects with LM (Cohort B) were excluded'. om1 'Cohort B (LM)' 20 is disjoint from these. || Excess 16 is exactly the pooled row. Reduced set equals registered enrollment 36 exactly.
COHORT	NCT02616393	M1		ACTUAL	NO	36							Overall BM	16	0	PRIMARY	Best Overall Response Rate (ORR) of Subjects With BM	Until disease progression, unacceptable toxicity, or up to 2 years, whichever occurred first	True	ctg_accrual_completed_onc_phase2|ctg_results_bor_2014_2017	
COHORT	NCT02616393	M1		ACTUAL	NO	36							Cohort A (BM)	13	0	PRIMARY	Best Overall Response Rate (ORR) of Subjects With BM	Until disease progression, unacceptable toxicity, or up to 2 years, whichever occurred first	False	ctg_accrual_completed_onc_phase2|ctg_results_bor_2014_2017	
COHORT	NCT02616393	M1		ACTUAL	NO	36							Cohort C (BM-IP)	3	0	PRIMARY	Best Overall Response Rate (ORR) of Subjects With BM	Until disease progression, unacceptable toxicity, or up to 2 years, whichever occurred first	False	ctg_accrual_completed_onc_phase2|ctg_results_bor_2014_2017	
COHORT	NCT02616393	M1		ACTUAL	NO	36							Cohort B (LM)	20	1	PRIMARY	Best ORR of Subjects With LM	Until disease progression, unacceptable toxicity, or up to 2 years, whichever occurred first	False	ctg_accrual_completed_onc_phase2|ctg_results_bor_2014_2017	
TRIAL	NCT02625623	M4	TITLE_VARIANT_DUPLICATE - one patient set reported under different results-group titles in different outcome measures, so the title key counts it more than once	ACTUAL	NO	371	3	556	185	YES	{Avelumab arm 185, 'Physician Choice Chemotherapy + Best Supportive Care (BSC)' 186} = 371	371									om2 'Best Overall Response (BOR)' group 'Avelumab + BSC' 185 and om3 'Objective Response Rate (ORR)' group 'Avelumab + SC' 185 are the same randomised arm written two ways (BSC vs SC). || Excess 185 is exactly the duplicated avelumab arm. Reduced set equals registered enrollment 371 exactly.
COHORT	NCT02625623	M4		ACTUAL	NO	371							Avelumab + BSC	185	2	SECONDARY	Best Overall Response (BOR)	From randomization up to 627 days	False	ctg_results_bor_2014_2017	
COHORT	NCT02625623	M4		ACTUAL	NO	371							Physician Choice Chemotherapy + Best Supportive Care (BSC)	186	3	SECONDARY	Objective Response Rate (ORR)	From randomization up to 627 days	False	ctg_results_bor_2014_2017	
COHORT	NCT02625623	M4		ACTUAL	NO	371							Avelumab + SC	185	3	SECONDARY	Objective Response Rate (ORR)	From randomization up to 627 days	False	ctg_results_bor_2014_2017	
