record_type	nct_id	shard	outcome_measure_index	outcome_measure_title	group_id	group_title	class_index	class_title	category_index	category_title	category_value	category_is_integer	producer_label	producer_kept	class_all_category_sum	reported_denominator	contributing_class_sum	residual_sum_minus_reported	n_contributing_classes	verdict	note	source_pointer
CATEGORY	NCT00600340	ctg_results_bor_1999_2009	5	Unconfirmed Best Overall Response (ITT Population)	OG001	Bevacizumab Plus Capecitabine	0		0	Complete response	4	yes	CR	yes	279	279	279	0	1	RECOVERABLE		ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[5] :: groups[OG001] :: classes[0] :: categories[0]
CATEGORY	NCT00600340	ctg_results_bor_1999_2009	5	Unconfirmed Best Overall Response (ITT Population)	OG001	Bevacizumab Plus Capecitabine	0		1	Partial response	101	yes	PR	yes	279	279	279	0	1	RECOVERABLE		ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[5] :: groups[OG001] :: classes[0] :: categories[1]
CATEGORY	NCT00600340	ctg_results_bor_1999_2009	5	Unconfirmed Best Overall Response (ITT Population)	OG001	Bevacizumab Plus Capecitabine	0		2	Stable disease	109	yes	SD	yes	279	279	279	0	1	RECOVERABLE		ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[5] :: groups[OG001] :: classes[0] :: categories[2]
CATEGORY	NCT00600340	ctg_results_bor_1999_2009	5	Unconfirmed Best Overall Response (ITT Population)	OG001	Bevacizumab Plus Capecitabine	0		3	Progressive disease	47	yes	PD	yes	279	279	279	0	1	RECOVERABLE		ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[5] :: groups[OG001] :: classes[0] :: categories[3]
CATEGORY	NCT00600340	ctg_results_bor_1999_2009	5	Unconfirmed Best Overall Response (ITT Population)	OG001	Bevacizumab Plus Capecitabine	0		4	Not evaluable	18	yes		dropped	279	279	279	0	1	RECOVERABLE		ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[5] :: groups[OG001] :: classes[0] :: categories[4]
CLASS	NCT00600340	ctg_results_bor_1999_2009	6	Unconfirmed Best Overall Response (PP Population)	OG000	Bevacizumab Plus Paclitaxel	0								266	266	266	0	1	RECOVERABLE	sum of cells 255 != reported denominator 266 (difference -11)	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[6] :: groups[OG000] :: classes[0]
CATEGORY	NCT00600340	ctg_results_bor_1999_2009	6	Unconfirmed Best Overall Response (PP Population)	OG000	Bevacizumab Plus Paclitaxel	0		0	Complete response	16	yes	CR	yes	266	266	266	0	1	RECOVERABLE		ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[6] :: groups[OG000] :: classes[0] :: categories[0]
CATEGORY	NCT00600340	ctg_results_bor_1999_2009	6	Unconfirmed Best Overall Response (PP Population)	OG000	Bevacizumab Plus Paclitaxel	0		1	Partial response	141	yes	PR	yes	266	266	266	0	1	RECOVERABLE		ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[6] :: groups[OG000] :: classes[0] :: categories[1]
CATEGORY	NCT00600340	ctg_results_bor_1999_2009	6	Unconfirmed Best Overall Response (PP Population)	OG000	Bevacizumab Plus Paclitaxel	0		2	Stable disease	81	yes	SD	yes	266	266	266	0	1	RECOVERABLE		ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[6] :: groups[OG000] :: classes[0] :: categories[2]
CATEGORY	NCT00600340	ctg_results_bor_1999_2009	6	Unconfirmed Best Overall Response (PP Population)	OG000	Bevacizumab Plus Paclitaxel	0		3	Progressive disease	17	yes	PD	yes	266	266	266	0	1	RECOVERABLE		ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[6] :: groups[OG000] :: classes[0] :: categories[3]
CATEGORY	NCT00600340	ctg_results_bor_1999_2009	6	Unconfirmed Best Overall Response (PP Population)	OG000	Bevacizumab Plus Paclitaxel	0		4	Not evaluable	11	yes		dropped	266	266	266	0	1	RECOVERABLE		ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[6] :: groups[OG000] :: classes[0] :: categories[4]
CLASS	NCT00600340	ctg_results_bor_1999_2009	6	Unconfirmed Best Overall Response (PP Population)	OG001	Bevacizumab Plus Capecitabine	0								265	265	265	0	1	RECOVERABLE	sum of cells 249 != reported denominator 265 (difference -16)	ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[6] :: groups[OG001] :: classes[0]
CATEGORY	NCT00600340	ctg_results_bor_1999_2009	6	Unconfirmed Best Overall Response (PP Population)	OG001	Bevacizumab Plus Capecitabine	0		0	Complete response	4	yes	CR	yes	265	265	265	0	1	RECOVERABLE		ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[6] :: groups[OG001] :: classes[0] :: categories[0]
CATEGORY	NCT00600340	ctg_results_bor_1999_2009	6	Unconfirmed Best Overall Response (PP Population)	OG001	Bevacizumab Plus Capecitabine	0		1	Partial response	96	yes	PR	yes	265	265	265	0	1	RECOVERABLE		ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[6] :: groups[OG001] :: classes[0] :: categories[1]
CATEGORY	NCT00600340	ctg_results_bor_1999_2009	6	Unconfirmed Best Overall Response (PP Population)	OG001	Bevacizumab Plus Capecitabine	0		2	Stable disease	104	yes	SD	yes	265	265	265	0	1	RECOVERABLE		ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[6] :: groups[OG001] :: classes[0] :: categories[2]
CATEGORY	NCT00600340	ctg_results_bor_1999_2009	6	Unconfirmed Best Overall Response (PP Population)	OG001	Bevacizumab Plus Capecitabine	0		3	Progressive disease	45	yes	PD	yes	265	265	265	0	1	RECOVERABLE		ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[6] :: groups[OG001] :: classes[0] :: categories[3]
CATEGORY	NCT00600340	ctg_results_bor_1999_2009	6	Unconfirmed Best Overall Response (PP Population)	OG001	Bevacizumab Plus Capecitabine	0		4	Not evaluable	16	yes		dropped	265	265	265	0	1	RECOVERABLE		ctg_results_bor_1999_2009.txt :: studies[nct=NCT00600340] :: outcomeMeasures[6] :: groups[OG001] :: classes[0] :: categories[4]
CLASS	NCT01188876	ctg_results_bor_2010_2013	1	Best Overall Response	OG000	Carboplatin/Pralatrexate	0								50	50	50	0	1	RECOVERABLE	sum of cells 48 != reported denominator 50 (difference -2)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01188876] :: outcomeMeasures[1] :: groups[OG000] :: classes[0]
CATEGORY	NCT01188876	ctg_results_bor_2010_2013	1	Best Overall Response	OG000	Carboplatin/Pralatrexate	0		0	Complete Response	0	yes	CR	yes	50	50	50	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01188876] :: outcomeMeasures[1] :: groups[OG000] :: classes[0] :: categories[0]
CATEGORY	NCT01188876	ctg_results_bor_2010_2013	1	Best Overall Response	OG000	Carboplatin/Pralatrexate	0		1	Partial Response	19	yes	PR	yes	50	50	50	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01188876] :: outcomeMeasures[1] :: groups[OG000] :: classes[0] :: categories[1]
CATEGORY	NCT01188876	ctg_results_bor_2010_2013	1	Best Overall Response	OG000	Carboplatin/Pralatrexate	0		2	Stable Disease	24	yes	SD	yes	50	50	50	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01188876] :: outcomeMeasures[1] :: groups[OG000] :: classes[0] :: categories[2]
CATEGORY	NCT01188876	ctg_results_bor_2010_2013	1	Best Overall Response	OG000	Carboplatin/Pralatrexate	0		3	Progressive Disease	5	yes	PD	yes	50	50	50	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01188876] :: outcomeMeasures[1] :: groups[OG000] :: classes[0] :: categories[3]
CATEGORY	NCT01188876	ctg_results_bor_2010_2013	1	Best Overall Response	OG000	Carboplatin/Pralatrexate	0		4	Unevaluable	2	yes		dropped	50	50	50	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01188876] :: outcomeMeasures[1] :: groups[OG000] :: classes[0] :: categories[4]
CLASS	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG000	BI 836826 1 mg iv (Caucasian Patients)	0								1	1	1	0	1	RECOVERABLE	repeated cross-class assignment (values agreed) for CR	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG000] :: classes[0]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG000	BI 836826 1 mg iv (Caucasian Patients)	0		0	Complete remission	0	yes	CR	overwritten	1	1	1	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[0]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG000	BI 836826 1 mg iv (Caucasian Patients)	0		1	Complete remission unconfirmed	0	yes	CR	yes	1	1	1	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[1]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG000	BI 836826 1 mg iv (Caucasian Patients)	0		2	Partial remission	0	yes	PR	yes	1	1	1	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[2]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG000	BI 836826 1 mg iv (Caucasian Patients)	0		3	Stable disease	1	yes	SD	yes	1	1	1	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[3]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG000	BI 836826 1 mg iv (Caucasian Patients)	0		4	Progressive disease	0	yes	PD	yes	1	1	1	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[4]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG000	BI 836826 1 mg iv (Caucasian Patients)	0		5	Missing	0	yes		dropped	1	1	1	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG000] :: classes[0] :: categories[5]
CLASS	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG001	BI 836826 3 mg iv (Caucasian Patients)	0								4	4	4	0	1	RECOVERABLE	repeated cross-class assignment (values agreed) for CR ; sum of cells 3 != reported denominator 4 (difference -1)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG001] :: classes[0]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG001	BI 836826 3 mg iv (Caucasian Patients)	0		0	Complete remission	0	yes	CR	overwritten	4	4	4	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG001] :: classes[0] :: categories[0]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG001	BI 836826 3 mg iv (Caucasian Patients)	0		1	Complete remission unconfirmed	0	yes	CR	yes	4	4	4	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG001] :: classes[0] :: categories[1]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG001	BI 836826 3 mg iv (Caucasian Patients)	0		2	Partial remission	0	yes	PR	yes	4	4	4	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG001] :: classes[0] :: categories[2]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG001	BI 836826 3 mg iv (Caucasian Patients)	0		3	Stable disease	3	yes	SD	yes	4	4	4	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG001] :: classes[0] :: categories[3]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG001	BI 836826 3 mg iv (Caucasian Patients)	0		4	Progressive disease	0	yes	PD	yes	4	4	4	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG001] :: classes[0] :: categories[4]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG001	BI 836826 3 mg iv (Caucasian Patients)	0		5	Missing	1	yes		dropped	4	4	4	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG001] :: classes[0] :: categories[5]
CLASS	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG002	BI 836826 9 mg iv (Caucasian Patients)	0								3	3	3	0	1	RECOVERABLE	repeated cross-class assignment (values agreed) for CR	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG002] :: classes[0]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG002	BI 836826 9 mg iv (Caucasian Patients)	0		0	Complete remission	0	yes	CR	overwritten	3	3	3	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG002] :: classes[0] :: categories[0]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG002	BI 836826 9 mg iv (Caucasian Patients)	0		1	Complete remission unconfirmed	0	yes	CR	yes	3	3	3	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG002] :: classes[0] :: categories[1]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG002	BI 836826 9 mg iv (Caucasian Patients)	0		2	Partial remission	0	yes	PR	yes	3	3	3	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG002] :: classes[0] :: categories[2]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG002	BI 836826 9 mg iv (Caucasian Patients)	0		3	Stable disease	2	yes	SD	yes	3	3	3	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG002] :: classes[0] :: categories[3]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG002	BI 836826 9 mg iv (Caucasian Patients)	0		4	Progressive disease	1	yes	PD	yes	3	3	3	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG002] :: classes[0] :: categories[4]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG002	BI 836826 9 mg iv (Caucasian Patients)	0		5	Missing	0	yes		dropped	3	3	3	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG002] :: classes[0] :: categories[5]
CLASS	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG003	BI 836826 25 mg iv (Caucasian Patients)	0								4	4	4	0	1	RECOVERABLE	repeated cross-class assignment (values agreed) for CR	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG003] :: classes[0]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG003	BI 836826 25 mg iv (Caucasian Patients)	0		0	Complete remission	0	yes	CR	overwritten	4	4	4	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG003] :: classes[0] :: categories[0]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG003	BI 836826 25 mg iv (Caucasian Patients)	0		1	Complete remission unconfirmed	0	yes	CR	yes	4	4	4	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG003] :: classes[0] :: categories[1]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG003	BI 836826 25 mg iv (Caucasian Patients)	0		2	Partial remission	0	yes	PR	yes	4	4	4	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG003] :: classes[0] :: categories[2]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG003	BI 836826 25 mg iv (Caucasian Patients)	0		3	Stable disease	2	yes	SD	yes	4	4	4	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG003] :: classes[0] :: categories[3]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG003	BI 836826 25 mg iv (Caucasian Patients)	0		4	Progressive disease	2	yes	PD	yes	4	4	4	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG003] :: classes[0] :: categories[4]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG003	BI 836826 25 mg iv (Caucasian Patients)	0		5	Missing	0	yes		dropped	4	4	4	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG003] :: classes[0] :: categories[5]
CLASS	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG004	BI 836826 50 mg iv (Caucasian Patients)	0								6	6	6	0	1	RECOVERABLE	repeated cross-class assignment (values agreed) for CR ; sum of cells 5 != reported denominator 6 (difference -1)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG004] :: classes[0]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG004	BI 836826 50 mg iv (Caucasian Patients)	0		0	Complete remission	0	yes	CR	overwritten	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG004] :: classes[0] :: categories[0]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG004	BI 836826 50 mg iv (Caucasian Patients)	0		1	Complete remission unconfirmed	0	yes	CR	yes	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG004] :: classes[0] :: categories[1]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG004	BI 836826 50 mg iv (Caucasian Patients)	0		2	Partial remission	1	yes	PR	yes	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG004] :: classes[0] :: categories[2]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG004	BI 836826 50 mg iv (Caucasian Patients)	0		3	Stable disease	3	yes	SD	yes	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG004] :: classes[0] :: categories[3]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG004	BI 836826 50 mg iv (Caucasian Patients)	0		4	Progressive disease	1	yes	PD	yes	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG004] :: classes[0] :: categories[4]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG004	BI 836826 50 mg iv (Caucasian Patients)	0		5	Missing	1	yes		dropped	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG004] :: classes[0] :: categories[5]
CLASS	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG005	BI 836826 50mg iv (Korean Patients)	0								7	7	7	0	1	RECOVERABLE_DENOM_ONLY	cross-class overwrite with conflicting values for CR (last class wins)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG005] :: classes[0]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG005	BI 836826 50mg iv (Korean Patients)	0		0	Complete remission	1	yes	CR	overwritten	7	7	7	0	1	RECOVERABLE_DENOM_ONLY		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG005] :: classes[0] :: categories[0]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG005	BI 836826 50mg iv (Korean Patients)	0		1	Complete remission unconfirmed	0	yes	CR	yes	7	7	7	0	1	RECOVERABLE_DENOM_ONLY		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG005] :: classes[0] :: categories[1]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG005	BI 836826 50mg iv (Korean Patients)	0		2	Partial remission	0	yes	PR	yes	7	7	7	0	1	RECOVERABLE_DENOM_ONLY		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG005] :: classes[0] :: categories[2]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG005	BI 836826 50mg iv (Korean Patients)	0		3	Stable disease	3	yes	SD	yes	7	7	7	0	1	RECOVERABLE_DENOM_ONLY		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG005] :: classes[0] :: categories[3]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG005	BI 836826 50mg iv (Korean Patients)	0		4	Progressive disease	3	yes	PD	yes	7	7	7	0	1	RECOVERABLE_DENOM_ONLY		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG005] :: classes[0] :: categories[4]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG005	BI 836826 50mg iv (Korean Patients)	0		5	Missing	0	yes		dropped	7	7	7	0	1	RECOVERABLE_DENOM_ONLY		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG005] :: classes[0] :: categories[5]
CLASS	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG006	BI 836826 100 mg iv (Caucasian Patients)	0								6	6	6	0	1	RECOVERABLE	repeated cross-class assignment (values agreed) for CR ; sum of cells 5 != reported denominator 6 (difference -1)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG006] :: classes[0]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG006	BI 836826 100 mg iv (Caucasian Patients)	0		0	Complete remission	0	yes	CR	overwritten	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG006] :: classes[0] :: categories[0]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG006	BI 836826 100 mg iv (Caucasian Patients)	0		1	Complete remission unconfirmed	0	yes	CR	yes	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG006] :: classes[0] :: categories[1]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG006	BI 836826 100 mg iv (Caucasian Patients)	0		2	Partial remission	3	yes	PR	yes	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG006] :: classes[0] :: categories[2]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG006	BI 836826 100 mg iv (Caucasian Patients)	0		3	Stable disease	2	yes	SD	yes	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG006] :: classes[0] :: categories[3]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG006	BI 836826 100 mg iv (Caucasian Patients)	0		4	Progressive disease	0	yes	PD	yes	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG006] :: classes[0] :: categories[4]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG006	BI 836826 100 mg iv (Caucasian Patients)	0		5	Missing	1	yes		dropped	6	6	6	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG006] :: classes[0] :: categories[5]
CLASS	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG007	BI 836826 100 mg iv (Korean Patients)	0								4	4	4	0	1	RECOVERABLE	repeated cross-class assignment (values agreed) for CR	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG007] :: classes[0]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG007	BI 836826 100 mg iv (Korean Patients)	0		0	Complete remission	0	yes	CR	overwritten	4	4	4	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG007] :: classes[0] :: categories[0]
CATEGORY	NCT01403948	ctg_results_bor_2010_2013	3	Best Overall Response Based on All Assessment	OG007	BI 836826 100 mg iv (Korean Patients)	0		1	Complete remission unconfirmed	0	yes	CR	yes	4	4	4	0	1	RECOVERABLE		ctg_results_bor_2010_2013.txt :: studies[nct=NCT01403948] :: outcomeMeasures[3] :: groups[OG007] :: classes[0] :: categories[1]
