nct	om_index	om_title	group_id	group_title	evaluable_n	job3_arm_match_quality	job3_registry_arm_label	job3_registry_arm_type	job3_control_status	job3_control_flag	n_arms_registered	recovered_arm_index	recovered_arm_label	recovered_arm_type	join_field	verdict	implied_control_status	relation_to_job3	job3_arm_label_disagrees	note
NCT02829723	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG017	Phase I: BLZ945 1000 mg Q1W QD + PDR001 400 mg Q4W	4	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG018	Phase I: BLZ945 1400 mg Q1W QD + PDR001 400 mg Q4W	5	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG019	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	3	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG020	Phase I: BLZ945 450 mg 4d on/10d Off QD + PDR001 400 mg Q4W	5	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG021	Phase I: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	4	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG022	Phase I: BLZ945 1200 mg 4d on/10d Off QD + PDR001 400 mg Q4W	2	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG023	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	5	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	13	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	OG024	Phase I: BLZ945 800 mg Q1W BID + PDR001 400 mg Q4W	3	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG000	Phase I: BLZ945 150 mg 7d on/7d Off QD	4	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG001	Phase I: BLZ945 300 mg 7d on/7d Off QD	7	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG002	Phase I: BLZ945 300 mg Q1W QD	5	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG003	Phase I: BLZ945 450 mg Q1W QD	4	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG004	Phase I: BLZ945 600 mg Q1W QD	3	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG005	Phase I: BLZ945 1000 mg Q1W QD	5	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG006	Phase I: BLZ945 1600 mg Q1W QD	3	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG007	Phase I: BLZ945 300 mg 4d on/10d Off QD	8	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG008	Phase I: BLZ945 600 mg 4d on/10d Off QD	7	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG009	Phase I: BLZ945 800 mg 4d on/10d Off QD	5	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG010	Phase I: BLZ945 1200 mg 4d on/10d Off QD	6	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG012	Phase I: BLZ945 600 mg Q1W BID	1	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG013	Phase I: BLZ945 600 mg 4d on/10d Off BID	3	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG014	Phase I: BLZ945 150 mg Q1W QD + PDR001 400 mg Q4W	4	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG015	Phase I: BLZ945 300 mg Q1W QD + PDR001 400 mg Q4W	5	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG016	Phase I: BLZ945 600 mg Q1W QD + PDR001 400 mg Q4W	7	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG017	Phase I: BLZ945 1000 mg Q1W QD + PDR001 400 mg Q4W	4	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG018	Phase I: BLZ945 1400 mg Q1W QD + PDR001 400 mg Q4W	5	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG019	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	3	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG020	Phase I: BLZ945 450 mg 4d on/10d Off QD + PDR001 400 mg Q4W	5	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG021	Phase I: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	4	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG022	Phase I: BLZ945 1200 mg 4d on/10d Off QD + PDR001 400 mg Q4W	2	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG023	Phase I: BLZ945 600 mg Q1W BID + PDR001 400 mg Q4W	5	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	14	Phase I: Best Overall Response (BOR) With Confirmation Per irRC	OG024	Phase I: BLZ945 800 mg Q1W BID + PDR001 400 mg Q4W	3	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	15	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	OG008	Phase I: BLZ945 600 mg 4d on/10d Off QD	1	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	15	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	OG010	Phase I: BLZ945 1200 mg 4d on/10d Off QD	1	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	15	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	OG012	Phase I: BLZ945 600 mg Q1W BID	3	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	15	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	OG013	Phase I: BLZ945 600 mg 4d on/10d Off BID	2	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	15	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	OG019	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	1	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	15	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	OG020	Phase I: BLZ945 450 mg 4d on/10d Off QD + PDR001 400 mg Q4W	2	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	15	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	OG024	Phase I: BLZ945 800 mg Q1W BID + PDR001 400 mg Q4W	1	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	15	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	OG025	Phase II: BLZ945 1200 mg 4d on/10d Off QD	10	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	15	Phase I and II: Best Overall Response (BOR) (Sustained) Per RANO	OG026	Phase II: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	6	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	16	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	OG010	Phase I: BLZ945 1200 mg 4d on/10d Off QD	1	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	16	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	OG012	Phase I: BLZ945 600 mg Q1W BID	2	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	16	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	OG013	Phase I: BLZ945 600 mg 4d on/10d Off BID	1	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	16	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	OG019	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	1	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	16	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	OG020	Phase I: BLZ945 450 mg 4d on/10d Off QD + PDR001 400 mg Q4W	2	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	16	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	OG025	Phase II: BLZ945 1200 mg 4d on/10d Off QD	6	NONE			UNKNOWN		2	armGroups[0]	BLZ945 single agent	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	16	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	OG026	Phase II: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	5	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02829723	17	Phase I: Best Overall Response (BOR) Per Guidelines for Efficacy Evaluation in Lymphoma Studies	OG021	Phase I: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	2	NONE			UNKNOWN		2	armGroups[1]	BLZ945 + PDR001	EXPERIMENTAL	armGroups[].description: [0]='BLZ945 administered as single agent' vs [1]='BLZ945 administered in combination with PDR001'; the group title/description states presence or absence of PDR001, and only 2 arms are registered	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		dose/schedule/phase splits are sub-splits within the chosen arm
NCT02895360	6	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	OG000	Phase 1- in the FAP	19	CONTAINMENT	Phase 1	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY		2	armGroups[0]	Phase 1	EXPERIMENTAL	armGroups[].label 'Phase 1'/'Phase 2a' matched by the group-title phase prefix, corroborated by armGroups[].description (Phase 1='Fixed 3+3 dose escalation ... advanced solid tumors'; Phase 2a='BAL101553 at MTD ...') against the group description	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		FAP/EEP analysis-population and tumour-type splits are sub-splits within the arm
NCT02895360	6	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	OG001	Phase 2a - Patients With Ovarian Cancer in the FAP	11	CONTAINMENT	Phase 2a	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY		2	armGroups[1]	Phase 2a	EXPERIMENTAL	armGroups[].label 'Phase 1'/'Phase 2a' matched by the group-title phase prefix, corroborated by armGroups[].description (Phase 1='Fixed 3+3 dose escalation ... advanced solid tumors'; Phase 2a='BAL101553 at MTD ...') against the group description	JOIN_RECOVERABLE	NOT_CONTROL	RESOLVES_JOB3_UNKNOWN		FAP/EEP analysis-population and tumour-type splits are sub-splits within the arm
