row_type	nct	payload	enrollment_type	registered_enrollment	selected_cohorts	sum_selected_denominators	excess	mechanism	reducible	nonoverlap_n	nonoverlap_sum	om_index	group_title	denominator	pooled_flag	outcome_measure_title	time_frame	cohort_role
COHORT	NCT01621490	ctg_results_bor_2010_2013	ACTUAL	170								11	N1 + I3 W2, NON-BM	33	False	Objective Response Rate (ORR) by PD-L1 Expression	Approximately every 8 weeks until disease progression and in follow-up if no progression (up to approximately 73 months)	DROP:OTHER_AXIS_PARTITION
COHORT	NCT01621490	ctg_results_bor_2010_2013	ACTUAL	170								6	N1 60M+I3 90M	27	False	Objective Response Rate (ORR)	Approximately every 8 weeks until disease progression and in follow-up if no progression (up to approximately 73 months)	KEEP
COHORT	NCT01621490	ctg_results_bor_2010_2013	ACTUAL	170								6	N1 30M + I3 30M Non-BM	25	False	Objective Response Rate (ORR)	Approximately every 8 weeks until disease progression and in follow-up if no progression (up to approximately 73 months)	KEEP
COHORT	NCT01621490	ctg_results_bor_2010_2013	ACTUAL	170								11	N3 30M, W2	12	False	Objective Response Rate (ORR) by PD-L1 Expression	Approximately every 8 weeks until disease progression and in follow-up if no progression (up to approximately 73 months)	DROP:OTHER_AXIS_PARTITION
COHORT	NCT01621490	ctg_results_bor_2010_2013	ACTUAL	170								11	N1 60M + I3 90M, W2	11	False	Objective Response Rate (ORR) by PD-L1 Expression	Approximately every 8 weeks until disease progression and in follow-up if no progression (up to approximately 73 months)	DROP:OTHER_AXIS_PARTITION
COHORT	NCT01621490	ctg_results_bor_2010_2013	ACTUAL	170								6	N3 30M Non-BM	11	False	Objective Response Rate (ORR)	Approximately every 8 weeks until disease progression and in follow-up if no progression (up to approximately 73 months)	KEEP
COHORT	NCT01621490	ctg_results_bor_2010_2013	ACTUAL	170								6	N1 30M + I3 30M BM	10	False	Objective Response Rate (ORR)	Approximately every 8 weeks until disease progression and in follow-up if no progression (up to approximately 73 months)	KEEP
COHORT	NCT01621490	ctg_results_bor_2010_2013	ACTUAL	170								11	N1 60M + I3 90M, W4	10	False	Objective Response Rate (ORR) by PD-L1 Expression	Approximately every 8 weeks until disease progression and in follow-up if no progression (up to approximately 73 months)	DROP:OTHER_AXIS_PARTITION
COHORT	NCT01621490	ctg_results_bor_2010_2013	ACTUAL	170								6	N3 30M BM	10	False	Objective Response Rate (ORR)	Approximately every 8 weeks until disease progression and in follow-up if no progression (up to approximately 73 months)	KEEP
COHORT	NCT01621490	ctg_results_bor_2010_2013	ACTUAL	170								11	N3 30M NON-BM, W2	9	False	Objective Response Rate (ORR) by PD-L1 Expression	Approximately every 8 weeks until disease progression and in follow-up if no progression (up to approximately 73 months)	DROP:OTHER_AXIS_PARTITION
COHORT	NCT01621490	ctg_results_bor_2010_2013	ACTUAL	170								11	N1 60M + I3 90M, WU	6	False	Objective Response Rate (ORR) by PD-L1 Expression	Approximately every 8 weeks until disease progression and in follow-up if no progression (up to approximately 73 months)	DROP:OTHER_AXIS_PARTITION
COHORT	NCT01621490	ctg_results_bor_2010_2013	ACTUAL	170								11	N1 30M + I3 30M BM, W2	4	False	Objective Response Rate (ORR) by PD-L1 Expression	Approximately every 8 weeks until disease progression and in follow-up if no progression (up to approximately 73 months)	DROP:OTHER_AXIS_PARTITION
COHORT	NCT01621490	ctg_results_bor_2010_2013	ACTUAL	170								11	N3 30M BM, W2	3	False	Objective Response Rate (ORR) by PD-L1 Expression	Approximately every 8 weeks until disease progression and in follow-up if no progression (up to approximately 73 months)	DROP:OTHER_AXIS_PARTITION
TRIAL	NCT01655693	ctg_results_bor_2010_2013	ACTUAL	397	4	660	263	POOLED_WITH_COMPONENTS	YES	3	397							
COHORT	NCT01655693	ctg_results_bor_2010_2013	ACTUAL	397								2	Doxorubicin Transdrug Pooled	263	False	Objective Response Rate (ORR)	Time from date of first treatment cycle to date of last cycle of treatment for the full duration of study treatment up to 24 months.	DROP:POOLED_PARENT
COHORT	NCT01655693	ctg_results_bor_2010_2013	ACTUAL	397								2	Best Standard of Care	134	False	Objective Response Rate (ORR)	Time from date of first treatment cycle to date of last cycle of treatment for the full duration of study treatment up to 24 months.	KEEP
COHORT	NCT01655693	ctg_results_bor_2010_2013	ACTUAL	397								2	Doxorubicin Transdrug at 30 mg/m2	133	False	Objective Response Rate (ORR)	Time from date of first treatment cycle to date of last cycle of treatment for the full duration of study treatment up to 24 months.	KEEP
COHORT	NCT01655693	ctg_results_bor_2010_2013	ACTUAL	397								2	Doxorubicin Transdrug (DT) at 20 mg/m2	130	False	Objective Response Rate (ORR)	Time from date of first treatment cycle to date of last cycle of treatment for the full duration of study treatment up to 24 months.	KEEP
TRIAL	NCT01661270	ctg_placebo_onc_2010_2013	ACTUAL	332	2	342	10	DENOM_VARIES_BY_MEASURE;REGISTRY_INCONSISTENCY	NO_OVERLAP	2	342							
COHORT	NCT01661270	ctg_placebo_onc_2010_2013	ACTUAL	332								2	Aflibercept	233	False	Percentage of Participants With Objective Response	26.6 months	KEEP
COHORT	NCT01661270	ctg_placebo_onc_2010_2013	ACTUAL	332								2	Placebo	109	False	Percentage of Participants With Objective Response	26.6 months	KEEP
TRIAL	NCT01677741	ctg_results_bor_2010_2013	ACTUAL	85	10	184	99	POOLED_WITH_COMPONENTS;NESTED_SUBSET	YES	2	68							
COHORT	NCT01677741	ctg_results_bor_2010_2013	ACTUAL	85								12	All HGG Subjects	35	False	Best Overall Response Based on Investigator Assessment Per Response Assessment in Neuro-Oncology (RANO) Criteria for High Grade Glioma (HGG) Subjects	Up to 6 months	KEEP
COHORT	NCT01677741	ctg_results_bor_2010_2013	ACTUAL	85								11	All LGG Subjects	33	False	Best Overall Response Based on Investigator Assessment Per Response Assessment in Neuro-Oncology (RANO) Criteria for Low Grade Glioma (LLG) Subjects	Up to 6 months	KEEP
COHORT	NCT01677741	ctg_results_bor_2010_2013	ACTUAL	85								12	All HGG Subjects at Recommended Phase 2 Dose (RP2D)	28	False	Best Overall Response Based on Investigator Assessment Per Response Assessment in Neuro-Oncology (RANO) Criteria for High Grade Glioma (HGG) Subjects	Up to 6 months	DROP:COMPONENT_OR_NESTED_SUBSET
COHORT	NCT01677741	ctg_results_bor_2010_2013	ACTUAL	85								12	Part 2 (Tumor Specific Expansion): Cohort 2 High-Grade Gliomas (HGG)	28	False	Best Overall Response Based on Investigator Assessment Per Response Assessment in Neuro-Oncology (RANO) Criteria for High Grade Glioma (HGG) Subjects	Up to 6 months	DROP:COMPONENT_OR_NESTED_SUBSET
COHORT	NCT01677741	ctg_results_bor_2010_2013	ACTUAL	85								11	All LGG Subjects at Recommended Phase 2 Dose (RP2D)	24	False	Best Overall Response Based on Investigator Assessment Per Response Assessment in Neuro-Oncology (RANO) Criteria for Low Grade Glioma (LLG) Subjects	Up to 6 months	DROP:COMPONENT_OR_NESTED_SUBSET
COHORT	NCT01677741	ctg_results_bor_2010_2013	ACTUAL	85								11	Part 2 (Tumor Specific Expansion): Cohort 1 Low-Grade Gliomas (LGG)	17	False	Best Overall Response Based on Investigator Assessment Per Response Assessment in Neuro-Oncology (RANO) Criteria for Low Grade Glioma (LLG) Subjects	Up to 6 months	DROP:COMPONENT_OR_NESTED_SUBSET
COHORT	NCT01677741	ctg_results_bor_2010_2013	ACTUAL	85								11	Part 1 (Dose Escalation): Dabrafenib Treatment (4.5 mg/kg)	6	False	Best Overall Response Based on Investigator Assessment Per Response Assessment in Neuro-Oncology (RANO) Criteria for Low Grade Glioma (LLG) Subjects	Up to 6 months	DROP:COMPONENT_OR_NESTED_SUBSET
COHORT	NCT01677741	ctg_results_bor_2010_2013	ACTUAL	85								11	Part 1 (Dose Escalation): Dabrafenib Treatment (5.25 mg/kg)	6	False	Best Overall Response Based on Investigator Assessment Per Response Assessment in Neuro-Oncology (RANO) Criteria for Low Grade Glioma (LLG) Subjects	Up to 6 months	DROP:COMPONENT_OR_NESTED_SUBSET
COHORT	NCT01677741	ctg_results_bor_2010_2013	ACTUAL	85								11	Part 1 (Dose Escalation): Dabrafenib Treatment (3.75 mg/kg)	4	False	Best Overall Response Based on Investigator Assessment Per Response Assessment in Neuro-Oncology (RANO) Criteria for Low Grade Glioma (LLG) Subjects	Up to 6 months	DROP:COMPONENT_OR_NESTED_SUBSET
COHORT	NCT01677741	ctg_results_bor_2010_2013	ACTUAL	85								12	Part 1 (Dose Escalation): Dabrafenib Treatment (3 mg/kg)	3	False	Best Overall Response Based on Investigator Assessment Per Response Assessment in Neuro-Oncology (RANO) Criteria for High Grade Glioma (HGG) Subjects	Up to 6 months	DROP:COMPONENT_OR_NESTED_SUBSET
TRIAL	NCT01677858	ctg_results_bor_2010_2013	ACTUAL	116	6	220	104	POOLED_WITH_COMPONENTS	YES	5	116							
COHORT	NCT01677858	ctg_results_bor_2010_2013	ACTUAL	116								1	Phase 1+2: Carfilzomib 70 mg/m²	104	False	Overall Response Rate (ORR)	Disease response was assessed once every treatment cycle (28 days) and 30 days after last dose; the median overall treatment duration was 33.6 weeks.	DROP:POOLED_PARENT
COHORT	NCT01677858	ctg_results_bor_2010_2013	ACTUAL	116								1	Phase 2: Carfilzomib 70 mg/m²	89	False	Overall Response Rate (ORR)	Disease response was assessed once every treatment cycle (28 days) and 30 days after last dose; the median overall treatment duration was 33.6 weeks.	KEEP
COHORT	NCT01677858	ctg_results_bor_2010_2013	ACTUAL	116								1	Phase 1: Carfilzomib 70 mg/m²	15	False	Overall Response Rate (ORR)	Disease response was assessed once every treatment cycle (28 days) and 30 days after last dose; the median overall treatment duration was 33.6 weeks.	KEEP
COHORT	NCT01677858	ctg_results_bor_2010_2013	ACTUAL	116								1	Phase 1: Carfilzomib 88 mg/m²	6	False	Overall Response Rate (ORR)	Disease response was assessed once every treatment cycle (28 days) and 30 days after last dose; the median overall treatment duration was 33.6 weeks.	KEEP
COHORT	NCT01677858	ctg_results_bor_2010_2013	ACTUAL	116								1	Phase 1: Carfilzomib 45 mg/m²	3	False	Overall Response Rate (ORR)	Disease response was assessed once every treatment cycle (28 days) and 30 days after last dose; the median overall treatment duration was 33.6 weeks.	KEEP
COHORT	NCT01677858	ctg_results_bor_2010_2013	ACTUAL	116								1	Phase 1: Carfilzomib 56 mg/m²	3	False	Overall Response Rate (ORR)	Disease response was assessed once every treatment cycle (28 days) and 30 days after last dose; the median overall treatment duration was 33.6 weeks.	KEEP
TRIAL	NCT01693562	ctg_results_bor_2010_2013	ACTUAL	1022	9	1060	38	NESTED_SUBSET;POOLED_WITH_COMPONENTS	YES	3	529							
COHORT	NCT01693562	ctg_results_bor_2010_2013	ACTUAL	1022								11	Expansion NSCLC Cohort (MEDI4736 10 mg/kg Q2W)	275	False	Number of Participants With Best Overall Response (BOR) Assessed by BICR in NSCLC and SCCHN Cohort in the Dose-expansion Phase	From Day 1 through disease progression, study withdrawal, or initiation of another anticancer therapy, whichever occurred first (approximately 5.25 years)	KEEP
COHORT	NCT01693562	ctg_results_bor_2010_2013	ACTUAL	1022								21	Expansion UC Total Cohort	199	False	ORR Assessed by BICR in UC Cohort (PD-L1 Low/Negative, Total, and PD-L1 High) in the Dose-expansion Phase	From Day 1 through disease progression, study withdrawal, or initiation of another anticancer therapy, whichever occurred first (approximately 5.25 years)	KEEP
COHORT	NCT01693562	ctg_results_bor_2010_2013	ACTUAL	1022								6	Expansion Squamous NSCLC 2L+ Cohort	117	False	ORR Assessed by BICR in Participants With Squamous NSCLC Who Had Received 1 and 2 or More Prior Lines of Therapy in the Dose-expansion Phase	From Day 1 through disease progression, study withdrawal, or initiation of another anticancer therapy, whichever occurred first (approximately 5.25 years)	DROP:NESTED_SUBSET
COHORT	NCT01693562	ctg_results_bor_2010_2013	ACTUAL	1022								21	Expansion UC PD-L1 High Cohort	101	False	ORR Assessed by BICR in UC Cohort (PD-L1 Low/Negative, Total, and PD-L1 High) in the Dose-expansion Phase	From Day 1 through disease progression, study withdrawal, or initiation of another anticancer therapy, whichever occurred first (approximately 5.25 years)	DROP:NESTED_SUBSET
COHORT	NCT01693562	ctg_results_bor_2010_2013	ACTUAL	1022								7	Expansion UC PD-L1 High 2L+ Cohort	98	False	ORR Assessed by BICR in Participants With UC Post-platinum (Programmed Cell Death Ligand [PD-L1] Status High) Who Had Received at Least 1 Line of Prior Therapy (2L+) in the Dose-expansion Phase	From Day 1 through disease progression, study withdrawal, or initiation of another anticancer therapy, whichever occurred first (approximately 5.25 years)	DROP:NESTED_SUBSET
COHORT	NCT01693562	ctg_results_bor_2010_2013	ACTUAL	1022								21	Expansion UC PD-L1 Low/Negative Cohort	85	False	ORR Assessed by BICR in UC Cohort (PD-L1 Low/Negative, Total, and PD-L1 High) in the Dose-expansion Phase	From Day 1 through disease progression, study withdrawal, or initiation of another anticancer therapy, whichever occurred first (approximately 5.25 years)	DROP:NESTED_SUBSET
COHORT	NCT01693562	ctg_results_bor_2010_2013	ACTUAL	1022								5	Expansion Non-squamous NSCLC 3L+ Cohort	68	False	Objective Response Rate (ORR) Assessed by Blinded Independent Central Review (BICR) in Participants With Non-squamous NSCLC Who Had Received 2 or More Prior Lines of Therapy in the Dose-expansion Phase	From Day 1 through disease progression, study withdrawal, or initiation of another anticancer therapy, whichever occurred first (approximately 5.25 years)	DROP:NESTED_SUBSET
COHORT	NCT01693562	ctg_results_bor_2010_2013	ACTUAL	1022								6	Expansion Squamous NSCLC 3L+ Cohort	62	False	ORR Assessed by BICR in Participants With Squamous NSCLC Who Had Received 1 and 2 or More Prior Lines of Therapy in the Dose-expansion Phase	From Day 1 through disease progression, study withdrawal, or initiation of another anticancer therapy, whichever occurred first (approximately 5.25 years)	DROP:NESTED_SUBSET
COHORT	NCT01693562	ctg_results_bor_2010_2013	ACTUAL	1022								11	Expansion SCCHN Cohort (MEDI4736 10 mg/kg Q2W)	55	False	Number of Participants With Best Overall Response (BOR) Assessed by BICR in NSCLC and SCCHN Cohort in the Dose-expansion Phase	From Day 1 through disease progression, study withdrawal, or initiation of another anticancer therapy, whichever occurred first (approximately 5.25 years)	KEEP
TRIAL	NCT01696032	ctg_results_bor_2010_2013	ACTUAL	120	5	147	27	CROSSOVER_OR_SWITCH	YES	4	120							
COHORT	NCT01696032	ctg_results_bor_2010_2013	ACTUAL	120								2	Stage 2: Guadecitabine+Carboplatin 30 mg/m2	51	False	Objective Response Rate	Up to 24 months	KEEP
COHORT	NCT01696032	ctg_results_bor_2010_2013	ACTUAL	120								2	Stage 2: Treatment Choice	49	False	Objective Response Rate	Up to 24 months	KEEP
COHORT	NCT01696032	ctg_results_bor_2010_2013	ACTUAL	120								2	Stage 2: Crossover Treatment Choice to Guadecitabine+Carboplatin 30 mg/m2	27	False	Objective Response Rate	Up to 24 months	DROP:CROSSOVER_SUBSET
COHORT	NCT01696032	ctg_results_bor_2010_2013	ACTUAL	120								2	Stage 1: Guadecitabine+Carboplatin 30 mg/m2	14	False	Objective Response Rate	Up to 24 months	KEEP
COHORT	NCT01696032	ctg_results_bor_2010_2013	ACTUAL	120								2	Stage 1: Guadecitabine+Carboplatin 45 mg/m2	6	False	Objective Response Rate	Up to 24 months	KEEP
TRIAL	NCT01698918	ctg_results_bor_2010_2013	ACTUAL	202	3	454	252	DUPLICATE_COHORT_IDENTITY;SEQUENTIAL_PHASE	YES	1	202							
COHORT	NCT01698918	ctg_results_bor_2010_2013	ACTUAL	202								1	Everolimus+Letrozole (First Line Treatment)	202	False	First-line Treatment: Overall Response Rate (ORR)	From the date of enrollment until discontinuation of first-line treatment, assessed up to approximately 3.8 years	DROP:DUPLICATE_TITLE/SEQUENTIAL_SUBSET
COHORT	NCT01698918	ctg_results_bor_2010_2013	ACTUAL	202								2	Everolimus+Letrozole (First-line Treatment)	202	False	First-line Treatment: Clinical Benefit Rate (CBR)	From the date of enrollment until first-line treatment discontinuation, assessed up to approximately 3.8 years	KEEP
COHORT	NCT01698918	ctg_results_bor_2010_2013	ACTUAL	202								4	Everolimus+Exemestane (Second-line Treatment)	50	False	Second-line Treatment: Overall Response Rate (ORR)	From the start of the second-line treatment up to approximately 2.4 years	DROP:DUPLICATE_TITLE/SEQUENTIAL_SUBSET
TRIAL	NCT01704287	ctg_results_bor_2010_2013	ACTUAL	540	5	638	98	CROSSOVER_OR_SWITCH	YES	3	540							
COHORT	NCT01704287	ctg_results_bor_2010_2013	ACTUAL	540								5	Pembrolizumab 10 mg/kg	181	False	Best Overall Response (BOR) - Initial Treatment Period	Up to approximately 36 months (Through Final Analysis database cutoff date of 16-Nov-2015)	KEEP
COHORT	NCT01704287	ctg_results_bor_2010_2013	ACTUAL	540								5	Pembrolizumab 2 mg/kg	180	False	Best Overall Response (BOR) - Initial Treatment Period	Up to approximately 36 months (Through Final Analysis database cutoff date of 16-Nov-2015)	KEEP
COHORT	NCT01704287	ctg_results_bor_2010_2013	ACTUAL	540								5	Investigator-Choice Chemotherapy (ICC)	179	False	Best Overall Response (BOR) - Initial Treatment Period	Up to approximately 36 months (Through Final Analysis database cutoff date of 16-Nov-2015)	KEEP
COHORT	NCT01704287	ctg_results_bor_2010_2013	ACTUAL	540								6	ICC→Pembrolizumab 2 mg/kg	53	False	Best Overall Response (BOR) - Switch-to-Pembrolizumab Treatment Period	Up to approximately 36 months (Through Final Analysis database cutoff date of 16-Nov-2015)	DROP:SWITCH_SUBSET
COHORT	NCT01704287	ctg_results_bor_2010_2013	ACTUAL	540								6	ICC→Pembrolizumab 10 mg/kg	45	False	Best Overall Response (BOR) - Switch-to-Pembrolizumab Treatment Period	Up to approximately 36 months (Through Final Analysis database cutoff date of 16-Nov-2015)	DROP:SWITCH_SUBSET
TRIAL	NCT01708161	ctg_results_bor_2010_2013	ACTUAL	47	7	115	68	POOLED_WITH_COMPONENTS;DUPLICATE_COHORT_IDENTITY;REGISTRY_INCONSISTENCY	PARTIAL	5	69							
COHORT	NCT01708161	ctg_results_bor_2010_2013	ACTUAL	47								3	BYL 300mg + AMG 12mg/kg	33	False	Percentage of Patients With Disease Control Rate (RECIST) Based on Investigator Radiology Assessment - Phase Ib	Approximately 1 year (since FPFV 27Nov2012, till MTD declaration 26Nov2013)	KEEP
COHORT	NCT01708161	ctg_results_bor_2010_2013	ACTUAL	47								1	All Patients - Phase	23	True	Percentage of Patients With Overall Response Rate (RECIST) Based on Investigator Radiology Assessment for HR Positive Breast and Ovarian Cancer - Phase II	Approximately 1 year (since initiation of Phase II, Dec 2013, till Primary CSR cut off 06Jan2015)	DROP:POOLED_PARENT/DUPLICATE_TITLE
COHORT	NCT01708161	ctg_results_bor_2010_2013	ACTUAL	47								4	All Patients - Phase II	23	True	Percentage of Patients With Disease Control Rate (RECIST) Based on Investigator Radiology Assessment for HR Positive Breast and Ovarian Cancer - Phase II	Approximately 1 year (since initiation of Phase II, Dec 2013, till Primary CSR cut off 06Jan2015)	DROP:POOLED_PARENT/DUPLICATE_TITLE
COHORT	NCT01708161	ctg_results_bor_2010_2013	ACTUAL	47								1	HR+BC - Phase II	16	False	Percentage of Patients With Overall Response Rate (RECIST) Based on Investigator Radiology Assessment for HR Positive Breast and Ovarian Cancer - Phase II	Approximately 1 year (since initiation of Phase II, Dec 2013, till Primary CSR cut off 06Jan2015)	KEEP
COHORT	NCT01708161	ctg_results_bor_2010_2013	ACTUAL	47								2	BYL 350mg + AMG 12mg/kg	10	False	Number of Patients With Best Overall Response (RECIST) Based on Investigator Radiology Assessment - Phase Ib	Approximately 1 year (since FPFV 27Nov2012, till MTD declaration 26Nov2013)	KEEP
COHORT	NCT01708161	ctg_results_bor_2010_2013	ACTUAL	47								1	Ovarian - Phase II	6	False	Percentage of Patients With Overall Response Rate (RECIST) Based on Investigator Radiology Assessment for HR Positive Breast and Ovarian Cancer - Phase II	Approximately 1 year (since initiation of Phase II, Dec 2013, till Primary CSR cut off 06Jan2015)	KEEP
COHORT	NCT01708161	ctg_results_bor_2010_2013	ACTUAL	47								2	BYL 200mg + AMG 12mg/kg	4	False	Number of Patients With Best Overall Response (RECIST) Based on Investigator Radiology Assessment - Phase Ib	Approximately 1 year (since FPFV 27Nov2012, till MTD declaration 26Nov2013)	KEEP
TRIAL	NCT01816594	ctg_placebo_onc_2010_2013	ACTUAL	50	6	100	50	MULTI_AXIS_PARTITION	YES	4	50							
COHORT	NCT01816594	ctg_placebo_onc_2010_2013	ACTUAL	50								3	Trastuzumab + BKM120 + Paclitaxel	25	False	Overall Objective Clinical Response Rate at the End of the Biologic Window (After Week 6) Compared to Baseline (Key Secondary) - All Participants	After week 6	DROP:OTHER_AXIS_PARTITION
COHORT	NCT01816594	ctg_placebo_onc_2010_2013	ACTUAL	50								3	Trastuzumab + BKM120 PBO + Paclitaxel	25	False	Overall Objective Clinical Response Rate at the End of the Biologic Window (After Week 6) Compared to Baseline (Key Secondary) - All Participants	After week 6	DROP:OTHER_AXIS_PARTITION
COHORT	NCT01816594	ctg_placebo_onc_2010_2013	ACTUAL	50								12	Trastuzumab + BKM120 + Paclitaxel (ER+)	16	False	Percentage of Participants With Objective Response Rates by Hormone Receptor Status - Positive Estrogen Receptor (ER+)	After Week 6	KEEP
COHORT	NCT01816594	ctg_placebo_onc_2010_2013	ACTUAL	50								12	Trastuzumab + BKM120 PBO + Paclitaxel (ER+)	15	False	Percentage of Participants With Objective Response Rates by Hormone Receptor Status - Positive Estrogen Receptor (ER+)	After Week 6	KEEP
COHORT	NCT01816594	ctg_placebo_onc_2010_2013	ACTUAL	50								13	Trastuzumab + BKM120 PBO + Paclitaxel (ER-)	10	False	Percentage of Participants With Objective Response Rates by Hormone Receptor Status - Negative Estrogen Receptor (ER-)	After Week 6	KEEP
COHORT	NCT01816594	ctg_placebo_onc_2010_2013	ACTUAL	50								13	Trastuzumab + BKM120 + Paclitaxel (ER-)	9	False	Percentage of Participants With Objective Response Rates by Hormone Receptor Status - Negative Estrogen Receptor (ER-)	After Week 6	KEEP
TRIAL	NCT01852292	ctg_placebo_onc_2010_2013	ACTUAL	157	2	158	1	REGISTRY_INCONSISTENCY	NO_OVERLAP	2	158							
COHORT	NCT01852292	ctg_placebo_onc_2010_2013|ctg_results_bor_2010_2013	ACTUAL	157								2	Buparlisib + Paclitaxel	79	False	Overall Response Rate (ORR) as Per Local Radiological Assessment	4 weeks and thereafter every 6 weeks until disease progression or death up to 3.5 years	KEEP
COHORT	NCT01852292	ctg_placebo_onc_2010_2013|ctg_results_bor_2010_2013	ACTUAL	157								2	Buparlisib Matching Placebo + Paclitaxel	79	False	Overall Response Rate (ORR) as Per Local Radiological Assessment	4 weeks and thereafter every 6 weeks until disease progression or death up to 3.5 years	KEEP
TRIAL	NCT01900652	ctg_results_bor_2010_2013	ACTUAL	111	4	163	52	NESTED_SUBSET	YES	2	89							
COHORT	NCT01900652	ctg_results_bor_2010_2013	ACTUAL	111								0	Arm A: Emibetuzumab Plus Erlotinib	66	False	Percentage of Participants Achieving Complete Response (CR) or Partial Response (PR) (Overall Response Rate [ORR])	Baseline to Objective Disease Progression or Start of New Anticancer Therapy (Up to 15 Months)	KEEP
COHORT	NCT01900652	ctg_results_bor_2010_2013	ACTUAL	111								0	MET-High Analysis Population (Emibetuzumab + Erlotinib)	53	False	Percentage of Participants Achieving Complete Response (CR) or Partial Response (PR) (Overall Response Rate [ORR])	Baseline to Objective Disease Progression or Start of New Anticancer Therapy (Up to 15 Months)	DROP:BIOMARKER_SUBSET_OF_ARM
COHORT	NCT01900652	ctg_results_bor_2010_2013	ACTUAL	111								0	Arm B: Emibetuzumab	23	False	Percentage of Participants Achieving Complete Response (CR) or Partial Response (PR) (Overall Response Rate [ORR])	Baseline to Objective Disease Progression or Start of New Anticancer Therapy (Up to 15 Months)	KEEP
COHORT	NCT01900652	ctg_results_bor_2010_2013	ACTUAL	111								0	MET-High Analysis Population (Emibetuzumab)	21	False	Percentage of Participants Achieving Complete Response (CR) or Partial Response (PR) (Overall Response Rate [ORR])	Baseline to Objective Disease Progression or Start of New Anticancer Therapy (Up to 15 Months)	DROP:BIOMARKER_SUBSET_OF_ARM
TRIAL	NCT01909453	ctg_results_bor_2010_2013	ACTUAL	921	6	1201	280	POOLED_WITH_COMPONENTS	YES	5	921							
COHORT	NCT01909453	ctg_results_bor_2010_2013	ACTUAL	921								19	Part 1 + Part 2: LGX818 300 mg	280	False	Part 1 and Part 2: Objective Response Rate (ORR)	From randomization until disease progression, censoring date or death, whichever occurred first (up to 29 months for Part 1, excluding Part 1: LGX818 300 mg group; up to 35 months for Part 2 and Part 1 LGX 300 mg group)	DROP:POOLED_PARENT
COHORT	NCT01909453	ctg_results_bor_2010_2013	ACTUAL	921								19	Part 2: LGX818 300 mg QD+MEK162 45 mg BID (Combo 300)	258	False	Part 1 and Part 2: Objective Response Rate (ORR)	From randomization until disease progression, censoring date or death, whichever occurred first (up to 29 months for Part 1, excluding Part 1: LGX818 300 mg group; up to 35 months for Part 2 and Part 1 LGX 300 mg group)	KEEP
COHORT	NCT01909453	ctg_results_bor_2010_2013	ACTUAL	921								19	Part 1: LGX818 300 mg	194	False	Part 1 and Part 2: Objective Response Rate (ORR)	From randomization until disease progression, censoring date or death, whichever occurred first (up to 29 months for Part 1, excluding Part 1: LGX818 300 mg group; up to 35 months for Part 2 and Part 1 LGX 300 mg group)	KEEP
COHORT	NCT01909453	ctg_results_bor_2010_2013	ACTUAL	921								19	Part 1:LGX818 450 mg QD+MEK162 45 mg BID (Combo 450)	192	False	Part 1 and Part 2: Objective Response Rate (ORR)	From randomization until disease progression, censoring date or death, whichever occurred first (up to 29 months for Part 1, excluding Part 1: LGX818 300 mg group; up to 35 months for Part 2 and Part 1 LGX 300 mg group)	KEEP
COHORT	NCT01909453	ctg_results_bor_2010_2013	ACTUAL	921								19	Part 1: Vemurafenib 960 mg BID	191	False	Part 1 and Part 2: Objective Response Rate (ORR)	From randomization until disease progression, censoring date or death, whichever occurred first (up to 29 months for Part 1, excluding Part 1: LGX818 300 mg group; up to 35 months for Part 2 and Part 1 LGX 300 mg group)	KEEP
COHORT	NCT01909453	ctg_results_bor_2010_2013	ACTUAL	921								19	Part 2: LGX818 300 mg	86	False	Part 1 and Part 2: Objective Response Rate (ORR)	From randomization until disease progression, censoring date or death, whichever occurred first (up to 29 months for Part 1, excluding Part 1: LGX818 300 mg group; up to 35 months for Part 2 and Part 1 LGX 300 mg group)	KEEP
TRIAL	NCT01915498	ctg_results_bor_2010_2013	ACTUAL	345	15	558	213	POOLED_WITH_COMPONENTS	YES	14	344							
COHORT	NCT01915498	ctg_results_bor_2010_2013	ACTUAL	345								8	Enasidenib 100 mg QD	214	False	Combined Phase 1/2: Investigator Assessed Overall Response Rate in Participants With R/R AML	Response assessments were performed every 28 days through Month 12 and every 56 days thereafter until the end of treatment; median duration of treatment exposure for Phase 1 and 2 R/R AML participants was 5.4 months (range 0.4 to 34.2 months).	DROP:POOLED_PARENT
COHORT	NCT01915498	ctg_results_bor_2010_2013	ACTUAL	345								3	Phase 2: Enasidenib 100 mg QD	105	False	Phase 2 Dose Expansion: Investigator Assessed Overall Response Rate (ORR)	Response assessments were performed every 28 days through Month 12 and every 56 days thereafter until the end of treatment; median duration of treatment exposure in Phase 2 was 5.3 months (range 0.4 to 22.5 months).	KEEP
COHORT	NCT01915498	ctg_results_bor_2010_2013	ACTUAL	345								7	Phase 1 Dose Expansion Arm 1: Enasidenib 100 mg QD	49	False	Phase 1 Dose Expansion: Investigator Assessed Overall Response Rate (ORR)	Response assessments were performed every 28 days through Month 12 and every 56 days thereafter until the end of treatment; median duration of treatment exposure in Phase 1 Dose Expansion was 5.2 months (range 0.5 to 32.8 months).	KEEP
