nct	group_title	om_title	job3_arm_match_quality	job3_registry_arm_label	job3_registry_arm_type	job3_control_status	verdict	join_level	recovered_arm_index	recovered_arm_label	recovered_arm_type	evidence_field	note	implied_control_status	contradicts_job3	source_pointer
NCT03894540	IPN60090 40 mg	Best Overall Response (BOR) in Part A	CONTAINMENT	IPN60090	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY	JOIN_RECOVERABLE	ARM_EXACT	0	IPN60090	EXPERIMENTAL	armGroups[0].description 'Part 1: Dose escalation of IPN60090 ... BID oral dose'; group descriptions state IPN60090 BID monotherapy in Part A with no pembrolizumab/paclitaxel, excluding armGroups[1]/[2], and repeated-cycle dosing excludes the single-dose food-effect armGroups[3]	all 4 registered arms are EXPERIMENTAL	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT03894540 | armGroups[0] | outcomeMeasures[3] group OG001
NCT03894540	IPN60090 80 mg	Best Overall Response (BOR) in Part A	CONTAINMENT	IPN60090	EXPERIMENTAL	UNKNOWN_WEAK_MATCH_ONLY	JOIN_RECOVERABLE	ARM_EXACT	0	IPN60090	EXPERIMENTAL	armGroups[0].description 'Part 1: Dose escalation of IPN60090 ... BID oral dose'; group descriptions state IPN60090 BID monotherapy in Part A with no pembrolizumab/paclitaxel, excluding armGroups[1]/[2], and repeated-cycle dosing excludes the single-dose food-effect armGroups[3]	all 4 registered arms are EXPERIMENTAL	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT03894540 | armGroups[0] | outcomeMeasures[3] group OG002
NCT04020185	Combination Therapy 1200 μg	Best Overall Response	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_SET_TYPE_INVARIANT	1|3|4	Ph I Combination Therapy|Ph II Combination Therapy (Arm B)|Ph II Combination Therapy (Arm C)	EXPERIMENTAL	group description 'Plus an ICI administered as per product label' matches armGroups[1]/[3]/[4] interventionNames (ICI / IO therapy); armGroups[0]/[2] are monotherapy	combination family resolved; Ph I combination (armGroups[1]) vs Ph II combination (armGroups[3]/[4]) not separable from the record, but all are EXPERIMENTAL	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04020185 | armGroups[1|3|4] | outcomeMeasures[1] group OG006
NCT04020185	Combination Therapy 2400 μg	Best Overall Response	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_SET_TYPE_INVARIANT	1|3|4	Ph I Combination Therapy|Ph II Combination Therapy (Arm B)|Ph II Combination Therapy (Arm C)	EXPERIMENTAL	group description 'Plus an ICI administered as per product label' matches armGroups[1]/[3]/[4] interventionNames (ICI / IO therapy); armGroups[0]/[2] are monotherapy	combination family resolved; Ph I combination (armGroups[1]) vs Ph II combination (armGroups[3]/[4]) not separable from the record, but all are EXPERIMENTAL	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04020185 | armGroups[1|3|4] | outcomeMeasures[1] group OG007
NCT04020185	Combination Therapy 800 μg	Best Overall Response	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_SET_TYPE_INVARIANT	1|3|4	Ph I Combination Therapy|Ph II Combination Therapy (Arm B)|Ph II Combination Therapy (Arm C)	EXPERIMENTAL	group description 'Plus an ICI administered as per product label' matches armGroups[1]/[3]/[4] interventionNames (ICI / IO therapy); armGroups[0]/[2] are monotherapy	combination family resolved; Ph I combination (armGroups[1]) vs Ph II combination (armGroups[3]/[4]) not separable from the record, but all are EXPERIMENTAL	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04020185 | armGroups[1|3|4] | outcomeMeasures[1] group OG005
NCT04020185	Monotherapy 100 μg	Best Overall Response	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_SET_TYPE_INVARIANT	0|2	Ph I Monotherapy|Ph II Monotherapy (Arm A)	EXPERIMENTAL	group description is IMSA101 intratumoral alone with no ICI, matching armGroups[0]/[2] (monotherapy) and excluding armGroups[1]/[3]/[4]	monotherapy family resolved; Ph I (armGroups[0]) vs Ph II Arm A (armGroups[2]) not separable, but both are EXPERIMENTAL	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04020185 | armGroups[0|2] | outcomeMeasures[1] group OG000
NCT04020185	Monotherapy 1200 μg	Best Overall Response	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_SET_TYPE_INVARIANT	0|2	Ph I Monotherapy|Ph II Monotherapy (Arm A)	EXPERIMENTAL	group description is IMSA101 intratumoral alone with no ICI, matching armGroups[0]/[2] (monotherapy) and excluding armGroups[1]/[3]/[4]	monotherapy family resolved; Ph I (armGroups[0]) vs Ph II Arm A (armGroups[2]) not separable, but both are EXPERIMENTAL	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04020185 | armGroups[0|2] | outcomeMeasures[1] group OG004
NCT04020185	Monotherapy 200 μg	Best Overall Response	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_SET_TYPE_INVARIANT	0|2	Ph I Monotherapy|Ph II Monotherapy (Arm A)	EXPERIMENTAL	group description is IMSA101 intratumoral alone with no ICI, matching armGroups[0]/[2] (monotherapy) and excluding armGroups[1]/[3]/[4]	monotherapy family resolved; Ph I (armGroups[0]) vs Ph II Arm A (armGroups[2]) not separable, but both are EXPERIMENTAL	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04020185 | armGroups[0|2] | outcomeMeasures[1] group OG001
NCT04020185	Monotherapy 400 μg	Best Overall Response	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_SET_TYPE_INVARIANT	0|2	Ph I Monotherapy|Ph II Monotherapy (Arm A)	EXPERIMENTAL	group description is IMSA101 intratumoral alone with no ICI, matching armGroups[0]/[2] (monotherapy) and excluding armGroups[1]/[3]/[4]	monotherapy family resolved; Ph I (armGroups[0]) vs Ph II Arm A (armGroups[2]) not separable, but both are EXPERIMENTAL	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04020185 | armGroups[0|2] | outcomeMeasures[1] group OG002
NCT04020185	Monotherapy 800 μg	Best Overall Response	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_SET_TYPE_INVARIANT	0|2	Ph I Monotherapy|Ph II Monotherapy (Arm A)	EXPERIMENTAL	group description is IMSA101 intratumoral alone with no ICI, matching armGroups[0]/[2] (monotherapy) and excluding armGroups[1]/[3]/[4]	monotherapy family resolved; Ph I (armGroups[0]) vs Ph II Arm A (armGroups[2]) not separable, but both are EXPERIMENTAL	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04020185 | armGroups[0|2] | outcomeMeasures[1] group OG003
NCT04044768	MRCLS	Best Overall Response (BOR) (Cohort 1)	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	JOIN_RECOVERABLE	ARM_EXACT	0	Autologous genetically modified afamitresgene autoleucel (previously ADP-A2M4) SPEAR™ T cells	EXPERIMENTAL	sole registered arm; group description names 'afamitresgene autoleucel as a single infusion', matching armGroups[0].interventionNames	the two groups are disease cohorts of one registered arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04044768 | armGroups[0] | outcomeMeasures[4] group OG001
NCT04044768	Synovial Sarcoma	Best Overall Response (BOR) (Cohort 1)	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	JOIN_RECOVERABLE	ARM_EXACT	0	Autologous genetically modified afamitresgene autoleucel (previously ADP-A2M4) SPEAR™ T cells	EXPERIMENTAL	sole registered arm; group description names 'afamitresgene autoleucel as a single infusion', matching armGroups[0].interventionNames	the two groups are disease cohorts of one registered arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04044768 | armGroups[0] | outcomeMeasures[4] group OG000
NCT04099641	Group 1 (CPI Naïve)	Objective Response Rate (ORR)	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	JOIN_RECOVERABLE	ARM_EXACT	0	bavituximab and pembrolizumab	EXPERIMENTAL	sole registered arm; group description 'bavituximab at 3 mg/kg ... pembrolizumab at 200 mg' reproduces armGroups[0].description verbatim in substance	the two groups are prior-therapy strata of one registered arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04099641 | armGroups[0] | outcomeMeasures[2] group OG000
NCT04099641	Group 2 (CPI Relapse)	Objective Response Rate (ORR)	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	JOIN_RECOVERABLE	ARM_EXACT	0	bavituximab and pembrolizumab	EXPERIMENTAL	sole registered arm; group description 'bavituximab at 3 mg/kg ... pembrolizumab at 200 mg' reproduces armGroups[0].description verbatim in substance	the two groups are prior-therapy strata of one registered arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04099641 | armGroups[0] | outcomeMeasures[2] group OG001
NCT04306900	Cohort 1 - Safety Lead-in (TTX-030 + Budigalimab + mFOLFOX6)	Best Response (BOR)	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_EXACT	0	Combo 1	EXPERIMENTAL	armGroups[0].interventionNames / .description regimen composition	regimen composition in the group title parenthetical and description matches exactly one registered Combo arm; Cohort 1 and Cohort 3B share the same regimen and both resolve to armGroups[0] (many-to-one)	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04306900 | armGroups[0] | outcomeMeasures[3] group OG000
NCT04306900	Cohort 10 - UCC (TTX-030 + Pembrolizumab)	Best Response (BOR)	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_EXACT	3	Combo 4	EXPERIMENTAL	armGroups[3].interventionNames / .description regimen composition	regimen composition in the group title parenthetical and description matches exactly one registered Combo arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04306900 | armGroups[3] | outcomeMeasures[3] group OG010
NCT04306900	Cohort 11 - Pancreatic (TTX-030 + Gemcitabine + Nab-Paclitaxel)	Best Response (BOR)	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_EXACT	6	Combo 7	EXPERIMENTAL	armGroups[6].interventionNames / .description regimen composition	regimen composition in the group title parenthetical and description matches exactly one registered Combo arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04306900 | armGroups[6] | outcomeMeasures[3] group OG006
NCT04306900	Cohort 12 - Gastric (Budigalimab + mFOLFOX6)	Best Response (BOR)	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_EXACT	7	Combo 8	EXPERIMENTAL	armGroups[7].interventionNames / .description regimen composition	regimen composition in the group title parenthetical and description matches exactly one registered Combo arm; this is the only cohort without TTX-030, yet armGroups[7] is typed EXPERIMENTAL, so the record designates no comparator	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04306900 | armGroups[7] | outcomeMeasures[3] group OG002
NCT04306900	Cohort 2 - mCRPC (TTX-030 + Budigalimab + Docetaxel)	Best Response (BOR)	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_EXACT	1	Combo 2	EXPERIMENTAL	armGroups[1].interventionNames / .description regimen composition	regimen composition in the group title parenthetical and description matches exactly one registered Combo arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04306900 | armGroups[1] | outcomeMeasures[3] group OG004
NCT04306900	Cohort 3A - Gastric (TTX-030 + mFOLFOX6)	Best Response (BOR)	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_EXACT	2	Combo 3	EXPERIMENTAL	armGroups[2].interventionNames / .description regimen composition	regimen composition in the group title parenthetical and description matches exactly one registered Combo arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04306900 | armGroups[2] | outcomeMeasures[3] group OG003
NCT04306900	Cohort 3B - Gastric (TTX-030 + Budigalimab + mFOLFOX6)	Best Response (BOR)	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_EXACT	0	Combo 1	EXPERIMENTAL	armGroups[0].interventionNames / .description regimen composition	regimen composition in the group title parenthetical and description matches exactly one registered Combo arm; Cohort 1 and Cohort 3B share the same regimen and both resolve to armGroups[0] (many-to-one)	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04306900 | armGroups[0] | outcomeMeasures[3] group OG001
NCT04306900	Cohort 4 - CRC (TTX-030 + Budigalimab)	Best Response (BOR)	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_EXACT	4	Combo 5	EXPERIMENTAL	armGroups[4].interventionNames / .description regimen composition	regimen composition in the group title parenthetical and description matches exactly one registered Combo arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04306900 | armGroups[4] | outcomeMeasures[3] group OG007
NCT04306900	Cohort 6 - HNSCC (TTX-030 + Budigalimab)	Best Response (BOR)	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_EXACT	4	Combo 5	EXPERIMENTAL	armGroups[4].interventionNames / .description regimen composition	regimen composition in the group title parenthetical and description matches exactly one registered Combo arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04306900 | armGroups[4] | outcomeMeasures[3] group OG008
NCT04306900	Cohort 8 - GEC (TTX-030 + Budigalimab)	Best Response (BOR)	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_EXACT	4	Combo 5	EXPERIMENTAL	armGroups[4].interventionNames / .description regimen composition	regimen composition in the group title parenthetical and description matches exactly one registered Combo arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04306900 | armGroups[4] | outcomeMeasures[3] group OG009
NCT04306900	Cohort 9 - Pancreatic (TTX-030 + Budigalimab + Gemcitabine + Nab-Paclitaxel)	Best Response (BOR)	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_EXACT	5	Combo 6	EXPERIMENTAL	armGroups[5].interventionNames / .description regimen composition	regimen composition in the group title parenthetical and description matches exactly one registered Combo arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04306900 | armGroups[5] | outcomeMeasures[3] group OG005
NCT04387071	Treatment (CMP-001, INCAGN01949)	Disease Control Rate	NONE			UNKNOWN	JOIN_RECOVERABLE	ARM_SET_TYPE_INVARIANT	0..6	Dose Level 1 (CMP-001, INCAGN01949)|Dose Level -1 (CMP-001, INCAGN01949)|Dose Level 2 (CMP-001, INCAGN01949)|Dose Level 3 (CMP-001, INCAGN01949)|Dose Level 4 (CMP-001, INCAGN01949|Dose Level 5 (CMP-001, INCAGN01949)|Dose Level 6 (CMP-001, INCAGN01949)	EXPERIMENTAL	armGroups[*].type: all 7 registered dose-level arms are EXPERIMENTAL	the single results group pools every dose level (its description carries no dose), so no one-to-one arm identity exists; the arm TYPE is nevertheless determined because the registered set is type-homogeneous	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04387071 | armGroups[0..6] | outcomeMeasures[0] group OG000
NCT04539327	Rucaparib - Treatment	Objective Response Rate (ORR)	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	GENUINELY_UNJOINABLE	NONE				protocolSection.armsInterventionsModule is an empty object: zero armGroups exist	OBSERVATIONAL / CASE_ONLY / RETROSPECTIVE registration with no registered arm of any kind; nothing to join to and no armGroupType anywhere in the record	UNKNOWN	YES - Job 3 asserted NOT_CONTROL_SINGLE_ARM_TRIAL, but the record registers ZERO arm groups; the source supports UNKNOWN, not a not-control determination	ctg_results_bor_2018_2021.txt | NCT04539327 | armGroups[] | outcomeMeasures[16] group OG000
NCT04753658	Lorlatinib	Number of Participants With Best Overall Response Based on HCP Reported Objective Response	CONTAINMENT	Pediatric Neuroblastoma Patients Treated with Lorlatinib	NOT_STATED_IN_REGISTRY	UNKNOWN_WEAK_MATCH_ONLY	JOIN_RECOVERABLE	ARM_EXACT	0	Pediatric Neuroblastoma Patients Treated with Lorlatinib	ABSENT_NO_TYPE_KEY	sole registered arm; armGroups[0].interventionNames ['Drug: lorlatinib'] matches the group title and description	arm identity is recoverable but armGroups[0] carries NO 'type' key, so no armGroupType exists to recover; control status stays UNKNOWN	UNKNOWN		ctg_results_bor_2018_2021.txt | NCT04753658 | armGroups[0] | outcomeMeasures[5] group OG000
NCT04764474	Cohort 1: HMPL-306 Dose Level 1	Number of Patients With Best Overall Response (BOR)	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	JOIN_RECOVERABLE	ARM_EXACT	0	Treatment	EXPERIMENTAL	sole registered arm; armGroups[0].description 'All patients will be administered HMPL-306 orally QD' covers every dose-level cohort	results groups are dose-escalation cohorts of the one registered arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04764474 | armGroups[0] | outcomeMeasures[3] group OG000
NCT04764474	Cohort 2: HMPL-306 Dose Level 2	Number of Patients With Best Overall Response (BOR)	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	JOIN_RECOVERABLE	ARM_EXACT	0	Treatment	EXPERIMENTAL	sole registered arm; armGroups[0].description 'All patients will be administered HMPL-306 orally QD' covers every dose-level cohort	results groups are dose-escalation cohorts of the one registered arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04764474 | armGroups[0] | outcomeMeasures[3] group OG001
NCT04764474	Cohort 3: HMPL-306 Dose Level 3	Number of Patients With Best Overall Response (BOR)	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	JOIN_RECOVERABLE	ARM_EXACT	0	Treatment	EXPERIMENTAL	sole registered arm; armGroups[0].description 'All patients will be administered HMPL-306 orally QD' covers every dose-level cohort	results groups are dose-escalation cohorts of the one registered arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04764474 | armGroups[0] | outcomeMeasures[3] group OG002
NCT04764474	Cohort 4: HMPL-306 Dose Level 4	Number of Patients With Best Overall Response (BOR)	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	JOIN_RECOVERABLE	ARM_EXACT	0	Treatment	EXPERIMENTAL	sole registered arm; armGroups[0].description 'All patients will be administered HMPL-306 orally QD' covers every dose-level cohort	results groups are dose-escalation cohorts of the one registered arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04764474 | armGroups[0] | outcomeMeasures[3] group OG003
NCT04764474	Cohort 5: HMPL-306 Dose Level 5	Number of Patients With Best Overall Response (BOR)	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	JOIN_RECOVERABLE	ARM_EXACT	0	Treatment	EXPERIMENTAL	sole registered arm; armGroups[0].description 'All patients will be administered HMPL-306 orally QD' covers every dose-level cohort	results groups are dose-escalation cohorts of the one registered arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04764474 | armGroups[0] | outcomeMeasures[3] group OG004
NCT04764474	Cohort 6: HMPL-306 Dose Level 6	Number of Patients With Best Overall Response (BOR)	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	JOIN_RECOVERABLE	ARM_EXACT	0	Treatment	EXPERIMENTAL	sole registered arm; armGroups[0].description 'All patients will be administered HMPL-306 orally QD' covers every dose-level cohort	results groups are dose-escalation cohorts of the one registered arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04764474 | armGroups[0] | outcomeMeasures[3] group OG005
NCT04764474	Cohort 7: HMPL-306 Dose Level 7	Number of Patients With Best Overall Response (BOR)	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	JOIN_RECOVERABLE	ARM_EXACT	0	Treatment	EXPERIMENTAL	sole registered arm; armGroups[0].description 'All patients will be administered HMPL-306 orally QD' covers every dose-level cohort	results groups are dose-escalation cohorts of the one registered arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04764474 | armGroups[0] | outcomeMeasures[3] group OG006
NCT04764474	Cohort 8: HMPL-306 Dose Level 8	Number of Patients With Best Overall Response (BOR)	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	JOIN_RECOVERABLE	ARM_EXACT	0	Treatment	EXPERIMENTAL	sole registered arm; armGroups[0].description 'All patients will be administered HMPL-306 orally QD' covers every dose-level cohort	results groups are dose-escalation cohorts of the one registered arm	NOT_CONTROL		ctg_results_bor_2018_2021.txt | NCT04764474 | armGroups[0] | outcomeMeasures[3] group OG007
