nct	source_payload	source_line	om_index	group_index	group_id	om_title	group_title	job3_arm_match_quality	job3_registry_arm_label	job3_registry_arm_type	job3_control_status	n_arms_registered	recovered_arm_index	recovered_arm_label	recovered_armGroupType	join_cardinality	field_used	evidence	verdict	control_status_implied	contradiction_or_note
NCT02475213	ctg_results_bor_2014_2017.txt	744	11	8	OG008	Best Overall Response (RECIST 1.1)	SCCHN Cohort: PD1/PDL1 Experienced	NONE			UNKNOWN	8	A7	Squamous Cell Cancer of Head and Neck (SCCHN) Cohort	EXPERIMENTAL	N:1 (prior-therapy split within arm)	armGroups[7].label acronym vs group_title prefix; armGroups[7].description vs group description	"armGroups[7].label spells out the acronym ""Squamous Cell Cancer of Head and Neck (SCCHN) Cohort""; both groups are titled ""SCCHN Cohort: ..."" with the arm dose in the description."	JOIN_RECOVERABLE	not a registered comparator: matched arm type EXPERIMENTAL; all 8 registered arms are EXPERIMENTAL	RESOLVES Job 3 UNKNOWN for this group.
NCT02475213	ctg_results_bor_2014_2017.txt	744	11	7	OG007	Best Overall Response (RECIST 1.1)	SCCHN Cohort: PD1/PDL1 Naïve	NONE			UNKNOWN	8	A7	Squamous Cell Cancer of Head and Neck (SCCHN) Cohort	EXPERIMENTAL	N:1 (prior-therapy split within arm)	armGroups[7].label acronym vs group_title prefix; armGroups[7].description vs group description	"armGroups[7].label spells out the acronym ""Squamous Cell Cancer of Head and Neck (SCCHN) Cohort""; both groups are titled ""SCCHN Cohort: ..."" with the arm dose in the description."	JOIN_RECOVERABLE	not a registered comparator: matched arm type EXPERIMENTAL; all 8 registered arms are EXPERIMENTAL	RESOLVES Job 3 UNKNOWN for this group.
NCT02475213	ctg_results_bor_2014_2017.txt	744	12	6	OG006	Best Overall Response (irRECIST 1.1)	NSCLC Cohort: PD1/PDL1 Experienced	NONE			UNKNOWN	8	A6	Non-small Cell Cancer (NSCLC) Cohort	EXPERIMENTAL	N:1 (prior-therapy split within arm)	armGroups[6].label acronym vs group_title prefix; armGroups[6].description vs group description	"armGroups[6].label spells out the acronym ""Non-small Cell Cancer (NSCLC) Cohort""; both groups are titled ""NSCLC Cohort: ..."" and their descriptions give the arm dose exactly (enoblituzumab 15 mg/kg IV weekly + pembrolizumab 2 mg/kg q3w). The PD1/PDL1 split is a reporting split, not a registered arm."	JOIN_RECOVERABLE	not a registered comparator: matched arm type EXPERIMENTAL; all 8 registered arms are EXPERIMENTAL	RESOLVES Job 3 UNKNOWN for this group.
NCT02475213	ctg_results_bor_2014_2017.txt	744	12	5	OG005	Best Overall Response (irRECIST 1.1)	NSCLC Cohort: PD1/PDL1 Naïve	NONE			UNKNOWN	8	A6	Non-small Cell Cancer (NSCLC) Cohort	EXPERIMENTAL	N:1 (prior-therapy split within arm)	armGroups[6].label acronym vs group_title prefix; armGroups[6].description vs group description	"armGroups[6].label spells out the acronym ""Non-small Cell Cancer (NSCLC) Cohort""; both groups are titled ""NSCLC Cohort: ..."" and their descriptions give the arm dose exactly (enoblituzumab 15 mg/kg IV weekly + pembrolizumab 2 mg/kg q3w). The PD1/PDL1 split is a reporting split, not a registered arm."	JOIN_RECOVERABLE	not a registered comparator: matched arm type EXPERIMENTAL; all 8 registered arms are EXPERIMENTAL	RESOLVES Job 3 UNKNOWN for this group.
NCT02475213	ctg_results_bor_2014_2017.txt	744	12	8	OG008	Best Overall Response (irRECIST 1.1)	SCCHN Cohort: PD1/PDL1 Experienced	NONE			UNKNOWN	8	A7	Squamous Cell Cancer of Head and Neck (SCCHN) Cohort	EXPERIMENTAL	N:1 (prior-therapy split within arm)	armGroups[7].label acronym vs group_title prefix; armGroups[7].description vs group description	"armGroups[7].label spells out the acronym ""Squamous Cell Cancer of Head and Neck (SCCHN) Cohort""; both groups are titled ""SCCHN Cohort: ..."" with the arm dose in the description."	JOIN_RECOVERABLE	not a registered comparator: matched arm type EXPERIMENTAL; all 8 registered arms are EXPERIMENTAL	RESOLVES Job 3 UNKNOWN for this group.
NCT02475213	ctg_results_bor_2014_2017.txt	744	12	7	OG007	Best Overall Response (irRECIST 1.1)	SCCHN Cohort: PD1/PDL1 Naïve	NONE			UNKNOWN	8	A7	Squamous Cell Cancer of Head and Neck (SCCHN) Cohort	EXPERIMENTAL	N:1 (prior-therapy split within arm)	armGroups[7].label acronym vs group_title prefix; armGroups[7].description vs group description	"armGroups[7].label spells out the acronym ""Squamous Cell Cancer of Head and Neck (SCCHN) Cohort""; both groups are titled ""SCCHN Cohort: ..."" with the arm dose in the description."	JOIN_RECOVERABLE	not a registered comparator: matched arm type EXPERIMENTAL; all 8 registered arms are EXPERIMENTAL	RESOLVES Job 3 UNKNOWN for this group.
NCT02509507	ctg_results_bor_2014_2017.txt	286	4	2	OG002	Best Overall Response (BOR) Per Modified irRC-RECIST	Part 1: Combination Therapy Group A	NONE			UNKNOWN	2	A1	Phase Ib/II Talimogene Laherparepvec + Pembrolizumab	EXPERIMENTAL	N:1 (disease/part split within arm)	armGroups[1].interventionNames vs the interventions named in the group description	each group description administers talimogene laherparepvec AND 200 mg pembrolizumab q3w, matching armGroups[1] (interventionNames = [Drug: Talimogene Laherparepvec, Drug: Pembrolizumab]).	JOIN_RECOVERABLE	not a registered comparator: matched arm type EXPERIMENTAL; trial registers no control arm	RESOLVES Job 3 UNKNOWN for this group.
NCT02509507	ctg_results_bor_2014_2017.txt	286	4	3	OG003	Best Overall Response (BOR) Per Modified irRC-RECIST	Part 1: Combination Therapy Group B	NONE			UNKNOWN	2	A1	Phase Ib/II Talimogene Laherparepvec + Pembrolizumab	EXPERIMENTAL	N:1 (disease/part split within arm)	armGroups[1].interventionNames vs the interventions named in the group description	each group description administers talimogene laherparepvec AND 200 mg pembrolizumab q3w, matching armGroups[1] (interventionNames = [Drug: Talimogene Laherparepvec, Drug: Pembrolizumab]).	JOIN_RECOVERABLE	not a registered comparator: matched arm type EXPERIMENTAL; trial registers no control arm	RESOLVES Job 3 UNKNOWN for this group.
NCT02509507	ctg_results_bor_2014_2017.txt	286	4	0	OG000	Best Overall Response (BOR) Per Modified irRC-RECIST	Part 1: Monotherapy Group A	NONE			UNKNOWN	2	A0	Phase Ib/II Talimogene Laherparepvec	EXPERIMENTAL	N:1 (disease split within arm)	armGroups[0].interventionNames vs the interventions named in the group description	the group description administers talimogene laherparepvec only, matching armGroups[0] (interventionNames = [Drug: Talimogene Laherparepvec]); it does not mention pembrolizumab, which is what distinguishes armGroups[1].	JOIN_RECOVERABLE	not a registered comparator: matched arm type EXPERIMENTAL; trial registers no control arm	RESOLVES Job 3 UNKNOWN for this group.
NCT02509507	ctg_results_bor_2014_2017.txt	286	4	1	OG001	Best Overall Response (BOR) Per Modified irRC-RECIST	Part 1: Monotherapy Group B	NONE			UNKNOWN	2	A0	Phase Ib/II Talimogene Laherparepvec	EXPERIMENTAL	N:1 (disease split within arm)	armGroups[0].interventionNames vs the interventions named in the group description	the group description administers talimogene laherparepvec only, matching armGroups[0] (interventionNames = [Drug: Talimogene Laherparepvec]); it does not mention pembrolizumab, which is what distinguishes armGroups[1].	JOIN_RECOVERABLE	not a registered comparator: matched arm type EXPERIMENTAL; trial registers no control arm	RESOLVES Job 3 UNKNOWN for this group.
NCT02509507	ctg_results_bor_2014_2017.txt	286	4	7	OG007	Best Overall Response (BOR) Per Modified irRC-RECIST	Part 2: Basal Cell Carcinoma (BCC)	NONE			UNKNOWN	2	A1	Phase Ib/II Talimogene Laherparepvec + Pembrolizumab	EXPERIMENTAL	N:1 (disease/part split within arm)	armGroups[1].interventionNames vs the interventions named in the group description	each group description administers talimogene laherparepvec AND 200 mg pembrolizumab q3w, matching armGroups[1] (interventionNames = [Drug: Talimogene Laherparepvec, Drug: Pembrolizumab]).	JOIN_RECOVERABLE	not a registered comparator: matched arm type EXPERIMENTAL; trial registers no control arm	RESOLVES Job 3 UNKNOWN for this group.
NCT02509507	ctg_results_bor_2014_2017.txt	286	4	8	OG008	Best Overall Response (BOR) Per Modified irRC-RECIST	Part 2: Colorectal Adenocarcinoma (CRC)	NONE			UNKNOWN	2	A1	Phase Ib/II Talimogene Laherparepvec + Pembrolizumab	EXPERIMENTAL	N:1 (disease/part split within arm)	armGroups[1].interventionNames vs the interventions named in the group description	each group description administers talimogene laherparepvec AND 200 mg pembrolizumab q3w, matching armGroups[1] (interventionNames = [Drug: Talimogene Laherparepvec, Drug: Pembrolizumab]).	JOIN_RECOVERABLE	not a registered comparator: matched arm type EXPERIMENTAL; trial registers no control arm	RESOLVES Job 3 UNKNOWN for this group.
NCT02509507	ctg_results_bor_2014_2017.txt	286	4	6	OG006	Best Overall Response (BOR) Per Modified irRC-RECIST	Part 2: Cutaneous Squamous Cell Carcinoma (CSCC)	NONE			UNKNOWN	2	A1	Phase Ib/II Talimogene Laherparepvec + Pembrolizumab	EXPERIMENTAL	N:1 (disease/part split within arm)	armGroups[1].interventionNames vs the interventions named in the group description	each group description administers talimogene laherparepvec AND 200 mg pembrolizumab q3w, matching armGroups[1] (interventionNames = [Drug: Talimogene Laherparepvec, Drug: Pembrolizumab]).	JOIN_RECOVERABLE	not a registered comparator: matched arm type EXPERIMENTAL; trial registers no control arm	RESOLVES Job 3 UNKNOWN for this group.
NCT02509507	ctg_results_bor_2014_2017.txt	286	4	4	OG004	Best Overall Response (BOR) Per Modified irRC-RECIST	Part 2: Hormone Receptor Positive Breast Cancer (HRBC)	NONE			UNKNOWN	2	A1	Phase Ib/II Talimogene Laherparepvec + Pembrolizumab	EXPERIMENTAL	N:1 (disease/part split within arm)	armGroups[1].interventionNames vs the interventions named in the group description	each group description administers talimogene laherparepvec AND 200 mg pembrolizumab q3w, matching armGroups[1] (interventionNames = [Drug: Talimogene Laherparepvec, Drug: Pembrolizumab]).	JOIN_RECOVERABLE	not a registered comparator: matched arm type EXPERIMENTAL; trial registers no control arm	RESOLVES Job 3 UNKNOWN for this group.
NCT02509507	ctg_results_bor_2014_2017.txt	286	4	5	OG005	Best Overall Response (BOR) Per Modified irRC-RECIST	Part 2: Triple Negative Breast Cancer (TNBC)	NONE			UNKNOWN	2	A1	Phase Ib/II Talimogene Laherparepvec + Pembrolizumab	EXPERIMENTAL	N:1 (disease/part split within arm)	armGroups[1].interventionNames vs the interventions named in the group description	each group description administers talimogene laherparepvec AND 200 mg pembrolizumab q3w, matching armGroups[1] (interventionNames = [Drug: Talimogene Laherparepvec, Drug: Pembrolizumab]).	JOIN_RECOVERABLE	not a registered comparator: matched arm type EXPERIMENTAL; trial registers no control arm	RESOLVES Job 3 UNKNOWN for this group.
NCT02566993	ctg_results_bor_2014_2017.txt	59	7	0	OG000	Best Antitumor Response by Independent Review Committee	Lurbinectedin/Doxorubicin	NONE			UNKNOWN	3	A0	Experimental Arm	EXPERIMENTAL	1:1	armGroups[0].interventionNames and .description	"armGroups[0].description ""Lurbinectedin (PM01183) / Doxorubicin"" is the group title; interventionNames = [Drug: Lurbinectedin (PM01183), Drug: Doxorubicin (DOX)]. The label ""Experimental Arm"" carries no drug name, which is why title matching failed."	JOIN_RECOVERABLE	not a registered comparator: matched arm type EXPERIMENTAL	RESOLVES Job 3 UNKNOWN for this group.
NCT02566993	ctg_results_bor_2014_2017.txt	59	7	1	OG001	Best Antitumor Response by Independent Review Committee	Topotecan or Cyclophosphamide/Doxorubicin/Vincristine	NONE			CONTROL_UNSPECIFIED_BY_GROUP_TEXT	3	A1+A2	Control Arm 1 + Control Arm 2	ACTIVE_COMPARATOR	1:N (one results group pools two registered arms)	"armGroups[1].description ""CAV (Cyclophosphamide, Doxorubicin and Vincristine)"" and armGroups[2].description ""Topotecan""; both interventionNames sets"	the group description states patients randomised to the Control Arm received topotecan or CAV by investigator preference; the registry splits that single reported control into two arm groups, both typed ACTIVE_COMPARATOR. The arm type is therefore unambiguous even though the arm identity is one-to-two.	JOIN_RECOVERABLE	REGISTERED ACTIVE COMPARATOR (both pooled arms ACTIVE_COMPARATOR)	CONFIRMS and strengthens Job 3 CONTROL_UNSPECIFIED_BY_GROUP_TEXT.
NCT02567799	ctg_results_bor_2014_2017.txt	334	11	1	OG001	Rate of Progressive Disease Evaluated by the Response Evaluation Criteria in Solid Tumors (RECIST) (1.1) Criteria	BIO 300 Oral Suspension (1000 mg/Day)	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	1	A0	Single-arm	EXPERIMENTAL	N:1 (dose level within sole arm)	n_arms_registered=1 (cardinality) + armGroups[0].description, which names the three dose levels	"armGroups[0].description ""Ascending dose evaluation of BIO 300 Oral Suspension (3 dose levels)..."" explicitly covers the three reported dose groups; interventionNames include ""Drug: BIO 300 Oral Suspension"". The label ""Single-arm"" carries no drug name, which is why title matching failed."	JOIN_RECOVERABLE	consistent with Job 3 NOT_CONTROL_SINGLE_ARM_TRIAL; matched arm type EXPERIMENTAL	
NCT02567799	ctg_results_bor_2014_2017.txt	334	11	2	OG002	Rate of Progressive Disease Evaluated by the Response Evaluation Criteria in Solid Tumors (RECIST) (1.1) Criteria	BIO 300 Oral Suspension (1500 mg/Day)	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	1	A0	Single-arm	EXPERIMENTAL	N:1 (dose level within sole arm)	n_arms_registered=1 (cardinality) + armGroups[0].description, which names the three dose levels	"armGroups[0].description ""Ascending dose evaluation of BIO 300 Oral Suspension (3 dose levels)..."" explicitly covers the three reported dose groups; interventionNames include ""Drug: BIO 300 Oral Suspension"". The label ""Single-arm"" carries no drug name, which is why title matching failed."	JOIN_RECOVERABLE	consistent with Job 3 NOT_CONTROL_SINGLE_ARM_TRIAL; matched arm type EXPERIMENTAL	
NCT02567799	ctg_results_bor_2014_2017.txt	334	11	0	OG000	Rate of Progressive Disease Evaluated by the Response Evaluation Criteria in Solid Tumors (RECIST) (1.1) Criteria	BIO 300 Oral Suspension (500 mg/Day)	NONE			NOT_CONTROL_SINGLE_ARM_TRIAL	1	A0	Single-arm	EXPERIMENTAL	N:1 (dose level within sole arm)	n_arms_registered=1 (cardinality) + armGroups[0].description, which names the three dose levels	"armGroups[0].description ""Ascending dose evaluation of BIO 300 Oral Suspension (3 dose levels)..."" explicitly covers the three reported dose groups; interventionNames include ""Drug: BIO 300 Oral Suspension"". The label ""Single-arm"" carries no drug name, which is why title matching failed."	JOIN_RECOVERABLE	consistent with Job 3 NOT_CONTROL_SINGLE_ARM_TRIAL; matched arm type EXPERIMENTAL	
NCT02578641	ctg_results_bor_2014_2017.txt	119	4	0	OG000	Best Overall Response (BOR) of Subjects With Advanced Nasopharyngeal Carcinoma.	Chemo + EBV-CTL	NONE			UNKNOWN	2	A0	Arm A	EXPERIMENTAL	1:1	armGroups[0].interventionNames	"armGroups[0].interventionNames = [Biological: autologous EBV specific Cytotoxic T cells, Drug: combination IV gemcitabine and IV carboplatin (AUC2)]; the group description is ""gemcitabine+carboplatin and EBV-CTL"". The label ""Arm A"" carries no content, which is why title matching failed."	JOIN_RECOVERABLE	not a registered comparator: matched arm type EXPERIMENTAL	RESOLVES Job 3 UNKNOWN for this group.
NCT02578641	ctg_results_bor_2014_2017.txt	119	4	1	OG001	Best Overall Response (BOR) of Subjects With Advanced Nasopharyngeal Carcinoma.	Chemo Only	NONE			UNKNOWN	2	A1	Arm B	ACTIVE_COMPARATOR	1:1	armGroups[1].interventionNames and .description	"armGroups[1].interventionNames = [Drug: combination IV gemcitabine and IV carboplatin (AUC2)] only, and .description ""6 cycles of combination IV gemcitabine ... and IV carboplatin""; the group description is ""gemcitabine+carboplatin"". No EBV-CTL, which is what distinguishes it from Arm A."	JOIN_RECOVERABLE	REGISTERED ACTIVE COMPARATOR (armGroupType=ACTIVE_COMPARATOR)	CHANGES Job 3 UNKNOWN to a registered control arm. This is a control group Job 3 did not identify.
