level	nct	payload	payload_line	enrollment	enrollment_type	enrollment_is_estimated	selected_cohorts	sum_selected_denominators	excess	mechanism	reducible_to_non_overlapping_set	non_overlapping_set_sum	non_overlapping_set_source	om_index	group_title	denominator	cohort_role	in_non_overlapping_set	outcome_measure_title	time_frame	note
COHORT	NCT03269136	ctg_results_bor_2014_2017	824	101	ACTUAL	NO								7	Part 1: PF-06863135 600 mcg/kg SC	6	COMPONENT_KEPT	YES	Part 1: ORR as Per IMWG Criteria	From the first dose of study treatment until the first documented sCR or CR or PR or VGPR or new anti-cancer therapies or death, whichever occurred first (maximum up to 63.31 months)	
COHORT	NCT03269136	ctg_results_bor_2014_2017	824	101	ACTUAL	NO								7	Part 1: PF-06863135 80 mcg/kg SC	6	COMPONENT_KEPT	YES	Part 1: ORR as Per IMWG Criteria	From the first dose of study treatment until the first documented sCR or CR or PR or VGPR or new anti-cancer therapies or death, whichever occurred first (maximum up to 63.31 months)	
COHORT	NCT03269136	ctg_results_bor_2014_2017	824	101	ACTUAL	NO								7	Part 1: PF-06863135 Total IV	23	POOLED_UNFLAGGED	NO	Part 1: ORR as Per IMWG Criteria	From the first dose of study treatment until the first documented sCR or CR or PR or VGPR or new anti-cancer therapies or death, whichever occurred first (maximum up to 63.31 months)	
COHORT	NCT03269136	ctg_results_bor_2014_2017	824	101	ACTUAL	NO								7	Part 1: PF-06863135 Total SC	30	POOLED_UNFLAGGED	NO	Part 1: ORR as Per IMWG Criteria	From the first dose of study treatment until the first documented sCR or CR or PR or VGPR or new anti-cancer therapies or death, whichever occurred first (maximum up to 63.31 months)	
COHORT	NCT03269136	ctg_results_bor_2014_2017	824	101	ACTUAL	NO								7	Part 1C: PF-06863135 + Lenalidomide SC	4	COMPONENT_KEPT	YES	Part 1: ORR as Per IMWG Criteria	From the first dose of study treatment until the first documented sCR or CR or PR or VGPR or new anti-cancer therapies or death, whichever occurred first (maximum up to 63.31 months)	
COHORT	NCT03269136	ctg_results_bor_2014_2017	824	101	ACTUAL	NO								7	Part 1D: PF-06863135 + Pomalidomide SC	9	COMPONENT_KEPT	YES	Part 1: ORR as Per IMWG Criteria	From the first dose of study treatment until the first documented sCR or CR or PR or VGPR or new anti-cancer therapies or death, whichever occurred first (maximum up to 63.31 months)	
TRIAL	NCT03274804	ctg_results_bor_2018_2021	278	20	ACTUAL	NO	2	38	18	DUPLICATE_TITLE_VARIANT	YES	19	om2 OG000								Single-arm trial; the one arm is titled differently in om2 and om3, both n=19.
COHORT	NCT03274804	ctg_results_bor_2018_2021	278	20	ACTUAL	NO								2	Study Treatment Arm	19	COMPONENT_KEPT	YES	Efficacy Endpoint: Disease Control Rate	through study completion (20 months)	
COHORT	NCT03274804	ctg_results_bor_2018_2021	278	20	ACTUAL	NO								3	Single Arm, Prospective, Open-label Trial	19	DUPLICATE_TITLE_VARIANT	NO	Efficacy Endpoint: Objective Response Rate	through study completion (20 months)	
TRIAL	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO	18	225	89	POOLED_UNFLAGGED	YES	128	om1 OG000 (46) + om4 OG000-OG005,OG007-OG015 (82)								om10 populationDescription states the analysis was run on a pooled population [Part A and B; Parts C and D]; those two pooled groups (59, 38) re-count om4 part/dose groups.
COHORT	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO								1	Part B: Amcenestrant 400 mg	46	COMPONENT_KEPT	YES	Part B: Objective Response Rate (ORR) as Determined by Independent Central Review (ICR)	From first dose of study treatment administration (Day 1) up to maximum exposure of study treatment; approximately 278 weeks	
COHORT	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO								4	Part A: Amcenestrant 150 mg	3	COMPONENT_KEPT	YES	Parts A, B, C, D, F, H, I, J: Objective Response Rate as Determined by Investigators/Local Radiologists	From first dose of study treatment administration (Day 1) up to maximum exposure of study treatment; approximately 90, 278, 140, 228, 92, 55, 7, 126 weeks for Parts A, B, C, D, F, H, I, J respectively	
COHORT	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO								4	Part A: Amcenestrant 20 mg	3	COMPONENT_KEPT	YES	Parts A, B, C, D, F, H, I, J: Objective Response Rate as Determined by Investigators/Local Radiologists	From first dose of study treatment administration (Day 1) up to maximum exposure of study treatment; approximately 90, 278, 140, 228, 92, 55, 7, 126 weeks for Parts A, B, C, D, F, H, I, J respectively	
COHORT	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO								4	Part A: Amcenestrant 200 mg	4	COMPONENT_KEPT	YES	Parts A, B, C, D, F, H, I, J: Objective Response Rate as Determined by Investigators/Local Radiologists	From first dose of study treatment administration (Day 1) up to maximum exposure of study treatment; approximately 90, 278, 140, 228, 92, 55, 7, 126 weeks for Parts A, B, C, D, F, H, I, J respectively	
COHORT	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO								4	Part A: Amcenestrant 300 mg BID	4	COMPONENT_KEPT	YES	Parts A, B, C, D, F, H, I, J: Objective Response Rate as Determined by Investigators/Local Radiologists	From first dose of study treatment administration (Day 1) up to maximum exposure of study treatment; approximately 90, 278, 140, 228, 92, 55, 7, 126 weeks for Parts A, B, C, D, F, H, I, J respectively	
COHORT	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO								4	Part A: Amcenestrant 400 mg	3	COMPONENT_KEPT	YES	Parts A, B, C, D, F, H, I, J: Objective Response Rate as Determined by Investigators/Local Radiologists	From first dose of study treatment administration (Day 1) up to maximum exposure of study treatment; approximately 90, 278, 140, 228, 92, 55, 7, 126 weeks for Parts A, B, C, D, F, H, I, J respectively	
COHORT	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO								4	Part A: Amcenestrant 600 mg	3	COMPONENT_KEPT	YES	Parts A, B, C, D, F, H, I, J: Objective Response Rate as Determined by Investigators/Local Radiologists	From first dose of study treatment administration (Day 1) up to maximum exposure of study treatment; approximately 90, 278, 140, 228, 92, 55, 7, 126 weeks for Parts A, B, C, D, F, H, I, J respectively	
COHORT	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO								4	Part C: Amcenestrant 200 mg + Palbociclib 125 mg	9	COMPONENT_KEPT	YES	Parts A, B, C, D, F, H, I, J: Objective Response Rate as Determined by Investigators/Local Radiologists	From first dose of study treatment administration (Day 1) up to maximum exposure of study treatment; approximately 90, 278, 140, 228, 92, 55, 7, 126 weeks for Parts A, B, C, D, F, H, I, J respectively	
COHORT	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO								4	Part C: Amcenestrant 400 mg + Palbociclib 125 mg	6	COMPONENT_KEPT	YES	Parts A, B, C, D, F, H, I, J: Objective Response Rate as Determined by Investigators/Local Radiologists	From first dose of study treatment administration (Day 1) up to maximum exposure of study treatment; approximately 90, 278, 140, 228, 92, 55, 7, 126 weeks for Parts A, B, C, D, F, H, I, J respectively	
COHORT	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO								4	Part D: Amcenestrant 200 mg + Palbociclib 125 mg	29	COMPONENT_KEPT	YES	Parts A, B, C, D, F, H, I, J: Objective Response Rate as Determined by Investigators/Local Radiologists	From first dose of study treatment administration (Day 1) up to maximum exposure of study treatment; approximately 90, 278, 140, 228, 92, 55, 7, 126 weeks for Parts A, B, C, D, F, H, I, J respectively	
COHORT	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO								4	Part F: Amcenestrant 200 mg + Alpelisib 300 mg	7	COMPONENT_KEPT	YES	Parts A, B, C, D, F, H, I, J: Objective Response Rate as Determined by Investigators/Local Radiologists	From first dose of study treatment administration (Day 1) up to maximum exposure of study treatment; approximately 90, 278, 140, 228, 92, 55, 7, 126 weeks for Parts A, B, C, D, F, H, I, J respectively	
COHORT	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO								4	Part H: Amcenestrant 200 mg + Everolimus 10 mg	3	COMPONENT_KEPT	YES	Parts A, B, C, D, F, H, I, J: Objective Response Rate as Determined by Investigators/Local Radiologists	From first dose of study treatment administration (Day 1) up to maximum exposure of study treatment; approximately 90, 278, 140, 228, 92, 55, 7, 126 weeks for Parts A, B, C, D, F, H, I, J respectively	
COHORT	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO								4	Part H: Amcenestrant 200 mg + Everolimus 5 mg	2	COMPONENT_KEPT	YES	Parts A, B, C, D, F, H, I, J: Objective Response Rate as Determined by Investigators/Local Radiologists	From first dose of study treatment administration (Day 1) up to maximum exposure of study treatment; approximately 90, 278, 140, 228, 92, 55, 7, 126 weeks for Parts A, B, C, D, F, H, I, J respectively	
COHORT	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO								4	Part I: Amcenestrant 200 mg + Everolimus 10 mg	1	COMPONENT_KEPT	YES	Parts A, B, C, D, F, H, I, J: Objective Response Rate as Determined by Investigators/Local Radiologists	From first dose of study treatment administration (Day 1) up to maximum exposure of study treatment; approximately 90, 278, 140, 228, 92, 55, 7, 126 weeks for Parts A, B, C, D, F, H, I, J respectively	
COHORT	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO								4	Part J: Amcenestrant 200 mg + Abemaciclib 100 mg BID	3	COMPONENT_KEPT	YES	Parts A, B, C, D, F, H, I, J: Objective Response Rate as Determined by Investigators/Local Radiologists	From first dose of study treatment administration (Day 1) up to maximum exposure of study treatment; approximately 90, 278, 140, 228, 92, 55, 7, 126 weeks for Parts A, B, C, D, F, H, I, J respectively	
COHORT	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO								4	Part J: Amcenestrant 200 mg + Abemaciclib 150 mg BID	2	COMPONENT_KEPT	YES	Parts A, B, C, D, F, H, I, J: Objective Response Rate as Determined by Investigators/Local Radiologists	From first dose of study treatment administration (Day 1) up to maximum exposure of study treatment; approximately 90, 278, 140, 228, 92, 55, 7, 126 weeks for Parts A, B, C, D, F, H, I, J respectively	
COHORT	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO								10	Part A and B: Amcenestrant (Dose >20 mg)	59	POOLED_UNFLAGGED	NO	Parts A, B, C, D: Objective Response Rate as Determined by Investigators/Local Radiologists According to Estrogen Receptor 1 (ESR1) Mutation at Baseline	From Baseline (Day 1) up to maximum exposure of study treatment; approximately 90, 278, 140, 228 weeks for Parts A, B, C, D respectively	
COHORT	NCT03284957	ctg_results_bor_2014_2017	32	136	ACTUAL	NO								10	Parts C and D: Amcenestrant 200 mg + Palbociclib 125 mg	38	POOLED_UNFLAGGED	NO	Parts A, B, C, D: Objective Response Rate as Determined by Investigators/Local Radiologists According to Estrogen Receptor 1 (ESR1) Mutation at Baseline	From Baseline (Day 1) up to maximum exposure of study treatment; approximately 90, 278, 140, 228 weeks for Parts A, B, C, D respectively	
TRIAL	NCT03329690	ctg_results_bor_2014_2017	640	233	ACTUAL	NO	6	293	60	POOLED_UNFLAGGED	YES	231	om0 OG000-OG002 (126+55+7) + om6 OG000-OG001 (21+22)								"om0 OG003 ""Physician's Choice Overall"" n=62 = irinotecan 55 + paclitaxel 7."
COHORT	NCT03329690	ctg_results_bor_2014_2017	640	233	ACTUAL	NO								0	DS-8201a	126	COMPONENT_KEPT	YES	Percentage of Participants With Objective Response Rate Based on Independent Central Review Following Treatment With DS-8201a in Participants With HER2-Expressing Advanced Gastric or Gastroesophageal Junction Adenocarcinoma (Intent-to-Treat Analysis Set)	Baseline to date of first documented objective response (CR or PR), up to 36 months postdose	
COHORT	NCT03329690	ctg_results_bor_2014_2017	640	233	ACTUAL	NO								0	Physician's Choice Irinotecan	55	COMPONENT_KEPT	YES	Percentage of Participants With Objective Response Rate Based on Independent Central Review Following Treatment With DS-8201a in Participants With HER2-Expressing Advanced Gastric or Gastroesophageal Junction Adenocarcinoma (Intent-to-Treat Analysis Set)	Baseline to date of first documented objective response (CR or PR), up to 36 months postdose	
COHORT	NCT03329690	ctg_results_bor_2014_2017	640	233	ACTUAL	NO								0	Physician's Choice Overall	62	POOLED_UNFLAGGED	NO	Percentage of Participants With Objective Response Rate Based on Independent Central Review Following Treatment With DS-8201a in Participants With HER2-Expressing Advanced Gastric or Gastroesophageal Junction Adenocarcinoma (Intent-to-Treat Analysis Set)	Baseline to date of first documented objective response (CR or PR), up to 36 months postdose	
COHORT	NCT03329690	ctg_results_bor_2014_2017	640	233	ACTUAL	NO								0	Physician's Choice Paclitaxel	7	COMPONENT_KEPT	YES	Percentage of Participants With Objective Response Rate Based on Independent Central Review Following Treatment With DS-8201a in Participants With HER2-Expressing Advanced Gastric or Gastroesophageal Junction Adenocarcinoma (Intent-to-Treat Analysis Set)	Baseline to date of first documented objective response (CR or PR), up to 36 months postdose	
COHORT	NCT03329690	ctg_results_bor_2014_2017	640	233	ACTUAL	NO								6	Exploratory: Naïve HER2 IHC 1+, DS-8201a	22	COMPONENT_KEPT	YES	Objective Response Rate and Best Overall Response Based on Independent Central Review Following Treatment With DS-8201a in Participants With HER2-Expressing Advanced Gastric or Gastroesophageal Junction Adenocarcinoma (Intent-to-Treat Analysis Set)	From randomization to first documented objective response, up to 36 months postdose	
COHORT	NCT03329690	ctg_results_bor_2014_2017	640	233	ACTUAL	NO								6	Exploratory: Naïve HER2 IHC 2+/ISH-, DS-8201a	21	COMPONENT_KEPT	YES	Objective Response Rate and Best Overall Response Based on Independent Central Review Following Treatment With DS-8201a in Participants With HER2-Expressing Advanced Gastric or Gastroesophageal Junction Adenocarcinoma (Intent-to-Treat Analysis Set)	From randomization to first documented objective response, up to 36 months postdose	
TRIAL	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO	22	161	37	DUPLICATE_TITLE_VARIANT+CROSSOVER_DOUBLE_COUNT	PARTIAL	110	om5 OG000-OG016 (fed/fasted groups reported as 0 there)								"om5 pop: ""Module 4-120mg OD Fed, ... 360mg OD Fasted are not reported ... The BOR for these patients are reported under the continuous dosing results"" - Module 4 is a fed/fasted crossover, so om7 counts the same Module 4 patients in fed, fasted and continuous groups. om7 alone sums to 138 > 124 registered."
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								5	Module 1 Part A-Cohort 3 480 mg OD	2	COMPONENT_KEPT	YES	Anti-tumour Activity According to RECIST v1.1-Best Objective Response	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 1135 days (162 weeks). Frequency in outcome measure description.	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								5	Module 2 Part ACT7001 240 mg OD +Fulvestrant (Cohort 1)	6	COMPONENT_KEPT	YES	Anti-tumour Activity According to RECIST v1.1-Best Objective Response	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 1135 days (162 weeks). Frequency in outcome measure description.	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								5	Module 4 240 mg OD Continuous Dosing	8	COMPONENT_KEPT	YES	Anti-tumour Activity According to RECIST v1.1-Best Objective Response	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 1135 days (162 weeks). Frequency in outcome measure description.	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								5	Module 4 360 mg OD Continuous Dosing	7	COMPONENT_KEPT	YES	Anti-tumour Activity According to RECIST v1.1-Best Objective Response	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 1135 days (162 weeks). Frequency in outcome measure description.	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								5	Module 4-120mg OD Fed	0	COMPONENT_KEPT	YES	Anti-tumour Activity According to RECIST v1.1-Best Objective Response	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 1135 days (162 weeks). Frequency in outcome measure description.	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								7	Module 1 Part A Paired Biopsy Breast Cancer Expansion Cohort-240mg	5	COMPONENT_KEPT	YES	Anti-tumour Activity According to RECIST v1.1-Clinical Benefit Rate (CBR)	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first. Module 2A: every 8 weeks first year, every 12 weeks thereafter) assessed up to 848 days (121 weeks).	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								7	Module 1 Part A Paired Biopsy Breast Cancer Expansion Cohort-360mg	5	COMPONENT_KEPT	YES	Anti-tumour Activity According to RECIST v1.1-Clinical Benefit Rate (CBR)	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first. Module 2A: every 8 weeks first year, every 12 weeks thereafter) assessed up to 848 days (121 weeks).	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								7	Module 1 Part A-Cohort 1 120mg OD	6	COMPONENT_KEPT	YES	Anti-tumour Activity According to RECIST v1.1-Clinical Benefit Rate (CBR)	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first. Module 2A: every 8 weeks first year, every 12 weeks thereafter) assessed up to 848 days (121 weeks).	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								7	Module 1 Part A-Cohort 2 240mg OD	5	COMPONENT_KEPT	YES	Anti-tumour Activity According to RECIST v1.1-Clinical Benefit Rate (CBR)	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first. Module 2A: every 8 weeks first year, every 12 weeks thereafter) assessed up to 848 days (121 weeks).	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								7	Module 1 Part A-Cohort 3 480mg OD	2	DUPLICATE_TITLE_VARIANT	NO	Anti-tumour Activity According to RECIST v1.1-Clinical Benefit Rate (CBR)	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first. Module 2A: every 8 weeks first year, every 12 weeks thereafter) assessed up to 848 days (121 weeks).	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								7	Module 1 Part A-Cohort 4 360mg OD	6	COMPONENT_KEPT	YES	Anti-tumour Activity According to RECIST v1.1-Clinical Benefit Rate (CBR)	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first. Module 2A: every 8 weeks first year, every 12 weeks thereafter) assessed up to 848 days (121 weeks).	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								7	Module 1 Part A-Cohort 5 180mg BID	7	COMPONENT_KEPT	YES	Anti-tumour Activity According to RECIST v1.1-Clinical Benefit Rate (CBR)	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first. Module 2A: every 8 weeks first year, every 12 weeks thereafter) assessed up to 848 days (121 weeks).	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								7	Module 1 Part B-1 Triple-negative Breast Cancer (TNBC) Expansion	23	COMPONENT_KEPT	YES	Anti-tumour Activity According to RECIST v1.1-Clinical Benefit Rate (CBR)	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first. Module 2A: every 8 weeks first year, every 12 weeks thereafter) assessed up to 848 days (121 weeks).	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								7	Module 1 Part B-2 Castrate Resistant Prostate Cancer (CRPC) Expansion	11	COMPONENT_KEPT	YES	Anti-tumour Activity According to RECIST v1.1-Clinical Benefit Rate (CBR)	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first. Module 2A: every 8 weeks first year, every 12 weeks thereafter) assessed up to 848 days (121 weeks).	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								7	Module 2 Part ACT7001 240 mg OD + Fulvestrant (Cohort 1)	6	DUPLICATE_TITLE_VARIANT	NO	Anti-tumour Activity According to RECIST v1.1-Clinical Benefit Rate (CBR)	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first. Module 2A: every 8 weeks first year, every 12 weeks thereafter) assessed up to 848 days (121 weeks).	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								7	Module 2 Part ACT7001 360 mg OD + Fulvestrant (Cohort 2)	19	COMPONENT_KEPT	YES	Anti-tumour Activity According to RECIST v1.1-Clinical Benefit Rate (CBR)	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first. Module 2A: every 8 weeks first year, every 12 weeks thereafter) assessed up to 848 days (121 weeks).	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								7	Module 4 120mg OD Fasted	8	CROSSOVER_DOUBLE_COUNT	NO	Anti-tumour Activity According to RECIST v1.1-Clinical Benefit Rate (CBR)	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first. Module 2A: every 8 weeks first year, every 12 weeks thereafter) assessed up to 848 days (121 weeks).	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								7	Module 4 120mg OD Fed	6	CROSSOVER_DOUBLE_COUNT	NO	Anti-tumour Activity According to RECIST v1.1-Clinical Benefit Rate (CBR)	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first. Module 2A: every 8 weeks first year, every 12 weeks thereafter) assessed up to 848 days (121 weeks).	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								7	Module 4 240mg OD Continuous Dosing	8	DUPLICATE_TITLE_VARIANT	NO	Anti-tumour Activity According to RECIST v1.1-Clinical Benefit Rate (CBR)	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first. Module 2A: every 8 weeks first year, every 12 weeks thereafter) assessed up to 848 days (121 weeks).	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								7	Module 4 360mg OD Continous Dosing	7	DUPLICATE_TITLE_VARIANT	NO	Anti-tumour Activity According to RECIST v1.1-Clinical Benefit Rate (CBR)	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first. Module 2A: every 8 weeks first year, every 12 weeks thereafter) assessed up to 848 days (121 weeks).	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								7	Module 4 360mg OD Fasted	7	CROSSOVER_DOUBLE_COUNT	NO	Anti-tumour Activity According to RECIST v1.1-Clinical Benefit Rate (CBR)	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first. Module 2A: every 8 weeks first year, every 12 weeks thereafter) assessed up to 848 days (121 weeks).	
COHORT	NCT03363893	ctg_results_bor_2014_2017	436	124	ACTUAL	NO								7	Module 4 360mg OD Fed	7	CROSSOVER_DOUBLE_COUNT	NO	Anti-tumour Activity According to RECIST v1.1-Clinical Benefit Rate (CBR)	From enrolment (Day 1) until the date of first documented progression or date of death from any cause, whichever came first. Module 2A: every 8 weeks first year, every 12 weeks thereafter) assessed up to 848 days (121 weeks).	
TRIAL	NCT03400176	ctg_results_bor_2018_2021	334	39	ACTUAL	NO	9	78	39	POOLED_EXPLICIT	YES	39	om7 OG000-OG002 (19+1+4) + om9 OG000-OG003 (4+3+4+4)								"""All Patients Expansion"" 24 = 19+1+4; ""All Patients Escalation"" 15 = 4+3+4+4; components sum to 39 = registered enrollment."
COHORT	NCT03400176	ctg_results_bor_2018_2021	334	39	ACTUAL	NO								7	All Patients Expansion	24	POOLED_EXPLICIT	NO	Posterior Mean of CR or CRi Response Rate at C9 for Expansion Arm A and Arm B (Bayesian Analysis)	Cycle 9 Day 1 (C9). The duration of each cycle was 28 days.	
COHORT	NCT03400176	ctg_results_bor_2018_2021	334	39	ACTUAL	NO								7	VAY736 3mg/kg Q2W Arm A + Ibrutinib 420mg	19	COMPONENT_KEPT	YES	Posterior Mean of CR or CRi Response Rate at C9 for Expansion Arm A and Arm B (Bayesian Analysis)	Cycle 9 Day 1 (C9). The duration of each cycle was 28 days.	
COHORT	NCT03400176	ctg_results_bor_2018_2021	334	39	ACTUAL	NO								7	VAY736 3mg/kg Q2W Arm B + Ibrutinib 280mg	1	COMPONENT_KEPT	YES	Posterior Mean of CR or CRi Response Rate at C9 for Expansion Arm A and Arm B (Bayesian Analysis)	Cycle 9 Day 1 (C9). The duration of each cycle was 28 days.	
COHORT	NCT03400176	ctg_results_bor_2018_2021	334	39	ACTUAL	NO								7	VAY736 3mg/kg Q2W Arm B + Ibrutinib 420mg	4	COMPONENT_KEPT	YES	Posterior Mean of CR or CRi Response Rate at C9 for Expansion Arm A and Arm B (Bayesian Analysis)	Cycle 9 Day 1 (C9). The duration of each cycle was 28 days.	
COHORT	NCT03400176	ctg_results_bor_2018_2021	334	39	ACTUAL	NO								9	All Patients Escalation	15	POOLED_EXPLICIT	NO	Overall Response Rate (ORR) Assessed by Investigator Per IWCLL in the Dose Escalation Part	Up to approximately 2.5 years	
COHORT	NCT03400176	ctg_results_bor_2018_2021	334	39	ACTUAL	NO								9	VAY736 0.3mg/kg Q2W + Ibrutinib 420mg	4	COMPONENT_KEPT	YES	Overall Response Rate (ORR) Assessed by Investigator Per IWCLL in the Dose Escalation Part	Up to approximately 2.5 years	
COHORT	NCT03400176	ctg_results_bor_2018_2021	334	39	ACTUAL	NO								9	VAY736 1mg/kg Q2W + Ibrutinib 420mg	3	COMPONENT_KEPT	YES	Overall Response Rate (ORR) Assessed by Investigator Per IWCLL in the Dose Escalation Part	Up to approximately 2.5 years	
COHORT	NCT03400176	ctg_results_bor_2018_2021	334	39	ACTUAL	NO								9	VAY736 3mg/kg Q2W + Ibrutinib 420mg	4	COMPONENT_KEPT	YES	Overall Response Rate (ORR) Assessed by Investigator Per IWCLL in the Dose Escalation Part	Up to approximately 2.5 years	
COHORT	NCT03400176	ctg_results_bor_2018_2021	334	39	ACTUAL	NO								9	VAY736 9mg/kg Q2W + Ibrutinib 420mg	4	COMPONENT_KEPT	YES	Overall Response Rate (ORR) Assessed by Investigator Per IWCLL in the Dose Escalation Part	Up to approximately 2.5 years	
TRIAL	NCT03410108	ctg_results_bor_2018_2021	217	104	ACTUAL	NO	2	151	47	NESTED_SUBSET	YES	104	om2 OG000								"om0 pop: ""FAS-P ... is a subset of the FAS ... first 47 participants in the Main Cohort""; om2 FAS n=104 = registered enrollment."
COHORT	NCT03410108	ctg_results_bor_2018_2021	217	104	ACTUAL	NO								0	Refractory Expansion Part: Main Cohort	47	NESTED_SUBSET	NO	Confirmed Objective Response Rate (ORR) in the Main Cohort of the Refractory Expansion Part	From the start of study treatment up to confirmed CR or PR (Up to approximately 23 months)	
COHORT	NCT03410108	ctg_results_bor_2018_2021	217	104	ACTUAL	NO								2	Brigatinib 90 mg/180 mg	104	COMPONENT_KEPT	YES	Confirmed ORR as Assessed by an IRC in All Refractory Participants and TKI-Naïve Expansion Cohort	From the start of study treatment up to confirmed CR or PR till data cut-off date: 29 September 2020 (Up to approximately 32 months)	
TRIAL	NCT03410693	ctg_results_bor_2018_2021	135	175	ACTUAL	NO	4	300	125	NESTED_SUBSET	YES	175	om0 OG000-OG001 (87+88)								Same om0 carries the two randomised arms (87+88=175=registered enrollment) and their FGFR wild-type subsets (62, 63).
COHORT	NCT03410693	ctg_results_bor_2018_2021	135	175	ACTUAL	NO								0	Chemotherapy_Overall Population	88	COMPONENT_KEPT	YES	Objective Response Rate (ORR) - Central Assessment	From start of treatment up to end of active follow-up, approximately 29 months	
COHORT	NCT03410693	ctg_results_bor_2018_2021	135	175	ACTUAL	NO								0	Chemotherapy_WT Population	63	NESTED_SUBSET	NO	Objective Response Rate (ORR) - Central Assessment	From start of treatment up to end of active follow-up, approximately 29 months	
COHORT	NCT03410693	ctg_results_bor_2018_2021	135	175	ACTUAL	NO								0	Rogaratinib (BAY1163877)_Overall Population	87	COMPONENT_KEPT	YES	Objective Response Rate (ORR) - Central Assessment	From start of treatment up to end of active follow-up, approximately 29 months	
