nct	om_title	group_title	n_arms_registered	v1_arm_link_state	v1_arm_link_evidence_code	v1_confirmed_registry_arm_label	v1_control_status	v2_arm_link_state	v2_arm_link_relation	v2_bound_arm_label	v2_bound_arm_registered_type_verbatim	v2_n_candidate_arms	v2_comparator_role	v2_registry_type_statement	v2_registry_type_statement_assumption	v2_leaf_claim_state	v2_leaf_claim_verification	v2_arm_link_source_locator	change_arm_link	change_comparator_class
NCT01744249	Objective Response Rate (ORR) (Central Blinded Assessment)	Axitinib + Sandostatin LAR	2	CONFIRMED	LABEL_BYTE_EXACT	Axitinib + Sandostatin LAR	NOT_CONTROL_CONFIRMED	SOURCE_CONFIRMED	TWO_INDEPENDENT_FIELD_IDENTITIES:LABEL_BYTE_EXACT+DESC_BYTE_EXACT	Axitinib + Sandostatin LAR	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		NO_LEAF		protocolSection.armsInterventionsModule.armGroups[0].label and protocolSection.armsInterventionsModule.armGroups[0].description	CONFIRMED -> SOURCE_CONFIRMED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT01744249	Objective Response Rate (ORR) (Central Blinded Assessment)	Placebo + Sandostatin LAR	2	CONFIRMED	LABEL_BYTE_EXACT	Placebo + Sandostatin LAR	CONTROL_PLACEBO_CONFIRMED	SOURCE_CONFIRMED	TWO_INDEPENDENT_FIELD_IDENTITIES:LABEL_BYTE_EXACT+DESC_BYTE_EXACT	Placebo + Sandostatin LAR	PLACEBO_COMPARATOR	1	COMPARATOR_SUPPORTED_BY_SOURCE_CONFIRMED_ARM_TYPE	BOUND_ARM_REGISTERED_TYPE_IS_PLACEBO_COMPARATOR		NO_LEAF		protocolSection.armsInterventionsModule.armGroups[1].label and protocolSection.armsInterventionsModule.armGroups[1].description	CONFIRMED -> SOURCE_CONFIRMED	UNCHANGED_CLASS:COMPARATOR_SUPPORTED
NCT01744249	Objective Response Rate (ORR) (Investigator Assessment)	Axitinib + Sandostatin LAR	2	CONFIRMED	LABEL_BYTE_EXACT	Axitinib + Sandostatin LAR	NOT_CONTROL_CONFIRMED	SOURCE_CONFIRMED	TWO_INDEPENDENT_FIELD_IDENTITIES:LABEL_BYTE_EXACT+DESC_BYTE_EXACT	Axitinib + Sandostatin LAR	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		NO_LEAF		protocolSection.armsInterventionsModule.armGroups[0].label and protocolSection.armsInterventionsModule.armGroups[0].description	CONFIRMED -> SOURCE_CONFIRMED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT01744249	Objective Response Rate (ORR) (Investigator Assessment)	Placebo + Sandostatin LAR	2	CONFIRMED	LABEL_BYTE_EXACT	Placebo + Sandostatin LAR	CONTROL_PLACEBO_CONFIRMED	SOURCE_CONFIRMED	TWO_INDEPENDENT_FIELD_IDENTITIES:LABEL_BYTE_EXACT+DESC_BYTE_EXACT	Placebo + Sandostatin LAR	PLACEBO_COMPARATOR	1	COMPARATOR_SUPPORTED_BY_SOURCE_CONFIRMED_ARM_TYPE	BOUND_ARM_REGISTERED_TYPE_IS_PLACEBO_COMPARATOR		NO_LEAF		protocolSection.armsInterventionsModule.armGroups[1].label and protocolSection.armsInterventionsModule.armGroups[1].description	CONFIRMED -> SOURCE_CONFIRMED	UNCHANGED_CLASS:COMPARATOR_SUPPORTED
NCT01746225	Best Overall Response	A: Nab-Paclitaxel 150 mg/m2 Days 1,15	3	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	A: nab-Paclitaxel 150 mg/m2 days 1,15	NOT_CONTROL_CONFIRMED	LABEL_MATCH	LABEL_IDENTITY_ONLY:LABEL_CASE_WS_FOLD	A: nab-Paclitaxel 150 mg/m2 days 1,15	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	NO_LEAF		protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> LABEL_MATCH	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT01746225	Best Overall Response	B: Nab-Paclitaxel 100 mg/m2 Days 1,8,15	3	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	B: nab-Paclitaxel 100 mg/m2 days 1,8,15	NOT_CONTROL_CONFIRMED	LABEL_MATCH	LABEL_IDENTITY_ONLY:LABEL_CASE_WS_FOLD	B: nab-Paclitaxel 100 mg/m2 days 1,8,15	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	NO_LEAF		protocolSection.armsInterventionsModule.armGroups[1].label	CONFIRMED -> LABEL_MATCH	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT01746225	Best Overall Response	C: Nab-Paclitaxel 75 mg/m2 Days 1,8,15,22	3	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	C: nab-Paclitaxel 75 mg/m2 days 1,8,15,22	NOT_CONTROL_CONFIRMED	LABEL_MATCH	LABEL_IDENTITY_ONLY:LABEL_CASE_WS_FOLD	C: nab-Paclitaxel 75 mg/m2 days 1,8,15,22	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	NO_LEAF		protocolSection.armsInterventionsModule.armGroups[2].label	CONFIRMED -> LABEL_MATCH	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT01790503	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	Combined 800 mg, 5 Days/Week	4	CONFIRMED_TYPE_ONLY	LEAF_ARM_IDENTITY_NOT_BOUND_ARM_SET_TYPE_INVARIANT		NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT	UNRESOLVED	LEAF_CLAIM_LEAF_CLAIMS_MULTIPLE_ARMS			2	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_CLAIMS_MULTIPLE_ARMS	NOT_VERIFIABLE_IN_THIS_CACHE	LEAF-OUT/LEAF-QD-group0.tsv:line 83	CONFIRMED_TYPE_ONLY -> UNRESOLVED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT01796171	Part A, Phase IIa	100/20 With FL	13	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Part A, Arm 4: 20 MBq/kg Betalutin with higher dose lilotomab pre-dosing	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group0.tsv:line 84; candidate protocolSection.armsInterventionsModule.armGroups[7].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT01796171	Part A, Phase IIa	40/15 With FL	13	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Part A, Arm 1: 15 MBq/kg Betalutin with lower dose lilotomab pre-dosing	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group0.tsv:line 85; candidate protocolSection.armsInterventionsModule.armGroups[1].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT01807182	Number of Participants in Each Clinical Response Category	Treatment (TIL, Combination Chemotherapy, Aldesleukin)	1	CONFIRMED	LABEL_CASE_AND_WHITESPACE_ONLY	Treatment (TIL, combination chemotherapy, aldesleukin)	NOT_CONTROL_CONFIRMED	LABEL_MATCH	LABEL_IDENTITY_ONLY:LABEL_CASE_WS_FOLD	Treatment (TIL, combination chemotherapy, aldesleukin)	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	NO_LEAF		protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> LABEL_MATCH	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT01832727	Best Overall Response in Phase 2 as Assessed by Investigator	Phase 2 300 mg 2/7 Schedule	9	CONFIRMED	LABEL_BYTE_EXACT	Phase 2 300 mg 2/7 Schedule	NOT_CONTROL_CONFIRMED	SOURCE_CONFIRMED	TWO_INDEPENDENT_FIELD_IDENTITIES:LABEL_BYTE_EXACT+DESC_BYTE_EXACT	Phase 2 300 mg 2/7 Schedule	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		NO_LEAF		protocolSection.armsInterventionsModule.armGroups[8].label and protocolSection.armsInterventionsModule.armGroups[8].description	CONFIRMED -> SOURCE_CONFIRMED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT01853644	Overall Best Response of Patients With Platinum-resistant Ovarian Cancer to Treatment With Single Agent Tivozanib	Treatment (Tivozanib)	1	CONFIRMED	LABEL_BYTE_EXACT	Treatment (Tivozanib)	NOT_CONTROL_CONFIRMED	LABEL_MATCH	LABEL_IDENTITY_ONLY:LABEL_BYTE_EXACT	Treatment (Tivozanib)	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	NO_LEAF		protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> LABEL_MATCH	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT01859741	Phase 1b: Overall Response (Response Evaluable Population)	P1B: OMP-59R5 10 mg/kg + ETO + CIS	2	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	OMP-59R5 Combination with Etoposide and Cisplatin	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group1.tsv:line 2; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT01859741	Phase 1b: Overall Response (Response Evaluable Population)	P1B: OMP-59R5 12.5 mg/kg + ETO + CIS	2	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	OMP-59R5 Combination with Etoposide and Cisplatin	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group1.tsv:line 3; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT01859741	Phase 1b: Overall Response (Response Evaluable Population)	P1B: OMP-59R5 15 mg/kg + ETO + CIS	2	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	OMP-59R5 Combination with Etoposide and Cisplatin	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group1.tsv:line 4; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT01859741	Phase 1b: Overall Response (Response Evaluable Population)	P1B: OMP-59R5 15mg/kg + ETO + CARB	2	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	OMP-59R5 Combination with Etoposide and Cisplatin	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group1.tsv:line 5; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT01859741	Phase 1b: Overall Response (Response Evaluable Population)	P1B: OMP-59R5 5mg/kg + ETO + CIS	2	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	OMP-59R5 Combination with Etoposide and Cisplatin	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group1.tsv:line 6; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT01859741	Phase 1b: Overall Response (Response Evaluable Population)	P1B: OMP-59R5 7.5 mg/kg + ETO + CIS	2	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	OMP-59R5 Combination with Etoposide and Cisplatin	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group1.tsv:line 7; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT01859741	Phase 2: Best Overall Tumor Response Based on Investigator Assessment (ITT Population)	P2: OMP-59R5 15 mg/kg + ETO and CIS or CARB	2	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	OMP-59R5 Combination with Etoposide and Cisplatin	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group1.tsv:line 8; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT01859741	Phase 2: Best Overall Tumor Response Based on Investigator Assessment (ITT Population)	P2: Placebo + CIS or CARB	2	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Etoposide and Cisplatin plus Placebo	CONTESTED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	COMPARATOR_PROPOSED_BY_GROUP_TEXT_PLACEBO	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group1.tsv:line 9; candidate protocolSection.armsInterventionsModule.armGroups[1].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:CONTESTED->COMPARATOR_PROPOSED
NCT01874054	Overall Best Response Rate	Brentuximab Vedotin + Bendamustine	1	CONFIRMED	LABEL_BYTE_EXACT	Brentuximab Vedotin + Bendamustine	NOT_CONTROL_CONFIRMED	LABEL_MATCH	LABEL_IDENTITY_ONLY:LABEL_BYTE_EXACT	Brentuximab Vedotin + Bendamustine	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	NO_LEAF		protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> LABEL_MATCH	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT01876446	Best Response	A: Chemo Resistant	1	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Treatment (pegylated irinotecan NKTR 102)	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group1.tsv:line 10; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT01876446	Best Response	B: Chemo Sensitive	1	CONFIRMED	LEAF_WITHIN_RECORD_RELATION	Treatment (pegylated irinotecan NKTR 102)	NOT_CONTROL_CONFIRMED	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group1.tsv:line 11; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT01975519	Objective Response Rate in Patients With Advanced Soft Tissue Sarcoma by RECIST 1.1	10 mg/kg TRC105 + Pazopanib	1	CONFIRMED_TYPE_ONLY	LEAF_SOLE_REGISTERED_ARM_TYPE_ONLY		NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group1.tsv:line 12; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED_TYPE_ONLY -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT01975519	Objective Response Rate in Patients With Advanced Soft Tissue Sarcoma by RECIST 1.1	8 mg/kg TRC105 + Pazopanib	1	CONFIRMED_TYPE_ONLY	LEAF_SOLE_REGISTERED_ARM_TYPE_ONLY		NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group1.tsv:line 13; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED_TYPE_ONLY -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT01975519	Objective Response Rate in a Cohort of Patients With Angiosarcoma	10 mg/kg TRC105 + Pazopanib With Angiosarcoma	1	CONFIRMED_TYPE_ONLY	LEAF_SOLE_REGISTERED_ARM_TYPE_ONLY		NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT	PROPOSED	LEAF_CLAIM_NOT_VERIFIABLE_FROM_EXACT_SOURCE_FIELDS			1	UNKNOWN_IN_THIS_CACHE	ALL_REGISTERED_ARMS_NON_COMPARATOR_TYPED_CONDITIONAL	ASSUMES_THIS_RESULTS_GROUP_IS_A_SUBSET_OF_THE_REGISTERED_ARM_SET_MEMBERSHIP_UNPROVED	LEAF_LABEL_RESOLVES_UNIQUELY	RETAINED_UNVERIFIED_WITH_LOCATOR	LEAF-OUT/LEAF-QD-group1.tsv:line 14; candidate protocolSection.armsInterventionsModule.armGroups[0].label	CONFIRMED_TYPE_ONLY -> PROPOSED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->UNKNOWN
NCT02041429	Best Response [Phase I]	Phase I Dose Level 0: Paclitaxel + Ruxolitiniib 10 mg	4	CONFIRMED	LABEL_BYTE_EXACT	Phase I Dose Level 0: Paclitaxel + Ruxolitiniib 10 mg	NOT_CONTROL_CONFIRMED	SOURCE_CONFIRMED	TWO_INDEPENDENT_FIELD_IDENTITIES:LABEL_BYTE_EXACT+DESC_CASE_WS_FOLD	Phase I Dose Level 0: Paclitaxel + Ruxolitiniib 10 mg	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		NO_LEAF		protocolSection.armsInterventionsModule.armGroups[0].label and protocolSection.armsInterventionsModule.armGroups[0].description	CONFIRMED -> SOURCE_CONFIRMED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT02041429	Best Response [Phase I]	Phase I Dose Level 1: Paclitaxel + Ruxolitiniib 15 mg	4	CONFIRMED	LABEL_BYTE_EXACT	Phase I Dose Level 1: Paclitaxel + Ruxolitiniib 15 mg	NOT_CONTROL_CONFIRMED	SOURCE_CONFIRMED	TWO_INDEPENDENT_FIELD_IDENTITIES:LABEL_BYTE_EXACT+DESC_CASE_WS_FOLD	Phase I Dose Level 1: Paclitaxel + Ruxolitiniib 15 mg	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		NO_LEAF		protocolSection.armsInterventionsModule.armGroups[1].label and protocolSection.armsInterventionsModule.armGroups[1].description	CONFIRMED -> SOURCE_CONFIRMED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT02041429	Best Response [Phase I]	Phase I Dose Level 2: Paclitaxel + Ruxolitiniib 20 mg	4	CONFIRMED	LABEL_BYTE_EXACT	Phase I Dose Level 2: Paclitaxel + Ruxolitiniib 20 mg	NOT_CONTROL_CONFIRMED	LABEL_MATCH	LABEL_IDENTITY_ONLY:LABEL_BYTE_EXACT	Phase I Dose Level 2: Paclitaxel + Ruxolitiniib 20 mg	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL	ASSUMES_LABEL_CORRESPONDENCE_IS_ARM_IDENTITY	NO_LEAF		protocolSection.armsInterventionsModule.armGroups[2].label	CONFIRMED -> LABEL_MATCH	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
NCT02041429	Best Response [Phase I]	Phase I Dose Level 3: Paclitaxel + Ruxolitiniib 25 mg	4	CONFIRMED	LABEL_BYTE_EXACT	Phase I Dose Level 3: Paclitaxel + Ruxolitiniib 25 mg	NOT_CONTROL_CONFIRMED	SOURCE_CONFIRMED	TWO_INDEPENDENT_FIELD_IDENTITIES:LABEL_BYTE_EXACT+DESC_CASE_WS_FOLD	Phase I Dose Level 3: Paclitaxel + Ruxolitiniib 25 mg	EXPERIMENTAL	1	NOT_ESTABLISHED_IN_THIS_CACHE	BOUND_ARM_REGISTERED_TYPE_IS_EXPERIMENTAL		NO_LEAF		protocolSection.armsInterventionsModule.armGroups[3].label and protocolSection.armsInterventionsModule.armGroups[3].description	CONFIRMED -> SOURCE_CONFIRMED	CHANGED_CLASS:NOT_CONTROL_ASSERTED->NOT_ESTABLISHED
