integration_row_key	contradiction_code	a_state	a_unresolved_reason_codes	c_arm_link_state	c_control_status	c_contested_flag	b_join_state	b_usable_for_proportion	b_unresolved_states	resolution	source_pointer
NCT01859741|OM3|OG000	ROW_NOT_ASSESSED_BY_B	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	CONTESTED	PLACEBO_OR_NOINT_TEXT_VS_NONCONTROL_REGISTRY_TYPE	MEASURE_OUTSIDE_B_TITLE_BOUNDARY			BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[3] :: groups[OG000]
NCT01859741|OM3|OG001	ROW_NOT_ASSESSED_BY_B	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		MEASURE_OUTSIDE_B_TITLE_BOUNDARY			BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01859741] :: outcomeMeasures[3] :: groups[OG001]
NCT01876446|OM3|OG000	C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		TRIAL_OUTSIDE_B_CORPUS_SCOPE			BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01876446] :: outcomeMeasures[3] :: groups[OG000]
NCT01876446|OM3|OG000	ROW_NOT_ASSESSED_BY_B	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		TRIAL_OUTSIDE_B_CORPUS_SCOPE			BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01876446] :: outcomeMeasures[3] :: groups[OG000]
NCT01876446|OM3|OG001	C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		TRIAL_OUTSIDE_B_CORPUS_SCOPE			BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01876446] :: outcomeMeasures[3] :: groups[OG001]
NCT01876446|OM3|OG001	ROW_NOT_ASSESSED_BY_B	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		TRIAL_OUTSIDE_B_CORPUS_SCOPE			BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01876446] :: outcomeMeasures[3] :: groups[OG001]
NCT01975519|OM2|OG000	A_NOT_REFUTED_WHILE_C_ARM_CONFIRMED_TYPE_ONLY	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED_TYPE_ONLY	NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT		JOINED_UNIQUE	True	SINGLE_OBSERVATION	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01975519] :: outcomeMeasures[2] :: groups[OG000]
NCT01975519|OM6|OG000	A_NOT_REFUTED_WHILE_C_ARM_CONFIRMED_TYPE_ONLY	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED_TYPE_ONLY	NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT		JOINED_UNIQUE	True	SINGLE_OBSERVATION	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01975519] :: outcomeMeasures[6] :: groups[OG000]
NCT01975519|OM6|OG000	C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED_TYPE_ONLY	NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT		JOINED_UNIQUE	True	SINGLE_OBSERVATION	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01975519] :: outcomeMeasures[6] :: groups[OG000]
NCT01975519|OM6|OG001	A_NOT_REFUTED_WHILE_C_ARM_CONFIRMED_TYPE_ONLY	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED_TYPE_ONLY	NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT		JOINED_UNIQUE	True	SINGLE_OBSERVATION	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01975519] :: outcomeMeasures[6] :: groups[OG001]
NCT01975519|OM6|OG001	C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED_TYPE_ONLY	NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT		JOINED_UNIQUE	True	SINGLE_OBSERVATION	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01975519] :: outcomeMeasures[6] :: groups[OG001]
NCT02041429|OM2|OG000	ROW_NOT_ASSESSED_BY_B	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		TRIAL_OUTSIDE_B_CORPUS_SCOPE			BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02041429] :: outcomeMeasures[2] :: groups[OG000]
NCT02041429|OM2|OG001	ROW_NOT_ASSESSED_BY_B	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		TRIAL_OUTSIDE_B_CORPUS_SCOPE			BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02041429] :: outcomeMeasures[2] :: groups[OG001]
NCT02041429|OM2|OG002	ROW_NOT_ASSESSED_BY_B	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		TRIAL_OUTSIDE_B_CORPUS_SCOPE			BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02041429] :: outcomeMeasures[2] :: groups[OG002]
NCT02041429|OM2|OG003	ROW_NOT_ASSESSED_BY_B	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		TRIAL_OUTSIDE_B_CORPUS_SCOPE			BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02041429] :: outcomeMeasures[2] :: groups[OG003]
NCT02089334|OM4|OG000	A_NOT_REFUTED_WHILE_C_ARM_CONFIRMED_TYPE_ONLY	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED_TYPE_ONLY	NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT		JOINED_UNIQUE	True	SINGLE_OBSERVATION	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02089334] :: outcomeMeasures[4] :: groups[OG000]
NCT02089334|OM4|OG000	C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED_TYPE_ONLY	NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT		JOINED_UNIQUE	True	SINGLE_OBSERVATION	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02089334] :: outcomeMeasures[4] :: groups[OG000]
NCT02089334|OM4|OG001	A_NOT_REFUTED_WHILE_C_ARM_CONFIRMED_TYPE_ONLY	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED_TYPE_ONLY	NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT		JOINED_UNIQUE	True	SINGLE_OBSERVATION	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02089334] :: outcomeMeasures[4] :: groups[OG001]
NCT02089334|OM4|OG001	C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED_TYPE_ONLY	NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT		JOINED_UNIQUE	True	SINGLE_OBSERVATION	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02089334] :: outcomeMeasures[4] :: groups[OG001]
NCT02089334|OM4|OG002	A_NOT_REFUTED_WHILE_C_ARM_CONFIRMED_TYPE_ONLY	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED_TYPE_ONLY	NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT		JOINED_UNIQUE	True	SINGLE_OBSERVATION	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02089334] :: outcomeMeasures[4] :: groups[OG002]
NCT02089334|OM4|OG002	C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED_TYPE_ONLY	NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT		JOINED_UNIQUE	True	SINGLE_OBSERVATION	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02089334] :: outcomeMeasures[4] :: groups[OG002]
NCT02089334|OM4|OG003	A_NOT_REFUTED_WHILE_C_ARM_CONFIRMED_TYPE_ONLY	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED_TYPE_ONLY	NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT		JOINED_UNIQUE	True	SINGLE_OBSERVATION	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02089334] :: outcomeMeasures[4] :: groups[OG003]
NCT02089334|OM4|OG003	C_SOLE_ARM_BUT_MULTIPLE_RESULTS_GROUPS	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED_TYPE_ONLY	NOT_CONTROL_BY_ARM_SET_TYPE_INVARIANT		JOINED_UNIQUE	True	SINGLE_OBSERVATION	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02089334] :: outcomeMeasures[4] :: groups[OG003]
NCT02124772|OM10|OG000	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG000]
NCT02124772|OM10|OG001	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG001]
NCT02124772|OM10|OG002	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG002]
NCT02124772|OM10|OG003	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG003]
NCT02124772|OM10|OG004	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG004]
NCT02124772|OM10|OG005	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG005]
NCT02124772|OM10|OG006	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG006]
NCT02124772|OM10|OG007	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG007]
NCT02124772|OM10|OG008	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG008]
NCT02124772|OM10|OG009	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG009]
NCT02124772|OM10|OG010	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG010]
NCT02124772|OM10|OG011	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG011]
NCT02124772|OM10|OG012	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG012]
NCT02150967|OM11|OG000	A_UNSUITABLE_WHILE_C_ARM_CONFIRMED	UNSUITABLE_FOR_PROPORTION	MULTIPLE_CONTRIBUTING_CLASSES_NO_SOURCE_SUPPORTED_SELECTION_BASIS|CATEGORY_SUM_IS_A_MULTIPLE_OF_REPORTED_DENOMINATOR_OVERLAPPING_STRATA|PRODUCER_LABEL_COLLISION_ACROSS_CLASSES	CONFIRMED	NOT_CONTROL_CONFIRMED		MEASURE_OUTSIDE_B_TITLE_BOUNDARY			BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02150967] :: outcomeMeasures[11] :: groups[OG000]
NCT02150967|OM11|OG000	ROW_NOT_ASSESSED_BY_B	UNSUITABLE_FOR_PROPORTION	MULTIPLE_CONTRIBUTING_CLASSES_NO_SOURCE_SUPPORTED_SELECTION_BASIS|CATEGORY_SUM_IS_A_MULTIPLE_OF_REPORTED_DENOMINATOR_OVERLAPPING_STRATA|PRODUCER_LABEL_COLLISION_ACROSS_CLASSES	CONFIRMED	NOT_CONTROL_CONFIRMED		MEASURE_OUTSIDE_B_TITLE_BOUNDARY			BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02150967] :: outcomeMeasures[11] :: groups[OG000]
NCT02212015|OM6|OG000	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02212015] :: outcomeMeasures[6] :: groups[OG000]
NCT02212015|OM7|OG000	A_UNSUITABLE_WHILE_C_ARM_CONFIRMED	UNSUITABLE_FOR_PROPORTION	MULTIPLE_CONTRIBUTING_CLASSES_NO_SOURCE_SUPPORTED_SELECTION_BASIS|PRODUCER_LABEL_COLLISION_ACROSS_CLASSES	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02212015] :: outcomeMeasures[7] :: groups[OG000]
NCT02212015|OM8|OG000	A_UNSUITABLE_WHILE_C_ARM_CONFIRMED	UNSUITABLE_FOR_PROPORTION	MULTIPLE_CONTRIBUTING_CLASSES_NO_SOURCE_SUPPORTED_SELECTION_BASIS|PRODUCER_LABEL_COLLISION_ACROSS_CLASSES	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02212015] :: outcomeMeasures[8] :: groups[OG000]
NCT02259582|OM0|OG000	C_CONTESTED_FLAG_PRESENT	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	CONTROL_PLACEBO_CONFIRMED	GROUP_TITLE_IS_A_TREATMENT_SEQUENCE_CONTAINING_A_PLACEBO_TOKEN	JOINED_UNIQUE	True	SINGLE_OBSERVATION	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02259582] :: outcomeMeasures[0] :: groups[OG000]
NCT02259582|OM0|OG001	C_CONTESTED_FLAG_PRESENT	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	CONTROL_ACTIVE_COMPARATOR_CONFIRMED	GROUP_TITLE_IS_A_TREATMENT_SEQUENCE_CONTAINING_A_PLACEBO_TOKEN	JOINED_UNIQUE	True	SINGLE_OBSERVATION	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02259582] :: outcomeMeasures[0] :: groups[OG001]
NCT02263508|OM4|OG000	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02263508] :: outcomeMeasures[4] :: groups[OG000]
NCT02263508|OM14|OG000	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	CONTROL_PLACEBO_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02263508] :: outcomeMeasures[14] :: groups[OG000]
NCT02263508|OM14|OG001	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02263508] :: outcomeMeasures[14] :: groups[OG001]
NCT02263508|OM19|OG000	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	CONTROL_PLACEBO_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02263508] :: outcomeMeasures[19] :: groups[OG000]
NCT02263508|OM19|OG001	A_NOT_REFUTED_WHILE_B_SET_UNRESOLVED	NOT_REFUTED_BY_THIS_COMPONENT	NONE	CONFIRMED	NOT_CONTROL_CONFIRMED		JOINED_UNIQUE	True	UNRESOLVED_MULTIPLE_MEASURE_TITLES|UNRESOLVED_MULTIPLE_ENDPOINT_CONSTRUCTS|UNRESOLVED_MULTIPLE_ASSESSMENT_CRITERIA|UNRESOLVED_MULTIPLE_POPULATION_DESCRIPTIONS|UNRESOLVED_MULTIPLE_PARAMTYPE_OR_UNIT	BOTH_STATES_STAND__NEITHER_COMPONENT_OVERWRITES_THE_OTHER	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02263508] :: outcomeMeasures[19] :: groups[OG001]
