source_row,cas,source_name,cell_viability_percent,reported_sd_percent,mean_midrank,mean_plus_sd,mean_plus_sd_midrank,rank_denominator,role,active_moiety,chemical_family,reported_ic50_nM,ic50_source_name,catalogue_source_row,catalogue_id,catalogue_source_name,source_target,source_pathway,provider
107,97682-44-5,Irinotecan,87.73060193053324,19.102166228566286,148.0,106.83276815909953,157.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,107,S1198,Irinotecan,Topoisomerase,DNA Damage/DNA Repair,Selleck  Chemicals
108,136572-09-3,Irinotecan HCl Trihydrate,60.71296990331964,14.310215593358157,79.0,75.0231854966778,96.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,108,S2217,Irinotecan HCl Trihydrate,Topoisomerase,DNA Damage,Selleck  Chemicals
109,100286-90-6,Irinotecan hydrochloride,56.137153005657844,7.195271026821334,69.0,63.332424032479175,59.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,109,S5026,Irinotecan hydrochloride,Topoisomerase,DNA Damage/DNA Repair,Selleck  Chemicals
110,219989-84-1,Ixabepilone (BMS-247550),47.93746597255435,24.105984150771956,43.0,72.04345012332631,87.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,110,S7930,Ixabepilone (BMS-247550),Microtubule Associat,Cytoskeletal Signaling,Selleck  Chemicals
111,1072833-77-2,Ixazomib (MLN2238),12.842859502242312,2.3376062403923075,14.0,15.18046574263462,10.0,221,confirmed_proteasome_direct,ixazomib,boronic_acid_ester_lineage,,,111,S2180,Ixazomib (MLN2238),Proteasome,Proteases,Selleck  Chemicals
112,1239908-20-3,Ixazomib citrate,16.764045559396948,1.9723077941540799,17.0,18.736353353551028,12.0,221,confirmed_proteasome_prodrug,ixazomib,boronic_acid_ester_lineage,3511.0,Ixazomib citrate,112,S4432,Ixazomib citrate,Proteasome,Proteases,Selleck  Chemicals
113,1201902-80-8,Ixazomib Citrate (MLN9708),21.929033323593295,4.675212480784609,22.0,26.604245804377904,20.0,221,source_annotated_proteasome_analogue,,boronic_acid_ester_lineage,1982.0,Ixazomib,113,S2181,Ixazomib Citrate (MLN9708),Proteasome,Proteases,Selleck  Chemicals
114,231277-92-2,Lapatinib,50.691753585811725,10.712334684232612,54.0,61.40408827004434,56.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,114,S2111,Lapatinib,"EGFR,HER2",Protein Tyrosine Kinase,Selleck  Chemicals
115,388082-77-7,Lapatinib (GW-572016) Ditosylate,91.81329640593037,45.817082311689276,157.0,137.63037871761964,193.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,115,S1028,Lapatinib (GW-572016) Ditosylate,"EGFR,HER2",Protein Tyrosine Kinase,Selleck  Chemicals
116,1223403-58-4,Larotrectinib,85.1008582049945,0.8765812418462602,143.0,85.97743944684075,122.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,116,S5860,Larotrectinib,Trk receptor,Protein Tyrosine Kinase,Selleck  Chemicals
117,1223405-08-0,Larotrectinib (LOXO-101) sulfate,113.35234114533104,42.20373437305608,194.0,155.5560755183871,206.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,117,S7960,Larotrectinib (LOXO-101) sulfate,Trk receptor,Protein Tyrosine Kinase,Selleck  Chemicals
118,191732-72-6,Lenalidomide (CC-5013),75.91757397126267,9.065846810564924,128.0,84.98342078182759,120.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,118,S1029,Lenalidomide (CC-5013),TNF-alpha,Apoptosis,Selleck  Chemicals
119,417716-92-8,Lenvatinib (E7080),47.66302897869473,17.68449938383748,42.0,65.34752836253222,64.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,119,S1164,Lenvatinib (E7080),VEGFR,Protein Tyrosine Kinase,Selleck  Chemicals
120,857890-39-2,lenvatinib Mesylate,55.04173389402003,8.435709476198351,62.0,63.47744337021838,60.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,120,S5240,lenvatinib Mesylate,VEGFR,Protein Tyrosine Kinase,Selleck  Chemicals
121,112809-51-5,Letrozole,85.32000351545605,17.677721710566107,144.0,102.99772522602215,149.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,121,Cayman 11568,Letrozole,Aromatase,Endocrinology & Hormones,Cayman Chemical
122,6035-45-6,Leucovorin Calcium Pentahydrate,61.81666896845337,7.597037429334231,86.0,69.4137063977876,79.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,122,S1236,Leucovorin Calcium Pentahydrate,Others,Others,Selleck  Chemicals
123,74381-53-6,Leuprolide Acetate,67.29892139799014,17.76580742698156,104.0,85.0647288249717,121.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,123,S3718,Leuprolide Acetate,Estrogen/progestogen Receptor,Endocrinology & Hormones,Selleck  Chemicals
124,80433-71-2,Levoleucovorin calcium,90.23251089163608,0.018262109205132937,153.0,90.25077300084122,130.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,124,S2588,Levoleucovorin calcium,Others,Others,Selleck  Chemicals
125,859-18-7,Lincomycin HCl,92.17918260007875,6.992491710390908,158.0,99.17167431046965,144.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,125,S2479,Lincomycin HCl,Anti-infection,Microbiology,Selleck  Chemicals
126,13010-47-4,Lomustine,75.4500527231842,10.549718597944498,126.0,85.99977132112869,123.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,126,S1840,Lomustine,DNA/RNA Synthesis,DNA Damage,Selleck  Chemicals
127,3562-63-8,Megestrol,125.6244785311786,13.38612604736049,203.0,139.01060457853907,194.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,127,S5738,Megestrol,Estrogen/progestogen Receptor,Endocrinology & Hormones,Selleck  Chemicals
128,595-33-5,Megestrol Acetate,113.27861979596761,14.106945485497896,193.0,127.38556528146552,182.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,128,S1304,Megestrol Acetate,"Androgen Receptor,Estrogen/progestogen Receptor",Endocrinology & Hormones,Selleck  Chemicals
129,50-44-2,Mercaptopurine (6-MP),115.83982315500614,65.94082298984921,196.0,181.78064614485535,215.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,129,S1305,Mercaptopurine (6-MP),DNA/RNA Synthesis,DNA Damage,Selleck  Chemicals
130,59-05-2,Methotrexate,176.78020149149435,33.864799969509455,219.0,210.6450014610038,217.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,130,S1210,Methotrexate,DHFR,Metabolism,Selleck  Chemicals
131,120685-11-2,Midostaurin (PKC412),32.195527837732044,7.688347975359854,30.0,39.8838758130919,28.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,131,S8064,Midostaurin (PKC412),PKC,Cytoskeletal Signaling,Selleck  Chemicals
132,53-19-0,Mitotane,105.63566374042404,11.911628320607885,183.0,117.54729206103192,169.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,132,S1732,Mitotane,Others,Others,Selleck  Chemicals
133,70476-82-3,Mitoxantrone 2HCl,5.118595403554682,0.5081752696505033,5.0,5.626770673205185,4.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,12.9,Mitoxantrone,133,S2485,Mitoxantrone 2HCl,Topoisomerase,DNA Damage,Selleck  Chemicals
134,1847461-43-1,Mobocertinib (TAK788),16.490113921319992,16.161966646540307,16.0,32.652080567860295,26.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,3010.0,Mobocertinib,134,S6813,Mobocertinib (TAK788),EGFR,Protein Tyrosine Kinase,Selleck  Chemicals
135,121032-29-9,Nelarabine,112.7704445263171,23.233773328420952,189.0,136.00421785473804,192.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,135,S1213,Nelarabine,DNA/RNA Synthesis,DNA Damage,Selleck  Chemicals
136,641571-10-0,Nilotinib (AMN-107),29.734605465425012,1.910739013885891,29.0,31.645344479310904,25.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,136,S1033,Nilotinib (AMN-107),Bcr-Abl,Angiogenesis,Selleck  Chemicals
137,923288-95-3,Nilotinib hydrochloride,56.01743041174898,9.655330123359548,67.0,65.67276053510852,67.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,137,S5205,Nilotinib hydrochloride,Bcr-Abl,Angiogenesis,Selleck  Chemicals
138,923288-90-8,Nilotinib hydrochloride monohydrate,49.161027289298076,16.326325629386496,47.0,65.48735291868456,65.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,138,S4895,Nilotinib hydrochloride monohydrate,Bcr-Abl,Angiogenesis,Selleck  Chemicals
139,63612-50-0,Nilutamide,104.39571608247681,30.063648952523746,181.0,134.45936503500056,189.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,139,S4836,Nilutamide,Androgen Receptor,Endocrinology & Hormones,Selleck  Chemicals
140,656247-17-5,Nintedanib (BIBF 1120),40.60955623594576,6.443662419168363,34.0,47.05321865511412,36.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,140,S1010,Nintedanib (BIBF 1120),"FGFR,PDGFR,VEGFR",Protein Tyrosine Kinase,Selleck  Chemicals
141,1038915-60-4,Niraparib (MK-4827),59.02582800807995,4.817501556286764,78.0,63.84332956436671,61.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,141,S2741,Niraparib (MK-4827),PARP,DNA Damage,Selleck  Chemicals
142,1038915-73-9,Niraparib (MK-4827) tosylate,88.05931989622559,29.03675363615714,149.0,117.09607353238273,168.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,142,S7625,Niraparib (MK-4827) tosylate,PARP,DNA Damage,Selleck  Chemicals
143,763113-22-0,"Olaparib (AZD2281, Ku-0059436)",73.01081142886179,22.380038875408122,120.5,95.3908503042699,137.5,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,143,S1060,"Olaparib (AZD2281, Ku-0059436)",PARP,DNA Damage,Selleck  Chemicals
144,1421373-65-0,Osimertinib (AZD9291),23.19230799960281,21.220570896361394,23.0,44.412878895964205,33.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,144,S7297,Osimertinib (AZD9291),EGFR,Protein Tyrosine Kinase,Selleck  Chemicals
145,33069-62-4,Paclitaxel,89.15045799296175,29.575800693659204,152.0,118.72625868662095,173.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,145,S1150,Paclitaxel,"Autophagy,Microtubule Associated",Cytoskeletal Signaling,Selleck  Chemicals
146,571190-30-2,Palbociclib,71.53211106558268,2.501908961102849,119.0,74.03402002668554,92.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,146,S4482,Palbociclib,CDK,Cell Cycle,Selleck  Chemicals
147,827022-32-2,Palbociclib (PD-0332991) HCl,114.2471844963824,15.632365479591586,195.0,129.879549975974,185.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,147,S1116,Palbociclib (PD-0332991) HCl,CDK,Cell Cycle,Selleck  Chemicals
148,827022-33-3,Palbociclib (PD0332991) Isethionate,106.74145761307389,1.1505128799232054,186.0,107.8919704929971,158.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,148,S1579,Palbociclib (PD0332991) Isethionate,CDK,Cell Cycle,Selleck  Chemicals
149,31645-39-3,Palifosfamide,78.28909147148089,14.700997910129875,134.0,92.99008938161076,133.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,149,S5840,Palifosfamide,DNA alkylator,DNA Damage,Selleck  Chemicals
150,404950-80-7,Panobinostat (LBH589),9.773480873553279,4.065402157204025,11.0,13.838883030757303,9.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,3.37,Panobinostat,150,S1030,Panobinostat (LBH589),HDAC,Epigenetics,Selleck  Chemicals
151,444731-52-6,Pazopanib,57.4403211667704,19.534257365365324,72.0,76.97457853213572,103.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,151,S3012,Pazopanib,"c-Kit,PDGFR,VEGFR",Protein Tyrosine Kinase,Selleck  Chemicals
152,635702-64-6,Pazopanib HCl (GW786034 HCl),40.97544243009411,17.54221030833534,35.0,58.51765273842945,50.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,31.6,Pazopanib ,152,S1035,Pazopanib HCl (GW786034 HCl),"c-Kit,PDGFR,VEGFR",Protein Tyrosine Kinase,Selleck  Chemicals
153,137281-23-3,Pemetrexed,102.57769671430417,2.2279773230258897,177.0,104.80567403733005,152.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,153,S5971,Pemetrexed,Thymidylate Synthase,Apoptosis,Selleck  Chemicals
154,150399-23-8,Pemetrexed (LY-231514) disodium,78.87347896604507,16.034131882104386,135.0,94.90761084814946,135.5,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,154,S1135,Pemetrexed (LY-231514) disodium,"DHFR,DNA/RNA Synthesis",Metabolism,Selleck  Chemicals
155,1513857-77-6,Pemigatinib (INCB054828),106.74145761307386,33.32834929936278,185.0,140.06980691243663,195.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,155,S0088,Pemigatinib (INCB054828),FGFR,Angiogenesis,Selleck  Chemicals
156,53910-25-1,Pentostatin,76.1341625852755,19.631767395515087,132.0,95.76592998079059,139.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,156,S9521,Pentostatin,DNA/RNA synthesis,DNA damage,Selleck  Chemicals
157,1029044-16-3,Pexidartinib (PLX3397),52.2473237449651,19.485670521874017,57.0,71.73299426683911,86.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,157,S7818,Pexidartinib (PLX3397),"CSF-1R,c-Kit",Protein Tyrosine Kinase,Selleck  Chemicals
158,54-91-1,Pipobroman,135.01120266261557,10.171994827257585,207.0,145.18319748987315,199.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,158,S4447,Pipobroman,DNA alkylator,DNA Damage/DNA Repair,Selleck  Chemicals
159,1393466-87-9,PLX8394,65.30473182663326,3.031510128051629,100.0,68.33624195468488,76.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,159,S7965,PLX8394,Raf,MAPK,Selleck  Chemicals
160,19171-19-8,Pomalidomide,101.48895354007593,19.676546440867465,174.0,121.1654999809434,175.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,160,S1567,Pomalidomide,TNF-alpha,Apoptosis,Selleck  Chemicals
161,943319-70-8,Ponatinib (AP24534),3.2891644328128726,2.866108520828833,3.0,6.155272953641706,5.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,152.0,Ponatinib,161,S1490,Ponatinib (AP24534),"Bcr-Abl,FGFR,PDGFR,VEGFR",Angiogenesis,Selleck  Chemicals
162,1092364-38-9,Poziotinib (HM781-36B),65.23168338981273,3.4332765305644983,99.0,68.66495992037723,77.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,162,S7358,Poziotinib (HM781-36B),"HER2,EGFR",Protein Tyrosine Kinase,Selleck  Chemicals
163,146464-95-1,Pralatrexate,92.80931993444534,1.7684499383837462,161.0,94.5777698728291,134.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,163,S1497,Pralatrexate,DHFR,Metabolism,Selleck  Chemicals
164,2097132-94-8,Pralsetinib (BLU-667),39.29948831852772,3.3602280937439737,32.0,42.65971641227169,31.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,164,S8716,Pralsetinib (BLU-667),c-RET,Apoptosis,Selleck  Chemicals
165,53-03-2,Prednisone,88.49999364780909,29.37253058579903,151.0,117.87252423360812,171.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,165,S1622,Prednisone,"Glucocorticoid Receptor,Immunology & Inflammation related",Endocrinology & Hormones,Selleck  Chemicals
166,5608-24-2,PRIMA-1,78.06994616101932,19.15695255618169,133.0,97.22689871720101,141.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,166,S7723,PRIMA-1,p53,Apoptosis,Selleck  Chemicals
167,366-70-1,Procarbazine HCl,106.13880800930457,0.25566952887182737,184.0,106.3944775381764,155.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,167,S1995,Procarbazine HCl,DNA/RNA Synthesis,DNA Damage,Selleck  Chemicals
168,318-98-9,Propranolol HCl,116.46996048937274,18.07071258877192,197.0,134.54067307814466,191.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,168,S4076,Propranolol HCl,Adrenergic Receptor,GPCR & G Protein,Selleck  Chemicals
169,950769-58-1,Quizartinib (AC220),57.745226328560705,17.196651124973013,75.0,74.94187745353372,94.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,169,S1526,Quizartinib (AC220),FLT3,Angiogenesis,Selleck  Chemicals
170,84449-90-1,Raloxifene,63.904310596724784,14.086618474711896,94.0,77.99092907143668,108.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,170,S5781,Raloxifene,Estrogen/progestogen,Endocrinology & Hormones,Selleck  Chemicals
171,82640-04-8,Raloxifene HCl,83.49954899444815,31.405231664401054,140.0,114.9047806588492,166.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,171,S1227,Raloxifene HCl,Estrogen/progestogen Receptor,Endocrinology & Hormones,Selleck  Chemicals
172,755037-03-7,Regorafenib (BAY 73-4506),55.50925514209848,18.375617750562153,64.0,73.88487289266064,91.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,172,S1178,Regorafenib (BAY 73-4506),"c-RET,VEGFR",Protein Tyrosine Kinase,Selleck  Chemicals
173,835621-07-3,Regorafenib Hydrochloride,49.32538627214426,6.556097204641747,49.0,55.881483476786,45.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,173,S4947,Regorafenib Hydrochloride,VEGFR,Protein Tyrosine Kinase,Selleck  Chemicals
174,1019206-88-2,Regorafenib Monohydrate,55.448274109740424,7.703937087901633,63.0,63.15221119764206,58.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,174,S5077,Regorafenib Monohydrate,"VEGFR,PDGFR,c-Kit,c-RET,Raf",Protein Tyrosine Kinase,Selleck  Chemicals
175,1211441-98-3,Ribociclib (LEE011),52.59430381986259,7.633561647744426,58.0,60.22786546760702,53.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,175,S7440,Ribociclib (LEE011),CDK,Cell Cycle,Selleck  Chemicals
176,1211443-80-9,Ribociclib hydrochloride,86.58008905061004,2.3558120874618,146.0,88.93590113807184,128.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,176,S5187,Ribociclib hydrochloride,CDK,Cell Cycle,Selleck  Chemicals
177,1374639-75-4,Ribociclib succinate,33.4373512636809,6.8117667335136085,31.0,40.24911799719451,29.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,177,S5188,Ribociclib succinate,CDK,Cell Cycle,Selleck  Chemicals
178,1442472-39-0,Ripretinib (DCC-2618),60.8122529621712,7.414416337282867,81.0,68.22666929945407,74.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,178,S8757,Ripretinib (DCC-2618),c-Kit,Protein Tyrosine Kinase,Selleck  Chemicals
179,128517-07-7,Romidepsin,6.409429640088081,23.558120874618055,7.0,29.967550514706137,23.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,8.04,Romidepsin,179,S3020,Romidepsin,HDAC,Cytoskeletal Signaling,Selleck  Chemicals
180,283173-50-2,Rucaparib,55.88148347678603,6.793504624308466,66.0,62.6749881010945,57.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,180,S4948,Rucaparib,PARP,DNA Damage/DNA Repair,Selleck  Chemicals
181,459868-92-9,"Rucaparib (AG-014699,PF-01367338) phosphate",85.43061501912007,20.814859044884546,145.0,106.24547406400461,154.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,181,S1098,"Rucaparib (AG-014699,PF-01367338) phosphate",PARP,DNA Damage,Selleck  Chemicals
182,1859053-21-6,Rucaparib Camsylate,61.54273733037642,10.847692867847373,85.0,72.3904301982238,88.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,182,S5195,Rucaparib Camsylate,PARP,DNA Damage/DNA Repair,Selleck  Chemicals
183,1092939-17-7,Ruxolitinib (phosphate),101.11672797789376,11.066838178308906,172.0,112.18356615620266,165.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,183,Chemscene CS-0326,Ruxolitinib (phosphate),DNA/RNA Synthesis,JAK,Chemscene
184,1393477-72-9,Selinexor (KPT-330),64.6107716768383,8.254473360718876,96.0,72.86524503755717,89.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,184,S7252,Selinexor (KPT-330),CRM1,Transmembrane Transporters,Selleck  Chemicals
185,606143-52-6,Selumetinib (AZD6244),57.17607002655214,10.651353651874523,71.0,67.82742367842667,71.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,185,S1008,Selumetinib (AZD6244),MEK,MAPK,Selleck  Chemicals
186,2169919-21-3,SNDX-5613,120.40151529851133,14.061824087950349,198.0,134.46333938646168,190.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,186,S8996,SNDX-5613,MLL,Epigenetics,Selleck  Chemicals
187,956697-53-3,"Sonidegib (Erismodegib, NVP-LDE225)",146.18805025853413,30.95803742710852,212.0,177.14608768564264,212.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,187,S2151,"Sonidegib (Erismodegib, NVP-LDE225)",Hedgehog/Smoothened,Stem Cells &  Wnt,Selleck  Chemicals
188,284461-73-0,Sorafenib,28.415271232270076,13.11219440928355,28.0,41.527465641553626,30.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,188,S7397,Sorafenib,Raf,MAPK,Selleck  Chemicals
189,475207-59-1,Sorafenib Tosylate,70.30731899432112,20.164394699731904,116.0,90.47171369405302,131.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,189,S1040,Sorafenib Tosylate,"PDGFR,Raf,VEGFR",MAPK,Selleck  Chemicals
190,2296729-00-3,Sotorasib (AMG510),148.85388144010432,30.205528625285513,214.0,179.05941006538984,213.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,190,S8830,Sotorasib (AMG510),Ras,Cell Cycle,Selleck  Chemicals
191,2252403-56-6,Sotorasib (AMG510) racemate,120.9311164654601,8.93017140130875,199.0,129.86128786676883,184.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,191,S8955,Sotorasib (AMG510) racemate,Ras,Cell Cycle,Selleck  Chemicals
192,557795-19-4,Sunitinib,55.75364871235012,0.09131054602565314,65.0,55.84495925837577,44.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,192,S7781,Sunitinib,"PDGFR,c-Kit,VEGFR",Protein Tyrosine Kinase,Selleck  Chemicals
193,341031-54-7,Sunitinib Malate,21.461512075514833,0.5894833127945862,21.0,22.050995388309417,15.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,193,S1042,Sunitinib Malate,"c-Kit,PDGFR,VEGFR",Protein Tyrosine Kinase,Selleck  Chemicals
194,1207456-01-6,Talazoparib (BMN 673),62.748036537915006,3.743732387051712,88.0,66.49176892496672,69.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,194,S7048,Talazoparib (BMN 673),PARP,DNA Damage/DNA Repair,Selleck  Chemicals
195,10540-29-1,Tamoxifen,53.88309427921689,21.099437195888846,60.0,74.98253147510573,95.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,195,S1238,Tamoxifen,"Estrogen/progestogen Receptor,Autophagy",Angiogenesis,Selleck  Chemicals
196,54965-24-1,Tamoxifen Citrate,74.29141310838105,8.13080431440808,124.0,82.42221742278913,117.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,196,S1972,Tamoxifen Citrate,"Estrogen/progestogen Receptor,Autophagy",Endocrinology & Hormones,Selleck  Chemicals
197,733030-01-8,TAS-102,102.63248304191956,29.146326291387947,178.0,131.7788093333075,188.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,197,S8539,TAS-102,DNA/RNA Synthesis,DNA Damage,Selleck  Chemicals
198,1448169-71-8,TAS-120,142.26126001705228,26.66267943949018,209.0,168.92393945654246,209.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,198,S8848,TAS-120,FGFR,Protein Tyrosine Kinase,Selleck  Chemicals
199,1403254-99-8,Tazemetostat (EPZ-6438),90.32382143766173,8.711026090847163,154.0,99.03484752850889,142.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,199,S7128,Tazemetostat (EPZ-6438),Histone Methyltransferase,Epigenetics,Selleck  Chemicals
200,85622-93-1,Temozolomide,93.7646894413883,17.440575254405253,163.0,111.20526469579355,164.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,200,S1237,Temozolomide,"DNA/RNA Synthesis,Autophagy",DNA Damage,Selleck  Chemicals
201,162635-04-3,"Temsirolimus (CCI-779, NSC 683864)",164.13680078258986,54.029194669241356,217.0,218.1659954518312,218.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,201,S1044,"Temsirolimus (CCI-779, NSC 683864)",mTOR,PI3K/Akt/mTOR,Selleck  Chemicals
202,154-42-7,Thioguanine,69.37227649816418,18.660195901566468,115.0,88.03247239973065,126.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,202,S1774,Thioguanine,DNA Methyltransferase,Epigenetics,Selleck  Chemicals
203,52-24-4,Thiotepa,96.87472209164937,5.7118900308716505,167.0,102.58661212252102,148.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,203,S1775,Thiotepa,Others,Others,Selleck  Chemicals
204,192185-72-1,Tipifarnib,132.36568292404047,16.363243682746194,204.0,148.72892660678667,202.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,204,S1453,Tipifarnib,Transferase,Metabolism,Selleck  Chemicals
205,183204-72-0,Tipiracil hydrochloride,101.83451272343828,3.028724607117006,176.0,104.86323733055528,153.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,205,S3731,Tipiracil hydrochloride,Phosphorylase,Others,Selleck  Chemicals
206,475108-18-0,Tivozanib (AV-951),21.400531043156775,3.9840941140599515,20.0,25.384625157216725,18.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,206,S1207,Tivozanib (AV-951),"c-Kit,PDGFR,VEGFR",Protein Tyrosine Kinase,Selleck  Chemicals
207,1903783-48-1,TK216,68.59191148355671,0.14609687364104929,109.0,68.73800835719777,78.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,207,S9718,TK216,DNA/RNA Synthesis,DNA Damage/DNA Repair,Selleck  Chemicals
208,123948-87-8,Topotecan,51.681198359606064,1.3879202995899007,56.0,53.069118659195965,42.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,208,S9321,Topotecan,Others,Others,Selleck  Chemicals
209,119413-54-6,Topotecan HCl,68.94540927165778,12.33849554711417,111.0,81.28390481877196,116.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,209,S1231,Topotecan HCl,Topoisomerase,DNA Damage,Selleck  Chemicals
210,89778-27-8,Toremifene Citrate,75.99888201440675,3.252321725763217,129.0,79.25120374016996,109.0,221,not_identified_as_primary_proteasome_direct_in_bounded_review,,,,,210,S1776,Toremifene Citrate,Estrogen/progestogen Receptor,Endocrinology & Hormones,Selleck  Chemicals
