^SAMPLE = GSM281775
!Sample_title = 293-tet-On-NOR1 without doxycycline
!Sample_geo_accession = GSM281775
!Sample_status = Public on Dec 10 2008
!Sample_submission_date = Apr 16 2008
!Sample_last_update_date = Aug 28 2018
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = 293-tet-On-NOR1 cells, doxycycline untreated
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = 293-tet-On-NOR1 cells were cultured without doxycycline for 24 hours.
!Sample_treatment_protocol_ch1 = without doxycycline
!Sample_growth_protocol_ch1 = DMEM supplemented with 10% FCS
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Qiagen RNeasy mini column 
!Sample_label_ch1 = biotin
!Sample_label_protocol_ch1 = in vitro transcription, Affymetrix protocol
!Sample_hyb_protocol = Labeled cRNA was hybridized with the array in the hybridization buffer for 16 hours.
!Sample_scan_protocol = GCOS (GeneChip operating software)
!Sample_description = To identify genes affected by NOR1 overexpression, we compared expression profiles between NOR1-induced 293-tet-On cells and its control cells.
!Sample_data_processing = GCOS (GeneChip operating software)
!Sample_platform_id = GPL570
!Sample_contact_name = Naganari,,Ohkura
!Sample_contact_email = nohkura@ncc.go.jp
!Sample_contact_phone = +81-3-3542-2511
!Sample_contact_fax = +81-3-3542-8170
!Sample_contact_department = Tumor Endocrinology Project
!Sample_contact_institute = National Cancer Center Research Institute
!Sample_contact_address = 5-1-1, Tsukiji, Chuo-ku
!Sample_contact_city = Tokyo
!Sample_contact_zip/postal_code = 104-0045
!Sample_contact_country = Japan
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM281nnn/GSM281775/suppl/GSM281775.CEL.gz
!Sample_relation = Reanalyzed by: GSE119087
!Sample_series_id = GSE11185
!Sample_data_row_count = 54675
#ID_REF = 
#VALUE = NOR1 minus dox
#ABS_CALL = 
#DETECTION P-VALUE = 
!sample_table_begin
ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
213434_at	140.9	P	0.000732
213435_at	485.8	P	0.000244
213436_at	8.8	P	0.037598
213437_at	24.1	A	0.219482
213438_at	0.9	A	0.919434
213439_x_at	49.9	A	0.095215
213440_at	356.5	P	0.000732
213441_x_at	52.2	A	0.246094
213442_x_at	28.9	A	0.432373
213443_at	0.9	A	0.976074
213444_at	4.6	A	0.932373
213445_at	142.3	P	0.000732
213446_s_at	396.2	P	0.000244
213447_at	7	A	0.246094
213448_at	74.7	P	0.00293
213449_at	155	P	0.001953
213450_s_at	57.4	A	0.466064
213451_x_at	13.8	A	0.665527
213452_at	406.2	P	0.000732
213453_x_at	12004.2	P	0.000244
213454_at	375.1	P	0.000244
213455_at	84.1	P	0.005859
213456_at	14.9	A	0.149658
213457_at	120.7	P	0.001221
213458_at	4.7	A	0.665527
213459_at	65.8	P	0.000244
213460_x_at	329.3	P	0.001221
213461_at	437.3	P	0.000244
213462_at	60.5	A	0.303711
213463_s_at	73.9	P	0.01416
213464_at	142.9	P	0.030273
213465_s_at	1743.3	P	0.000244
213466_at	8.5	A	0.466064
213467_at	41.1	P	0.018555
213468_at	91.7	P	0.046143
213469_at	259.4	P	0.000244
213470_s_at	806.4	P	0.000244
213471_at	35.8	P	0.005859
213472_at	16.1	P	0.046143
213473_at	294.6	P	0.000244
213474_at	51.8	P	0.010742
213475_s_at	9.3	A	0.149658
213476_x_at	3803.5	P	0.000244
213477_x_at	14398.4	P	0.000244
213478_at	196.4	P	0.000244
213479_at	398	P	0.000732
213480_at	153.1	P	0.000244
213481_at	52.5	P	0.001221
213482_at	33	A	0.111572
213483_at	652.5	P	0.000244
213484_at	325.5	P	0.000732
213485_s_at	363.8	P	0.000244
213486_at	7.4	A	0.246094
213487_at	17.1	A	0.696289
213488_at	19	A	0.149658
213489_at	165.1	P	0.000732
213490_s_at	140.9	P	0.000244
213491_x_at	2496	P	0.000244
213492_at	265.1	P	0.000244
213493_at	1.1	A	0.969727
213494_s_at	223.4	P	0.001953
213495_s_at	10.1	A	0.334473
213496_at	0.8	A	0.665527
213497_at	124.5	P	0.010742
213498_at	15.8	A	0.366211
213499_at	34.7	A	0.111572
213500_at	76.4	P	0.005859
213501_at	149.4	P	0.000244
213502_x_at	73.6	P	0.023926
213503_x_at	2655.2	P	0.000244
213504_at	753.1	P	0.000244
213505_s_at	301.2	P	0.000244
213506_at	1292.2	P	0.000244
213507_s_at	4986.7	P	0.000244
213508_at	303.5	P	0.000244
213509_x_at	253.8	P	0.01416
213510_x_at	386.2	P	0.000732
213511_s_at	900.8	P	0.000732
213512_at	38.9	A	0.246094
213513_x_at	2197.1	P	0.000244
213514_s_at	262.3	P	0.000732
213515_x_at	3.6	A	0.72583
213516_at	1.3	A	0.850342
213517_at	78.7	P	0.01416
213518_at	413.4	P	0.000244
213519_s_at	92.6	P	0.000244
213520_at	185.7	P	0.001953
213521_at	132.8	P	0.008057
213522_s_at	7.9	A	0.696289
213523_at	497.8	P	0.000244
213524_s_at	24	P	0.018555
213525_at	7.9	A	0.432373
213526_s_at	609.6	P	0.000244
213527_s_at	60.4	P	0.01416
213528_at	445.1	P	0.000244
213529_at	12.8	A	0.129639
213530_at	228.6	P	0.000244
213531_s_at	1285.4	P	0.001221
213532_at	281.3	P	0.000244
213533_at	38.9	A	0.149658
213534_s_at	132.9	P	0.000732
213535_s_at	2348.7	P	0.000244
213536_s_at	25.5	P	0.037598
213537_at	14.4	A	0.303711
213538_at	330.7	P	0.000244
213539_at	21.9	A	0.219482
213540_at	137.2	P	0.001953
213541_s_at	6.1	A	0.432373
213542_at	111	A	0.246094
213543_at	1.5	A	0.665527
213544_at	11.9	A	0.696289
213545_x_at	946.1	P	0.000244
213546_at	120.5	P	0.001953
213547_at	437.6	P	0.00415
213548_s_at	187	P	0.000244
213549_at	394	P	0.000244
213550_s_at	279	P	0.000244
213551_x_at	194.9	P	0.00293
213552_at	203.7	P	0.000244
213553_x_at	123.9	P	0.01416
213554_s_at	189.5	P	0.000732
213555_at	104.7	P	0.010742
213556_at	12.1	A	0.080566
213557_at	60.4	P	0.023926
213558_at	137.3	P	0.000244
213559_s_at	1.1	A	0.888428
213560_at	25.1	A	0.129639
213561_at	77.1	P	0.018555
213562_s_at	514.9	P	0.000244
213563_s_at	36.5	A	0.665527
213564_x_at	9617.8	P	0.000244
213565_s_at	18.7	A	0.366211
213566_at	1.5	A	0.72583
213567_at	137.3	P	0.000244
213568_at	99	P	0.001953
213569_at	31.1	A	0.171387
213570_at	74	P	0.008057
213571_s_at	1197.2	P	0.000244
213572_s_at	236.6	P	0.000244
213573_at	985.7	P	0.000732
213574_s_at	2039.8	P	0.000244
213575_at	17.5	A	0.334473
213577_at	716.7	P	0.000244
213578_at	435.7	P	0.000244
213579_s_at	653.2	P	0.000244
213580_at	1	A	0.567627
213581_at	303	P	0.000244
213582_at	61.7	P	0.000244
213583_x_at	13043	P	0.000244
213584_s_at	79.2	P	0.001953
213585_s_at	30.9	A	0.080566
213586_at	1.9	A	0.962402
213587_s_at	411.4	P	0.000244
213588_x_at	5994.4	P	0.000244
213589_s_at	1.6	A	0.665527
213590_at	8.5	A	0.165527
213591_at	52.9	P	0.008057
213592_at	2.6	A	0.919434
213593_s_at	39.4	P	0.00293
213594_x_at	847.4	P	0.000244
213595_s_at	75.9	P	0.001953
213596_at	7.6	A	0.19458
213597_s_at	19.8	A	0.5
213598_at	525	P	0.000244
213599_at	917.9	P	0.000244
213600_at	99	P	0.00415
213601_at	45.5	P	0.023926
213602_s_at	3.2	A	0.780518
213603_s_at	63.1	P	0.023926
213604_at	720.8	P	0.001221
213605_s_at	75.2	P	0.001953
213606_s_at	175.5	P	0.000732
213607_x_at	236.8	P	0.000244
213608_s_at	813.5	P	0.000244
213609_s_at	13.2	A	0.303711
213610_s_at	896.6	P	0.000244
213611_at	3.7	A	0.888428
213612_x_at	1767.4	P	0.000244
213613_s_at	32.4	P	0.046143
213614_x_at	14590.5	P	0.000244
213615_at	64	P	0.023926
213616_at	204.6	P	0.001953
213617_s_at	962.4	P	0.000244
213618_at	113.2	P	0.000244
213619_at	4351.6	P	0.000244
213620_s_at	26.7	A	0.533936
213621_s_at	43.5	P	0.037598
213622_at	36.4	P	0.005859
213623_at	232.5	P	0.000732
213624_at	234.3	P	0.000244
213625_at	108	P	0.000244
213626_at	326.3	P	0.000244
213627_at	141	P	0.005859
213628_at	260.4	P	0.000244
213629_x_at	103.9	P	0.001953
213630_at	15.1	A	0.567627
213631_x_at	27.6	P	0.001953
213632_at	102	P	0.000732
213633_at	37.1	P	0.046143
213634_s_at	383.2	P	0.000244
213635_s_at	73.2	P	0.000732
213636_at	12	A	0.219482
213637_at	819.3	P	0.000244
213638_at	26.6	P	0.030273
213639_s_at	95.7	P	0.000732
213640_s_at	6.3	A	0.533936
213641_at	31.8	A	0.149658
213642_at	519	P	0.000244
213643_s_at	82.1	A	0.246094
213644_at	82.4	P	0.000244
213645_at	176.9	P	0.001953
213646_x_at	10464.7	P	0.000244
213647_at	323.9	P	0.000244
213648_at	152.2	P	0.00293
213649_at	482.5	P	0.000244
213650_at	120.1	P	0.00293
213651_at	51.6	P	0.001221
213652_at	115.6	P	0.001953
213653_at	102	P	0.00415
213654_at	245.8	P	0.001953
213655_at	4045.4	P	0.000244
213656_s_at	414.1	P	0.000244
213657_s_at	42.5	P	0.018555
213658_at	19	P	0.018555
213659_at	131	P	0.000732
213660_s_at	79.2	P	0.000244
213661_at	35.8	A	0.246094
213662_at	16.1	P	0.005859
213663_s_at	15.2	A	0.149658
213664_at	241.9	P	0.000244
213665_at	70.2	P	0.01416
213666_at	101.6	P	0.005859
213667_at	37.1	A	0.432373
213668_s_at	323.6	P	0.000732
213669_at	5.9	A	0.533936
213670_x_at	218.6	P	0.000732
213671_s_at	2022	P	0.000244
213672_at	21.9	P	0.023926
213673_x_at	38.5	P	0.018555
213674_x_at	12.1	A	0.432373
213675_at	39.2	P	0.00293
213676_at	13	A	0.27417
213677_s_at	565.2	P	0.000244
213678_at	21.1	P	0.037598
213679_at	46.6	P	0.000732
213680_at	13.8	A	0.27417
213681_at	109.9	P	0.008057
213682_at	1871.9	P	0.000244
213683_at	2.7	A	0.633789
213684_s_at	16.3	A	0.067627
213685_at	111.3	P	0.023926
213686_at	100.6	P	0.00293
213687_s_at	8983.2	P	0.000244
213688_at	60.3	P	0.001953
213689_x_at	281.3	P	0.000244
213690_s_at	19.5	A	0.19458
213691_at	23.4	A	0.303711
213692_s_at	12.9	A	0.27417
213693_s_at	5.3	A	0.665527
213694_at	437.4	P	0.000244
213695_at	11.2	A	0.432373
213696_s_at	421.4	P	0.000244
213697_at	10.8	A	0.149658
213698_at	275.3	P	0.000244
213699_s_at	6830.8	P	0.000244
213700_s_at	46.7	A	0.067627
213701_at	1170.3	P	0.000244
213702_x_at	1551.4	P	0.000244
213703_at	29.4	P	0.000244
213704_at	322.3	P	0.000244
213705_at	189.5	P	0.000244
213706_at	4.7	A	0.5
213707_s_at	37.3	P	0.01416
213708_s_at	980.9	P	0.000244
213709_at	88	P	0.000244
213710_s_at	89.8	A	0.067627
213711_at	1.2	A	0.850342
213712_at	422	P	0.000244
213713_s_at	222.1	P	0.01416
213714_at	53.9	P	0.00293
213715_s_at	11.4	A	0.27417
213716_s_at	12.8	A	0.334473
213717_at	3.4	A	0.780518
213718_at	94.3	P	0.001221
213719_s_at	7.9	A	0.5
213720_s_at	802.4	P	0.000244
213721_at	147.8	P	0.000244
213722_at	54.3	A	0.111572
213723_s_at	4.4	A	0.601074
213724_s_at	119.3	A	0.080566
213725_x_at	11	A	0.067627
213726_x_at	5657.9	P	0.000244
213727_x_at	143.8	P	0.037598
213728_at	64.6	A	0.129639
213729_at	1882.4	P	0.000244
213730_x_at	238.4	P	0.023926
213731_s_at	2.9	A	0.80542
213732_at	10	A	0.171387
213733_at	18.2	A	0.111572
213734_at	522.9	P	0.000244
213735_s_at	4743	P	0.000244
213736_at	174.9	P	0.008057
213737_x_at	525.3	P	0.000244
213738_s_at	10217.7	P	0.000244
213739_at	66.2	P	0.018555
213740_s_at	3.1	A	0.633789
213741_s_at	262.3	P	0.000244
213742_at	184.1	P	0.000244
213743_at	305.4	P	0.000244
213744_at	41.3	P	0.000244
213745_at	51.8	P	0.001953
213746_s_at	691.2	P	0.000244
213747_at	50.5	P	0.010742
213748_at	32.9	P	0.030273
213749_at	2	A	0.696289
213750_at	505.7	P	0.000244
213751_at	22.5	A	0.111572
213752_at	2.4	A	0.72583
213753_x_at	341.6	P	0.010742
213754_s_at	1115.7	P	0.000244
213755_s_at	7.5	A	0.601074
213756_s_at	42.3	P	0.000244
213757_at	1426.2	P	0.000244
213758_at	15.1	A	0.219482
213759_at	3.6	A	0.780518
213760_s_at	252.6	P	0.01416
213761_at	291.5	P	0.000244
213762_x_at	2868.3	P	0.000244
213763_at	76.6	P	0.030273
213764_s_at	0.4	A	0.828613
213765_at	0.5	A	0.981445
213766_x_at	853.5	P	0.000732
213767_at	5.8	A	0.5
213768_s_at	3.1	A	0.828613
213769_at	5.4	A	0.567627
213770_at	23.5	A	0.129639
213771_at	98.1	A	0.095215
213772_s_at	130.9	P	0.001221
213773_x_at	738.8	P	0.001221
213774_s_at	12.9	A	0.398926
213775_x_at	1078.2	P	0.000244
213776_at	20.1	A	0.334473
213777_s_at	7.3	A	0.080566
213778_x_at	37.9	A	0.095215
213779_at	75.6	P	0.030273
213780_at	21.9	P	0.008057
213781_at	2.5	A	0.962402
213782_s_at	1.6	A	0.828613
213783_at	7.5	A	0.334473
213784_at	41.4	A	0.366211
213785_at	171.8	P	0.023926
213786_at	391.7	P	0.000244
213787_s_at	1556.5	P	0.000244
213788_s_at	256.8	P	0.00293
213789_at	305.6	P	0.005859
213790_at	55.2	P	0.005859
213791_at	18.2	A	0.067627
213792_s_at	240.7	P	0.000244
213793_s_at	532	P	0.000244
213794_s_at	1745.7	P	0.000244
213795_s_at	253.8	P	0.000244
213796_at	1	A	0.567627
213797_at	1.4	A	0.932373
213798_s_at	3132.2	P	0.000244
213799_s_at	92	P	0.023926
213800_at	1.7	A	0.943848
213801_x_at	12220.2	P	0.000244
213802_at	143.6	P	0.001221
213803_at	1230.3	P	0.000244
213804_at	106.9	P	0.00415
213805_at	119.3	P	0.000732
213806_at	18.8	A	0.601074
213807_x_at	199.6	P	0.001953
213808_at	42.7	P	0.000732
213809_x_at	24.6	A	0.850342
213810_s_at	114.1	P	0.010742
213811_x_at	429.6	P	0.001953
213812_s_at	684.1	P	0.001953
213813_x_at	145.4	P	0.000732
213814_s_at	18.5	P	0.023926
213815_x_at	77.8	P	0.000244
213816_s_at	34.5	P	0.01416
213817_at	70.8	P	0.000244
213818_x_at	29.8	A	0.219482
213819_s_at	39.7	A	0.334473
213820_s_at	49.3	A	0.067627
213821_s_at	13.7	A	0.466064
213822_s_at	216.8	P	0.000244
213823_at	283.7	P	0.000244
213824_at	14.6	A	0.067627
213825_at	81.9	P	0.000244
213826_s_at	363	P	0.000244
213827_at	53	P	0.023926
213828_x_at	10361.5	P	0.000244
213829_x_at	75.3	P	0.018555
213830_at	7.1	A	0.633789
213831_at	8.6	A	0.246094
213832_at	10	A	0.095215
213833_x_at	36	A	0.149658
213834_at	2.9	A	0.633789
213835_x_at	463.4	P	0.000244
213836_s_at	144.7	P	0.000732
213837_at	32.8	P	0.00415
213838_at	635.4	P	0.000244
213839_at	77	P	0.001221
213840_s_at	46.1	A	0.095215
213841_at	9.2	A	0.80542
213842_x_at	718.1	P	0.00415
213843_x_at	589.4	P	0.000244
213844_at	663.6	P	0.000244
213845_at	1.2	A	0.932373
213846_at	924	P	0.000244
213847_at	107.6	P	0.00293
213848_at	132.7	P	0.001221
213849_s_at	50.4	P	0.000244
213850_s_at	876.7	P	0.000732
213851_at	80.1	A	0.095215
213852_at	751	P	0.000732
213853_at	273.2	P	0.000732
213854_at	97.8	P	0.008057
213855_s_at	14	A	0.334473
213856_at	0.3	A	0.953857
213857_s_at	1424.6	P	0.000244
213858_at	107.8	P	0.037598
213859_x_at	403.4	P	0.000244
213860_x_at	3326.4	P	0.000244
213861_s_at	78.8	P	0.000732
213862_at	19.1	A	0.246094
213863_s_at	28.4	P	0.005859
213864_s_at	4238.6	P	0.000244
213865_at	38.2	M	0.056152
213866_at	19.1	A	0.19458
213867_x_at	11854.2	P	0.000732
213868_s_at	58.2	P	0.046143
213869_x_at	22	A	0.303711
213870_at	29.3	A	0.19458
213871_s_at	52.7	A	0.246094
213872_at	1405	P	0.000244
213873_at	20	A	0.129639
213874_at	17.6	A	0.334473
213875_x_at	363.2	P	0.000244
213876_x_at	199.7	P	0.00415
213877_x_at	291.2	P	0.00293
213878_at	465.4	P	0.000244
213879_at	865.9	P	0.000244
213880_at	135.6	P	0.000244
213881_x_at	9673.2	P	0.000244
213882_at	50	P	0.000244
213883_s_at	992.8	P	0.000244
213884_s_at	2.5	A	0.665527
213885_at	39.5	P	0.01416
213887_s_at	1457.6	P	0.000244
213888_s_at	10.7	A	0.466064
213889_at	234.8	P	0.023926
213890_x_at	13739.1	P	0.000244
213891_s_at	729.8	P	0.000244
213892_s_at	2331.6	P	0.000244
213893_x_at	236.6	P	0.000244
213894_at	0.9	A	0.828613
213895_at	7.4	A	0.303711
213896_x_at	122.5	P	0.000732
213897_s_at	1220.2	P	0.000244
213898_at	23.5	P	0.008057
213899_at	617.9	P	0.000244
213900_at	38	P	0.046143
213901_x_at	355.9	P	0.00293
213902_at	417.5	P	0.000244
213903_s_at	11.7	A	0.466064
213904_at	56.1	P	0.000732
213905_x_at	0.7	A	0.870361
213906_at	202.7	P	0.000244
213907_at	216	P	0.001221
213908_at	60	P	0.000244
213909_at	20.6	A	0.219482
213910_at	0.4	A	0.904785
213911_s_at	8435.2	P	0.000244
213912_at	61.9	P	0.008057
213913_s_at	148.6	P	0.000732
213914_s_at	17.9	A	0.27417
213915_at	1.2	A	0.888428
213916_at	57.7	P	0.005859
213917_at	3.3	A	0.567627
213918_s_at	1120.7	P	0.000244
213919_at	43.2	P	0.01416
213920_at	32	P	0.046143
213921_at	8.5	A	0.398926
213922_at	133.5	P	0.000244
213923_at	487.6	P	0.000244
213924_at	489.7	P	0.001953
213925_at	49.9	A	0.27417
213926_s_at	184.7	P	0.000732
213927_at	125.1	P	0.000244
213928_s_at	24.8	P	0.005859
213929_at	107.6	P	0.000244
213930_at	195.5	P	0.000244
213931_at	112.5	P	0.023926
213932_x_at	3995.8	P	0.005859
213933_at	14.8	P	0.030273
213934_s_at	143.9	P	0.000244
213935_at	62.6	P	0.000244
213936_x_at	54.3	P	0.01416
213937_s_at	164.2	P	0.000244
213938_at	50	P	0.005859
213939_s_at	61.9	P	0.00415
213940_s_at	145.7	P	0.000244
213941_x_at	10908.6	P	0.000244
213942_at	1.7	A	0.533936
213943_at	370	P	0.000244
213944_x_at	316	P	0.001221
213945_s_at	72.6	P	0.010742
213946_s_at	23.1	M	0.056152
213947_s_at	360.2	P	0.005859
213948_x_at	22	A	0.111572
213949_s_at	10.9	A	0.19458
213950_s_at	23.5	A	0.149658
213951_s_at	584.4	P	0.000244
213952_s_at	25.5	A	0.067627
213953_at	2	A	0.466064
213954_at	341.4	P	0.000244
213955_at	2.2	A	0.919434
213956_at	123.6	P	0.000244
213957_s_at	133.2	P	0.000244
213958_at	20.1	A	0.334473
213959_s_at	202.8	P	0.000244
213960_at	9.7	A	0.095215
213961_s_at	5.7	A	0.80542
213962_s_at	16.2	A	0.398926
213963_s_at	60.2	P	0.010742
213964_x_at	166.2	P	0.000244
213965_s_at	8.2	A	0.601074
213966_at	10.9	A	0.398926
213967_at	1.2	A	0.780518
213968_at	5.6	A	0.533936
213969_x_at	9242.1	P	0.000244
213970_at	76.9	P	0.008057
213971_s_at	529.3	P	0.000244
213972_at	11.1	A	0.095215
213973_at	25.5	A	0.398926
213974_at	12	P	0.037598
213975_s_at	3.1	A	0.80542
213976_at	28.1	P	0.001221
213977_s_at	263.8	P	0.000244
213978_at	1	A	0.870361
213979_s_at	129.5	P	0.008057
213980_s_at	511.1	P	0.000244
213981_at	42.1	A	0.129639
213982_s_at	56.6	P	0.000244
213983_s_at	114.6	P	0.001953
213984_at	75.6	P	0.000244
213985_s_at	1	A	0.932373
213986_s_at	229.1	P	0.000732
213987_s_at	2.6	A	0.932373
213988_s_at	1572.6	P	0.000732
213989_x_at	107.8	P	0.00415
213990_s_at	9	A	0.601074
213991_s_at	3.1	A	0.80542
213992_at	327.4	P	0.001953
213993_at	43.1	P	0.00415
213994_s_at	128.5	P	0.000732
213995_at	490.8	P	0.000244
213996_at	57.8	P	0.00415
213997_at	72.7	M	0.056152
213998_s_at	182.3	P	0.005859
213999_at	53.3	P	0.01416
214000_s_at	31.3	A	0.067627
214001_x_at	350	P	0.000244
214002_at	22.6	M	0.056152
214003_x_at	13345.1	P	0.000244
214004_s_at	240.3	P	0.00293
214005_at	293.4	P	0.000244
214006_s_at	182.1	P	0.000732
214007_s_at	598.9	P	0.000244
214008_at	121.2	P	0.000732
214009_at	70.2	P	0.046143
214010_s_at	49.6	A	0.303711
214011_s_at	1019.6	P	0.000244
214012_at	4.2	M	0.056152
214013_s_at	0.8	A	0.533936
214014_at	2.4	A	0.567627
214015_at	27.4	P	0.037598
214016_s_at	1077.7	P	0.000244
214017_s_at	158.5	P	0.005859
214018_at	8.8	A	0.303711
214019_at	17.9	P	0.005859
214020_x_at	75.1	P	0.008057
214021_x_at	8.7	M	0.056152
214022_s_at	133.5	P	0.000244
214023_x_at	2566.4	P	0.000244
214024_s_at	23.4	A	0.080566
214025_at	15.2	A	0.219482
214026_s_at	9.9	A	0.466064
214027_x_at	7.6	A	0.665527
214028_x_at	59.4	P	0.00415
214029_at	3.2	A	0.72583
214030_at	215.6	P	0.000244
214031_s_at	1.8	A	0.466064
214032_at	0.8	A	0.780518
214033_at	144.7	P	0.000732
214034_at	8.2	P	0.030273
214035_x_at	396.9	P	0.000244
214036_at	179.1	P	0.000244
214037_s_at	76.3	P	0.000244
214038_at	12.8	A	0.334473
214039_s_at	5320.1	P	0.000244
214040_s_at	40.9	A	0.095215
214041_x_at	726.6	P	0.000244
214042_s_at	3928.9	P	0.000244
214043_at	377	P	0.000244
214044_at	30.3	P	0.030273
214045_at	162.9	P	0.000244
214046_at	7.1	A	0.171387
214047_s_at	355	P	0.000244
214048_at	20.5	P	0.013184
214049_x_at	2.6	A	0.80542
214050_at	3.4	A	0.32666
214051_at	276.1	P	0.000244
214052_x_at	165.5	P	0.000244
214053_at	130.7	P	0.00415
214054_at	3.4	A	0.753906
214055_x_at	584.9	P	0.000732
214056_at	189.6	P	0.001953
214057_at	115.9	P	0.000244
214058_at	45.9	P	0.005859
214059_at	0.8	A	0.491211
214060_at	19.3	A	0.067627
214061_at	318.6	P	0.000244
214062_x_at	206.7	A	0.149658
214063_s_at	15.8	A	0.432373
214064_at	19.6	A	0.095215
214065_s_at	25.5	A	0.149658
214066_x_at	38.2	P	0.001221
214067_at	2.7	A	0.753906
214068_at	9.6	P	0.037598
214069_at	5.5	A	0.633789
214070_s_at	29.4	A	0.111572
214071_at	262.3	P	0.000244
214072_x_at	55.2	P	0.023926
214073_at	37.5	A	0.067627
214074_s_at	77.1	P	0.008057
214075_at	273.5	P	0.000244
214076_at	55.1	P	0.046143
214077_x_at	347.2	P	0.000244
214078_at	5.6	A	0.19458
214079_at	342.1	P	0.000732
214080_x_at	730	P	0.000732
214081_at	18.9	P	0.046143
214082_at	6.6	A	0.5
214083_at	57.1	P	0.005859
214084_x_at	4.1	A	0.696289
214085_x_at	77.4	P	0.000244
214086_s_at	1229.8	P	0.000244
214087_s_at	9.2	A	0.095215
214088_s_at	7.5	A	0.27417
214089_at	1.2	A	0.753906
214090_at	15.6	A	0.219482
214091_s_at	145.5	P	0.000244
214092_x_at	401.5	P	0.000244
214093_s_at	345.1	P	0.000244
214094_at	18.1	A	0.432373
214095_at	350.5	P	0.001221
214096_s_at	2458.7	P	0.000244
214097_at	1692.7	P	0.000244
214098_at	44.3	P	0.00415
214099_s_at	44.2	A	0.334473
214100_x_at	336.7	P	0.001953
214101_s_at	215.2	P	0.000244
214102_at	45.6	P	0.001953
214103_s_at	3.8	A	0.753906
214104_at	193	P	0.000244
214105_at	30.9	A	0.080566
214106_s_at	310.8	P	0.000732
214107_x_at	423.2	P	0.000244
214108_at	40.2	P	0.001953
214109_at	258.5	P	0.000244
214110_s_at	51.7	P	0.018555
214111_at	0.6	A	0.696289
214112_s_at	416.7	P	0.000244
214113_s_at	1335.1	P	0.000244
214114_x_at	494	P	0.00415
214115_at	1.8	A	0.870361
214116_at	86.5	P	0.001221
214117_s_at	69	P	0.018555
214118_x_at	551.5	P	0.01416
214119_s_at	797.5	P	0.000244
214120_at	15.4	P	0.000244
214121_x_at	22.1	A	0.111572
214122_at	3.9	A	0.72583
214123_s_at	92.3	P	0.018555
214124_x_at	465.6	P	0.000244
214125_s_at	22.8	A	0.246094
214126_at	180	P	0.000244
214127_s_at	1.1	A	0.962402
214128_at	35.6	A	0.111572
214129_at	365.5	P	0.000244
214130_s_at	184.2	P	0.000244
214131_at	2	A	0.80542
214132_at	31.9	P	0.008057
214133_at	17.4	A	0.171387
214134_at	2.9	A	0.665527
214135_at	24.6	P	0.037598
214136_at	58.7	P	0.000732
214137_at	28.4	A	0.219482
214138_at	86.2	P	0.030273
214139_at	28.7	P	0.001953
214140_at	100.7	P	0.000244
214141_x_at	5401.9	P	0.000244
214142_at	13.7	A	0.27417
214143_x_at	11589.2	P	0.000244
214144_at	235.2	P	0.000244
214145_s_at	6.2	A	0.398926
214146_s_at	0.4	A	0.904785
214147_at	3.1	A	0.870361
214148_at	60.3	P	0.023926
214149_s_at	236.8	P	0.000244
214150_x_at	1782.3	P	0.00415
214151_s_at	152.9	P	0.001953
214152_at	212.2	P	0.001953
214153_at	26.8	A	0.111572
214154_s_at	19.4	A	0.19458
214155_s_at	520.8	P	0.000244
214156_at	53.2	P	0.000244
214157_at	39	P	0.00293
214158_s_at	5.5	A	0.665527
214159_at	13.6	A	0.067627
214160_at	11	A	0.5
214161_at	15.9	A	0.171387
214162_at	123.7	P	0.037598
214163_at	20.7	P	0.008057
214164_x_at	193.7	P	0.010742
214165_s_at	0.7	A	0.969727
214166_at	14.7	A	0.19458
214167_s_at	9424.8	P	0.000244
214168_s_at	284.5	P	0.000244
214169_at	57.7	P	0.00415
214170_x_at	682.7	P	0.000244
214171_s_at	6.2	A	0.334473
214172_x_at	199.3	P	0.000244
214173_x_at	2846	P	0.000244
214174_s_at	4.4	A	0.633789
214175_x_at	1.9	A	0.780518
214176_s_at	18.9	A	0.432373
214177_s_at	95.2	P	0.037598
214178_s_at	15.9	A	0.303711
214179_s_at	293.4	P	0.000732
214180_at	87.8	P	0.001953
214181_x_at	3.7	A	0.80542
214182_at	476.7	P	0.000244
214183_s_at	15.1	A	0.466064
214184_at	13.9	A	0.171387
214185_at	33.9	P	0.00415
214186_s_at	5.3	A	0.334473
214187_x_at	3.5	A	0.72583
214188_at	1.4	A	0.850342
214189_s_at	15.1	A	0.19458
214190_x_at	59.2	P	0.000244
214191_at	10.2	A	0.423096
214192_at	14	A	0.665527
214193_s_at	244.1	P	0.000244
214194_at	176.1	P	0.001953
214195_at	18.5	A	0.696289
214196_s_at	79.4	P	0.000732
214197_s_at	98	P	0.000244
214198_s_at	525	P	0.000244
214199_at	1	A	0.962402
214200_s_at	7.3	A	0.219482
214201_x_at	355.8	P	0.000732
214202_at	128.1	P	0.00415
214203_s_at	18.5	A	0.27417
214204_at	1.8	A	0.665527
214205_x_at	1025.1	P	0.000244
214206_at	1.1	A	0.943848
