classification	overwrite_scope	conflicting_overwrite	nct_id	shard	query_family	outcome_measure_index	outcome_measure_title	outcome_measure_type	param_type	unit_of_measure	time_frame	population_description	group_id	group_title	n_classes_in_om	classes_contributing	class_titles_contributing	cells_CR	cells_PR	cells_SD	cells_PD	evaluable_n_sum_of_cells	reported_denominator_participants	all_categories_in_contributing_classes_sum	sum_minus_reported_denominator	categories_matched	categories_dropped	reason	source_pointer
unsupported	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG020	Alomfilimab 8 mg + Atezolizumab in Anti-PD-(L)1 Pre-treated Triple Negative BC	1	0	<untitled>	0	0	2	3	5	6	6	-1	CR | PR | SD | PD	NE	sum of cells 5 != reported denominator 6 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG020]
valid	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG021	Alomfilimab 8 mg + Atezolizumab in Anti-PD-(L)1 Pre-treated HNSCC	1	0	<untitled>	0	1	0	2	3	3	3	0	CR | PR | SD | PD	NE	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG021]
unsupported	none	False	NCT03829501	ctg_results_bor_2018_2021	bor	6	Best Overall Response (BOR) Per RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From first dose of study treatment (Day 1) up to the end of the long term follow-up, approximately 236 and 162 weeks for Phase 1 and 2, respectively	Full Analysis Set: all participants who were allocated to study drug, regardless of treatment ultimately received.	OG022	Alomfilimab 24 mg + Atezolizumab in Anti-PD-(L)1 Pre-treated HNSCC	1	0	<untitled>	0	0	3	4	7	9	9	-2	CR | PR | SD | PD	NE	sum of cells 7 != reported denominator 9 (difference -2)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03829501] :: outcomeMeasures[6] :: groups[OG022]
unsupported	none	False	NCT04753658	ctg_results_bor_2018_2021	bor	5	Number of Participants With Best Overall Response Based on HCP Reported Objective Response	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	From start of lorlatinib treatment until CR, PR, MR, SD or PD, Up to maximum of 36.2 months of treatment (data was retrieved and evaluated retrospectively during approximately 18 months of this study)	All participants for whom data was collected using the data collection tool and observed in this study were included in the analysis.	OG000	Lorlatinib	1	0	<untitled>	5	3	3	3	14	15	15	-1	CR | PR | SD | PD	MR	sum of cells 14 != reported denominator 15 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04753658] :: outcomeMeasures[5] :: groups[OG000]
unsupported	none	False	NCT03455829	ctg_results_bor_2018_2021	bor	2	Best Overall Tumor Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	21 months	The response evaluable analysis set includes all patients who received study drug, had a measurable lesion (target lesions) at the baseline tumor assessment, and either (i) had at least 1 post-baselin	OG000	Part 1: Cohort 1 Lerociclib at 200 mg QD	1	0	<untitled>	0	2	2	1	5	6	6	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable (NE)	sum of cells 5 != reported denominator 6 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03455829] :: outcomeMeasures[2] :: groups[OG000]
valid	none	False	NCT03455829	ctg_results_bor_2018_2021	bor	2	Best Overall Tumor Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	21 months	The response evaluable analysis set includes all patients who received study drug, had a measurable lesion (target lesions) at the baseline tumor assessment, and either (i) had at least 1 post-baselin	OG001	Part 1: Cohort 2 Lerociclib at 300 mg QD	1	0	<untitled>	0	1	4	1	6	6	6	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable (NE)	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03455829] :: outcomeMeasures[2] :: groups[OG001]
valid	none	False	NCT03455829	ctg_results_bor_2018_2021	bor	2	Best Overall Tumor Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	21 months	The response evaluable analysis set includes all patients who received study drug, had a measurable lesion (target lesions) at the baseline tumor assessment, and either (i) had at least 1 post-baselin	OG002	Part 1: Cohort 3 Lerociclib at 400 mg QD	1	0	<untitled>	0	0	1	3	4	4	4	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable (NE)	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03455829] :: outcomeMeasures[2] :: groups[OG002]
unsupported	none	False	NCT03455829	ctg_results_bor_2018_2021	bor	2	Best Overall Tumor Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	21 months	The response evaluable analysis set includes all patients who received study drug, had a measurable lesion (target lesions) at the baseline tumor assessment, and either (i) had at least 1 post-baselin	OG003	Part 1: Cohort 4 Lerociclib at 150 mg BID	1	0	<untitled>	0	1	3	2	6	7	7	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable (NE)	sum of cells 6 != reported denominator 7 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03455829] :: outcomeMeasures[2] :: groups[OG003]
unsupported	none	False	NCT03455829	ctg_results_bor_2018_2021	bor	2	Best Overall Tumor Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	21 months	The response evaluable analysis set includes all patients who received study drug, had a measurable lesion (target lesions) at the baseline tumor assessment, and either (i) had at least 1 post-baselin	OG004	Part 1: Cohort 5 Lerociclib at 200 mg BID	1	0	<untitled>	0	3	0	1	4	5	5	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable (NE)	sum of cells 4 != reported denominator 5 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03455829] :: outcomeMeasures[2] :: groups[OG004]
unsupported	none	False	NCT04329949	ctg_results_bor_2018_2021	bor	2	Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Baseline and up to 32 weeks	Evaluable Population: Patients in the ITT population who had at least 1 post-baseline radiographic tumor assessment	OG000	Relacorilant With Nab-paclitaxel	1	0	<untitled>	0	0	20	10	30	31	31	-1	Complete response | Partial response | Stable disease | Progressive disease	Non-evaluable	sum of cells 30 != reported denominator 31 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04329949] :: outcomeMeasures[2] :: groups[OG000]
unsupported	none	False	NCT03965689	ctg_results_bor_2018_2021	bor	0	Number of Participants With an Overall Response	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Up to 2.5 years		OG000	Treatment (Paclitaxel, Carboplatin, Pevonedistat)	1	0	<untitled>	0	4	15	4	23	25	25	-2	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Assessed (NA)	sum of cells 23 != reported denominator 25 (difference -2)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03965689] :: outcomeMeasures[0] :: groups[OG000]
unsupported	none	False	NCT03451825	ctg_results_bor_2018_2021	bor	2	Number of Participants With Confirmed Best Overall Response (BOR) as Per Response Evaluation Criteria in Solid Tumors (RECIST Version 1.1) and as Adjudicated by the Investigator	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Baseline up to 1182 days	Full analysis set included all participants who received any dose of avelumab.	OG000	Avelumab 10 Miligram Per Kilogram (mg/kg)	1	0	<untitled>	0	0	0	5	5	6	6	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Non-CR/Non-PR | Not Evaluable	sum of cells 5 != reported denominator 6 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03451825] :: outcomeMeasures[2] :: groups[OG000]
unsupported	none	False	NCT03451825	ctg_results_bor_2018_2021	bor	2	Number of Participants With Confirmed Best Overall Response (BOR) as Per Response Evaluation Criteria in Solid Tumors (RECIST Version 1.1) and as Adjudicated by the Investigator	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Baseline up to 1182 days	Full analysis set included all participants who received any dose of avelumab.	OG001	Avelumab 20 mg/kg	1	0	<untitled>	0	0	4	9	13	15	15	-2	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Non-CR/Non-PR | Not Evaluable	sum of cells 13 != reported denominator 15 (difference -2)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03451825] :: outcomeMeasures[2] :: groups[OG001]
valid	none	False	NCT03711188	ctg_results_bor_2018_2021	bor	2	Best Overall Response (BOR) Using RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	18 months	Intent to treat population - all patients who received at least one dose of IMM-101	OG000	Cohort A	1	0	<untitled>	2	6	1	2	11	11	11	0	Complete Response (CR) | Partial Response (PR) | Stable Disease | Disease Progression		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03711188] :: outcomeMeasures[2] :: groups[OG000]
valid	none	False	NCT03711188	ctg_results_bor_2018_2021	bor	2	Best Overall Response (BOR) Using RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	18 months	Intent to treat population - all patients who received at least one dose of IMM-101	OG001	Cohort B	1	0	<untitled>	0	0	0	5	5	5	5	0	Complete Response (CR) | Partial Response (PR) | Stable Disease | Disease Progression		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03711188] :: outcomeMeasures[2] :: groups[OG001]
valid	none	False	NCT04099888	ctg_results_bor_2018_2021	bor	2	Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 18 months	Modified intent-to-treat (mITT) analysis set (all randomized participants who received at least 1 dose of study treatment and had a RECIST assessment at baseline).	OG000	PCI Treatment in Conjunction With Standard of Care (SoC)	1	0	<untitled>	0	3	12	4	19	19	19	0	Complete response | Partial response | Stable disease | Progressive disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04099888] :: outcomeMeasures[2] :: groups[OG000]
valid	none	False	NCT04099888	ctg_results_bor_2018_2021	bor	2	Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 18 months	Modified intent-to-treat (mITT) analysis set (all randomized participants who received at least 1 dose of study treatment and had a RECIST assessment at baseline).	OG001	Standard of Care (SoC)	1	0	<untitled>	0	3	11	1	15	15	15	0	Complete response | Partial response | Stable disease | Progressive disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04099888] :: outcomeMeasures[2] :: groups[OG001]
unsupported	none	False	NCT04764474	ctg_results_bor_2018_2021	bor	3	Number of Patients With Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-14 days) thereafter until end of treatment, or end of efficacy follow-up period, approximately 45 months	The efficacy analysis set included all enrolled patients who received at least 1 dose of study drug from Cycle 1 Day 1 in continuous cycle (i.e., excluding single oral dose from the PK week for the do	OG000	Cohort 1: HMPL-306 Dose Level 1	1	0	<untitled>	0	0	1	0	1	3	3	-2	CR | PR | SD | PD	CRmrd- | CRh | CRi | MLFS | Not evaluable	sum of cells 1 != reported denominator 3 (difference -2)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04764474] :: outcomeMeasures[3] :: groups[OG000]
unsupported	none	False	NCT04764474	ctg_results_bor_2018_2021	bor	3	Number of Patients With Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-14 days) thereafter until end of treatment, or end of efficacy follow-up period, approximately 45 months	The efficacy analysis set included all enrolled patients who received at least 1 dose of study drug from Cycle 1 Day 1 in continuous cycle (i.e., excluding single oral dose from the PK week for the do	OG001	Cohort 2: HMPL-306 Dose Level 2	1	0	<untitled>	0	0	0	1	1	3	3	-2	CR | PR | SD | PD	CRmrd- | CRh | CRi | MLFS | Not evaluable	sum of cells 1 != reported denominator 3 (difference -2)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04764474] :: outcomeMeasures[3] :: groups[OG001]
unsupported	none	False	NCT04764474	ctg_results_bor_2018_2021	bor	3	Number of Patients With Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-14 days) thereafter until end of treatment, or end of efficacy follow-up period, approximately 45 months	The efficacy analysis set included all enrolled patients who received at least 1 dose of study drug from Cycle 1 Day 1 in continuous cycle (i.e., excluding single oral dose from the PK week for the do	OG002	Cohort 3: HMPL-306 Dose Level 3	1	0	<untitled>	3	0	1	3	7	10	10	-3	CR | PR | SD | PD	CRmrd- | CRh | CRi | MLFS | Not evaluable	sum of cells 7 != reported denominator 10 (difference -3)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04764474] :: outcomeMeasures[3] :: groups[OG002]
unsupported	none	False	NCT04764474	ctg_results_bor_2018_2021	bor	3	Number of Patients With Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-14 days) thereafter until end of treatment, or end of efficacy follow-up period, approximately 45 months	The efficacy analysis set included all enrolled patients who received at least 1 dose of study drug from Cycle 1 Day 1 in continuous cycle (i.e., excluding single oral dose from the PK week for the do	OG003	Cohort 4: HMPL-306 Dose Level 4	1	0	<untitled>	0	0	0	2	2	5	5	-3	CR | PR | SD | PD	CRmrd- | CRh | CRi | MLFS | Not evaluable	sum of cells 2 != reported denominator 5 (difference -3)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04764474] :: outcomeMeasures[3] :: groups[OG003]
unsupported	none	False	NCT04764474	ctg_results_bor_2018_2021	bor	3	Number of Patients With Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-14 days) thereafter until end of treatment, or end of efficacy follow-up period, approximately 45 months	The efficacy analysis set included all enrolled patients who received at least 1 dose of study drug from Cycle 1 Day 1 in continuous cycle (i.e., excluding single oral dose from the PK week for the do	OG004	Cohort 5: HMPL-306 Dose Level 5	1	0	<untitled>	0	0	0	2	2	5	5	-3	CR | PR | SD | PD	CRmrd- | CRh | CRi | MLFS | Not evaluable	sum of cells 2 != reported denominator 5 (difference -3)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04764474] :: outcomeMeasures[3] :: groups[OG004]
unsupported	none	False	NCT04764474	ctg_results_bor_2018_2021	bor	3	Number of Patients With Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-14 days) thereafter until end of treatment, or end of efficacy follow-up period, approximately 45 months	The efficacy analysis set included all enrolled patients who received at least 1 dose of study drug from Cycle 1 Day 1 in continuous cycle (i.e., excluding single oral dose from the PK week for the do	OG005	Cohort 6: HMPL-306 Dose Level 6	1	0	<untitled>	0	0	1	2	3	4	4	-1	CR | PR | SD | PD	CRmrd- | CRh | CRi | MLFS | Not evaluable	sum of cells 3 != reported denominator 4 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04764474] :: outcomeMeasures[3] :: groups[OG005]
unsupported	none	False	NCT04764474	ctg_results_bor_2018_2021	bor	3	Number of Patients With Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-14 days) thereafter until end of treatment, or end of efficacy follow-up period, approximately 45 months	The efficacy analysis set included all enrolled patients who received at least 1 dose of study drug from Cycle 1 Day 1 in continuous cycle (i.e., excluding single oral dose from the PK week for the do	OG006	Cohort 7: HMPL-306 Dose Level 7	1	0	<untitled>	1	0	0	1	2	3	3	-1	CR | PR | SD | PD	CRmrd- | CRh | CRi | MLFS | Not evaluable	sum of cells 2 != reported denominator 3 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04764474] :: outcomeMeasures[3] :: groups[OG006]
unsupported	none	False	NCT04764474	ctg_results_bor_2018_2021	bor	3	Number of Patients With Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor assessments performed every 8 weeks (+/-7 days) for the first 24 weeks and every 12 weeks (+/-14 days) thereafter until end of treatment, or end of efficacy follow-up period, approximately 45 months	The efficacy analysis set included all enrolled patients who received at least 1 dose of study drug from Cycle 1 Day 1 in continuous cycle (i.e., excluding single oral dose from the PK week for the do	OG007	Cohort 8: HMPL-306 Dose Level 8	1	0	<untitled>	3	0	0	2	5	8	8	-3	CR | PR | SD | PD	CRmrd- | CRh | CRi | MLFS | Not evaluable	sum of cells 5 != reported denominator 8 (difference -3)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04764474] :: outcomeMeasures[3] :: groups[OG007]
unsupported	none	False	NCT03445533	ctg_results_bor_2018_2021	bor	0	Summary of Independent Reviewer-Assessed Objective Response Rate (ORR) by RECIST v1.1	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Response is measured from the date of randomization, until disease progression, death, or start of new anti-cancer therapy (up to 36 months).	All percentages were based on the number of participants in the Intent-to-Treat (ITT) analysis set within each group. Participants with no disease assessment in the study were included in the Not Eval	OG000	Arm A: Ipilimumab	1	0	<untitled>	1	20	45	110	176	243	243	-67	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not Evaluable	sum of cells 176 != reported denominator 243 (difference -67)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03445533] :: outcomeMeasures[0] :: groups[OG000]
unsupported	none	False	NCT03445533	ctg_results_bor_2018_2021	bor	0	Summary of Independent Reviewer-Assessed Objective Response Rate (ORR) by RECIST v1.1	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Response is measured from the date of randomization, until disease progression, death, or start of new anti-cancer therapy (up to 36 months).	All percentages were based on the number of participants in the Intent-to-Treat (ITT) analysis set within each group. Participants with no disease assessment in the study were included in the Not Eval	OG001	Arm B: IMO-2125 Plus Ipilimumab	1	0	<untitled>	1	20	61	89	171	238	238	-67	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not Evaluable	sum of cells 171 != reported denominator 238 (difference -67)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03445533] :: outcomeMeasures[0] :: groups[OG001]
valid	none	False	NCT02913430	ctg_results_bor_2018_2021	bor	1	Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 5 years	Treated patients that were radiologically evaluable.	OG000	Fulvestrant + Palbociclib	1	0	<untitled>	0	0	3	2	5	5	5	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT02913430] :: outcomeMeasures[1] :: groups[OG000]
valid	none	False	NCT02913430	ctg_results_bor_2018_2021	bor	1	Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 5 years	Treated patients that were radiologically evaluable.	OG001	Tamoxifen + Palbociclib	1	0	<untitled>	0	0	2	0	2	2	2	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT02913430] :: outcomeMeasures[1] :: groups[OG001]
valid	none	False	NCT04313504	ctg_results_bor_2018_2021	bor	0	Overall Response	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	8 weeks		OG000	Niraparib & Dostarlimab	1	0	<untitled>	0	1	1	8	10	10	10	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT04313504] :: outcomeMeasures[0] :: groups[OG000]
valid	none	False	NCT03724890	ctg_results_bor_2018_2021	bor	54	Part A: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from first study intervention up to long term safety follow-up period (Up to 516 Days)	Full Analysis Set included all participants who received at least 1 dose of any study intervention.	OG000	Part A: M3814 100 mg BID + Avelumab 800 mg Q2W	1	0	<untitled>	0	0	2	2	4	4	4	0	Complete Response | Partial Response | Stable Disease or Non-CR/Non-PD | Progressive Disease	Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03724890] :: outcomeMeasures[54] :: groups[OG000]
unsupported	none	False	NCT03724890	ctg_results_bor_2018_2021	bor	54	Part A: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from first study intervention up to long term safety follow-up period (Up to 516 Days)	Full Analysis Set included all participants who received at least 1 dose of any study intervention.	OG001	Part A: M3814 200 mg BID + Avelumab 800 mg Q2W	1	0	<untitled>	0	0	1	7	8	11	11	-3	Complete Response | Partial Response | Stable Disease or Non-CR/Non-PD | Progressive Disease	Not Evaluable	sum of cells 8 != reported denominator 11 (difference -3)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03724890] :: outcomeMeasures[54] :: groups[OG001]
unsupported	none	False	NCT03724890	ctg_results_bor_2018_2021	bor	54	Part A: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from first study intervention up to long term safety follow-up period (Up to 516 Days)	Full Analysis Set included all participants who received at least 1 dose of any study intervention.	OG002	Part A: M3814 250 mg BID + Avelumab 800 mg Q2W	1	0	<untitled>	0	0	1	0	1	4	4	-3	Complete Response | Partial Response | Stable Disease or Non-CR/Non-PD | Progressive Disease	Not Evaluable	sum of cells 1 != reported denominator 4 (difference -3)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03724890] :: outcomeMeasures[54] :: groups[OG002]
unsupported	none	False	NCT03724890	ctg_results_bor_2018_2021	bor	54	Part A: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from first study intervention up to long term safety follow-up period (Up to 516 Days)	Full Analysis Set included all participants who received at least 1 dose of any study intervention.	OG003	Part A: M3814 300 mg BID + Avelumab 800 mg Q2W	1	0	<untitled>	0	0	0	2	2	6	6	-4	Complete Response | Partial Response | Stable Disease or Non-CR/Non-PD | Progressive Disease	Not Evaluable	sum of cells 2 != reported denominator 6 (difference -4)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03724890] :: outcomeMeasures[54] :: groups[OG003]
unsupported	none	False	NCT03724890	ctg_results_bor_2018_2021	bor	54	Part A: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from first study intervention up to long term safety follow-up period (Up to 516 Days)	Full Analysis Set included all participants who received at least 1 dose of any study intervention.	OG004	Part A: M3814 400 mg BID + Avelumab 800 mg Q2W	1	0	<untitled>	0	0	1	1	2	4	4	-2	Complete Response | Partial Response | Stable Disease or Non-CR/Non-PD | Progressive Disease	Not Evaluable	sum of cells 2 != reported denominator 4 (difference -2)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03724890] :: outcomeMeasures[54] :: groups[OG004]
valid	none	False	NCT03724890	ctg_results_bor_2018_2021	bor	55	Part B: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from first study intervention up to long term safety follow-up period (Up to 513 Days)	Full Analysis Set included all participants who received at least 1 dose of any study intervention.	OG000	Part B: M3814 100 mg BID + Avelumab 800 mg Q2W + RT	1	0	<untitled>	0	0	1	2	3	3	3	0	Complete Response | Partial Response | Stable Disease or Non-CR/Non-PD | Progressive Disease	Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03724890] :: outcomeMeasures[55] :: groups[OG000]
valid	none	False	NCT03724890	ctg_results_bor_2018_2021	bor	55	Part B: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from first study intervention up to long term safety follow-up period (Up to 513 Days)	Full Analysis Set included all participants who received at least 1 dose of any study intervention.	OG001	Part B: M3814 150 mg BID +Avelumab 800 mg Q2W + RT	1	0	<untitled>	0	0	1	2	3	3	3	0	Complete Response | Partial Response | Stable Disease or Non-CR/Non-PD | Progressive Disease	Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03724890] :: outcomeMeasures[55] :: groups[OG001]
unsupported	none	False	NCT03724890	ctg_results_bor_2018_2021	bor	55	Part B: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from first study intervention up to long term safety follow-up period (Up to 513 Days)	Full Analysis Set included all participants who received at least 1 dose of any study intervention.	OG002	Part B: M3814 200 mg BID + Avelumab 800 mg Q2W + RT	1	0	<untitled>	0	0	2	1	3	4	4	-1	Complete Response | Partial Response | Stable Disease or Non-CR/Non-PD | Progressive Disease	Not Evaluable	sum of cells 3 != reported denominator 4 (difference -1)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03724890] :: outcomeMeasures[55] :: groups[OG002]
unsupported	none	False	NCT03724890	ctg_results_bor_2018_2021	bor	55	Part B: Number of Participants With Confirmed Best Overall Response (BOR) as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Time from first study intervention up to long term safety follow-up period (Up to 513 Days)	Full Analysis Set included all participants who received at least 1 dose of any study intervention.	OG003	Part B: M3814 250 mg BID + Avelumab 800 mg Q2W + RT	1	0	<untitled>	0	0	2	3	5	9	9	-4	Complete Response | Partial Response | Stable Disease or Non-CR/Non-PD | Progressive Disease	Not Evaluable	sum of cells 5 != reported denominator 9 (difference -4)	ctg_results_bor_2018_2021.txt :: studies[nct=NCT03724890] :: outcomeMeasures[55] :: groups[OG003]
