classification	overwrite_scope	conflicting_overwrite	nct_id	shard	query_family	outcome_measure_index	outcome_measure_title	outcome_measure_type	param_type	unit_of_measure	time_frame	population_description	group_id	group_title	n_classes_in_om	classes_contributing	class_titles_contributing	cells_CR	cells_PR	cells_SD	cells_PD	evaluable_n_sum_of_cells	reported_denominator_participants	all_categories_in_contributing_classes_sum	sum_minus_reported_denominator	categories_matched	categories_dropped	reason	source_pointer
valid	none	False	NCT02124772	ctg_results_bor_2014_2017	bor	10	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From the day of the first dose of any study drug up to the last dose, up to maximum duration of 63 months	All subjects who received at least one dose of trametinib in Part A and Part B or at least one dose of any component of the combination in Part C and Part D	OG007	Part B - BRAF V600 Mutant Solid Tumor	1	0	<untitled>	0	5	4	1	10	10	10	0	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)	Non-CR/Non-PD | Unknown | Missing	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG007]
valid	none	False	NCT02124772	ctg_results_bor_2014_2017	bor	10	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From the day of the first dose of any study drug up to the last dose, up to maximum duration of 63 months	All subjects who received at least one dose of trametinib in Part A and Part B or at least one dose of any component of the combination in Part C and Part D	OG008	Part C - TMT 0.025 mg/kg/Day + 50% DRB RP2D	1	0	<untitled>	0	2	1	0	3	3	3	0	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)	Non-CR/Non-PD | Unknown | Missing	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG008]
valid	none	False	NCT02124772	ctg_results_bor_2014_2017	bor	10	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From the day of the first dose of any study drug up to the last dose, up to maximum duration of 63 months	All subjects who received at least one dose of trametinib in Part A and Part B or at least one dose of any component of the combination in Part C and Part D	OG009	Part C - TMT 0.025 mg/kg/Day + 100% DRB RP2D	1	0	<untitled>	0	3	5	1	9	9	9	0	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)	Non-CR/Non-PD | Unknown | Missing	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG009]
unsupported	none	False	NCT02124772	ctg_results_bor_2014_2017	bor	10	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From the day of the first dose of any study drug up to the last dose, up to maximum duration of 63 months	All subjects who received at least one dose of trametinib in Part A and Part B or at least one dose of any component of the combination in Part C and Part D	OG010	Part C - TMT 0.032 mg/kg/Day + 100% DRB RP2D	1	0	<untitled>	2	2	1	0	5	6	6	-1	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)	Non-CR/Non-PD | Unknown | Missing	sum of cells 5 != reported denominator 6 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG010]
unsupported	none	False	NCT02124772	ctg_results_bor_2014_2017	bor	10	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From the day of the first dose of any study drug up to the last dose, up to maximum duration of 63 months	All subjects who received at least one dose of trametinib in Part A and Part B or at least one dose of any component of the combination in Part C and Part D	OG011	Part D - LGG	1	0	<untitled>	2	9	8	0	19	20	20	-1	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)	Non-CR/Non-PD | Unknown | Missing	sum of cells 19 != reported denominator 20 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG011]
unsupported	none	False	NCT02124772	ctg_results_bor_2014_2017	bor	10	Best Overall Response (BOR) Based on RECIST v1.1, RANO and Dombi Criteria and as Per Investigator Assessment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From the day of the first dose of any study drug up to the last dose, up to maximum duration of 63 months	All subjects who received at least one dose of trametinib in Part A and Part B or at least one dose of any component of the combination in Part C and Part D	OG012	Part D - LCH	1	0	<untitled>	3	3	3	0	9	10	10	-1	Complete response (CR) | Partial response (PR) | Stable disease (SD) | Progressive disease (PD)	Non-CR/Non-PD | Unknown | Missing	sum of cells 9 != reported denominator 10 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02124772] :: outcomeMeasures[10] :: groups[OG012]
unsupported	none	False	NCT02421588	ctg_results_bor_2014_2017	bor	3	Overall Response Rate (ORR) by Independent Review Committee	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	At baseline and every eight weeks from randomization until evidence of PD, assessed up to 3 years		OG000	Lurbinectedin	1	0	<untitled>	3	29	90	83	205	221	221	-16	Complete response | Partial response | Stable disease | Progressive disease	Unknown	sum of cells 205 != reported denominator 221 (difference -16)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02421588] :: outcomeMeasures[3] :: groups[OG000]
unsupported	none	False	NCT02421588	ctg_results_bor_2014_2017	bor	3	Overall Response Rate (ORR) by Independent Review Committee	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	At baseline and every eight weeks from randomization until evidence of PD, assessed up to 3 years		OG001	Control (PLD or Topotecan)	1	0	<untitled>	3	25	97	72	197	221	221	-24	Complete response | Partial response | Stable disease | Progressive disease	Unknown	sum of cells 197 != reported denominator 221 (difference -24)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02421588] :: outcomeMeasures[3] :: groups[OG001]
unsupported	none	False	NCT02421588	ctg_results_bor_2014_2017	bor	4	Overall Response Rate by Investigator's Assessment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	At baseline and every eight weeks from randomization until evidence of PD, assessed up to 3 years		OG000	Lurbinectedin	1	0	<untitled>	3	32	107	63	205	221	221	-16	Complete response | Partial response | Stable disease | Progressive disease	Unknown	sum of cells 205 != reported denominator 221 (difference -16)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02421588] :: outcomeMeasures[4] :: groups[OG000]
unsupported	none	False	NCT02421588	ctg_results_bor_2014_2017	bor	4	Overall Response Rate by Investigator's Assessment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	At baseline and every eight weeks from randomization until evidence of PD, assessed up to 3 years		OG001	Control (PLD or Topotecan)	1	0	<untitled>	2	35	94	68	199	221	221	-22	Complete response | Partial response | Stable disease | Progressive disease	Unknown	sum of cells 199 != reported denominator 221 (difference -22)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02421588] :: outcomeMeasures[4] :: groups[OG001]
unsupported	none	False	NCT02421588	ctg_results_bor_2014_2017	bor	7	Best Response According to Tumor Marker Evaluation (CA-125)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	At baseline and every eight weeks from randomization until evidence of PD, up to 3 years		OG000	Lurbinectedin	1	0	<untitled>	13	33	95	17	158	173	173	-15	Complete response | Partial response | Stable disease | Progressive disease	Unknown	sum of cells 158 != reported denominator 173 (difference -15)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02421588] :: outcomeMeasures[7] :: groups[OG000]
unsupported	none	False	NCT02421588	ctg_results_bor_2014_2017	bor	7	Best Response According to Tumor Marker Evaluation (CA-125)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	At baseline and every eight weeks from randomization until evidence of PD, up to 3 years		OG001	Control (PLD or Topotecan)	1	0	<untitled>	3	29	94	16	142	165	165	-23	Complete response | Partial response | Stable disease | Progressive disease	Unknown	sum of cells 142 != reported denominator 165 (difference -23)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02421588] :: outcomeMeasures[7] :: groups[OG001]
valid	none	False	NCT02271945	ctg_results_bor_2014_2017	bor	4	Number of Participants With Best Overall Response	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Day 1 to Day 28 of Cycle 13 (28-day cycle)	As-treated Population included all participants who were treated with study drug.	OG000	MEDI-551 12 mg/kg and MEDI0680 2.5 mg/kg	1	0	<untitled>	0	0	0	5	5	5	5	0	Complete Response | Partial Response | Stable Disease | Progressive Disease	Non-evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02271945] :: outcomeMeasures[4] :: groups[OG000]
valid	none	False	NCT02271945	ctg_results_bor_2014_2017	bor	4	Number of Participants With Best Overall Response	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Day 1 to Day 28 of Cycle 13 (28-day cycle)	As-treated Population included all participants who were treated with study drug.	OG001	MEDI-551 12 mg/kg and MEDI0680 10 mg/kg	1	0	<untitled>	1	0	1	3	5	5	5	0	Complete Response | Partial Response | Stable Disease | Progressive Disease	Non-evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02271945] :: outcomeMeasures[4] :: groups[OG001]
valid	none	False	NCT02567799	ctg_results_bor_2014_2017	bor	11	Rate of Progressive Disease Evaluated by the Response Evaluation Criteria in Solid Tumors (RECIST) (1.1) Criteria	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Screening, visits 20, 37, 38, 39, 40, 41 & 42 (through visit 41 for surgical participants)		OG000	BIO 300 Oral Suspension (500 mg/Day)	1	0	<untitled>	0	5	1	0	6	6	6	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02567799] :: outcomeMeasures[11] :: groups[OG000]
valid	none	False	NCT02567799	ctg_results_bor_2014_2017	bor	11	Rate of Progressive Disease Evaluated by the Response Evaluation Criteria in Solid Tumors (RECIST) (1.1) Criteria	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Screening, visits 20, 37, 38, 39, 40, 41 & 42 (through visit 41 for surgical participants)		OG001	BIO 300 Oral Suspension (1000 mg/Day)	1	0	<untitled>	2	2	3	0	7	7	7	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02567799] :: outcomeMeasures[11] :: groups[OG001]
valid	none	False	NCT02567799	ctg_results_bor_2014_2017	bor	11	Rate of Progressive Disease Evaluated by the Response Evaluation Criteria in Solid Tumors (RECIST) (1.1) Criteria	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Screening, visits 20, 37, 38, 39, 40, 41 & 42 (through visit 41 for surgical participants)		OG002	BIO 300 Oral Suspension (1500 mg/Day)	1	0	<untitled>	2	2	3	0	7	7	7	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02567799] :: outcomeMeasures[11] :: groups[OG002]
valid	none	False	NCT03245736	ctg_results_bor_2014_2017	bor	1	Objective Response Rate	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Day 1 to Week 24 plus 30 days		OG000	Tisotumab Vedotin	1	0	<untitled>	0	2	2	1	5	5	5	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03245736] :: outcomeMeasures[1] :: groups[OG000]
unsupported	none	False	NCT02089334	ctg_results_bor_2014_2017	bor	4	Best Overall Response as Determined by RECIST v1.1.	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Baseline and at weeks 6, 12, 18, and 24	All enrolled subjects with subjects analyzed according to the treatment assigned at enrollment/ randomization.	OG000	125 mg/m^2 RX-0201 + Everolimus (Stage 1)	1	0	<untitled>	0	0	2	0	2	3	3	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable (NE) | Not Done (ND)	sum of cells 2 != reported denominator 3 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02089334] :: outcomeMeasures[4] :: groups[OG000]
unsupported	none	False	NCT02089334	ctg_results_bor_2014_2017	bor	4	Best Overall Response as Determined by RECIST v1.1.	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Baseline and at weeks 6, 12, 18, and 24	All enrolled subjects with subjects analyzed according to the treatment assigned at enrollment/ randomization.	OG001	200 mg/m^2/Day RX-0201 + Everolimus (Stage 1)	1	0	<untitled>	0	0	1	2	3	4	4	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable (NE) | Not Done (ND)	sum of cells 3 != reported denominator 4 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02089334] :: outcomeMeasures[4] :: groups[OG001]
unsupported	none	False	NCT02089334	ctg_results_bor_2014_2017	bor	4	Best Overall Response as Determined by RECIST v1.1.	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Baseline and at weeks 6, 12, 18, and 24	All enrolled subjects with subjects analyzed according to the treatment assigned at enrollment/ randomization.	OG002	250 mg/m^2/Day RX-0201 + Everolimus (Stage 1)	1	0	<untitled>	0	0	1	0	1	4	4	-3	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable (NE) | Not Done (ND)	sum of cells 1 != reported denominator 4 (difference -3)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02089334] :: outcomeMeasures[4] :: groups[OG002]
unsupported	none	False	NCT02089334	ctg_results_bor_2014_2017	bor	4	Best Overall Response as Determined by RECIST v1.1.	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Baseline and at weeks 6, 12, 18, and 24	All enrolled subjects with subjects analyzed according to the treatment assigned at enrollment/ randomization.	OG003	RX-0201 Plus Everolimus (Stage 2)	1	0	<untitled>	0	0	7	1	8	11	11	-3	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable (NE) | Not Done (ND)	sum of cells 8 != reported denominator 11 (difference -3)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02089334] :: outcomeMeasures[4] :: groups[OG003]
unsupported	none	False	NCT02625610	ctg_results_bor_2014_2017	bor	2	Best Overall Response (BOR) by Investigator Assessment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From randomization into maintenance phase up to 1276 days	Full analysis set included all randomized participants included in treatment arm to which they were randomized.	OG000	Chemotherapy + Best Supportive Care (BSC)	1	0	<untitled>	5	31	117	58	211	250	250	-39	Complete response | Partial response | Stable disease | Progressive disease	Noncomplete response/non progressive disease | Non evaluable	sum of cells 211 != reported denominator 250 (difference -39)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02625610] :: outcomeMeasures[2] :: groups[OG000]
unsupported	none	False	NCT02625610	ctg_results_bor_2014_2017	bor	2	Best Overall Response (BOR) by Investigator Assessment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From randomization into maintenance phase up to 1276 days	Full analysis set included all randomized participants included in treatment arm to which they were randomized.	OG001	Avelumab	1	0	<untitled>	8	25	92	85	210	249	249	-39	Complete response | Partial response | Stable disease | Progressive disease	Noncomplete response/non progressive disease | Non evaluable	sum of cells 210 != reported denominator 249 (difference -39)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02625610] :: outcomeMeasures[2] :: groups[OG001]
valid	none	False	NCT03175172	ctg_results_bor_2014_2017	bor	0	Overall Response Rate (ORR)	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	BOR was assessed from the first dose of study treatment until documented disease progression, initiation of new cancer treatment, death, or study termination, whichever is earlier, assessed up to 15 weeks.	Analysis based on subjects who received ≥1 dose of study treatment and had ≥1 evaluable post-baseline modified RECIST for MPM tumor response assessment or were discontinued due to toxicity (the Evalua	OG000	Experimental	1	0	<untitled>	0	0	1	8	9	9	9	0	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03175172] :: outcomeMeasures[0] :: groups[OG000]
valid	none	False	NCT03175172	ctg_results_bor_2014_2017	bor	1	Disease Control Rate (DCR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	BOR was assessed from the first dose of study treatment until documented disease progression, initiation of new cancer treatment, death, or study termination, whichever is earlier, assessed up to 15 weeks.	Analysis based on subjects who received ≥1 dose of study treatment and had ≥1 evaluable post-baseline modified RECIST for MPM tumor response assessment or were discontinued due to toxicity (the Evalua	OG000	Experimental	1	0	<untitled>	0	0	3	6	9	9	9	0	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03175172] :: outcomeMeasures[1] :: groups[OG000]
valid	none	False	NCT02584829	ctg_results_bor_2014_2017	bor	2	Disease Response, as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	28 days post infusion		OG000	Group 1 (Avelumab and MHC Class I Up-regulation)	1	0	<untitled>	1	0	0	0	1	1	1	0	Complete Response | Partial Response | Stable Disease | Progressive Disease	Partial Complete Response	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02584829] :: outcomeMeasures[2] :: groups[OG000]
unsupported	none	False	NCT02584829	ctg_results_bor_2014_2017	bor	2	Disease Response, as Assessed by Response Evaluation Criteria in Solid Tumors Version 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	28 days post infusion		OG001	Group 2 (Avelumab, MHC Class I Up-regulation, T Cells)	1	0	<untitled>	2	1	0	3	6	7	7	-1	Complete Response | Partial Response | Stable Disease | Progressive Disease	Partial Complete Response	sum of cells 6 != reported denominator 7 (difference -1)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02584829] :: outcomeMeasures[2] :: groups[OG001]
unsupported	none	False	NCT02046733	ctg_results_bor_2014_2017	bor	2	Objective Response (OR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From randomisation to termination of trial treatment, for a maximum of 12 months from start of maintenance phase.	Include only patients who have not attained a CR during the chemoradiotherapy phase.	OG000	Observation	1	0	<untitled>	8	22	22	10	62	64	64	-2	Complete response | Partial response | Stable disease | Progressive disease	Non-evaluable	sum of cells 62 != reported denominator 64 (difference -2)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02046733] :: outcomeMeasures[2] :: groups[OG000]
unsupported	none	False	NCT02046733	ctg_results_bor_2014_2017	bor	2	Objective Response (OR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From randomisation to termination of trial treatment, for a maximum of 12 months from start of maintenance phase.	Include only patients who have not attained a CR during the chemoradiotherapy phase.	OG001	Nivolumab + Ipilimumab	1	0	<untitled>	6	20	28	9	63	69	69	-6	Complete response | Partial response | Stable disease | Progressive disease	Non-evaluable	sum of cells 63 != reported denominator 69 (difference -6)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02046733] :: outcomeMeasures[2] :: groups[OG001]
unsupported	cross_class	True	NCT02440464	ctg_results_bor_2014_2017	bor	3	Percentage of Participants With Best Response to Treatment After Randomization	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	2 years post-transplant	All randomized participants were included in the analysis. Participants were divided into those in sCR/CR at the time of randomization vs. those who were not in sCR/CR at the time of randomization.	OG000	Ixazomib Maintenance	2	0;1	Participants in sCR/CR at Randomization | Participants Not in sCR/CR at Randomization	2	2	0	1	5	21	21	-16	Complete Response (CR) | Complete Response (CR) | Partial Response (PR) | Partial Response (PR) | Stable Disease (SD) | Stable Disease (SD) | Progressive Disease (PD) | Progressive Disease (PD)	Stringent Complete Response (sCR) | Very Good Partial Response (VGPR) | Stringent Complete Response (sCR) | Very Good Partial Response (VGPR)	cross-class overwrite with conflicting values for PR (last class wins) ; cells drawn from 2 different classes (Participants in sCR/CR at Randomization; Participants Not in sCR/CR at Randomization)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02440464] :: outcomeMeasures[3] :: groups[OG000]
unsupported	cross_class	True	NCT02440464	ctg_results_bor_2014_2017	bor	3	Percentage of Participants With Best Response to Treatment After Randomization	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	2 years post-transplant	All randomized participants were included in the analysis. Participants were divided into those in sCR/CR at the time of randomization vs. those who were not in sCR/CR at the time of randomization.	OG001	Placebo	2	0;1	Participants in sCR/CR at Randomization | Participants Not in sCR/CR at Randomization	3	0	0	0	3	22	22	-19	Complete Response (CR) | Complete Response (CR) | Partial Response (PR) | Partial Response (PR) | Stable Disease (SD) | Stable Disease (SD) | Progressive Disease (PD) | Progressive Disease (PD)	Stringent Complete Response (sCR) | Very Good Partial Response (VGPR) | Stringent Complete Response (sCR) | Very Good Partial Response (VGPR)	cross-class overwrite with conflicting values for CR,PD (last class wins) ; cells drawn from 2 different classes (Participants in sCR/CR at Randomization; Participants Not in sCR/CR at Randomization)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02440464] :: outcomeMeasures[3] :: groups[OG001]
unsupported	cross_class	True	NCT02440464	ctg_results_bor_2014_2017	bor	4	Percentage of Participants With Response to Treatment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	18 months and 24 months post-transplant	All randomized participants were included in the analysis. Participants were divided into those in sCR/CR at the time of randomization vs. those who were not in sCR/CR at the time of randomization. Re	OG000	Ixazomib Maintenance	4	0;1;2;3	Response to Treatment at 18 Months Post-transplant for Participants in sCR/CR at Randomization | Response to Treatment at 18 Months Post-transplant for Participants Not in sCR/CR at Randomization | Response to Treatment at 24 Months Post-transplant for Participants in sCR/CR at Randomization | Response to Treatment at 24 Months Post-transplant for Participants Not in sCR/CR at Randomization	1	0	1	0	2	21	42	-19	Complete Response (CR) | Complete Response (CR) | Complete Response (CR) | Complete Response (CR) | Partial Response (PR) | Partial Response (PR) | Partial Response (PR) | Partial Response (PR) | Stable Disease (SD) | Stable Disease (SD) | Stable Disease (SD) | Stable Disease (SD) | Progressive Disease (PD) | Progressive Disease (PD) | Progressive Disease (PD) | Progressive Disease (PD)	Stringent Complete Response (sCR) | Very Good Partial Response (VGPR) | Died Before Evaluation | Not Evaluable | Stringent Complete Response (sCR) | Very Good Partial Response (VGPR) | Died Before Evaluation | Not Evaluable | Stringent Complete Response (sCR) | Very Good Partial Response (VGPR) | Died Before Evaluation | Not Evaluable | Stringent Complete Response (sCR) | Very Good Partial Response (VGPR) | Died Before Evaluation | Not Evaluable	cross-class overwrite with conflicting values for CR,PD,PR,SD (last class wins) ; cells drawn from 4 different classes (Response to Treatment at 18 Months Post-transplant for Participants in sCR/CR at Randomization; Response to Treatment at 18 Months Post-transplant for Participants Not in sCR/CR at Randomization; Response to Treatment at 24 Months Post-transplant for Participants in sCR/CR at Randomization; Response to Treatment at 24 Months Post-transplant for Participants Not in sCR/CR at Randomization)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02440464] :: outcomeMeasures[4] :: groups[OG000]
unsupported	cross_class	True	NCT02440464	ctg_results_bor_2014_2017	bor	4	Percentage of Participants With Response to Treatment	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	18 months and 24 months post-transplant	All randomized participants were included in the analysis. Participants were divided into those in sCR/CR at the time of randomization vs. those who were not in sCR/CR at the time of randomization. Re	OG001	Placebo	4	0;1;2;3	Response to Treatment at 18 Months Post-transplant for Participants in sCR/CR at Randomization | Response to Treatment at 18 Months Post-transplant for Participants Not in sCR/CR at Randomization | Response to Treatment at 24 Months Post-transplant for Participants in sCR/CR at Randomization | Response to Treatment at 24 Months Post-transplant for Participants Not in sCR/CR at Randomization	2	0	0	0	2	22	44	-20	Complete Response (CR) | Complete Response (CR) | Complete Response (CR) | Complete Response (CR) | Partial Response (PR) | Partial Response (PR) | Partial Response (PR) | Partial Response (PR) | Stable Disease (SD) | Stable Disease (SD) | Stable Disease (SD) | Stable Disease (SD) | Progressive Disease (PD) | Progressive Disease (PD) | Progressive Disease (PD) | Progressive Disease (PD)	Stringent Complete Response (sCR) | Very Good Partial Response (VGPR) | Died Before Evaluation | Not Evaluable | Stringent Complete Response (sCR) | Very Good Partial Response (VGPR) | Died Before Evaluation | Not Evaluable | Stringent Complete Response (sCR) | Very Good Partial Response (VGPR) | Died Before Evaluation | Not Evaluable | Stringent Complete Response (sCR) | Very Good Partial Response (VGPR) | Died Before Evaluation | Not Evaluable	cross-class overwrite with conflicting values for CR,PD (last class wins) ; cells drawn from 4 different classes (Response to Treatment at 18 Months Post-transplant for Participants in sCR/CR at Randomization; Response to Treatment at 18 Months Post-transplant for Participants Not in sCR/CR at Randomization; Response to Treatment at 24 Months Post-transplant for Participants in sCR/CR at Randomization; Response to Treatment at 24 Months Post-transplant for Participants Not in sCR/CR at Randomization)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02440464] :: outcomeMeasures[4] :: groups[OG001]
unsupported	none	False	NCT02626000	ctg_results_bor_2014_2017	bor	3	Best Overall Confirmed Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to the primary analysis data cutoff date of 02 November 2017; median (minimum, maximum) time on follow-up was 14.36 (1.4, 67.0) weeks.	The efficacy analysis set included all enrolled participants who received at least 1 dose of talimogene laherparepvec or pembrolizumab, excluding participants with locoregionally advanced disease with	OG000	Talimogene Laherparepvec + Pembrolizumab	1	0	<untitled>	0	3	10	4	17	32	32	-15	Complete Response (iCR) | Partial Response (iPR) | Stable Disease (iSD) | Progressive Disease (iPD)	Unevaluable (iUE) | Not Done	sum of cells 17 != reported denominator 32 (difference -15)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02626000] :: outcomeMeasures[3] :: groups[OG000]
unsupported	none	False	NCT03164616	ctg_results_bor_2014_2017	bor	5	Best Objective Response (BoR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor scans performed at baseline, Week 6, Week 12 and then every 8 weeks relative to date of randomization until radiological progression. Assessed until global cohort DCO of 24 July 2019 (maximum of approximately 25 months).	Global cohort: The FAS included all randomized patients. The denominator was a subset of the FAS who had measurable disease at baseline.	OG000	T + D + SoC	1	0	<untitled>	2	153	120	48	323	335	335	-12	CR | PR | SD ≥6 weeks | PD	NE	sum of cells 323 != reported denominator 335 (difference -12)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03164616] :: outcomeMeasures[5] :: groups[OG000]
unsupported	none	False	NCT03164616	ctg_results_bor_2014_2017	bor	5	Best Objective Response (BoR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor scans performed at baseline, Week 6, Week 12 and then every 8 weeks relative to date of randomization until radiological progression. Assessed until global cohort DCO of 24 July 2019 (maximum of approximately 25 months).	Global cohort: The FAS included all randomized patients. The denominator was a subset of the FAS who had measurable disease at baseline.	OG001	D + SoC	1	0	<untitled>	3	157	107	60	327	330	330	-3	CR | PR | SD ≥6 weeks | PD	NE	sum of cells 327 != reported denominator 330 (difference -3)	ctg_results_bor_2014_2017.txt :: studies[nct=NCT03164616] :: outcomeMeasures[5] :: groups[OG001]
