classification	overwrite_scope	conflicting_overwrite	nct_id	shard	query_family	outcome_measure_index	outcome_measure_title	outcome_measure_type	param_type	unit_of_measure	time_frame	population_description	group_id	group_title	n_classes_in_om	classes_contributing	class_titles_contributing	cells_CR	cells_PR	cells_SD	cells_PD	evaluable_n_sum_of_cells	reported_denominator_participants	all_categories_in_contributing_classes_sum	sum_minus_reported_denominator	categories_matched	categories_dropped	reason	source_pointer
valid	none	False	NCT01325207	ctg_results_bor_2010_2013	bor	1	Best Response to IT Trastuzumab: Radiological, Cytological and Clinical in Treatment With Intrathecal Trastuzumab for Patients With Leptomeningeal Metastases in HER2+ Breast Cancer.	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Baseline then at 4 weeks, 8 weeks and then every 8 weeks +/- 3 days, until disease progression or toxicity,range of cycles completed 1-22 cycles where 1 cycle = 28 days.	All patients were assessed for response. Patients unable to be assessed were determined to have progressive disease and counted. Cohort results for this outcome measure were analysed combined and at t	OG001	Cohort 5 + Phase II - Intrathecal Trastuzumab- 80 mg	1	0	<untitled>	0	5	13	8	26	26	26	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01325207] :: outcomeMeasures[1] :: groups[OG001]
ambiguous	within_class	False	NCT01296932	ctg_results_bor_2010_2013	bor	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Data collected up to cut-off date 26Oct2016 until Progressive disease (PD) to start of next Chronic Lymphocytic Leukaemia (CLL) therapy, Up to 1809 days.	TS	OG000	BI 836826 1 Milligram	1	0	<untitled>	0	0	3	0	3	3	3	0	Complete remission | Complete remission with incomplete marrow recovery | Partial remission | Stable disease | Progressive disease	Not evaluable	repeated cross-class assignment (values agreed) for CR	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG000]
ambiguous	within_class	False	NCT01296932	ctg_results_bor_2010_2013	bor	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Data collected up to cut-off date 26Oct2016 until Progressive disease (PD) to start of next Chronic Lymphocytic Leukaemia (CLL) therapy, Up to 1809 days.	TS	OG001	BI 836826 3 Milligram	1	0	<untitled>	0	0	3	0	3	3	3	0	Complete remission | Complete remission with incomplete marrow recovery | Partial remission | Stable disease | Progressive disease	Not evaluable	repeated cross-class assignment (values agreed) for CR	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG001]
ambiguous	within_class	False	NCT01296932	ctg_results_bor_2010_2013	bor	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Data collected up to cut-off date 26Oct2016 until Progressive disease (PD) to start of next Chronic Lymphocytic Leukaemia (CLL) therapy, Up to 1809 days.	TS	OG002	BI 836826 9 Milligram	1	0	<untitled>	0	4	2	0	6	6	6	0	Complete remission | Complete remission with incomplete marrow recovery | Partial remission | Stable disease | Progressive disease	Not evaluable	repeated cross-class assignment (values agreed) for CR	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG002]
unsupported	within_class	False	NCT01296932	ctg_results_bor_2010_2013	bor	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Data collected up to cut-off date 26Oct2016 until Progressive disease (PD) to start of next Chronic Lymphocytic Leukaemia (CLL) therapy, Up to 1809 days.	TS	OG003	BI 836826 25 Milligram	1	0	<untitled>	0	1	4	0	5	6	6	-1	Complete remission | Complete remission with incomplete marrow recovery | Partial remission | Stable disease | Progressive disease	Not evaluable	repeated cross-class assignment (values agreed) for CR ; sum of cells 5 != reported denominator 6 (difference -1)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG003]
ambiguous	within_class	False	NCT01296932	ctg_results_bor_2010_2013	bor	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Data collected up to cut-off date 26Oct2016 until Progressive disease (PD) to start of next Chronic Lymphocytic Leukaemia (CLL) therapy, Up to 1809 days.	TS	OG004	BI 836826 50 Milligram	1	0	<untitled>	0	0	3	0	3	3	3	0	Complete remission | Complete remission with incomplete marrow recovery | Partial remission | Stable disease | Progressive disease	Not evaluable	repeated cross-class assignment (values agreed) for CR	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG004]
ambiguous	within_class	False	NCT01296932	ctg_results_bor_2010_2013	bor	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Data collected up to cut-off date 26Oct2016 until Progressive disease (PD) to start of next Chronic Lymphocytic Leukaemia (CLL) therapy, Up to 1809 days.	TS	OG005	BI 836826 100 Milligram	1	0	<untitled>	0	0	3	0	3	3	3	0	Complete remission | Complete remission with incomplete marrow recovery | Partial remission | Stable disease | Progressive disease	Not evaluable	repeated cross-class assignment (values agreed) for CR	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG005]
ambiguous	within_class	False	NCT01296932	ctg_results_bor_2010_2013	bor	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Data collected up to cut-off date 26Oct2016 until Progressive disease (PD) to start of next Chronic Lymphocytic Leukaemia (CLL) therapy, Up to 1809 days.	TS	OG006	BI 836826 200 Milligram	1	0	<untitled>	0	4	2	0	6	6	6	0	Complete remission | Complete remission with incomplete marrow recovery | Partial remission | Stable disease | Progressive disease	Not evaluable	repeated cross-class assignment (values agreed) for CR	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG006]
ambiguous	within_class	False	NCT01296932	ctg_results_bor_2010_2013	bor	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Data collected up to cut-off date 26Oct2016 until Progressive disease (PD) to start of next Chronic Lymphocytic Leukaemia (CLL) therapy, Up to 1809 days.	TS	OG007	BI 836826 400 Milligram	1	0	<untitled>	0	2	1	0	3	3	3	0	Complete remission | Complete remission with incomplete marrow recovery | Partial remission | Stable disease | Progressive disease	Not evaluable	repeated cross-class assignment (values agreed) for CR	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG007]
ambiguous	within_class	False	NCT01296932	ctg_results_bor_2010_2013	bor	4	Best Overall Response According to 'International Workshop on Chronic Lymphocytic Leukemia' (IWCLL) Criteria	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Data collected up to cut-off date 26Oct2016 until Progressive disease (PD) to start of next Chronic Lymphocytic Leukaemia (CLL) therapy, Up to 1809 days.	TS	OG008	BI 836826 800 Milligram	1	0	<untitled>	0	2	2	0	4	4	4	0	Complete remission | Complete remission with incomplete marrow recovery | Partial remission | Stable disease | Progressive disease	Not evaluable	repeated cross-class assignment (values agreed) for CR	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01296932] :: outcomeMeasures[4] :: groups[OG008]
valid	none	False	NCT01124734	ctg_results_bor_2010_2013	bor	0	Clinical Response to High-Dose Interleukin-2 (H-D IL-2) Followed by Low Dose Temozolomide	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	2 years		OG000	Course 1 Cycle 1	1	0	<untitled>	0	0	17	0	17	17	17	0	Complete Response | Partial Response | Stable Disease | Progressive Disease	Minor Response	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01124734] :: outcomeMeasures[0] :: groups[OG000]
unsupported	none	False	NCT01124734	ctg_results_bor_2010_2013	bor	0	Clinical Response to High-Dose Interleukin-2 (H-D IL-2) Followed by Low Dose Temozolomide	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	2 years		OG001	Course 1 Cycle 2	1	0	<untitled>	2	1	4	9	16	17	17	-1	Complete Response | Partial Response | Stable Disease | Progressive Disease	Minor Response	sum of cells 16 != reported denominator 17 (difference -1)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01124734] :: outcomeMeasures[0] :: groups[OG001]
unsupported	none	False	NCT02472964	ctg_results_bor_2010_2013	bor	0	Primary Endpoint : Compare Best Overall Response Rate (ORR) (According to Response Evaluation Criteria in Solid Tumor [RECIST] 1.1 Criteria) at Week 24 of MYL-1401O Plus Taxane Versus Herceptin® Plus Taxane in the ITT1 Population	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	from time of First treatment to week 24	The primary efficacy analysis was conducted in the Intent To Treat population 1 (ITT1) ( all patients randomized after Amendment 2 of the protocol)	OG000	Herceptin© + Taxane	1	0	<untitled>	0	146	49	20	215	228	228	-13	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not Evaluable	sum of cells 215 != reported denominator 228 (difference -13)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT02472964] :: outcomeMeasures[0] :: groups[OG000]
unsupported	none	False	NCT02472964	ctg_results_bor_2010_2013	bor	0	Primary Endpoint : Compare Best Overall Response Rate (ORR) (According to Response Evaluation Criteria in Solid Tumor [RECIST] 1.1 Criteria) at Week 24 of MYL-1401O Plus Taxane Versus Herceptin® Plus Taxane in the ITT1 Population	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	from time of First treatment to week 24	The primary efficacy analysis was conducted in the Intent To Treat population 1 (ITT1) ( all patients randomized after Amendment 2 of the protocol)	OG001	MYL-1401O Trastuzumab + Taxane	1	0	<untitled>	3	157	48	9	217	230	230	-13	Complete Response | Partial Response | Stable Disease | Progressive Disease	Not Evaluable	sum of cells 217 != reported denominator 230 (difference -13)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT02472964] :: outcomeMeasures[0] :: groups[OG001]
unsupported	none	False	NCT01562028	ctg_results_bor_2010_2013	bor	3	Objective Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Assessed across all time-points from enrollment to termination of trial treatment (max 48 months).	"Patients with only 1 tumor assessment are classified as ""Non-Evaluable"", because they cannot be accounted for the Objective Response rate."	OG000	T790M Positive	1	0	<untitled>	3	24	8	1	36	37	37	-1	Complete Response | Partial Response | Stable Disease | Progressive Disease	Non-Evaluable	sum of cells 36 != reported denominator 37 (difference -1)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01562028] :: outcomeMeasures[3] :: groups[OG000]
unsupported	none	False	NCT01562028	ctg_results_bor_2010_2013	bor	3	Objective Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Assessed across all time-points from enrollment to termination of trial treatment (max 48 months).	"Patients with only 1 tumor assessment are classified as ""Non-Evaluable"", because they cannot be accounted for the Objective Response rate."	OG001	T790M Negative	1	0	<untitled>	3	54	9	3	69	72	72	-3	Complete Response | Partial Response | Stable Disease | Progressive Disease	Non-Evaluable	sum of cells 69 != reported denominator 72 (difference -3)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01562028] :: outcomeMeasures[3] :: groups[OG001]
valid	none	False	NCT01874054	ctg_results_bor_2010_2013	bor	3	Overall Best Response Rate	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 4.6 months	All patients who received at least 2 cycles of combination treatment, had a baseline tumor assessment, and at least 1 post-baseline tumor assessment, or who had documented disease progression (includi	OG000	Brentuximab Vedotin + Bendamustine	1	0	<untitled>	39	10	3	1	53	53	53	0	Complete Remission | Partial Remission | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01874054] :: outcomeMeasures[3] :: groups[OG000]
valid	none	False	NCT01807182	ctg_results_bor_2010_2013	bor	0	Number of Participants in Each Clinical Response Category	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	Up to 24 weeks post infusion		OG000	Treatment (TIL, Combination Chemotherapy, Aldesleukin)	1	0	<untitled>	2	2	4	2	10	10	10	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01807182] :: outcomeMeasures[0] :: groups[OG000]
unsupported	cross_class	True	NCT01790503	ctg_results_bor_2010_2013	bor	6	Summary of Best Overall Response by Subgroups in the Modified Intent-To-Treat Population on the Recommended Phase 2 Dose	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Assessed from Baseline and every 8 weeks, up to 4 years 4 months	Best Overall Response was assessed in the mITT RP2D population.	OG000	Combined 800 mg, 5 Days/Week	8	0;1;2;3;4;5;6;7	Age group: 18-64 years | Age group: 65+ years | Complete resection | Partial resection | Baseline KPS: 70-89 | Baseline KPS: 90-100 | MGMT status: methylated | MGMT status: unmethylated	3	2	12	9	26	53	197	-27	Complete response (CR) | CR+PR | Complete response (CR) | CR+PR | Complete response (CR) | CR+PR | Complete response (CR) | CR+PR | Complete response (CR) | CR+PR | Complete response (CR) | CR+PR | Complete response (CR) | CR+PR | Complete response (CR) | CR+PR | Partial response (PR) | Partial response (PR) | Partial response (PR) | Partial response (PR) | Partial response (PR) | Partial response (PR) | Partial response (PR) | Partial response (PR) | Stable disease | Stable disease | Stable disease | Stable disease | Stable disease | Stable disease | Stable disease | Stable disease | Progressive disease | Progressive disease | Progressive disease | Progressive disease | Progressive disease | Progressive disease | Progressive disease | Progressive disease	Unable to access | Unknown | Unable to access | Unknown | Unable to access | Unknown | Unable to access | Unknown | Unable to access | Unknown | Unable to access | Unknown | Unable to access | Unknown | Unable to access | Unknown	cross-class overwrite with conflicting values for CR,PD,PR,SD (last class wins) ; cells drawn from 8 different classes (Age group: 18-64 years; Age group: 65+ years; Complete resection; Partial resection; Baseline KPS: 70-89; Baseline KPS: 90-100; MGMT status: methylated; MGMT status: unmethylated)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01790503] :: outcomeMeasures[6] :: groups[OG000]
unsupported	none	False	NCT01740297	ctg_results_bor_2010_2013	bor	3	Phase 2: Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor response was assessed every 12 weeks until disease progression; median follow-up time at the primary analysis was 57.7 weeks and 68.1 weeks in each treatment group respectively.	All participants randomized in phase 2	OG000	Phase 2: Ipilimumab	1	0	<untitled>	7	11	24	33	75	100	100	-25	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unevaluable (UE) | Not Done (ND)	sum of cells 75 != reported denominator 100 (difference -25)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01740297] :: outcomeMeasures[3] :: groups[OG000]
unsupported	none	False	NCT01740297	ctg_results_bor_2010_2013	bor	3	Phase 2: Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Tumor response was assessed every 12 weeks until disease progression; median follow-up time at the primary analysis was 57.7 weeks and 68.1 weeks in each treatment group respectively.	All participants randomized in phase 2	OG001	Phase 2: Talimogene Laherparepvec + Ipilimumab	1	0	<untitled>	13	25	19	31	88	98	98	-10	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Unevaluable (UE) | Not Done (ND)	sum of cells 88 != reported denominator 98 (difference -10)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01740297] :: outcomeMeasures[3] :: groups[OG001]
unsupported	none	False	NCT01746225	ctg_results_bor_2010_2013	bor	3	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From date of randomization until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 18 months	Intention to treat population	OG000	A: Nab-Paclitaxel 150 mg/m2 Days 1,15	1	0	<untitled>	5	34	39	3	81	83	83	-2	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD)/Non-CR/Non-PD | Progressive Disease (PD)	Not Evaluable (NE)	sum of cells 81 != reported denominator 83 (difference -2)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01746225] :: outcomeMeasures[3] :: groups[OG000]
unsupported	none	False	NCT01746225	ctg_results_bor_2010_2013	bor	3	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From date of randomization until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 18 months	Intention to treat population	OG001	B: Nab-Paclitaxel 100 mg/m2 Days 1,8,15	1	0	<untitled>	6	41	33	5	85	86	86	-1	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD)/Non-CR/Non-PD | Progressive Disease (PD)	Not Evaluable (NE)	sum of cells 85 != reported denominator 86 (difference -1)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01746225] :: outcomeMeasures[3] :: groups[OG001]
unsupported	none	False	NCT01746225	ctg_results_bor_2010_2013	bor	3	Best Overall Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From date of randomization until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 18 months	Intention to treat population	OG002	C: Nab-Paclitaxel 75 mg/m2 Days 1,8,15,22	1	0	<untitled>	4	35	31	11	81	86	86	-5	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD)/Non-CR/Non-PD | Progressive Disease (PD)	Not Evaluable (NE)	sum of cells 81 != reported denominator 86 (difference -5)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01746225] :: outcomeMeasures[3] :: groups[OG002]
valid	none	False	NCT01356628	ctg_results_bor_2010_2013	bor	3	Response Rate (RR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Every 8 weeks	4 patients were non-evaluable	OG000	PD-0332991	1	0	<untitled>	0	1	7	11	19	19	19	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01356628] :: outcomeMeasures[3] :: groups[OG000]
unsupported	none	False	NCT01876446	ctg_results_bor_2010_2013	bor	3	Best Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 30 days	All treated and eligible patients	OG000	A: Chemo Resistant	1	0	<untitled>	0	4	6	9	19	20	20	-1	CR Complete Response/Remission | PR Partial Response/Remission | SD Stable Disease | PD Progressive Disease	NE Not Evaluable	sum of cells 19 != reported denominator 20 (difference -1)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01876446] :: outcomeMeasures[3] :: groups[OG000]
unsupported	none	False	NCT01876446	ctg_results_bor_2010_2013	bor	3	Best Response	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Up to 30 days	All treated and eligible patients	OG001	B: Chemo Sensitive	1	0	<untitled>	1	6	7	2	16	18	18	-2	CR Complete Response/Remission | PR Partial Response/Remission | SD Stable Disease | PD Progressive Disease	NE Not Evaluable	sum of cells 16 != reported denominator 18 (difference -2)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01876446] :: outcomeMeasures[3] :: groups[OG001]
valid	none	False	NCT01975519	ctg_results_bor_2010_2013	bor	2	Objective Response Rate in a Cohort of Patients With Angiosarcoma	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	1.5 years		OG000	10 mg/kg TRC105 + Pazopanib With Angiosarcoma	1	0	<untitled>	2	0	3	0	5	5	5	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01975519] :: outcomeMeasures[2] :: groups[OG000]
valid	none	False	NCT01975519	ctg_results_bor_2010_2013	bor	6	Objective Response Rate in Patients With Advanced Soft Tissue Sarcoma by RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	12 months		OG000	8 mg/kg TRC105 + Pazopanib	1	0	<untitled>	0	0	3	0	3	3	3	0	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01975519] :: outcomeMeasures[6] :: groups[OG000]
unsupported	none	False	NCT01975519	ctg_results_bor_2010_2013	bor	6	Objective Response Rate in Patients With Advanced Soft Tissue Sarcoma by RECIST 1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	12 months		OG001	10 mg/kg TRC105 + Pazopanib	1	0	<untitled>	3	1	43	27	74	78	78	-4	Complete Response (CR) | Partial Response (PR) | Stable Disease (SD) | Progressive Disease (PD)	Not Evaluable	sum of cells 74 != reported denominator 78 (difference -4)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01975519] :: outcomeMeasures[6] :: groups[OG001]
unsupported	none	False	NCT01558661	ctg_results_bor_2010_2013	bor	0	Overall Response Rate	PRIMARY	COUNT_OF_PARTICIPANTS	Participants	2 years	One patient enrolled in the second stage was determined to be ineligible and was replaced after two doses. This patient was considered evaluable for Best Overall Response, but not for Progression Free	OG000	AG-013736 (AXITINIB)	1	0	<untitled>	0	3	25	4	32	33	33	-1	Complete Response | Partial Response | Stable Disease | Progressive Disease	Non-evaluable	sum of cells 32 != reported denominator 33 (difference -1)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01558661] :: outcomeMeasures[0] :: groups[OG000]
unsupported	none	False	NCT01256359	ctg_results_bor_2010_2013	bor	3	Objective Response Rate	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From randomisation date to date of PFS event, if they did not have an event by the end of trial datalock (01Oct2012), an average of 9.3 months.	intention to treat	OG000	Docetaxel and AZD6244	1	0	<untitled>	1	12	14	5	32	41	41	-9	Complete response | Partial response | Stable disease | Progressive disease	Not applicable	sum of cells 32 != reported denominator 41 (difference -9)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01256359] :: outcomeMeasures[3] :: groups[OG000]
unsupported	none	False	NCT01256359	ctg_results_bor_2010_2013	bor	3	Objective Response Rate	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From randomisation date to date of PFS event, if they did not have an event by the end of trial datalock (01Oct2012), an average of 9.3 months.	intention to treat	OG001	Docetaxel and Placebo	1	0	<untitled>	0	6	15	19	40	42	42	-2	Complete response | Partial response | Stable disease | Progressive disease	Not applicable	sum of cells 40 != reported denominator 42 (difference -2)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01256359] :: outcomeMeasures[3] :: groups[OG001]
valid	none	False	NCT01256359	ctg_results_bor_2010_2013	bor	46	Objective Response Rate in Patients With WT NRAS	POST_HOC	COUNT_OF_PARTICIPANTS	Participants	From randomisation date to date of PFS event, if they did not have an event by the end of trial datalock (01Oct2012), an average of 9.3 months.	Per protocol population and only those with NRAS status- wild type	OG000	Docetaxel and AZD6244	1	0	<untitled>	0	2	4	3	9	9	9	0	Complete response | Partial response | Stable disease | Progressive disease	Not applicable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01256359] :: outcomeMeasures[46] :: groups[OG000]
valid	none	False	NCT01256359	ctg_results_bor_2010_2013	bor	46	Objective Response Rate in Patients With WT NRAS	POST_HOC	COUNT_OF_PARTICIPANTS	Participants	From randomisation date to date of PFS event, if they did not have an event by the end of trial datalock (01Oct2012), an average of 9.3 months.	Per protocol population and only those with NRAS status- wild type	OG001	Docetaxel and Placebo	1	0	<untitled>	0	2	4	8	14	14	14	0	Complete response | Partial response | Stable disease | Progressive disease	Not applicable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01256359] :: outcomeMeasures[46] :: groups[OG001]
unsupported	none	False	NCT01256359	ctg_results_bor_2010_2013	bor	50	Objective Response Rate in Patients With Mutated NRAS	POST_HOC	COUNT_OF_PARTICIPANTS	Participants	From randomisation date to date of PFS event, if they did not have an event by the end of trial datalock (01Oct2012), an average of 9.3 months.	Per protocol population and only those with NRAS status=mutated	OG000	Docetaxel and AZD6244	1	0	<untitled>	1	6	7	2	16	20	20	-4	Complete response | Partial response | Stable disease | Progressive disease	Not applicable	sum of cells 16 != reported denominator 20 (difference -4)	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01256359] :: outcomeMeasures[50] :: groups[OG000]
valid	none	False	NCT01256359	ctg_results_bor_2010_2013	bor	50	Objective Response Rate in Patients With Mutated NRAS	POST_HOC	COUNT_OF_PARTICIPANTS	Participants	From randomisation date to date of PFS event, if they did not have an event by the end of trial datalock (01Oct2012), an average of 9.3 months.	Per protocol population and only those with NRAS status=mutated	OG001	Docetaxel and Placebo	1	0	<untitled>	0	2	9	6	17	17	17	0	Complete response | Partial response | Stable disease | Progressive disease	Not applicable	single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01256359] :: outcomeMeasures[50] :: groups[OG001]
valid	none	False	NCT01676818	ctg_results_bor_2010_2013	bor	2	Best Overall Response (BOR)	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	Every 6 weeks from start of treatment until occurrence of progressive disease, assessed up to 4 years.	All patients who received at least 1 cycle of treatment are included. 2 patients were excluded due to not being evaluated.	OG000	Eribulin Mesylate	1	0	<untitled>	1	5	13	11	30	30	30	0	Complete Response | Partial Response | Stable Disease | Progressive Disease		single class, unit Participants, sum of cells equals the reported denominator	ctg_results_bor_2010_2013.txt :: studies[nct=NCT01676818] :: outcomeMeasures[2] :: groups[OG000]
