row_key	input_key_nct_id	input_key_om_index	input_key_group_id	payload_shard	cache_revision	om_title	om_type	param_type	unit_of_measure	time_frame	population_description	group_title	n_classes_in_om	n_contributing_classes	contributing_class_indices	class_titles_contributing	reported_denominator_participants	denominator_provenance	denominator_units_available	n_source_categories	n_source_categories_integer	n_distinct_source_category_titles	n_categories_kept_by_producer	full_category_vector	categories_kept_by_producer_with_values	categories_dropped_by_producer_with_values	dropped_response_bearing_categories_with_values	dropped_non_evaluable_categories_with_values	dropped_unclassified_categories_with_values	all_categories_contributing_classes_sum	job1_evaluable_n_sum_of_four_producer_cells	job1_all_categories_in_contributing_classes_sum	evaluable_n_minus_reported_denominator	all_categories_sum_minus_reported_denominator	job1_column26_original_label	job1_column26_value_carried_unchanged	producer_label_collision_within_class	producer_label_collision_across_classes	producer_label_collision_value_conflicting	producer_colliding_labels	job1_classification_carried	category_vector_source	leaf_qa_coverage	denominator_state	category_preservation_state	proportion_suitability	unresolved_reason_codes	advisory_flag_codes	rate_derived	source_pointer
NCT02829723|OM13|OG005	NCT02829723	13	OG005	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	Phase I: BLZ945 1000 mg Q1W QD	1	1	0	<untitled>	5	outcomeMeasures[13].denoms[units=Participants].counts[groupId=OG005].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=2|[class 0] Progressive Disease (PD)=3|[class 0] Unknown=0|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=2|[class 0] Progressive Disease (PD)=3	[class 0] Unknown=0|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Unknown=0		5	5	5	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG005]
NCT02829723|OM13|OG006	NCT02829723	13	OG006	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	Phase I: BLZ945 1600 mg Q1W QD	1	1	0	<untitled>	5	outcomeMeasures[13].denoms[units=Participants].counts[groupId=OG006].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=0|[class 0] Progressive Disease (PD)=3|[class 0] Unknown=2|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=0|[class 0] Progressive Disease (PD)=3	[class 0] Unknown=2|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Unknown=2		5	3	5	-2	0	sum_minus_reported_denominator	-2	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group2.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG006]
NCT02829723|OM13|OG007	NCT02829723	13	OG007	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	Phase I: BLZ945 300 mg 4d on/10d Off QD	1	1	0	<untitled>	8	outcomeMeasures[13].denoms[units=Participants].counts[groupId=OG007].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=4|[class 0] Progressive Disease (PD)=4|[class 0] Unknown=0|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=4|[class 0] Progressive Disease (PD)=4	[class 0] Unknown=0|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Unknown=0		8	8	8	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG007]
NCT02829723|OM13|OG008	NCT02829723	13	OG008	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	Phase I: BLZ945 600 mg 4d on/10d Off QD	1	1	0	<untitled>	8	outcomeMeasures[13].denoms[units=Participants].counts[groupId=OG008].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=3|[class 0] Progressive Disease (PD)=4|[class 0] Unknown=1|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=3|[class 0] Progressive Disease (PD)=4	[class 0] Unknown=1|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Unknown=1		8	7	8	-1	0	sum_minus_reported_denominator	-1	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group2.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG008]
NCT02829723|OM13|OG009	NCT02829723	13	OG009	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	Phase I: BLZ945 800 mg 4d on/10d Off QD	1	1	0	<untitled>	5	outcomeMeasures[13].denoms[units=Participants].counts[groupId=OG009].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=2|[class 0] Progressive Disease (PD)=3|[class 0] Unknown=0|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=2|[class 0] Progressive Disease (PD)=3	[class 0] Unknown=0|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Unknown=0		5	5	5	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG009]
NCT02829723|OM13|OG010	NCT02829723	13	OG010	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	Phase I: BLZ945 1200 mg 4d on/10d Off QD	1	1	0	<untitled>	7	outcomeMeasures[13].denoms[units=Participants].counts[groupId=OG010].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=2|[class 0] Progressive Disease (PD)=4|[class 0] Unknown=1|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=2|[class 0] Progressive Disease (PD)=4	[class 0] Unknown=1|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Unknown=1		7	6	7	-1	0	sum_minus_reported_denominator	-1	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group2.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG010]
NCT02829723|OM13|OG012	NCT02829723	13	OG012	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	Phase I: BLZ945 600 mg Q1W BID	1	1	0	<untitled>	1	outcomeMeasures[13].denoms[units=Participants].counts[groupId=OG012].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=0|[class 0] Progressive Disease (PD)=1|[class 0] Unknown=0|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=0|[class 0] Progressive Disease (PD)=1	[class 0] Unknown=0|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Unknown=0		1	1	1	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG012]
NCT02829723|OM13|OG013	NCT02829723	13	OG013	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	Phase I: BLZ945 600 mg 4d on/10d Off BID	1	1	0	<untitled>	3	outcomeMeasures[13].denoms[units=Participants].counts[groupId=OG013].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=1|[class 0] Progressive Disease (PD)=2|[class 0] Unknown=0|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=1|[class 0] Progressive Disease (PD)=2	[class 0] Unknown=0|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Unknown=0		3	3	3	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG013]
NCT02829723|OM13|OG014	NCT02829723	13	OG014	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	Phase I: BLZ945 150 mg Q1W QD + PDR001 400 mg Q4W	1	1	0	<untitled>	4	outcomeMeasures[13].denoms[units=Participants].counts[groupId=OG014].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=3|[class 0] Progressive Disease (PD)=1|[class 0] Unknown=0|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=3|[class 0] Progressive Disease (PD)=1	[class 0] Unknown=0|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Unknown=0		4	4	4	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG014]
NCT02829723|OM13|OG015	NCT02829723	13	OG015	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	Phase I: BLZ945 300 mg Q1W QD + PDR001 400 mg Q4W	1	1	0	<untitled>	5	outcomeMeasures[13].denoms[units=Participants].counts[groupId=OG015].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=2|[class 0] Progressive Disease (PD)=3|[class 0] Unknown=0|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=2|[class 0] Progressive Disease (PD)=3	[class 0] Unknown=0|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Unknown=0		5	5	5	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG015]
NCT02829723|OM13|OG016	NCT02829723	13	OG016	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	Phase I: BLZ945 600 mg Q1W QD + PDR001 400 mg Q4W	1	1	0	<untitled>	7	outcomeMeasures[13].denoms[units=Participants].counts[groupId=OG016].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=1|[class 0] Stable Disease (SD)=3|[class 0] Progressive Disease (PD)=3|[class 0] Unknown=0|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=1|[class 0] Stable Disease (SD)=3|[class 0] Progressive Disease (PD)=3	[class 0] Unknown=0|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Unknown=0		7	7	7	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG016]
NCT02829723|OM13|OG017	NCT02829723	13	OG017	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	Phase I: BLZ945 1000 mg Q1W QD + PDR001 400 mg Q4W	1	1	0	<untitled>	5	outcomeMeasures[13].denoms[units=Participants].counts[groupId=OG017].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=1|[class 0] Progressive Disease (PD)=3|[class 0] Unknown=1|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=1|[class 0] Progressive Disease (PD)=3	[class 0] Unknown=1|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Unknown=1		5	4	5	-1	0	sum_minus_reported_denominator	-1	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group2.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG017]
NCT02829723|OM13|OG018	NCT02829723	13	OG018	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	Phase I: BLZ945 1400 mg Q1W QD + PDR001 400 mg Q4W	1	1	0	<untitled>	5	outcomeMeasures[13].denoms[units=Participants].counts[groupId=OG018].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=2|[class 0] Progressive Disease (PD)=3|[class 0] Unknown=0|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=2|[class 0] Progressive Disease (PD)=3	[class 0] Unknown=0|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Unknown=0		5	5	5	0	0	sum_minus_reported_denominator	0	0	0	0		valid	CACHE_DIRECT_216bd1b5	NONE	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG018]
NCT02829723|OM13|OG019	NCT02829723	13	OG019	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	Phase I: BLZ945 300 mg 4d on/10d Off QD + PDR001 400 mg Q4W	1	1	0	<untitled>	4	outcomeMeasures[13].denoms[units=Participants].counts[groupId=OG019].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=2|[class 0] Progressive Disease (PD)=1|[class 0] Unknown=1|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=2|[class 0] Progressive Disease (PD)=1	[class 0] Unknown=1|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Unknown=1		4	3	4	-1	0	sum_minus_reported_denominator	-1	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group2.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG019]
NCT02829723|OM13|OG020	NCT02829723	13	OG020	ctg_results_bor_2014_2017	216bd1b5fb25a56b90ef3cc2373e1fe68322708f	Phase I: Best Overall Response (BOR) With Confirmation Per RECIST v1.1	SECONDARY	COUNT_OF_PARTICIPANTS	Participants	From start of treatment until disease progression, assessed up to 3.1 years for BLZ945 single agent and 4.1 years for BLZ945 in combination with PDR001	All patients from Phase I with solid tumors (excluding glioblastoma and lymphoma) who received at least one dose of BLZ945 or PDR001. Patients were analyzed according to the planned treatment.	Phase I: BLZ945 450 mg 4d on/10d Off QD + PDR001 400 mg Q4W	1	1	0	<untitled>	6	outcomeMeasures[13].denoms[units=Participants].counts[groupId=OG020].value	Participants	6	6	6	4	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=2|[class 0] Progressive Disease (PD)=3|[class 0] Unknown=1|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Complete Response (CR)=0|[class 0] Partial Response (PR)=0|[class 0] Stable Disease (SD)=2|[class 0] Progressive Disease (PD)=3	[class 0] Unknown=1|[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Non-CR/Non-PD (NCRNPD)=0	[class 0] Unknown=1		6	5	6	-1	0	sum_minus_reported_denominator	-1	0	0	0		unsupported	CACHE_DIRECT_216bd1b5	LEAF-QA-group2.tsv	READ_FROM_SOURCE	FULL_VECTOR	NOT_REFUTED_BY_THIS_COMPONENT	NONE	RESPONSE_BEARING_CATEGORY_DROPPED_BY_PRODUCER|NON_EVALUABLE_CATEGORY_DROPPED_BY_PRODUCER	NOT_DERIVED	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[13] :: groups[OG020]
