nct	gnorm	gtitle	om	type	title	tf	denom	itt	pp	con	unc	cen	inv	n_candidates	distinct_om	distinct_timeframes	distinct_denoms	resolved_by	pooled_label	payloads
NCT00191854	gemcitabine + cisplatin	Gemcitabine + Cisplatin	0	PRIMARY	Best Overall Response	baseline to measured progressive disease (tumor assessments were performed every 4 cycles during study therapy, or 3 months during post-therapy until disease progression, death or up to 24 months after randomization)	51	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00191854	gemcitabine + paclitaxel	Gemcitabine + Paclitaxel	0	PRIMARY	Best Overall Response	baseline to measured progressive disease (tumor assessments were performed every 4 cycles during study therapy, or 3 months during post-therapy until disease progression, death or up to 24 months after randomization)	49	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00193453	intervention	Intervention	0	PRIMARY	Overall Clinical Response Rate	18 months	65	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00195260	bosutinib 100 mg	Bosutinib 100 mg	3	PRIMARY	Number of Participants With Best Overall Response (BOR) in Part 1	Part 1 Baseline, last week (Day 15 to 23) of cycles 2, 4, 6, 8 and thereafter every 3 cycles up to 30 days after last dose	3	False	True	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00195260	bosutinib 200 mg	Bosutinib 200 mg	3	PRIMARY	Number of Participants With Best Overall Response (BOR) in Part 1	Part 1 Baseline, last week (Day 15 to 23) of cycles 2, 4, 6, 8 and thereafter every 3 cycles up to 30 days after last dose	6	False	True	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00195260	bosutinib 300 mg	Bosutinib 300 mg	3	PRIMARY	Number of Participants With Best Overall Response (BOR) in Part 1	Part 1 Baseline, last week (Day 15 to 23) of cycles 2, 4, 6, 8 and thereafter every 3 cycles up to 30 days after last dose	6	False	True	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00195260	bosutinib 400 mg	Bosutinib 400 mg	3	PRIMARY	Number of Participants With Best Overall Response (BOR) in Part 1	Part 1 Baseline, last week (Day 15 to 23) of cycles 2, 4, 6, 8 and thereafter every 3 cycles up to 30 days after last dose	6	False	True	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00195260	bosutinib 50 mg	Bosutinib 50 mg	3	PRIMARY	Number of Participants With Best Overall Response (BOR) in Part 1	Part 1 Baseline, last week (Day 15 to 23) of cycles 2, 4, 6, 8 and thereafter every 3 cycles up to 30 days after last dose	3	False	True	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00195260	bosutinib 500 mg	Bosutinib 500 mg	3	PRIMARY	Number of Participants With Best Overall Response (BOR) in Part 1	Part 1 Baseline, last week (Day 15 to 23) of cycles 2, 4, 6, 8 and thereafter every 3 cycles up to 30 days after last dose	6	False	True	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00195260	bosutinib 600 mg	Bosutinib 600 mg	3	PRIMARY	Number of Participants With Best Overall Response (BOR) in Part 1	Part 1 Baseline, last week (Day 15 to 23) of cycles 2, 4, 6, 8 and thereafter every 3 cycles up to 30 days after last dose	4	False	True	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00195260	colorectal cancer	Colorectal Cancer	4	PRIMARY	Number of Participants With Best Overall Response (BOR) in Part 2	Part 2 Baseline, last week (Day 15 to 23) of cycles 2, 4, 6, 8 and thereafter every 3 cycles up to 30 days after last dose	34	False	True	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00195260	mtd-lead in	MTD-lead in	3	PRIMARY	Number of Participants With Best Overall Response (BOR) in Part 1	Part 1 Baseline, last week (Day 15 to 23) of cycles 2, 4, 6, 8 and thereafter every 3 cycles up to 30 days after last dose	3	False	True	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00195260	non-small cell lung cancer (nsclc)	Non-small Cell Lung Cancer (NSCLC)	4	PRIMARY	Number of Participants With Best Overall Response (BOR) in Part 2	Part 2 Baseline, last week (Day 15 to 23) of cycles 2, 4, 6, 8 and thereafter every 3 cycles up to 30 days after last dose	19	False	True	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00195260	pancreatic cancer	Pancreatic Cancer	4	PRIMARY	Number of Participants With Best Overall Response (BOR) in Part 2	Part 2 Baseline, last week (Day 15 to 23) of cycles 2, 4, 6, 8 and thereafter every 3 cycles up to 30 days after last dose	22	False	True	False	False	False	True	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00226239	head and neck cancer patients	Head and Neck Cancer Patients	0	PRIMARY	Objective Response Rate (ORR)	Up to 36 months	37	False	False	False	False	False	False	2	2	1	2	a-d	False	ctg_results_bor_1999_2009
NCT00226811	50 mg sunitinib	50 mg Sunitinib	0	PRIMARY	Best Overall Response	From start of study treatment until Day 28 of Cycle 1, Day 28 of Cycles thereafter	78	True	False	True	False	False	False	2	2	1	1	f	False	ctg_results_bor_1999_2009
NCT00227617	combined neuroendocrine tumors	Combined Neuroendocrine Tumors	1	PRIMARY	Best Objective Response	From Baseline until disease progression, up to 8 years	36	True	False	False	False	False	False	1	1	1	1	a-d	True	ctg_results_bor_1999_2009
NCT00229723	250mg/250mg	250mg/250mg	0	PRIMARY	Local Disease Control Rate at 2 Years	Assessed at 2 yrs. Tumour assessments (clinical & by CT/MRI) were carried out during screening & regularly throughout the study until disease progression (as defined by Response evaluation criteria in solid tumours (RECIST)).	31	False	False	False	False	False	False	2	2	2	1	a-d	False	ctg_placebo_onc_1999_2009
NCT00229723	250mg/placebo	250mg/Placebo	0	PRIMARY	Local Disease Control Rate at 2 Years	Assessed at 2 yrs. Tumour assessments (clinical & by CT/MRI) were carried out during screening & regularly throughout the study until disease progression (as defined by Response evaluation criteria in solid tumours (RECIST)).	24	False	False	False	False	False	False	2	2	2	1	a-d	False	ctg_placebo_onc_1999_2009
NCT00229723	500mg/500mg	500mg/500mg	0	PRIMARY	Local Disease Control Rate at 2 Years	Assessed at 2 yrs. Tumour assessments (clinical & by CT/MRI) were carried out during screening & regularly throughout the study until disease progression (as defined by Response evaluation criteria in solid tumours (RECIST)).	24	False	False	False	False	False	False	2	2	2	1	a-d	False	ctg_placebo_onc_1999_2009
NCT00229723	500mg/placebo	500mg/Placebo	0	PRIMARY	Local Disease Control Rate at 2 Years	Assessed at 2 yrs. Tumour assessments (clinical & by CT/MRI) were carried out during screening & regularly throughout the study until disease progression (as defined by Response evaluation criteria in solid tumours (RECIST)).	31	False	False	False	False	False	False	2	2	2	1	a-d	False	ctg_placebo_onc_1999_2009
NCT00229723	placebo/250mg	Placebo/250mg	0	PRIMARY	Local Disease Control Rate at 2 Years	Assessed at 2 yrs. Tumour assessments (clinical & by CT/MRI) were carried out during screening & regularly throughout the study until disease progression (as defined by Response evaluation criteria in solid tumours (RECIST)).	34	False	False	False	False	False	False	2	2	2	1	a-d	False	ctg_placebo_onc_1999_2009
NCT00229723	placebo/500mg	Placebo/500mg	0	PRIMARY	Local Disease Control Rate at 2 Years	Assessed at 2 yrs. Tumour assessments (clinical & by CT/MRI) were carried out during screening & regularly throughout the study until disease progression (as defined by Response evaluation criteria in solid tumours (RECIST)).	22	False	False	False	False	False	False	2	2	2	1	a-d	False	ctg_placebo_onc_1999_2009
NCT00229723	placebo/placebo	Placebo/Placebo	0	PRIMARY	Local Disease Control Rate at 2 Years	Assessed at 2 yrs. Tumour assessments (clinical & by CT/MRI) were carried out during screening & regularly throughout the study until disease progression (as defined by Response evaluation criteria in solid tumours (RECIST)).	60	False	False	False	False	False	False	2	2	2	1	a-d	False	ctg_placebo_onc_1999_2009
NCT00234052	treatment with carboplatin + pemetrexed + bevacizumab	Treatment With Carboplatin + Pemetrexed + Bevacizumab	1	SECONDARY	Overall Response Rate	Every two cycles until disease progression. Median follow up of 13 months (range 0.8 to 34.4 months)	49	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00243074	azd2171	AZD2171	3	SECONDARY	Disease Control Rate	Every 8 weeks until disease progression progression, up to 5 years.	47	False	False	False	False	False	False	2	2	2	1	f	False	ctg_results_bor_1999_2009
NCT00243074	azd2171 (cediranib maleate)	AZD2171 (Cediranib Maleate)	0	PRIMARY	Overall Response Rate	Disease assessments for response were performed every 8 weeks for as long as the patient remained on protocol treatment, up to 5 years.	47	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00244764	pazopanib 800 mg	Pazopanib 800 mg	0	PRIMARY	Overall Response by RECIST Criteria	Baseline to Response (up to 2.40 years). Assessments occurred at Week 12 and every 8 weeks thereafter.	225	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_placebo_onc_1999_2009
NCT00246012	dacarbazine + intetumumab 10 mg/kg [phase 2]	Dacarbazine + Intetumumab 10 mg/kg [Phase 2]	24	OTHER_PRE_SPECIFIED	Percentage of Participants Who Achieved a Best Overall Response as CR, PR, or SD - Phase 2	Within 28 days of first infusion of study medication, within 1 week of the end of Cycles 2, 4, 6, 8; 3 months and 6 months post-last dose of study medication	30	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00246012	dacarbazine + placebo [phase 2]	Dacarbazine + Placebo [Phase 2]	24	OTHER_PRE_SPECIFIED	Percentage of Participants Who Achieved a Best Overall Response as CR, PR, or SD - Phase 2	Within 28 days of first infusion of study medication, within 1 week of the end of Cycles 2, 4, 6, 8; 3 months and 6 months post-last dose of study medication	31	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00246012	intetumumab 10 mg/kg [phase 2]	Intetumumab 10 mg/kg [Phase 2]	24	OTHER_PRE_SPECIFIED	Percentage of Participants Who Achieved a Best Overall Response as CR, PR, or SD - Phase 2	Within 28 days of first infusion of study medication, within 1 week of the end of Cycles 2, 4, 6, 8; 3 months and 6 months post-last dose of study medication	33	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00246012	intetumumab 5 mg/kg [phase 2]	Intetumumab 5 mg/kg [Phase 2]	24	OTHER_PRE_SPECIFIED	Percentage of Participants Who Achieved a Best Overall Response as CR, PR, or SD - Phase 2	Within 28 days of first infusion of study medication, within 1 week of the end of Cycles 2, 4, 6, 8; 3 months and 6 months post-last dose of study medication	31	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00246090	e7389 1.4 mg/m^2	E7389 1.4 mg/m^2	0	PRIMARY	Objective Response Rate	Every two cycles	269	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_accrual_completed_onc_phase2|ctg_results_bor_1999_2009
NCT00247676	50 milligram (mg) sunitinib	50 Milligram (mg) Sunitinib	7	PRIMARY	Objective Response (CR or PR)	From start of treatment until Day 28 of Cycle 1, Day 28 of Cycles thereafter	37	True	False	True	False	False	False	4	4	3	2	a-d	False	ctg_results_bor_1999_2009
NCT00250926	bortezomib, dexamethasone, rituximab	Bortezomib, Dexamethasone, Rituximab	1	PRIMARY	Response Rate	33.2 months	23	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00251225	hormone refractory prostate cancer patients	Hormone Refractory Prostate Cancer Patients	1	SECONDARY	Prostate-Specific Antigen (PSA) Response Rate	Up to 12 months	29	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00252382	total	Total	0	PRIMARY	Objective Tumor Response Rate	168 days	26	False	False	False	False	False	False	2	2	1	1	a-d	True	ctg_results_bor_1999_2009
NCT00254540	first-line treatment population	First-line Treatment Population	0	PRIMARY	Number of Subjects With Objective Response	Day 28 of Cycles 1-4	25	True	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00254540	pretreated population	Pretreated Population	0	PRIMARY	Number of Subjects With Objective Response	Day 28 of Cycles 1-4	26	True	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00256698	anastrozole	Anastrozole	2	SECONDARY	Percentage of Clinical Benefit Rate (CBR) Responders	RECIST tumour assessments carried out every 8 weeks from randomisation until data cut-off on 30th April 2009	256	False	False	False	False	False	False	2	2	1	2	a-d	False	ctg_results_bor_1999_2009
NCT00256698	fulvestrant + anastrozole	Fulvestrant + Anastrozole	2	SECONDARY	Percentage of Clinical Benefit Rate (CBR) Responders	RECIST tumour assessments carried out every 8 weeks from randomisation until data cut-off on 30th April 2009	258	False	False	False	False	False	False	2	2	1	2	a-d	False	ctg_results_bor_1999_2009
NCT00262067	bevacizumab 15 mg/kg + capecitabine	Bevacizumab 15 mg/kg + Capecitabine	1	SECONDARY	Objective Response as Determined by the Investigator Using Response Evaluation Criteria in Solid Tumors (RECIST)	Baseline to the data cut-off date of 31 Jul 2008 (up to 2 years, 7 months)	325	True	False	False	False	False	True	2	2	1	2	e	False	ctg_placebo_onc_1999_2009
NCT00262067	bevacizumab 15 mg/kg + taxane or anthracycline-based regimen	Bevacizumab 15 mg/kg + Taxane or Anthracycline-based Regimen	1	SECONDARY	Objective Response as Determined by the Investigator Using Response Evaluation Criteria in Solid Tumors (RECIST)	Baseline to the data cut-off date of 31 Jul 2008 (up to 2 years, 7 months)	345	True	False	False	False	False	True	2	2	1	2	e	False	ctg_placebo_onc_1999_2009
NCT00262067	placebo to bevacizumab + capecitabine	Placebo to Bevacizumab + Capecitabine	1	SECONDARY	Objective Response as Determined by the Investigator Using Response Evaluation Criteria in Solid Tumors (RECIST)	Baseline to the data cut-off date of 31 Jul 2008 (up to 2 years, 7 months)	161	True	False	False	False	False	True	2	2	1	2	e	False	ctg_placebo_onc_1999_2009
NCT00262067	placebo to bevacizumab + taxane or anthracycline-based regimen	Placebo to Bevacizumab + Taxane or Anthracycline-based Regimen	1	SECONDARY	Objective Response as Determined by the Investigator Using Response Evaluation Criteria in Solid Tumors (RECIST)	Baseline to the data cut-off date of 31 Jul 2008 (up to 2 years, 7 months)	177	True	False	False	False	False	True	2	2	1	2	e	False	ctg_placebo_onc_1999_2009
NCT00263588	cohort a	Cohort A	0	PRIMARY	The Number of Participants With Central Nervous System (CNS) Best Overall Response	time from baseline to data cutoff (25 Sept 2007); approximately 2 years	94	True	False	False	False	True	False	4	4	2	1	f	False	ctg_results_bor_1999_2009
NCT00263588	cohort b	Cohort B	0	PRIMARY	The Number of Participants With Central Nervous System (CNS) Best Overall Response	time from baseline to data cutoff (25 Sept 2007); approximately 2 years	143	True	False	False	False	True	False	4	4	2	1	f	False	ctg_results_bor_1999_2009
NCT00267020	enzastaurin+gemcitabine	Enzastaurin+Gemcitabine	1	SECONDARY	Percentage of Participants With Complete Response (CR) or Partial Response (PR) (Response Rate)	Randomization to measured progressive disease (PD) up to 19.9 months	81	False	True	False	False	False	False	2	2	2	2	e	False	ctg_results_bor_1999_2009
NCT00267020	gemcitabine	Gemcitabine	1	SECONDARY	Percentage of Participants With Complete Response (CR) or Partial Response (PR) (Response Rate)	Randomization to measured progressive disease (PD) up to 19.9 months	38	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00267488	topotecan hydrochloride	Topotecan Hydrochloride	0	PRIMARY	Best Overall Response	Week 0 to Week 98 when endpoints were met	37	True	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00268346	no prior therapy	No Prior Therapy	0	PRIMARY	The Number of Patients With Complete or Partial Response Rate of Single Agent ZD1839 in a Patient Population With Recurrent or Metastatic Cancer of the Esophagus or Gastroesophageal Junction, Using the RECIST 1.0 Criteria.	at 8 weeks after initiation of treatment	18	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00268346	prior chemotherapy	Prior Chemotherapy	0	PRIMARY	The Number of Patients With Complete or Partial Response Rate of Single Agent ZD1839 in a Patient Population With Recurrent or Metastatic Cancer of the Esophagus or Gastroesophageal Junction, Using the RECIST 1.0 Criteria.	at 8 weeks after initiation of treatment	40	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00268905	eribulin mesylate 1.1 mg/m^2 plus carboplatin auc 6	Eribulin Mesylate 1.1 mg/m^2 Plus Carboplatin AUC 6	2	SECONDARY	Percent of Subjects With Best Overall Response as Measured by Response Evaluation Criteria in Solid Tumors (RECIST) Criteria.	From start of eribulin treatment until disease progression or death	11	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00268905	eribulin mesylate dose finding plus carboplatin auc 5	Eribulin Mesylate Dose Finding Plus Carboplatin AUC 5	2	SECONDARY	Percent of Subjects With Best Overall Response as Measured by Response Evaluation Criteria in Solid Tumors (RECIST) Criteria.	From start of eribulin treatment until disease progression or death	43	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00268905	eribulin mesylate dose finding plus carboplatin auc 6	Eribulin Mesylate Dose Finding Plus Carboplatin AUC 6	2	SECONDARY	Percent of Subjects With Best Overall Response as Measured by Response Evaluation Criteria in Solid Tumors (RECIST) Criteria.	From start of eribulin treatment until disease progression or death	9	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00272987	cohort 1: paclitaxel 80 mg/trastuzumab 4 mg/lapatinib 1000 mg	Cohort 1: Paclitaxel 80 mg/Trastuzumab 4 mg/Lapatinib 1000 mg	15	PRIMARY	Overall Response (OR): Percentage of Participants With a Best Overall Response (OR) of Confirmed Complete Response (CR) or Confirmed Partial Response (PR) as Assessed by the Investigator	From the date of the first dose of investigational product to end of study, up to approx. 7 years	29	False	False	True	False	True	True	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00272987	cohort 2: paclitaxel 70 mg/trastuzumab 4 mg/lapatinib 1000 mg	Cohort 2: Paclitaxel 70 mg/Trastuzumab 4 mg/Lapatinib 1000 mg	15	PRIMARY	Overall Response (OR): Percentage of Participants With a Best Overall Response (OR) of Confirmed Complete Response (CR) or Confirmed Partial Response (PR) as Assessed by the Investigator	From the date of the first dose of investigational product to end of study, up to approx. 7 years	14	False	False	True	False	True	True	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00272987	cohort 3: paclitaxel 80 mg/trastuzumab 4 mg/lapatinib 750 mg	Cohort 3: Paclitaxel 80 mg/Trastuzumab 4 mg/Lapatinib 750 mg	15	PRIMARY	Overall Response (OR): Percentage of Participants With a Best Overall Response (OR) of Confirmed Complete Response (CR) or Confirmed Partial Response (PR) as Assessed by the Investigator	From the date of the first dose of investigational product to end of study, up to approx. 7 years	20	False	False	True	False	True	True	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00274469	anastrozole 1 mg	Anastrozole 1 mg	0	PRIMARY	Clinical Benefit Rate	From randomisation to data cut off (DCO) for primary analysis. The first and the last patients were enrolled on 6 Feb 2006 and 11 Jul 2007 respectively. The DCO for primary analysis was on 10th Jan 2008, 6 months after the last patient was enrolled.	103	True	False	False	False	False	False	2	2	1	2	a-d	False	ctg_results_bor_1999_2009
NCT00274469	fulvestrant 500 mg	Fulvestrant 500 mg	0	PRIMARY	Clinical Benefit Rate	From randomisation to data cut off (DCO) for primary analysis. The first and the last patients were enrolled on 6 Feb 2006 and 11 Jul 2007 respectively. The DCO for primary analysis was on 10th Jan 2008, 6 months after the last patient was enrolled.	102	True	False	False	False	False	False	2	2	1	2	a-d	False	ctg_results_bor_1999_2009
NCT00278993	e7389 intravenous 1.4 mg/m2	E7389 Intravenous 1.4 mg/m2	0	PRIMARY	Objective Prostate Specific Antigen (PSA) Response Rate Based on Bubley Criteria	12 months	105	False	True	False	False	False	False	2	2	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00281528	130 mg/m^2 abi-007 weekly	130 mg/m^2 ABI-007 Weekly	1	SECONDARY	Percentage of Participants With Stable Disease for ≥ 16 Weeks, or Complete or Partial Overall Response (i.e., Total Response) Based on Response Evaluation Criteria In Solid Tumors (RECIST v1.0)	Up to 43 months (until progressed)	79	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00281528	260 mg/m^2 abi-007 every 2 weeks	260 mg/m^2 ABI-007 Every 2 Weeks	1	SECONDARY	Percentage of Participants With Stable Disease for ≥ 16 Weeks, or Complete or Partial Overall Response (i.e., Total Response) Based on Response Evaluation Criteria In Solid Tumors (RECIST v1.0)	Up to 43 months (until progressed)	54	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00281528	260 mg/m^2 abi-007 every 3 weeks	260 mg/m^2 ABI-007 Every 3 Weeks	1	SECONDARY	Percentage of Participants With Stable Disease for ≥ 16 Weeks, or Complete or Partial Overall Response (i.e., Total Response) Based on Response Evaluation Criteria In Solid Tumors (RECIST v1.0)	Up to 43 months (until progressed)	75	False	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00281658	lapatinib 1500 mg + paclitaxel	Lapatinib 1500 mg + Paclitaxel	4	SECONDARY	Clinical Benefit Rate (CBR)	From date of randomization until date of progression or date of death from any cause, whichever comes first, assessed up to 53 months (Primary analysis cut-off date = 18-Jun-2010)	222	True	False	True	False	False	True	6	6	3	3	a-d	False	ctg_results_bor_1999_2009
NCT00281658	placebo + paclitaxel	Placebo + Paclitaxel	4	SECONDARY	Clinical Benefit Rate (CBR)	From date of randomization until date of progression or date of death from any cause, whichever comes first, assessed up to 53 months (Primary analysis cut-off date = 18-Jun-2010)	222	True	False	True	False	False	True	6	6	3	3	a-d	False	ctg_results_bor_1999_2009
NCT00281697	standard chemotherapy + bevacizumab	Standard Chemotherapy + Bevacizumab	5	SECONDARY	Duration of Objective Response	Baseline to data cut-off for analysis of the primary Outcome Measure (up to 3 years, 2 months)	143	True	False	False	False	False	False	2	2	1	2	a-d	False	ctg_placebo_onc_1999_2009
NCT00281697	standard chemotherapy + placebo	Standard Chemotherapy + Placebo	5	SECONDARY	Duration of Objective Response	Baseline to data cut-off for analysis of the primary Outcome Measure (up to 3 years, 2 months)	53	True	False	False	False	False	False	2	2	1	2	a-d	False	ctg_placebo_onc_1999_2009
NCT00281840	bevacizumab with docetaxel and radiation therapy	Bevacizumab With Docetaxel and Radiation Therapy	1	SECONDARY	Response Rate	5 years	26	False	True	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00283244	arm a (gemcitabine)	Arm A (Gemcitabine)	1	SECONDARY	Response Rate	Six months	44	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_accrual_completed_onc_phase2|ctg_results_bor_1999_2009
NCT00283244	arm b (erlotinib)	Arm B (Erlotinib)	1	SECONDARY	Response Rate	Six months	51	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_accrual_completed_onc_phase2|ctg_results_bor_1999_2009
NCT00283244	arm c (gemcitabine + erlotinib)	Arm C (Gemcitabine + Erlotinib)	1	SECONDARY	Response Rate	Six months	51	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_accrual_completed_onc_phase2|ctg_results_bor_1999_2009
NCT00284154	vinflunine	Vinflunine	0	PRIMARY	Overall Response Rate (ORR), the Percentage of Patients Who Experience an Objective Benefit From Treatment	18 months	51	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00289016	talimogene laherparepvec	Talimogene Laherparepvec	0	PRIMARY	Objective Tumor Response Rate	From enrollment until the data cut-off date of 29 November 2008; Median duration of follow-up was 253 days	50	True	False	True	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00290771	all patients - imatinib 600 or 1000 mg + hydroxyurea 1000 mg	All Patients - Imatinib 600 or 1000 mg + Hydroxyurea 1000 mg	0	PRIMARY	Percentage of Patients With an Objective Overall Response (OOR)	Baseline to end of study (Month 24)	231	True	False	False	False	False	False	2	2	1	1	a-d	True	ctg_results_bor_1999_2009
NCT00290771	imatinib 1000 mg + hydroxyurea 1000 mg	Imatinib 1000 mg + Hydroxyurea 1000 mg	0	PRIMARY	Percentage of Patients With an Objective Overall Response (OOR)	Baseline to end of study (Month 24)	100	True	False	False	False	False	False	2	2	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00290771	imatinib 600 mg + hydroxyurea 1000 mg	Imatinib 600 mg + Hydroxyurea 1000 mg	0	PRIMARY	Percentage of Patients With an Objective Overall Response (OOR)	Baseline to end of study (Month 24)	131	True	False	False	False	False	False	2	2	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00298896	sns-595	SNS-595	0	PRIMARY	Objective Response Rate	up to 6 months	47	False	False	False	False	False	False	2	2	2	1	a-d	False	ctg_results_bor_1999_2009
NCT00301067	temozolomide and calcitriol (cohort 1-3+expansion)	Temozolomide and Calcitriol (Cohort 1-3+Expansion)	4	POST_HOC	Overall Response Rate	From the start of treatment, every 2 cycles where 1 cycle equals 28 days, for a maximum of 12 cycles	20	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00304239	metvix-pdt	Metvix-PDT	0	PRIMARY	Participant Complete Response Rate (CRR)	At Week 13	57	True	False	False	False	False	True	2	2	1	1	a-d	False	ctg_placebo_onc_1999_2009
NCT00304239	vehicle-pdt	Vehicle-PDT	0	PRIMARY	Participant Complete Response Rate (CRR)	At Week 13	58	True	False	False	False	False	True	2	2	1	1	a-d	False	ctg_placebo_onc_1999_2009
NCT00305448	fulvestrant 250 mg	Fulvestrant 250 mg	0	PRIMARY	Objective Response Rate (ORR)	baseline and every 12 weeks (+/- 2weeks) from randomization data up to data cut-off (19th march 2008)	45	False	False	False	False	False	False	2	2	2	1	a-d	False	ctg_results_bor_1999_2009
NCT00305448	fulvestrant 250 mg + loading dose	Fulvestrant 250 mg + Loading Dose	0	PRIMARY	Objective Response Rate (ORR)	baseline and every 12 weeks (+/- 2weeks) from randomization data up to data cut-off (19th march 2008)	51	False	False	False	False	False	False	2	2	2	1	a-d	False	ctg_results_bor_1999_2009
NCT00305448	fulvestrant 500 mg	Fulvestrant 500 mg	0	PRIMARY	Objective Response Rate (ORR)	baseline and every 12 weeks (+/- 2weeks) from randomization data up to data cut-off (19th march 2008)	47	False	False	False	False	False	False	2	2	2	1	a-d	False	ctg_results_bor_1999_2009
NCT00305942	topotecan/carboplatin	Topotecan/Carboplatin	0	PRIMARY	Overall Response Rate (ORR), the Percentage of Patients Who Experience an Objective Benefit From Treatment	18 months	61	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00306891	arm 3 - cediranib 45 mg fixed dose	Arm 3 - Cediranib 45 mg Fixed Dose	6	SECONDARY	Part B: Best Overall Response Rate (ORR)	Baseline, week 8, week 16 and every 8 weeks thereafter until discontinuation.	15	True	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00306891	arm 4 - cediranib 30-90 mg dose escalation	Arm 4 - Cediranib 30-90 mg Dose Escalation	6	SECONDARY	Part B: Best Overall Response Rate (ORR)	Baseline, week 8, week 16 and every 8 weeks thereafter until discontinuation.	29	True	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
NCT00309140	enzastaurin	Enzastaurin	2	SECONDARY	Percentage of Participants With Best Overall Response (Documented Antitumor Activity)	Baseline through study completion (up to 26 months and 30-day safety follow-up)	23	False	False	False	False	False	False	1	1	1	1	a-d	False	ctg_results_bor_1999_2009
